,name,github_id,pypi_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,github_release_downloads,trending,updated_github_id,gitlab_id,gitlab_url
111,djaodjin-saas,djaodjin/djaodjin-saas,djaodjin-saas,[],value-as-a-service-framework,https://github.com/djaodjin/djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,2013-05-06 22:43:32,2024-01-02 20:27:57,2024-01-02 20:25:07,1855.0,43.0,126.0,24.0,184.0,19.0,88.0,517,,,,Django application for software-as-service and subscription businesses.,8.0,8.0,12.0,https://pypi.org/project/djaodjin-saas,270.0,270.0,18,True,1,,,,,,
112,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,2016-03-02 07:55:01,2024-01-22 05:46:02,2023-11-08 06:13:11,149.0,2.0,60.0,16.0,38.0,39.0,32.0,355,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,119329.0,119329.0,18,True,2,BSD-3-Clause,,,,,
113,django-bulma,timonweb/django-bulma,django-bulma,[],mvt-css-framework-integration,https://github.com/timonweb/django-bulma,https://github.com/timonweb/django-bulma,2017-08-16 16:10:14,2023-03-04 04:33:09,2021-10-21 13:54:53,128.0,,52.0,14.0,38.0,5.0,37.0,333,,,,Bulma theme for Django.,493.0,493.0,14.0,https://pypi.org/project/django-bulma,2016.0,2016.0,18,True,3,MIT,,,,,
114,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,2011-08-10 06:40:48,2024-01-28 06:18:00,2021-12-27 22:42:18,132.0,,95.0,14.0,38.0,5.0,19.0,251,,,,A simple API to send SMS messages. It is modeled after the django email api.,362.0,362.0,19.0,https://pypi.org/project/django-sendsms,4465.0,4465.0,18,True,2,MIT,,,,,
115,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,2011-02-25 12:40:16,2024-01-05 17:57:30,2018-03-12 09:11:28,102.0,,82.0,8.0,30.0,27.0,16.0,231,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,243.0,243.0,10.0,https://pypi.org/project/django-audit-log,1718.0,1718.0,18,False,3,,,,,,
116,django-fsm-admin,gadventures/django-fsm-admin,django-fsm-admin,[],finite-state-machine,https://github.com/gadventures/django-fsm-admin,https://github.com/gadventures/django-fsm-admin,2014-03-12 04:43:00,2022-10-25 08:27:00,2022-10-25 08:26:59,123.0,,89.0,30.0,66.0,19.0,20.0,202,,,,Mixin and template tags to integrate django-fsm transitions into the django admin.,339.0,339.0,32.0,https://pypi.org/project/django-fsm-admin,38841.0,38841.0,18,True,3,,,,,,
117,django-admin-numeric-filter,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,[],admin-interface-filters,https://github.com/lukasvinclav/django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,31.0,4.0,16.0,3.0,13.0,75,2023-02-16 07:52:21,0.1.9,3.0,Numeric filters for Django admin.,175.0,175.0,14.0,https://pypi.org/project/django-admin-numeric-filter,13994.0,13994.0,18,True,1,MIT,,,,,
118,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,4.0,4.0,4.0,11.0,50,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,2938.0,2938.0,4.0,https://pypi.org/project/django-phone-field,14285.0,14285.0,18,True,3,GPL-3.0,,,,,
119,django-test-plus,revsys/django-test-plus,django-test-plus,[],testing,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,2015-05-23 16:08:52,2023-07-11 11:38:09,2023-07-11 11:37:47,489.0,,58.0,11.0,152.0,10.0,46.0,590,,,,Useful additions to Djangos default TestCase.,,,33.0,https://pypi.org/project/django-test-plus,51288.0,51288.0,17,True,3,BSD-3-Clause,,,,,
120,django-oauth2-provider,caffeinehit/django-oauth2-provider,django-oauth2-provider,[],authentication-authorization,https://github.com/caffeinehit/django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,2012-01-18 17:05:36,2023-02-15 17:55:47,2023-02-03 07:57:29,208.0,,179.0,26.0,92.0,40.0,25.0,337,,,,Provide OAuth2 access to your app.,,,16.0,https://pypi.org/project/django-oauth2-provider,7459.0,7459.0,17,True,3,MIT,,,,,
121,silver,silverapp/silver,silver,[],payment-subscriptions,https://github.com/silverapp/silver,https://github.com/silverapp/silver,2014-10-07 11:39:38,2024-01-30 11:48:01,2024-01-30 11:45:50,1850.0,4.0,75.0,23.0,309.0,50.0,337.0,294,,,,Automated billing and payments for Django with a REST API.,8.0,8.0,24.0,https://pypi.org/project/silver,39.0,39.0,17,True,2,,,,,,
122,django-prbac,dimagi/django-prbac,django-prbac,[],authentication-authorization,https://github.com/dimagi/django-prbac,https://github.com/dimagi/django-prbac,2013-10-17 18:31:58,2023-12-13 21:26:13,2023-12-13 21:26:10,194.0,21.0,37.0,41.0,55.0,3.0,17.0,134,2020-03-06 22:55:21,0.0.8,1.0,,12.0,12.0,23.0,https://pypi.org/project/django-prbac,2734.0,2734.0,17,False,3,,,,,,
123,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,15.0,13.0,1.0,12.0,89,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",72.0,72.0,9.0,https://pypi.org/project/django-mirage-field,11121.0,11121.0,17,True,2,MIT,,,,,
124,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,2021-11-25 00:14:05,2024-01-29 17:35:05,2024-01-29 17:35:04,148.0,40.0,8.0,4.0,100.0,1.0,2.0,70,2024-01-21 22:09:18,2.0.1,10.0,Pydantic model support for Django & Django-Rest-Framework.,10.0,10.0,7.0,https://pypi.org/project/pyngo,5844.0,5844.0,17,True,3,MIT,,,,,
125,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,2013-05-19 13:49:50,2023-11-12 13:00:10,2022-03-23 14:37:36,860.0,,92.0,11.0,108.0,36.0,49.0,921,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,77104.0,77104.0,16,True,3,,,,,,
126,django-template-partials,carltongibson/django-template-partials,django-template-partials,[],templates,https://github.com/carltongibson/django-template-partials,https://github.com/carltongibson/django-template-partials,2023-05-17 18:22:35,2024-01-17 12:44:21,2024-01-17 12:44:20,31.0,8.0,10.0,19.0,19.0,4.0,11.0,284,,,,Reusable named inline partials for the Django Template Language.,50.0,50.0,9.0,https://pypi.org/project/django-template-partials,7144.0,7144.0,16,True,3,MIT,,,,,
127,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,8.0,8.0,3.0,14.0,111,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,219.0,219.0,5.0,https://pypi.org/project/django-fieldsignals,17029.0,17029.0,16,True,3,,,,,,
128,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,37.0,13.0,13.0,3.0,8.0,429,,,,Keep track of your statistics.,23.0,23.0,9.0,https://pypi.org/project/django-trackstats,2235.0,2235.0,15,True,1,MIT,,,,,
129,django-flexible-subscriptions,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,[],payment-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,2018-11-26 05:05:05,2023-11-30 23:40:43,2020-09-11 20:55:19,197.0,,48.0,4.0,267.0,27.0,23.0,239,,,,A subscription and recurrent billing application for Django.,23.0,23.0,14.0,https://pypi.org/project/django-flexible-subscriptions,456.0,456.0,15,True,3,GPL-3.0,,,,,
130,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,2019-05-10 11:27:07,2023-07-17 06:51:20,2023-06-12 08:26:02,42.0,,15.0,12.0,16.0,10.0,6.0,209,,,,Safely separate multiple tenants in a Django database.,77.0,77.0,6.0,https://pypi.org/project/django-scopes,4050.0,4050.0,15,True,3,Apache-2.0,,,,,
131,django-bitcoin,kangasbros/django-bitcoin,django-bitcoin,[],payment-subscriptions,https://github.com/kangasbros/django-bitcoin,https://github.com/kangasbros/django-bitcoin,2011-07-08 14:04:32,2014-09-15 06:46:34,2014-09-15 06:46:33,462.0,,95.0,32.0,25.0,11.0,7.0,178,,,,bitcoin payment management for django.,15.0,15.0,18.0,https://pypi.org/project/django-bitcoin,54.0,54.0,15,False,3,MIT,,,,,
132,dj-paypal,HearthSim/dj-paypal,dj-paypal,[],payment-subscriptions,https://github.com/HearthSim/dj-paypal,https://github.com/HearthSim/dj-paypal,2017-08-18 11:25:15,2023-02-16 12:27:40,2022-11-09 14:20:14,256.0,,19.0,12.0,8.0,4.0,5.0,82,2018-12-18 16:40:35,0.11.1,4.0,Paypal integration for Django - Inspired by dj-Stripe.,24.0,24.0,3.0,https://pypi.org/project/dj-paypal,352.0,352.0,15,True,3,MIT,,,,,
133,django-subscriptions,kogan/django-subscriptions,django-subscriptions,[],payment-subscriptions,https://github.com/kogan/django-subscriptions,https://github.com/kogan/django-subscriptions,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,21.0,16.0,,4.0,73,2020-12-29 04:56:47,2.1.1,11.0,A django package for managing subscription states.,13.0,13.0,2.0,https://pypi.org/project/django-subscriptions,1721.0,1721.0,15,True,3,BSD-3-Clause,,,,,
134,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,2020-11-08 18:56:53,2024-01-27 19:22:50,2024-01-27 19:22:43,70.0,1.0,11.0,4.0,26.0,9.0,18.0,119,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",30.0,30.0,6.0,https://pypi.org/project/django-admin-confirm,20940.0,20940.0,14,True,3,,,,,,
135,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,22.0,3.0,8.0,1.0,4.0,117,,,,Offline optimistic locking for Django.,15.0,15.0,4.0,https://pypi.org/project/django-optimistic-lock,3130.0,3130.0,14,False,3,BSD-2-Clause,,,,,
136,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,2021-01-12 18:16:13,2024-01-07 19:43:51,2024-01-07 19:43:51,36.0,6.0,14.0,2.0,25.0,6.0,9.0,47,2023-12-31 11:52:23,0.7.0,7.0,A Django app for sending SMS with interchangeable backends.,,,3.0,https://pypi.org/project/django-sms,7129.0,7129.0,14,True,3,BSD-3-Clause,,-3.0,,,
137,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,25.0,12.0,16.0,9.0,2.0,29,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,21.0,21.0,8.0,https://pypi.org/project/django-cryptographic-fields,152.0,152.0,14,False,3,MIT,,,,,
138,cookiecutter-djangopackage,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,[],reusable-app-templates,https://github.com/pydanny/cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,145.0,14.0,903.0,28.0,44.0,435,2017-10-04 13:46:21,1.0.1,2.0,A cookiecutter template for creating reusable Django packages quickly.,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,13,True,1,,,,,,
139,dj-paddle,paddle-python/dj-paddle,dj-paddle,[],payment-subscriptions,https://github.com/paddle-python/dj-paddle,https://github.com/paddle-python/dj-paddle,2020-01-03 12:26:15,2023-07-25 14:48:50,2021-03-26 12:22:49,54.0,,32.0,6.0,20.0,14.0,11.0,74,2021-02-26 16:41:04,0.1.2,2.0,Django + Paddle made Easy!.,,,7.0,https://pypi.org/project/dj-paddle,246.0,246.0,13,True,3,MIT,,,,,
140,django-flutterwave,bdelate/django-flutterwave,django-flutterwave,[],payment-subscriptions,https://github.com/bdelate/django-flutterwave,https://github.com/bdelate/django-flutterwave,2019-07-29 15:03:20,2022-12-08 08:56:27,2020-12-29 06:31:43,57.0,,10.0,6.0,11.0,,4.0,21,2020-12-29 06:34:01,0.3.0,5.0,Django integration for Flutterwave Rave payments and subscriptions.,43.0,43.0,,https://pypi.org/project/django-flutterwave,,,13,True,3,MIT,,,,,
141,drf-stripe-subscription,oscarychen/drf-stripe-subscription,drf-stripe-subscription,[],payment-subscriptions,https://github.com/oscarychen/drf-stripe-subscription,https://github.com/oscarychen/drf-stripe-subscription,2022-01-07 05:42:18,2024-01-18 12:22:25,2024-01-18 12:22:25,45.0,2.0,11.0,4.0,18.0,2.0,17.0,94,2023-05-30 16:33:20,1.2.0,15.0,An out-of-box Django REST framework solution for payment and subscription management using Stripe.,,,4.0,https://pypi.org/project/drf-stripe-subscription,1072.0,1072.0,12,True,3,MIT,,,,,
142,django-oauth2-authcodeflow,jrd/django-oauth2-authcodeflow,django-oauth2-authcodeflow,[],authentication-authorization,https://github.com/jrd/django-oauth2-authcodeflow,https://github.com/jrd/django-oauth2-authcodeflow,2020-11-27 10:40:53,2023-12-20 20:03:50,2023-12-12 15:17:35,92.0,11.0,6.0,3.0,15.0,2.0,2.0,13,,,,Authenticate with any OpenId Connect/Oauth2 provider through authorization code flow. PKCE is also supported.,7.0,7.0,10.0,https://pypi.org/project/django-oauth2-authcodeflow,1430.0,1430.0,12,False,3,MIT,,,,,
143,django-project-template,thorgate/django-project-template,django-project-template,[],project-templates,https://github.com/thorgate/django-project-template,https://github.com/thorgate/django-project-template,2016-03-28 15:10:57,2024-01-08 15:31:38,2024-01-08 14:53:45,760.0,9.0,15.0,15.0,33.0,2.0,3.0,121,,,,"Thorgates Django project template - Django, React, Sass, optional Docker and more.",,,34.0,https://pypi.org/project/django-project-template,,,11,True,1,ISC,,,,,
144,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,2021-07-15 13:39:46,2023-04-21 22:50:00,2023-03-16 17:14:44,142.0,,7.0,3.0,16.0,2.0,1.0,35,,,,Python package for eventsourcing with Django.,5.0,5.0,5.0,https://pypi.org/project/eventsourcing-django,1454.0,1454.0,11,True,2,BSD-3-Clause,,,,,
145,django-encrypted-model-fields,,django-encrypted-model-fields,[],encrpyted-fields,,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields,2018-06-05 14:35:48,2018-06-05 14:35:48,,,,25.0,,,6.0,20.0,33,,,4.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,,,,https://pypi.org/project/django-encrypted-model-fields,69683.0,69683.0,11,False,3,,,,,lansharkconsulting/django/django-encrypted-model-fields,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields
146,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,2021-07-13 08:29:30,2023-07-23 22:51:51,2021-08-27 13:54:10,39.0,,8.0,1.0,12.0,2.0,1.0,32,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,4.0,4.0,,https://pypi.org/project/django-ninja-apikey,490.0,490.0,11,True,3,MIT,,,,,
147,django-oauth-login,dropseed/django-oauth-login,django-oauth-login,[],authentication-authorization,https://github.com/dropseed/django-oauth-login,https://github.com/dropseed/django-oauth-login,2022-03-17 20:18:15,2024-01-01 00:23:08,2023-08-04 16:10:50,41.0,,3.0,4.0,20.0,1.0,1.0,16,2023-08-04 16:11:25,0.2.4,7.0,A minimal app that adds OAuth login support to your Django project.,3.0,3.0,5.0,https://pypi.org/project/django-oauth-login,129.0,129.0,11,False,3,MIT,,,,,
148,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,2021-11-20 21:37:41,2023-11-30 10:22:37,2023-11-30 10:21:07,167.0,4.0,1.0,1.0,3.0,,,4,2023-11-30 10:22:37,1.2.5,3.0,"An extension of django rest framework, providing a configurable password reset strategy.",,,34.0,https://pypi.org/project/django-ninja-passwordreset,61.0,61.0,11,False,3,BSD-3-Clause,,,,,
149,django-authorizenet,zen4ever/django-authorizenet,django-authorizenet,[],payment-subscriptions,https://github.com/zen4ever/django-authorizenet,https://github.com/zen4ever/django-authorizenet,2009-06-23 07:07:33,2021-07-04 23:37:45,2013-07-28 04:17:49,182.0,,33.0,9.0,24.0,1.0,5.0,87,,,,Django and Authorize.NET payment gateway integration.,2.0,2.0,10.0,https://pypi.org/project/django-authorizenet,19.0,19.0,10,False,3,MIT,,,,,
150,djangorestframework-fsm,27medkamal/djangorestframework-fsm,djangorestframework-fsm,[],finite-state-machine,https://github.com/27medkamal/djangorestframework-fsm,https://github.com/27medkamal/djangorestframework-fsm,2018-10-25 23:32:47,2022-05-30 14:49:47,2021-01-22 05:03:20,26.0,,8.0,4.0,3.0,,3.0,18,,,,Automatically hook your Django-FSM transitions up to Django REST Framework.,4.0,4.0,7.0,https://pypi.org/project/djangorestframework-fsm,281.0,281.0,10,False,3,MIT,,,,,
151,django-fsm-freeze,ming-tung/django-fsm-freeze,django-fsm-freeze,[],finite-state-machine,https://github.com/ming-tung/django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,2021-06-11 15:38:15,2024-01-31 19:18:11,2024-01-03 16:18:35,110.0,5.0,2.0,2.0,120.0,,4.0,4,2021-08-24 14:35:00,0.1.9,9.0,django-fsm data immutability support.,,,3.0,https://pypi.org/project/django-fsm-freeze,806.0,806.0,10,False,3,MIT,,,,,
152,django-locking,debrouwere/django-locking,django-locking,[],locking,https://github.com/debrouwere/django-locking,https://github.com/debrouwere/django-locking,2010-06-01 20:20:54,2019-09-15 22:09:45,2012-02-15 16:11:21,21.0,,13.0,5.0,9.0,,,137,,,,"Prevents users from doing concurrent editing in Django. Works out of the box in the admin interface, or you can..",4.0,4.0,3.0,https://pypi.org/project/django-locking,185.0,185.0,9,False,3,,,,,,
153,cookiecutter-django-crud,wildfish/cookiecutter-django-crud,cookiecutter-django-crud,[],reusable-app-templates,https://github.com/wildfish/cookiecutter-django-crud,https://github.com/wildfish/cookiecutter-django-crud,2013-09-20 17:11:23,2015-12-10 16:38:04,2015-12-10 16:37:59,51.0,,32.0,7.0,6.0,,3.0,67,,,,"A cookiecutter template to create a Django app around a model with CRUD views using django-vanilla-views, a..",,,4.0,https://pypi.org/project/cookiecutter-django-crud,,,9,False,2,BSD-3-Clause,,,,,
154,django-discord-integration,Ninjaclasher/django-discord-integration,django-discord-integration,[],messaging,https://github.com/Ninjaclasher/django-discord-integration,https://github.com/Ninjaclasher/django-discord-integration,2019-05-12 19:51:58,2023-04-08 02:13:10,2023-04-08 02:12:54,42.0,,1.0,3.0,1.0,,2.0,21,2023-01-04 23:09:31,1.2.5,3.0,"Discord integration for Django, supporting error reporting via webhooks.",5.0,5.0,2.0,https://pypi.org/project/django-discord-integration,562.0,562.0,9,True,3,AGPL-3.0,,,,,
155,cookiecutter-django-app,edx-unsupported/cookiecutter-django-app,cookiecutter-django-app,[],reusable-app-templates,https://github.com/edx-unsupported/cookiecutter-django-app,https://github.com/edx-unsupported/cookiecutter-django-app,2016-07-05 18:49:15,2020-05-21 16:07:49,2020-05-21 16:07:38,124.0,,5.0,66.0,67.0,,,16,,,,A cookiecutter template for creating reusable Django packages (installable apps) quickly.,,,21.0,https://pypi.org/project/cookiecutter-django-app,,,9,False,2,Apache-2.0,,,,,
156,django-subscription,zhaque/django-subscription,django-subscription,[],payment-subscriptions,https://github.com/zhaque/django-subscription,https://github.com/zhaque/django-subscription,2009-05-25 10:52:48,2020-09-24 17:57:10,2013-05-02 23:27:40,62.0,,46.0,4.0,6.0,2.0,3.0,180,,,,Subscriptions or Recurring Billing App for django.,,,11.0,https://pypi.org/project/django-subscription,17.0,17.0,8,False,3,,,,,,
157,django-minio,maddevsio/django_minio,django-minio,[],storage,https://github.com/maddevsio/django_minio,https://github.com/maddevsio/django_minio,2016-06-29 09:48:43,2019-04-02 17:08:55,2019-04-02 17:08:54,39.0,,15.0,6.0,4.0,1.0,4.0,64,,,,Django app to use Minio Server as file storage.,,,4.0,https://pypi.org/project/django-minio,150.0,150.0,8,True,3,,,,,,
158,django-address-model,agusmakmun/django-address-model,django-address-model,[],fields-addresses,https://github.com/agusmakmun/django-address-model,https://github.com/agusmakmun/django-address-model,2019-08-10 11:31:13,2020-11-18 09:48:51,2020-11-18 09:46:12,14.0,,4.0,2.0,1.0,2.0,,13,2020-11-18 09:49:40,1.0.4,1.0,"django abstract model that provide the complete address, eg: no, na/rt, ca/rw, village/desa, sub district/kecamatan,..",6.0,6.0,,https://pypi.org/project/django-address-model,34.0,34.0,8,False,3,MIT,,,,,
159,django-app-template,mlavin/django-app-template,django-app-template,[],reusable-app-templates,https://github.com/mlavin/django-app-template,https://github.com/mlavin/django-app-template,2012-08-09 00:36:55,2014-06-29 18:45:14,2014-06-29 18:45:08,19.0,,15.0,8.0,2.0,2.0,3.0,51,,,,A handy template for creating a new reusable Django application.,,,4.0,https://pypi.org/project/django-app-template,,,7,False,3,BSD-2-Clause,,,,,
160,django-stripe-subscriptions,duplxey/django-stripe-subscriptions,django-stripe-subscriptions,[],payment-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,2020-09-15 21:07:04,2022-07-20 22:36:54,2022-07-20 22:36:53,29.0,,11.0,4.0,4.0,2.0,1.0,32,,,,How to handle subscription payments with Django and Stripe.,,,3.0,https://pypi.org/project/django-stripe-subscriptions,,,7,True,3,MIT,,,,,
161,django-ninja-auth,mugartec/django-ninja-auth,django-ninja-auth,[],restful-api-ninja,https://github.com/mugartec/django-ninja-auth,https://github.com/mugartec/django-ninja-auth,2021-07-21 19:04:17,2023-09-27 22:24:48,2023-08-17 16:58:21,24.0,,4.0,2.0,5.0,1.0,3.0,25,,,,,,,6.0,https://pypi.org/project/django-ninja-auth,166.0,166.0,7,False,3,WTFPL,,,,,
162,django-reusable-app-template,bitlabstudio/django-reusable-app-template,django-reusable-app-template,[],reusable-app-templates,https://github.com/bitlabstudio/django-reusable-app-template,https://github.com/bitlabstudio/django-reusable-app-template,2013-06-08 12:05:01,2016-12-20 09:09:58,2016-12-20 09:09:10,91.0,,17.0,7.0,13.0,1.0,7.0,95,,,,"A template for kickstarting reusable Django apps, ready to be published on pypi.python.org, ready for test driven..",,,9.0,https://pypi.org/project/django-reusable-app-template,,,6,False,3,,,,,,
163,django-oauthost,idlesign/django-oauthost,django-oauthost,[],authentication-authorization,https://github.com/idlesign/django-oauthost,https://github.com/idlesign/django-oauthost,2011-11-06 14:47:51,2022-02-04 12:50:22,2022-02-04 12:50:18,144.0,,,4.0,1.0,1.0,2.0,25,,,,"Reusable application for Django, introducing OAuth2 server functionality.",2.0,2.0,2.0,https://pypi.org/project/django-oauthost,49.0,49.0,6,True,3,BSD-3-Clause,,,,,
164,eventsourcing-eventstoredb,pyeventsourcing/eventsourcing-eventstoredb,eventsourcing-eventstoredb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,2021-07-15 13:43:52,2024-01-05 17:35:14,2023-11-04 19:21:44,39.0,8.0,1.0,1.0,2.0,,,15,,,,Python package for eventsourcing with EventStoreDB.,,,2.0,https://pypi.org/project/eventsourcing-eventstoredb,65.0,65.0,6,False,3,BSD-3-Clause,,,,,
165,django-searchable-encrypted-fields,,django-searchable-encrypted-fields,[],encrpyted-fields,,https://gitlab.com/guywillett/django-searchable-encrypted-fields,2019-04-09 15:14:16,2019-04-09 15:14:16,,,,2.0,,,3.0,15.0,9,,,4.0,,,,,https://pypi.org/project/django-searchable-encrypted-fields,28247.0,28247.0,6,False,3,,,,,guywillett/django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields
166,django-channels-discord,AdvocatesInc/django-channels-discord,django-channels-discord,[],messaging,https://github.com/AdvocatesInc/django-channels-discord,https://github.com/AdvocatesInc/django-channels-discord,2019-06-12 18:59:13,2022-02-14 14:17:21,2022-02-08 05:58:49,9.0,,1.0,2.0,,1.0,2.0,13,2022-01-12 02:01:46,0.2.0,4.0,An interface server connecting Djangos Channels and Discord.,,,,https://pypi.org/project/django-channels-discord,,,5,False,3,MIT,,,,,
167,eventsourcing-dynamodb,pyeventsourcing/eventsourcing-dynamodb,eventsourcing-dynamodb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-dynamodb,https://github.com/pyeventsourcing/eventsourcing-dynamodb,2021-07-15 13:42:53,2022-10-07 23:00:38,2022-10-07 23:00:38,5.0,,1.0,1.0,2.0,,,3,,,,Python package for eventsourcing with DynamoDB.,,,3.0,https://pypi.org/project/eventsourcing-dynamodb,,,4,False,3,BSD-3-Clause,,,,,
168,django-reusable-app,AndreGuerra123/django-reusable-app,django-reusable-app,[],reusable-app-templates,https://github.com/AndreGuerra123/django-reusable-app,https://github.com/AndreGuerra123/django-reusable-app,2019-03-27 15:15:28,2019-04-06 22:34:40,2019-04-06 22:34:25,7.0,,1.0,2.0,,1.0,,3,,,,A cookiecutter template to package Django Reusable Apps.,,,,https://pypi.org/project/django-reusable-app,,,4,False,3,MIT,,,,,
