,name,github_id,pypi_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,github_release_downloads,trending,updated_github_id,gitlab_id,gitlab_url
0,celery,celery/celery,celery,[],task-queues,https://github.com/celery/celery,https://github.com/celery/celery,2009-04-24 11:31:24,2024-01-31 22:09:33,2024-01-31 11:33:52,12464.0,119.0,4406.0,473.0,3241.0,599.0,4373.0,22959,2023-11-22 15:18:14,5.3.6,46.0,Distributed Task Queue (development branch).,124403.0,124403.0,1333.0,https://pypi.org/project/celery,8550994.0,8550994.0,44,True,1,,,,,,
1,pydantic,pydantic/pydantic,pydantic,[],pydantic-integration,https://github.com/pydantic/pydantic,https://github.com/pydantic/pydantic,2017-05-03 21:23:58,2024-01-31 15:18:28,2024-01-30 18:59:08,2736.0,160.0,1510.0,107.0,3353.0,321.0,3327.0,17468,2024-01-29 14:29:18,2.6.0,100.0,Data validation using Python type hints.,330225.0,330225.0,473.0,https://pypi.org/project/pydantic,137651855.0,137651855.0,44,True,1,MIT,,,,,
2,django-rest-framework,encode/django-rest-framework,django-rest-framework,[],restful-api-drf,https://github.com/encode/django-rest-framework,https://github.com/encode/django-rest-framework,2011-03-02 17:13:56,2024-01-30 06:57:31,2024-01-29 08:30:29,8742.0,18.0,6558.0,622.0,4640.0,76.0,3777.0,27052,2022-11-08 10:37:57,3.14.0,17.0,Web APIs for Django.,625643.0,625643.0,1390.0,https://pypi.org/project/django-rest-framework,106252.0,106252.0,41,True,1,,,,,,
3,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,2010-12-08 21:30:32,2024-01-29 20:47:26,2024-01-29 17:36:33,9019.0,52.0,2105.0,267.0,2748.0,77.0,1404.0,6009,2023-09-01 14:26:52,3.2.2,7.0,Domain-driven e-commerce for Django.,1068.0,1068.0,360.0,https://pypi.org/project/django-oscar,20781.0,20781.0,38,True,1,BSD-3-Clause,,,,,
4,django-import-export,django-import-export/django-import-export,django-import-export,[],admin-interface-actions,https://github.com/django-import-export/django-import-export,https://github.com/django-import-export/django-import-export,2012-11-15 13:12:22,2024-01-31 17:50:52,2024-01-31 16:22:01,1407.0,31.0,726.0,65.0,757.0,27.0,942.0,2818,2024-01-10 12:53:47,3.3.6,22.0,Django application and library for importing and exporting data with admin integration.,91236.0,91236.0,205.0,https://pypi.org/project/django-import-export,950359.0,950359.0,38,True,1,BSD-2-Clause,,,,,
5,wagtail,wagtail/wagtail,wagtail,[],cms-framework,https://github.com/wagtail/wagtail,https://github.com/wagtail/wagtail,2014-02-03 12:41:59,2024-01-31 21:50:59,2024-01-31 21:50:59,16901.0,569.0,3482.0,343.0,6521.0,809.0,3928.0,16673,2024-01-23 15:44:58,5.2.3,100.0,A Django content management system focused on flexibility and user experience.,8.0,8.0,889.0,https://pypi.org/project/wagtail,219550.0,219550.0,37,True,1,BSD-3-Clause,,,,,
6,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,2009-03-21 16:11:19,2024-01-16 21:50:31,2023-10-25 09:17:10,3621.0,,1107.0,104.0,976.0,160.0,720.0,6334,2023-06-07 11:23:14,3.2.3,5.0,This is a repository for collecting global custom management extensions for the Django Framework.,212074.0,212074.0,574.0,https://pypi.org/project/django-extensions,3071309.0,3071309.0,37,True,1,MIT,,,,,
7,rq,rq/rq,rq,[],task-queues,https://github.com/rq/rq,https://github.com/rq/rq,2011-11-14 10:53:48,2024-01-31 20:02:54,2024-01-19 00:21:26,1812.0,12.0,1358.0,208.0,878.0,160.0,943.0,9357,2023-06-21 01:53:02,1.15.1,27.0,Simple job queues for Python.,15609.0,15609.0,304.0,https://pypi.org/project/rq,1447449.0,1447449.0,36,True,2,,,,,,
8,django-debug-toolbar,jazzband/django-debug-toolbar,django-debug-toolbar,[],debugging,https://github.com/jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,2008-08-28 06:58:04,2024-01-29 17:33:41,2024-01-29 12:20:57,2555.0,13.0,899.0,111.0,995.0,68.0,808.0,7792,2023-08-11 01:35:07,4.2,15.0,A configurable set of panels that display various debug information about the current request/response.,83181.0,83181.0,280.0,https://pypi.org/project/django-debug-toolbar,2166181.0,2166182.0,36,True,1,BSD-3-Clause,213.0,-1.0,,,
9,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,2015-09-24 09:18:18,2023-12-26 10:21:55,2023-10-06 20:15:26,1755.0,,798.0,142.0,541.0,106.0,877.0,7905,2023-07-26 06:47:55,3.3.0,59.0,GraphQL framework for Python.,19856.0,19856.0,207.0,https://pypi.org/project/graphene,2287504.0,2287504.0,35,True,1,MIT,,,,,
10,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,2010-05-31 15:32:25,2024-01-30 20:02:43,2024-01-30 20:02:26,1533.0,22.0,456.0,56.0,315.0,13.0,633.0,2943,2024-01-30 20:04:19,5.0.12,16.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7307.0,7307.0,192.0,https://pypi.org/project/django-reversion,349846.0,349846.0,35,True,1,BSD-3-Clause,,,,,
11,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,2013-04-02 13:50:07,2024-01-30 13:35:31,2023-09-01 19:02:16,636.0,,301.0,34.0,280.0,62.0,176.0,2884,2023-09-01 21:08:14,0.11.2,19.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,211036.0,211036.0,93.0,https://pypi.org/project/django-environ,1888570.0,1888570.0,35,True,1,MIT,46.0,,,,
12,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,2011-08-31 17:52:05,2024-01-27 19:50:55,2023-12-29 14:11:49,587.0,14.0,298.0,24.0,378.0,4.0,211.0,1427,2023-12-29 14:31:51,7.3.0,11.0,A django model and form field for normalised phone numbers using python-phonenumbers.,24550.0,24550.0,115.0,https://pypi.org/project/django-phonenumber-field,926482.0,926482.0,35,True,1,MIT,16.0,,,,
13,django-cms,django-cms/django-cms,django-cms,[],cms-framework,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,2009-03-05 10:14:18,2024-01-31 18:27:31,2024-01-31 18:27:31,15979.0,38.0,2925.0,394.0,4270.0,110.0,3368.0,9720,2023-12-31 12:11:54,4.1.0,13.0,The easy-to-use and developer-friendly enterprise CMS powered by Django.,,,556.0,https://pypi.org/project/django-cms,70195.0,70195.0,34,True,3,BSD-3-Clause,,-5.0,,,
14,django-allauth,pennersr/django-allauth,django-allauth,[],authentication-authorization,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,2010-10-10 20:10:52,2024-01-29 14:23:55,2024-01-28 19:48:22,2956.0,145.0,2800.0,186.0,1460.0,58.0,2077.0,8627,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",21.0,21.0,677.0,https://pypi.org/project/django-allauth,803307.0,803307.0,34,True,1,MIT,,,,,
15,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,2011-03-06 22:42:19,2024-01-29 17:34:08,2023-12-26 15:19:32,1310.0,6.0,430.0,43.0,748.0,129.0,424.0,2030,2023-08-17 22:55:48,3.4.0,35.0,Store model history and view/revert changes from admin site.,4899.0,4899.0,180.0,https://pypi.org/project/django-simple-history,1090551.0,1090551.0,34,True,2,BSD-3-Clause,,,,,
16,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,2011-09-29 19:35:55,2024-01-31 10:49:52,2024-01-31 10:49:52,1263.0,26.0,321.0,40.0,595.0,141.0,375.0,1281,2024-01-30 13:15:21,4.8.0,22.0,A Django plugin for pytest.,70819.0,70819.0,145.0,https://pypi.org/project/pytest-django,2718807.0,2718807.0,34,True,1,,,,,,
17,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,2020-05-19 08:48:53,2024-01-22 08:31:13,2024-01-18 09:27:32,1077.0,112.0,343.0,75.0,288.0,231.0,454.0,5787,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",2003.0,2003.0,127.0,https://pypi.org/project/django-ninja,230149.0,230149.0,33,True,1,MIT,,,,,
18,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,2016-09-17 23:26:25,2024-01-30 09:09:18,2024-01-30 09:09:18,958.0,8.0,728.0,72.0,615.0,132.0,672.0,4195,2023-12-20 10:22:38,3.2.0,50.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",14246.0,14246.0,219.0,https://pypi.org/project/graphene-django,410981.0,410981.0,33,True,2,MIT,,,,,
19,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,2014-12-09 00:37:09,2024-01-22 16:45:00,2023-11-26 16:55:58,1095.0,3.0,787.0,42.0,684.0,121.0,543.0,2568,,,,https://django-storages.readthedocs.io/.,171072.0,171072.0,258.0,https://pypi.org/project/django-storages,2769140.0,2769140.0,33,True,1,BSD-3-Clause,,,,,
20,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,2015-10-26 14:46:36,2024-02-01 00:08:58,2024-01-31 21:37:15,843.0,64.0,158.0,32.0,152.0,14.0,182.0,1608,2024-01-30 10:38:10,0.28.5,59.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3624.0,3624.0,37.0,https://pypi.org/project/django-admin-interface,99895.0,99895.0,33,True,1,MIT,,,,,
21,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,2017-04-25 15:55:15,2024-01-30 09:26:40,2024-01-30 09:26:39,1196.0,25.0,216.0,37.0,515.0,18.0,142.0,1021,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,155965.0,155965.0,139.0,https://pypi.org/project/django-bootstrap4,175948.0,175948.0,33,True,1,BSD-3-Clause,,,,,
22,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,2013-02-12 16:46:39,2024-01-31 15:43:28,2024-01-30 07:42:13,21037.0,154.0,5103.0,373.0,9778.0,582.0,3663.0,19636,2024-01-26 10:51:30,3.18.13,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,287.0,https://pypi.org/project/saleor,46.0,63.0,32,True,2,BSD-3-Clause,71.0,,,,
23,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,2012-05-15 10:21:58,2024-01-18 01:14:51,2024-01-18 01:14:51,625.0,11.0,270.0,27.0,301.0,88.0,254.0,1728,2023-12-18 10:33:19,2.10.1,12.0,A simple app that provides django integration for RQ (Redis Queue).,3120.0,3120.0,124.0,https://pypi.org/project/django-rq,432487.0,432487.0,32,True,3,MIT,,,,,
24,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,2013-08-05 15:31:30,2024-01-03 21:51:11,2024-01-03 21:51:10,3248.0,16.0,450.0,32.0,998.0,53.0,902.0,1506,2023-08-08 11:58:56,2.8.1,70.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,903.0,903.0,127.0,https://pypi.org/project/dj-stripe,75939.0,75939.0,32,True,1,MIT,,,,,
25,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,2013-08-13 13:48:04,2024-01-30 10:35:51,2024-01-30 10:35:50,1058.0,32.0,675.0,105.0,627.0,5.0,292.0,2332,,,,Bootstrap 3 integration with Django.,18768.0,18768.0,99.0,https://pypi.org/project/django-bootstrap3,92914.0,92914.0,31,True,2,BSD-3-Clause,,,,,
26,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,2016-09-24 18:06:40,2024-01-30 08:43:52,2024-01-30 08:43:51,2336.0,19.0,348.0,34.0,231.0,129.0,156.0,1913,2023-10-17 07:41:03,5.4.0,5.0,Python Social Auth - Application - Django.,38868.0,38868.0,328.0,https://pypi.org/project/social-app-django,,,31,True,1,BSD-3-Clause,,,,,
27,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,2012-09-11 13:25:14,2024-01-28 15:39:35,2024-01-26 10:29:25,768.0,10.0,405.0,40.0,337.0,86.0,274.0,1538,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1250.0,1250.0,98.0,https://pypi.org/project/django-two-factor-auth,189996.0,189996.0,31,True,1,MIT,,,,,
28,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,2015-06-09 19:48:59,2024-01-16 00:27:38,2024-01-13 20:47:36,991.0,30.0,310.0,55.0,306.0,212.0,427.0,1307,2023-12-05 10:03:24,3.6.1,47.0,Django tenants using PostgreSQL Schemas.,708.0,708.0,106.0,https://pypi.org/project/django-tenants,89420.0,89420.0,31,True,1,MIT,,,,,
29,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,2014-12-29 02:39:34,2024-01-31 08:01:33,2024-01-30 03:44:14,484.0,13.0,189.0,23.0,231.0,66.0,211.0,849,2024-01-15 00:53:25,4.1.0,4.0,Management commands to help backup and restore your project database and media files.,1751.0,1751.0,68.0,https://pypi.org/project/django-dbbackup,79184.0,79184.0,31,True,3,BSD-3-Clause,,2.0,,,
30,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,2010-05-31 14:03:48,2023-12-21 09:38:18,2023-12-21 09:38:15,346.0,5.0,268.0,44.0,144.0,2.0,155.0,2299,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1559.0,1559.0,69.0,https://pypi.org/project/django-fsm,260218.0,260218.0,30,True,1,MIT,,,,,
31,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,2015-06-14 12:37:08,2024-01-12 23:03:44,2021-06-26 12:04:16,1246.0,,228.0,51.0,311.0,277.0,150.0,1782,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1564.0,1564.0,62.0,https://pypi.org/project/django-q,53822.0,53822.0,30,True,3,MIT,,,,,
32,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,2020-05-11 19:50:44,2024-01-29 18:00:32,2023-02-02 11:52:14,1032.0,,239.0,35.0,265.0,104.0,145.0,1411,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,8126.0,8126.0,62.0,https://pypi.org/project/django-jazzmin,110655.0,110655.0,30,True,2,MIT,,,,,
33,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,2011-01-23 17:42:09,2023-12-11 13:06:40,2023-12-11 08:11:51,431.0,3.0,237.0,22.0,291.0,40.0,166.0,1046,2023-12-11 08:12:23,4.1.0,24.0,A feature flipper for Django.,1310.0,1310.0,118.0,https://pypi.org/project/django-waffle,397397.0,397397.0,30,True,1,BSD-3-Clause,,,,,
34,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,2010-09-20 12:42:29,2024-01-12 09:15:02,2024-01-12 09:15:02,641.0,3.0,286.0,35.0,259.0,30.0,247.0,1632,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1917.0,1917.0,141.0,https://pypi.org/project/django-constance,233793.0,233793.0,29,True,2,BSD-3-Clause,,,,,
35,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,2012-02-02 02:38:49,2024-01-18 16:09:17,2024-01-18 16:09:16,746.0,15.0,193.0,37.0,108.0,12.0,137.0,1200,2023-11-23 14:43:09,2.3.1,17.0,Multi-user accounts for Django projects.,271.0,271.0,49.0,https://pypi.org/project/django-organizations,27855.0,27855.0,29,True,2,BSD-2-Clause,,,,,
36,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,2013-10-20 12:10:40,2024-01-29 17:33:33,2024-01-09 16:38:09,498.0,11.0,345.0,25.0,349.0,55.0,199.0,972,,,19.0,A Django app that keeps a log of changes made to an object.,856.0,856.0,73.0,https://pypi.org/project/django-auditlog,241316.0,241318.0,29,True,2,MIT,359.0,,,,
37,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,2011-01-25 19:41:40,2023-12-04 08:41:32,2023-12-01 19:37:17,343.0,5.0,207.0,20.0,169.0,55.0,84.0,954,2023-11-25 16:09:20,3.5.1,45.0,A Django email backend for Amazons Simple Email Service.,2713.0,2713.0,77.0,https://pypi.org/project/django-ses,565439.0,565439.0,29,True,1,MIT,,,,,
38,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,151.0,16.0,101.0,57.0,170.0,805,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,4976.0,4976.0,24.0,https://pypi.org/project/django-graphql-jwt,101167.0,101167.0,29,True,2,MIT,,,,,
39,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,2020-10-30 17:12:01,2024-01-30 10:56:43,2024-01-27 15:52:59,637.0,58.0,97.0,16.0,230.0,78.0,159.0,337,2024-01-27 15:54:11,0.30.0,65.0,Strawberry GraphQL Django extension.,370.0,370.0,70.0,https://pypi.org/project/strawberry-graphql-django,60553.0,60553.0,29,True,2,MIT,,,,,
40,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,2017-05-05 17:41:35,2024-01-29 17:34:21,2023-12-15 00:57:27,626.0,11.0,601.0,59.0,340.0,110.0,328.0,3720,2023-12-04 06:36:31,5.3.1,11.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,111.0,https://pypi.org/project/djangorestframework-simplejwt,1812762.0,1812762.0,28,True,3,MIT,,,,,
41,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,2010-03-26 12:25:59,2024-01-25 16:32:07,2023-12-18 12:41:11,1924.0,5.0,639.0,94.0,331.0,8.0,708.0,3547,,,,A jazzy skin for the Django Admin-Interface (official repository).,6024.0,6024.0,87.0,https://pypi.org/project/django-grappelli,181530.0,181530.0,28,True,2,,,,,,
42,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/kmmbvnr/django-material,https://github.com/kmmbvnr/django-material,2015-01-16 07:17:33,2023-04-12 06:12:45,2023-04-12 06:12:40,887.0,,415.0,91.0,121.0,20.0,393.0,2484,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1772.0,1772.0,41.0,https://pypi.org/project/django-material,11313.0,11313.0,28,True,2,BSD-3-Clause,,,kmmbvnr/django-material,,
43,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,2012-07-21 13:56:20,2024-01-17 20:46:44,2023-11-30 09:53:39,490.0,2.0,135.0,22.0,180.0,49.0,152.0,1039,2023-11-30 10:00:09,2.5.1,11.0,A helper for organizing Django project settings by relying on well established programming patterns.,2927.0,2927.0,66.0,https://pypi.org/project/django-configurations,208473.0,208473.0,28,True,3,BSD-3-Clause,,,,,
44,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,2010-05-29 12:16:55,2023-12-26 03:56:22,2022-11-02 08:25:54,5304.0,,1568.0,247.0,983.0,41.0,1012.0,4692,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,2888.0,2888.0,27,True,3,BSD-2-Clause,,,,,
45,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,2018-12-21 08:56:55,2024-01-30 00:30:27,2024-01-28 15:53:55,3043.0,55.0,475.0,44.0,2374.0,368.0,525.0,3646,2024-01-28 15:54:12,0.219.1,100.0,A GraphQL library for Python that leverages type annotations.,,,237.0,https://pypi.org/project/strawberry,459.0,514.0,27,True,3,MIT,447.0,-5.0,,,
46,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,2010-06-04 23:15:37,2023-11-15 08:37:00,2022-03-25 21:42:47,1062.0,,538.0,83.0,356.0,129.0,323.0,3513,,,,Per object permissions for Django.,6427.0,6427.0,159.0,https://pypi.org/project/django-guardian,364827.0,364827.0,27,True,2,,,,,,
47,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,2013-05-20 15:46:18,2024-01-31 12:34:27,2024-01-31 12:34:27,1326.0,21.0,730.0,69.0,583.0,163.0,649.0,2976,2023-05-31 20:51:13,2.3.0,26.0,OAuth2 goodies for the Djangonauts!.,,,246.0,https://pypi.org/project/django-oauth-toolkit,564646.0,564646.0,27,True,2,,,,,,
48,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,394.0,65.0,226.0,144.0,328.0,1430,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,410.0,410.0,75.0,https://pypi.org/project/django-tenant-schemas,12579.0,12579.0,27,True,2,MIT,,-2.0,,,
49,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,2013-05-17 06:04:30,2024-01-29 05:28:13,2024-01-29 05:28:11,513.0,14.0,65.0,18.0,475.0,4.0,41.0,1044,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2526.0,2526.0,24.0,https://pypi.org/project/django-split-settings,106058.0,106058.0,27,True,3,BSD-3-Clause,,,,,
50,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,2013-07-07 21:26:56,2024-01-07 22:43:47,2023-11-07 15:48:21,773.0,2.0,170.0,19.0,161.0,39.0,174.0,682,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2244.0,2244.0,84.0,https://pypi.org/project/django-admin-sortable2,220380.0,220380.0,27,True,2,MIT,,,,,
51,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,2014-12-15 19:53:50,2023-12-27 03:51:45,2023-12-15 19:26:00,1059.0,10.0,220.0,18.0,217.0,56.0,144.0,393,2023-12-15 19:23:05,0.8.2,23.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,298.0,298.0,74.0,https://pypi.org/project/django-oidc-provider,9876.0,9876.0,27,True,2,MIT,,,,,
52,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,2021-03-15 13:32:45,2024-01-30 20:48:09,2024-01-30 20:48:08,1340.0,14.0,67.0,12.0,462.0,38.0,49.0,319,,,,Bootstrap 5 for Django.,5308.0,5308.0,146.0,https://pypi.org/project/django-bootstrap5,83057.0,83057.0,27,True,2,BSD-3-Clause,,,,,
53,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,665.0,117.0,177.0,217.0,128.0,3507,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3126.0,3126.0,29.0,https://pypi.org/project/django-jet,14043.0,14043.0,26,True,3,AGPL-3.0,,,,,
54,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,983.0,173.0,501.0,88.0,292.0,3104,,,,A Django based shop system.,223.0,223.0,96.0,https://pypi.org/project/django-shop,5238.0,5238.0,26,True,3,BSD-3-Clause,,,,,
55,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,2015-08-25 13:35:28,2024-01-22 12:12:57,2024-01-22 12:12:45,4889.0,94.0,130.0,34.0,184.0,1.0,83.0,1356,,,,A library for event sourcing in Python.,146.0,146.0,26.0,https://pypi.org/project/eventsourcing,20947.0,20947.0,26,True,1,BSD-3-Clause,,,,,
56,django-htmx,adamchainz/django-htmx,django-htmx,[],templates,https://github.com/adamchainz/django-htmx,https://github.com/adamchainz/django-htmx,2020-10-18 17:12:47,2024-01-30 13:08:13,2024-01-30 13:08:12,419.0,18.0,114.0,36.0,350.0,5.0,61.0,1281,,,,Extensions for using Django with htmx.,1701.0,1701.0,17.0,https://pypi.org/project/django-htmx,115236.0,115236.0,26,True,1,MIT,,,,,
