,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,gitlab_id,gitlab_url
65,django-admin-sortable,jazzband/django-admin-sortable,django-admin-sortable,[],admin-interface-actions,https://github.com/jazzband/django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-02-15 13:34:21,2022-03-13 00:03:22,621.0,,123.0,15.0,119.0,7.0,132.0,518.0,,,,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,609.0,609.0,80.0,https://pypi.org/project/django-admin-sortable,65682.0,65682.0,21,True,3,,,,
66,django-slack,lamby/django-slack,django-slack,[],messaging,https://github.com/lamby/django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2022-09-02 07:58:43,2022-09-02 07:57:38,269.0,,53.0,7.0,52.0,9.0,54.0,227.0,,,,"Slack integration for Django, using the templating engine to generate messages.",319.0,319.0,27.0,https://pypi.org/project/django-slack,59635.0,59635.0,21,True,1,,,,
67,django-admin-numeric-filter,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,[],admin-interface-filters,https://github.com/lukasvinclav/django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,11.0,29.0,4.0,16.0,2.0,13.0,64.0,2023-02-16 07:52:21,0.1.9,3.0,Numeric filters for Django admin.,141.0,141.0,14.0,https://pypi.org/project/django-admin-numeric-filter,13039.0,13039.0,21,True,1,,,,
68,django-autofixture,gregmuellegger/django-autofixture,django-autofixture,[],example-data,https://github.com/gregmuellegger/django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2022-09-15 15:01:25,2017-03-03 07:13:17,343.0,,83.0,16.0,62.0,19.0,37.0,458.0,,,,Can create auto-generated test data.,829.0,829.0,34.0,https://pypi.org/project/django-autofixture,3124.0,3124.0,20,False,2,,,,
69,django-dynamic-fixture,paulocheque/django-dynamic-fixture,django-dynamic-fixture,[],fake-data,https://github.com/paulocheque/django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2022-09-02 16:54:16,2022-09-02 16:54:16,405.0,,55.0,16.0,85.0,5.0,61.0,375.0,,,,A complete library to create dynamic model instances for testing purposes.,1045.0,1045.0,36.0,https://pypi.org/project/django-dynamic-fixture,58797.0,58797.0,20,True,3,,,,
70,djantic,jordaneremieff/djantic,djantic,[],pydantic-integration,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120.0,7.0,25.0,6.0,36.0,9.0,27.0,334.0,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,43.0,43.0,4.0,https://pypi.org/project/djantic,6992.0,6992.0,20,True,3,,,,
71,django-extra-settings,fabiocaccamo/django-extra-settings,django-extra-settings,[],configuration,https://github.com/fabiocaccamo/django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2023-02-28 00:05:31,2023-02-27 09:37:37,214.0,76.0,22.0,4.0,47.0,2.0,20.0,308.0,2023-01-10 15:45:36,0.8.1,17.0,config and manage typed extra settings using just the django admin.,,,11.0,https://pypi.org/project/django-extra-settings,6198.0,6198.0,20,True,3,,,,
72,django-graphql-auth,PedroBern/django-graphql-auth,django-graphql-auth,[],graphql-api,https://github.com/PedroBern/django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2022-06-17 09:46:13,2022-06-17 09:46:13,276.0,,83.0,20.0,56.0,60.0,44.0,304.0,,,,Django registration and authentication with GraphQL.,551.0,551.0,16.0,https://pypi.org/project/django-graphql-auth,13301.0,13301.0,20,True,3,,,,
73,django-google-maps,madisona/django-google-maps,django-google-maps,[],fields-addresses,https://github.com/madisona/django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2022-12-22 16:49:58,2022-03-22 11:44:40,82.0,,90.0,18.0,45.0,12.0,34.0,269.0,2022-03-22 11:47:01,0.13.0,3.0,Using the Google Maps API with django model admin.,525.0,525.0,19.0,https://pypi.org/project/django-google-maps,7470.0,7470.0,20,True,2,,,,
74,django-bootstrap-v5,zelenij/django-bootstrap-v5,django-bootstrap-v5,[],mvt-css-framework-integration,https://github.com/zelenij/django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2022-07-18 23:18:59,2022-07-18 23:18:59,936.0,,40.0,4.0,11.0,7.0,13.0,77.0,,,,Bootstrap 5 integration with Django.,3669.0,3669.0,138.0,https://pypi.org/project/django-bootstrap-v5,27816.0,27816.0,20,True,3,5.0,,,
75,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2023-02-26 16:14:22,2023-02-08 09:13:06,624.0,6.0,5.0,3.0,17.0,,,41.0,2022-10-30 10:49:06,5.2.2,11.0,A JSON Web Token authentication plugin for the Django REST Framework.,44.0,44.0,77.0,https://pypi.org/project/django-ninja-jwt,5471.0,5471.0,20,True,2,4.0,,,
76,django-controlcenter,byashimov/django-controlcenter,django-controlcenter,[],admin-interface,https://github.com/byashimov/django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2022-01-22 03:55:31,2022-01-22 03:47:01,188.0,,84.0,48.0,34.0,10.0,21.0,939.0,,,,Set of widgets to build dashboards for Django projects.,80.0,80.0,17.0,https://pypi.org/project/django-controlcenter,3344.0,3344.0,19,True,3,,,,
77,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2023-02-23 08:34:30,2023-02-23 08:34:10,597.0,6.0,97.0,13.0,139.0,11.0,58.0,574.0,,,,Tracking dirty fields on a Django model.,,,41.0,https://pypi.org/project/django-dirtyfields,139485.0,139485.0,19,True,3,,,,
78,django-fixture-magic,davedash/django-fixture-magic,django-fixture-magic,[],example-data,https://github.com/davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2022-12-28 20:58:48,2021-03-12 05:02:13,120.0,,88.0,7.0,51.0,12.0,22.0,374.0,,,,Utilities to extract and manipulate Django Fixtures.,132.0,132.0,35.0,https://pypi.org/project/django-fixture-magic,24711.0,24711.0,19,True,3,,,,
79,django-click,GaretJax/django-click,django-click,[],management-commands,https://github.com/GaretJax/django-click,https://github.com/GaretJax/django-click,MIT,2015-09-10 22:48:53,2022-03-17 20:00:04,2022-03-17 20:00:04,120.0,,16.0,7.0,22.0,9.0,8.0,216.0,2021-09-07 19:36:52,2.3.0,3.0,Write Django management command using the click CLI library.,221.0,221.0,11.0,https://pypi.org/project/django-click,49939.0,49939.0,19,True,3,,,,
80,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2023-02-27 20:36:51,2022-12-16 20:13:43,1264.0,6.0,42.0,5.0,378.0,34.0,40.0,215.0,,,,Bootstrap 5 for Django.,,,143.0,https://pypi.org/project/django-bootstrap5,36499.0,36499.0,19,True,3,,,,
81,django-fernet-fields,orcasgit/django-fernet-fields,django-fernet-fields,[],encrpyted-fields,https://github.com/orcasgit/django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2022-12-26 07:25:25,2019-05-10 16:41:45,129.0,,48.0,6.0,17.0,9.0,6.0,179.0,,,,Fernet symmetric encryption for Django model fields.,542.0,542.0,9.0,https://pypi.org/project/django-fernet-fields,99533.0,99533.0,19,True,1,,,,
82,django-mapbox-location-field,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,[],fields-addresses,https://github.com/simon-the-shark/django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2022-08-26 07:34:52,2022-04-07 16:47:43,200.0,,21.0,5.0,12.0,2.0,22.0,60.0,2022-03-01 22:09:58,2.0.0,22.0,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",248.0,248.0,8.0,https://pypi.org/project/django-mapbox-location-field,1018.0,1018.0,19,True,3,,,,
83,django-test-plus,revsys/django-test-plus,django-test-plus,[],testing,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2023-01-25 16:19:23,2023-01-25 16:19:21,465.0,9.0,55.0,10.0,146.0,6.0,44.0,561.0,,,,Useful additions to Djangos default TestCase.,,,31.0,https://pypi.org/project/django-test-plus,39845.0,39845.0,18,True,3,,,,
84,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2022-08-04 10:49:36,2022-08-04 10:49:36,662.0,,47.0,9.0,176.0,6.0,61.0,401.0,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,,,24.0,https://pypi.org/project/django-concurrency,28454.0,28454.0,18,True,1,,,,
85,django-bulma,timonweb/django-bulma,django-bulma,[],mvt-css-framework-integration,https://github.com/timonweb/django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2022-12-09 23:22:42,2021-10-21 13:54:53,128.0,,51.0,14.0,37.0,3.0,36.0,326.0,,,,Bulma theme for Django.,415.0,415.0,14.0,https://pypi.org/project/django-bulma,3091.0,3091.0,18,True,3,,,,
86,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,BSD-3-Clause,2019-12-20 10:25:27,2022-12-09 10:41:13,2022-12-09 10:40:59,186.0,2.0,15.0,8.0,71.0,1.0,19.0,314.0,2022-05-06 13:06:01,3.3.0,15.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",85.0,85.0,8.0,https://pypi.org/project/django-guid,48419.0,48419.0,18,True,1,-3.0,,,
87,django-fsm-admin,gadventures/django-fsm-admin,django-fsm-admin,[],finite-state-machine,https://github.com/gadventures/django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2022-10-25 08:27:00,2022-10-25 08:26:59,123.0,,77.0,31.0,66.0,17.0,20.0,194.0,,,,Mixin and template tags to integrate django-fsm transitions into the django admin.,292.0,292.0,32.0,https://pypi.org/project/django-fsm-admin,46846.0,46846.0,18,True,3,,,,
88,django-loci,openwisp/django-loci,django-loci,[],fields-addresses,https://github.com/openwisp/django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2022-09-15 08:54:01,2022-09-15 08:54:00,247.0,,35.0,11.0,69.0,3.0,37.0,172.0,2022-04-20 19:29:39,1.0.1,15.0,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,9.0,9.0,27.0,https://pypi.org/project/django-loci,458.0,458.0,18,True,3,,,,
89,django-ninja-extra,eadwinCode/django-ninja-extra,django-ninja-extra,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2023-02-28 14:29:16,2023-02-25 06:43:02,391.0,25.0,9.0,6.0,36.0,3.0,11.0,115.0,2023-02-25 06:44:48,0.18.6,19.0,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,,,7.0,https://pypi.org/project/django-ninja-extra,10784.0,10784.0,18,True,2,,,,
90,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,14.0,4.0,4.0,3.0,11.0,48.0,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,2513.0,2513.0,4.0,https://pypi.org/project/django-phone-field,15783.0,15783.0,18,True,3,,,,
91,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2023-02-27 05:00:20,2022-03-23 14:37:36,860.0,,90.0,11.0,102.0,35.0,49.0,877.0,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,110940.0,110940.0,17,True,3,,,,
92,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2022-11-07 16:53:42,2022-05-25 05:52:12,140.0,,53.0,15.0,24.0,34.0,32.0,309.0,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,3.0,https://pypi.org/project/django-cryptography,73276.0,73276.0,17,True,2,,,,
93,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2022-01-25 15:52:14,2021-12-27 22:42:18,132.0,,95.0,13.0,37.0,5.0,19.0,245.0,,,,A simple API to send SMS messages. It is modeled after the django email api.,318.0,318.0,19.0,https://pypi.org/project/django-sendsms,3876.0,3876.0,17,True,2,,,,
94,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2022-12-26 07:34:28,2018-03-12 09:11:28,102.0,,81.0,8.0,30.0,27.0,16.0,229.0,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,228.0,228.0,10.0,https://pypi.org/project/django-audit-log,2129.0,2129.0,17,True,3,,,,
95,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,15.0,13.0,,12.0,85.0,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",56.0,56.0,9.0,https://pypi.org/project/django-mirage-field,14110.0,14110.0,17,True,2,,,,
96,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,BSD-3-Clause,2021-01-12 18:16:13,2022-12-25 14:29:05,2022-12-25 14:29:04,30.0,4.0,10.0,2.0,21.0,4.0,7.0,40.0,2022-12-15 08:18:36,0.6.0,6.0,A Django app for sending SMS with interchangeable backends.,125.0,125.0,3.0,https://pypi.org/project/django-sms,3682.0,3682.0,16,True,3,,,,
97,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-02-16 09:58:12,2023-02-16 09:56:33,49.0,6.0,34.0,13.0,11.0,3.0,8.0,379.0,,,,Keep track of your statistics.,22.0,22.0,7.0,https://pypi.org/project/django-trackstats,887.0,887.0,15,True,1,,,,
98,django-data-browser,tolomea/django-data-browser,django-data-browser,[],data-exploration,https://github.com/tolomea/django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2023-01-08 06:31:37,2022-08-21 16:28:58,922.0,,17.0,9.0,27.0,3.0,26.0,187.0,,,,Django app for user friendly querying of Django models.,7.0,7.0,9.0,https://pypi.org/project/django-data-browser,882.0,882.0,15,True,1,,,,
99,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,8.0,8.0,3.0,14.0,105.0,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,155.0,155.0,5.0,https://pypi.org/project/django-fieldsignals,13525.0,13525.0,15,True,3,,,,
100,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2023-02-06 23:12:59,2023-02-06 23:12:58,68.0,4.0,11.0,4.0,24.0,6.0,16.0,85.0,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",21.0,21.0,6.0,https://pypi.org/project/django-admin-confirm,11435.0,11435.0,15,True,3,3.0,,,
101,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2023-01-25 10:10:49,2023-01-25 10:10:43,39.0,1.0,14.0,11.0,13.0,9.0,5.0,181.0,,,,Safely separate multiple tenants in a Django database.,41.0,41.0,5.0,https://pypi.org/project/django-scopes,4818.0,4818.0,14,True,3,,,,
102,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2023-02-27 12:13:00,2023-02-20 15:55:36,63.0,22.0,4.0,1.0,36.0,,1.0,47.0,2023-02-02 21:39:50,1.4.0,5.0,Pydantic model support for Django & Django-Rest-Framework.,2.0,2.0,4.0,https://pypi.org/project/pyngo,3824.0,3824.0,14,True,3,3.0,,,
103,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,MIT,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,25.0,12.0,16.0,9.0,2.0,27.0,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,16.0,16.0,8.0,https://pypi.org/project/django-cryptographic-fields,293.0,293.0,14,False,3,,,,
104,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,21.0,2.0,8.0,1.0,4.0,113.0,,,,Offline optimistic locking for Django.,12.0,12.0,4.0,https://pypi.org/project/django-optimistic-lock,6320.0,6320.0,13,True,3,,,,
105,django-encrypted-model-fields,,django-encrypted-model-fields,[],encrpyted-fields,,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields,,2018-06-05 14:35:48,2018-06-05 14:35:48,,,,24.0,,,6.0,20.0,32.0,,,4.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,,,,https://pypi.org/project/django-encrypted-model-fields,57902.0,57902.0,10,True,3,,,lansharkconsulting/django/django-encrypted-model-fields,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields
106,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,BSD-3-Clause,2021-07-15 13:39:46,2023-02-15 19:21:47,2022-11-22 13:35:07,139.0,,6.0,3.0,14.0,1.0,1.0,29.0,,,,Python package for eventsourcing with Django.,,,5.0,https://pypi.org/project/eventsourcing-django,1076.0,1076.0,10,True,2,,,,
107,django-discord-integration,Ninjaclasher/django-discord-integration,django-discord-integration,[],messaging,https://github.com/Ninjaclasher/django-discord-integration,https://github.com/Ninjaclasher/django-discord-integration,AGPL-3.0,2019-05-12 19:51:58,2023-01-04 23:09:31,2023-01-03 20:48:58,41.0,15.0,1.0,1.0,1.0,,2.0,16.0,2023-01-04 23:09:31,1.2.5,3.0,"Discord integration for Django, supporting error reporting via webhooks.",4.0,4.0,2.0,https://pypi.org/project/django-discord-integration,154.0,154.0,10,False,3,,,,
108,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,MIT,2021-07-13 08:29:30,2021-08-27 13:54:11,2021-08-27 13:54:10,39.0,,1.0,1.0,10.0,1.0,1.0,16.0,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,3.0,3.0,,https://pypi.org/project/django-ninja-apikey,746.0,746.0,9,False,3,,,,
109,django-fsm-freeze,ming-tung/django-fsm-freeze,django-fsm-freeze,[],finite-state-machine,https://github.com/ming-tung/django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,MIT,2021-06-11 15:38:15,2023-02-22 19:15:27,2023-02-01 11:00:56,95.0,2.0,2.0,2.0,98.0,,4.0,4.0,2021-08-24 14:35:00,0.1.9,9.0,django-fsm data immutability support.,,,3.0,https://pypi.org/project/django-fsm-freeze,1053.0,1053.0,9,False,3,,,,
110,django-address-model,agusmakmun/django-address-model,django-address-model,[],fields-addresses,https://github.com/agusmakmun/django-address-model,https://github.com/agusmakmun/django-address-model,MIT,2019-08-10 11:31:13,2020-11-18 09:48:51,2020-11-18 09:46:12,14.0,,3.0,2.0,,2.0,,13.0,2020-11-18 09:49:40,1.0.4,1.0,"django abstract model that provide the complete address, eg: no, na/rt, ca/rw, village/desa, sub district/kecamatan,..",5.0,5.0,,https://pypi.org/project/django-address-model,24.0,24.0,8,False,3,,,,
111,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,BSD-3-Clause,2021-11-20 21:37:41,2021-11-22 20:35:23,2021-11-22 20:32:00,152.0,,,1.0,,,,,2021-11-22 20:35:23,1.2.2,1.0,"An extension of django rest framework, providing a configurable password reset strategy.",,,33.0,https://pypi.org/project/django-ninja-passwordreset,16.0,16.0,8,True,3,,,,
112,django-locking,debrouwere/django-locking,django-locking,[],locking,https://github.com/debrouwere/django-locking,https://github.com/debrouwere/django-locking,,2010-06-01 20:20:54,2019-09-15 22:09:45,2012-02-15 16:11:21,21.0,,13.0,5.0,9.0,,,137.0,,,,"Prevents users from doing concurrent editing in Django. Works out of the box in the admin interface, or you can..",4.0,4.0,3.0,https://pypi.org/project/django-locking,12.0,12.0,7,False,3,,,,
113,django-searchable-encrypted-fields,,django-searchable-encrypted-fields,[],encrpyted-fields,,https://gitlab.com/guywillett/django-searchable-encrypted-fields,,2019-04-09 15:14:16,2019-04-09 15:14:16,,,,2.0,,,4.0,14.0,7.0,,,4.0,,,,,https://pypi.org/project/django-searchable-encrypted-fields,19173.0,19173.0,6,False,3,,,guywillett/django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields
114,eventsourcing-eventstoredb,pyeventsourcing/eventsourcing-eventstoredb,eventsourcing-eventstoredb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,BSD-3-Clause,2021-07-15 13:43:52,2023-02-14 14:08:58,2023-02-14 14:08:11,27.0,5.0,1.0,1.0,1.0,,,7.0,,,,Python package for eventsourcing with EventStoreDB.,,,2.0,https://pypi.org/project/eventsourcing-eventstoredb,129.0,129.0,6,False,3,,,,
115,django-channels-discord,AdvocatesInc/django-channels-discord,django-channels-discord,[],messaging,https://github.com/AdvocatesInc/django-channels-discord,https://github.com/AdvocatesInc/django-channels-discord,MIT,2019-06-12 18:59:13,2022-02-14 14:17:21,2022-02-08 05:58:49,9.0,,1.0,2.0,,1.0,2.0,12.0,2022-01-12 02:01:46,0.2.0,4.0,An interface server connecting Djangos Channels and Discord.,,,,https://pypi.org/project/django-channels-discord,,,5,False,3,,,,
116,django-ninja-auth,mugartec/django-ninja-auth,django-ninja-auth,[],restful-api-ninja,https://github.com/mugartec/django-ninja-auth,https://github.com/mugartec/django-ninja-auth,WTFPL,2021-07-21 19:04:17,2022-07-26 05:35:02,2021-10-12 16:16:19,21.0,,2.0,2.0,2.0,2.0,1.0,12.0,,,,,,,5.0,https://pypi.org/project/django-ninja-auth,327.0,327.0,4,False,3,,,,
117,eventsourcing-dynamodb,pyeventsourcing/eventsourcing-dynamodb,eventsourcing-dynamodb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-dynamodb,https://github.com/pyeventsourcing/eventsourcing-dynamodb,BSD-3-Clause,2021-07-15 13:42:53,2022-10-07 23:00:38,2022-10-07 23:00:38,5.0,,1.0,1.0,2.0,,,3.0,,,,Python package for eventsourcing with DynamoDB.,,,3.0,https://pypi.org/project/eventsourcing-dynamodb,,,4,False,3,,,,
118,eventsourcing-axonserver,pyeventsourcing/eventsourcing-axonserver,eventsourcing-axonserver,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-axonserver,https://github.com/pyeventsourcing/eventsourcing-axonserver,BSD-3-Clause,2022-05-03 22:48:32,2023-02-14 14:23:39,2023-02-14 14:23:22,19.0,1.0,,1.0,,,,2.0,,,,Python package for eventsourcing with Axon Server.,,,,https://pypi.org/project/eventsourcing-axonserver,21.0,21.0,4,False,3,,,,
