,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,updated_github_id,github_release_downloads,trending,gitlab_id,gitlab_url
16,django-allauth,https://github.com/pennersr/django-allauth,,[],authentication-authorization,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",40,True,pennersr/django-allauth,django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2025-08-29 12:40:22,2025-08-29 12:39:59,3885.0,84.0,3005.0,200.0,1629.0,1.0,2399.0,10093.0,,,,272614.0,272614.0,787.0,https://pypi.org/project/django-allauth,1454342.0,1454342.0,1.0,,,,,
17,django-debug-toolbar,https://github.com/django-commons/django-debug-toolbar,,[],debugging,A configurable set of panels that display various debug information about the current request/response.,40,True,jazzband/django-debug-toolbar,django-debug-toolbar,https://github.com/django-commons/django-debug-toolbar,BSD-3-Clause,2008-08-28 06:58:04,2025-08-25 20:28:11,2025-08-17 11:51:44,2809.0,23.0,948.0,112.0,1207.0,75.0,900.0,8277.0,2025-07-25 13:12:20,6.0.0,29.0,105192.0,105192.0,311.0,https://pypi.org/project/django-debug-toolbar,5144147.0,5144149.0,1.0,django-commons/django-debug-toolbar,299.0,,,
18,django-extensions,https://github.com/django-extensions/django-extensions,,[],management-commands,This is a repository for collecting global custom management extensions for the Django Framework.,39,True,django-extensions/django-extensions,django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2025-08-26 11:04:42,2025-08-26 11:04:42,3743.0,17.0,1135.0,99.0,1028.0,170.0,751.0,6730.0,2025-04-11 01:17:50,4.1,8.0,269633.0,269633.0,602.0,https://pypi.org/project/django-extensions,6978399.0,6978399.0,1.0,,,,,
19,sentry,https://github.com/getsentry/sentry,,[],monitoring-framework,Developer-first error tracking and performance monitoring.,38,True,getsentry/sentry,,https://github.com/getsentry/sentry,,2010-08-30 22:06:41,2025-08-30 02:08:25,2025-08-29 19:17:54,90485.0,4664.0,4360.0,688.0,81307.0,2120.0,13661.0,41859.0,2025-08-15 18:53:31,25.8.0,100.0,570.0,570.0,965.0,,,99.0,1.0,,6156.0,,,
20,loguru,https://github.com/Delgan/loguru,,[],logging,Python logging made (stupidly) simple.,38,True,Delgan/loguru,loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32,2025-08-31 17:47:30,2025-08-31 17:47:30,972.0,30.0,736.0,141.0,263.0,224.0,887.0,22595.0,2024-12-06 11:25:42,0.7.3,22.0,141847.0,141847.0,68.0,https://pypi.org/project/loguru,36300774.0,36300774.0,1.0,,,,,
21,django-import-export,https://github.com/django-import-export/django-import-export,,[],admin-interface-actions,Django application and library for importing and exporting data with admin integration.,38,True,django-import-export/django-import-export,django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22,2025-08-29 18:52:09,2025-08-29 18:52:09,1600.0,20.0,773.0,60.0,952.0,28.0,1092.0,3243.0,2025-07-21 19:17:01,4.3.9,54.0,132512.0,132512.0,237.0,https://pypi.org/project/django-import-export,1619944.0,1619944.0,1.0,,,,,
22,rq,https://github.com/rq/rq,,[],task-queues,Simple job queues for Python.,37,True,rq/rq,rq,https://github.com/rq/rq,,2011-11-14 10:53:48,2025-08-31 10:46:26,2025-08-31 10:46:20,2000.0,36.0,1420.0,203.0,1023.0,218.0,999.0,10324.0,2025-08-15 10:45:06,2.5,40.0,20524.0,20524.0,342.0,https://pypi.org/project/rq,2956540.0,2956540.0,2.0,,,,,
23,pytest-django,https://github.com/pytest-dev/pytest-django,,[],testing,A Django plugin for pytest.,37,True,pytest-dev/pytest-django,pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2025-08-18 07:47:16,2025-08-15 10:08:17,1341.0,22.0,338.0,39.0,677.0,160.0,400.0,1481.0,2025-04-03 19:26:13,4.11.1,26.0,93460.0,93460.0,154.0,https://pypi.org/project/pytest-django,13358672.0,13358672.0,1.0,,,,,
24,graphene,https://github.com/graphql-python/graphene,,[],graphql-api,GraphQL framework for Python.,36,True,graphql-python/graphene,graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787.0,,803.0,143.0,571.0,91.0,911.0,8207.0,2024-11-09 20:43:58,3.4.3,63.0,29274.0,29274.0,211.0,https://pypi.org/project/graphene,22745383.0,22745383.0,1.0,,,,,
25,django-oscar,https://github.com/django-oscar/django-oscar,,[],ecommerce-framework,Domain-driven e-commerce for Django.,36,True,django-oscar/django-oscar,django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2025-08-25 16:27:23,2025-08-12 14:17:58,9195.0,18.0,2204.0,271.0,2975.0,103.0,1421.0,6469.0,2025-04-23 09:32:56,4.0,11.0,1189.0,1189.0,377.0,https://pypi.org/project/django-oscar,40911.0,40911.0,1.0,,,,,
26,structlog,https://github.com/hynek/structlog,,[],logging,"Simple, powerful, and fast logging for Python.",36,True,hynek/structlog,structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58,2025-08-18 14:08:53,2025-08-18 14:08:47,1737.0,18.0,249.0,33.0,367.0,35.0,338.0,4199.0,2025-06-02 08:20:12,25.4.0,20.0,24865.0,24865.0,133.0,https://pypi.org/project/structlog,31924207.0,31924207.0,2.0,,,,,
27,django-stubs,https://github.com/typeddjango/django-stubs,,[],type-stubs,PEP-484 stubs for Django.,36,True,typeddjango/django-stubs,django-stubs,https://github.com/typeddjango/django-stubs,MIT,2018-07-29 17:08:50,2025-08-30 17:48:19,2025-08-30 17:48:19,2137.0,67.0,416.0,16.0,1948.0,167.0,648.0,1788.0,2025-07-17 08:33:40,5.2.2,62.0,13344.0,13344.0,313.0,https://pypi.org/project/django-stubs,3222280.0,3222280.0,1.0,,,,,
28,JumpServer (Community Edition),https://github.com/jumpserver/jumpserver,,[],pam-framework,JumpServer is an open-source Privileged Access Management (PAM) tool that provides DevOps and IT teams with on-demand..,35,True,jumpserver/jumpserver,,https://github.com/jumpserver/jumpserver,GPL-3.0,2014-07-04 03:54:59,2025-08-29 20:11:38,2025-08-29 03:10:43,12558.0,238.0,5455.0,663.0,8546.0,31.0,7304.0,28569.0,2025-08-29 04:13:17,4.10.6,100.0,21.0,21.0,177.0,,,2960.0,1.0,,97680.0,,,
29,transitions,https://github.com/pytransitions/transitions,,[],finite-state-machine,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",35,True,pytransitions/transitions,transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09,2025-07-03 16:16:14,2025-07-03 16:16:09,1128.0,21.0,538.0,97.0,197.0,10.0,455.0,6196.0,2025-07-02 10:41:09,0.9.3,33.0,4122.0,4122.0,79.0,https://pypi.org/project/transitions,1463634.0,1463634.0,1.0,,,,,
30,Dependency Injector,https://github.com/ets-labs/python-dependency-injector,,[],dependency-injection,Dependency injection framework for Python.,35,True,ets-labs/python-dependency-injector,dependency-injector,https://github.com/ets-labs/python-dependency-injector,BSD-3-Clause,2015-01-04 13:23:05,2025-08-11 08:49:00,2025-08-11 08:46:16,2121.0,19.0,326.0,51.0,251.0,193.0,432.0,4557.0,2025-06-16 11:52:23,4.48.0,8.0,5143.0,5143.0,39.0,https://pypi.org/project/dependency-injector,3103508.0,3103508.0,1.0,,,,,
31,django-guardian,https://github.com/django-guardian/django-guardian,,[],authentication-authorization,Per object permissions for Django.,35,True,django-guardian/django-guardian,django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2025-08-29 15:32:30,2025-08-29 15:30:32,1270.0,69.0,556.0,76.0,404.0,63.0,421.0,3785.0,2025-08-29 15:32:30,3.1.0,16.0,7595.0,7595.0,176.0,https://pypi.org/project/django-guardian,693356.0,693356.0,1.0,,,2.0,,
32,django-environ,https://github.com/joke2k/django-environ,,[],configuration,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,35,True,joke2k/django-environ,django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2025-08-18 09:01:18,2025-01-13 15:27:06,678.0,,319.0,36.0,306.0,71.0,191.0,3113.0,2025-01-16 22:05:33,0.12.0,20.0,280884.0,280884.0,97.0,https://pypi.org/project/django-environ,3723805.0,3723806.0,1.0,,154.0,,,
33,django-simple-history,https://github.com/django-commons/django-simple-history,,[],fields-versioning,Store model history and view/revert changes from admin site.,35,True,jazzband/django-simple-history,django-simple-history,https://github.com/django-commons/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2025-08-29 17:01:27,2025-08-12 10:58:15,1424.0,8.0,467.0,44.0,900.0,151.0,465.0,2379.0,2025-06-20 20:25:04,3.10.1,42.0,6954.0,6954.0,187.0,https://pypi.org/project/django-simple-history,2149330.0,2149330.0,1.0,django-commons/django-simple-history,5.0,,,
34,dramatiq,https://github.com/Bogdanp/dramatiq,,[],task-queues,A fast and reliable background task processing library for Python 3.,34,True,Bogdanp/dramatiq,dramatiq,https://github.com/Bogdanp/dramatiq,LGPL-3.0,2017-05-30 11:55:29,2025-08-27 10:24:42,2025-08-27 10:24:42,1244.0,83.0,336.0,57.0,345.0,42.0,378.0,4831.0,2025-05-30 12:00:06,1.18.0,28.0,1547.0,1547.0,124.0,https://pypi.org/project/dramatiq,612797.0,612797.0,2.0,,56.0,,,
35,DefectDojo,https://github.com/DefectDojo/django-DefectDojo,,[],security-framework,"DevSecOps, ASPM, Vulnerability Management. All on one platform.",34,True,DefectDojo/django-DefectDojo,,https://github.com/DefectDojo/django-DefectDojo,BSD-3-Clause,2015-02-19 17:53:47,2025-08-31 11:09:17,2025-08-25 14:53:34,12595.0,340.0,1689.0,207.0,9771.0,324.0,2724.0,4178.0,2025-08-25 15:03:47,2.49.3,100.0,,,525.0,,,28264.0,1.0,,565286.0,,,
36,whitenoise,https://github.com/evansd/whitenoise,,[],static-file-serving,Radically simplified static file serving for Python web apps.,34,True,evansd/whitenoise,whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06,2025-08-11 11:04:52,2025-08-11 11:04:50,894.0,14.0,148.0,25.0,411.0,25.0,222.0,2676.0,,,,528876.0,528876.0,69.0,https://pypi.org/project/whitenoise,5331933.0,5331933.0,1.0,,,,,
37,ariadne,https://github.com/mirumee/ariadne,,[],graphql-api,Python library for implementing GraphQL servers using schema-first approach.,34,True,mirumee/ariadne,ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-07-15 11:19:23,2025-07-15 11:19:23,2010.0,12.0,186.0,39.0,686.0,38.0,288.0,2289.0,2025-04-18 08:27:47,0.26.2,51.0,1993.0,1993.0,85.0,https://pypi.org/project/ariadne,864772.0,864772.0,2.0,,57.0,,,
38,dj-database-url,https://github.com/jazzband/dj-database-url,,[],configuration,Use Database URLs in your Django Application.,34,True,jazzband/dj-database-url,dj-database-url,https://github.com/jazzband/dj-database-url,BSD-3-Clause,2012-04-30 17:20:23,2025-08-11 20:06:06,2025-08-11 20:06:04,330.0,8.0,201.0,32.0,173.0,4.0,96.0,1534.0,2025-07-02 09:29:01,3.0.1,10.0,310628.0,310628.0,73.0,https://pypi.org/project/dj-database-url,3216468.0,3216468.0,2.0,,,,,
39,django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,,[],fields-phone-numbers,A django model and form field for normalised phone numbers using python-phonenumbers.,34,True,stefanfoulis/django-phonenumber-field,django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2025-08-22 07:07:38,2025-08-22 07:07:38,624.0,4.0,301.0,21.0,405.0,7.0,224.0,1529.0,2025-04-10 16:07:51,8.1.0,13.0,31642.0,31642.0,115.0,https://pypi.org/project/django-phonenumber-field,2579390.0,2579390.0,1.0,,41.0,,,
40,logfire,https://github.com/pydantic/logfire,,[],apm,Uncomplicated Observability for Python and beyond!.,33,True,pydantic/logfire,logfire,https://github.com/pydantic/logfire,MIT,2024-04-23 11:50:23,2025-08-28 22:19:07,2025-08-28 12:43:27,1421.0,171.0,145.0,16.0,925.0,141.0,283.0,3508.0,2025-08-26 07:55:11,4.3.6,100.0,1755.0,1755.0,68.0,https://pypi.org/project/logfire,3010516.0,3010516.0,1.0,,,,,
41,django-oauth-toolkit,https://github.com/django-oauth/django-oauth-toolkit,,[],authentication-authorization,OAuth2 goodies for the Djangonauts!.,33,True,jazzband/django-oauth-toolkit,django-oauth-toolkit,https://github.com/django-oauth/django-oauth-toolkit,,2013-05-20 15:46:18,2025-08-13 23:25:53,2025-08-13 23:25:52,1446.0,11.0,770.0,65.0,714.0,185.0,685.0,3271.0,2024-09-07 14:10:46,3.0.1,29.0,11505.0,11505.0,273.0,https://pypi.org/project/django-oauth-toolkit,2185965.0,2185965.0,2.0,django-oauth/django-oauth-toolkit,,,,
42,django-reversion,https://github.com/etianen/django-reversion,,[],fields-versioning,django-reversion is an extension to the Django web framework that provides version control for model instances.,33,True,etianen/django-reversion,django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2024-08-09 21:29:48,2024-08-09 21:29:45,1546.0,,460.0,56.0,319.0,20.0,635.0,3120.0,2024-08-09 21:30:11,5.1.0,17.0,7810.0,7810.0,193.0,https://pypi.org/project/django-reversion,915170.0,915170.0,2.0,,,,,
43,django-storages,https://github.com/jschneier/django-storages,,[],storage,https://django-storages.readthedocs.io/.,33,True,jschneier/django-storages,django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2025-06-18 15:59:00,2025-06-18 15:59:00,1166.0,2.0,833.0,41.0,787.0,119.0,628.0,2887.0,,,,223088.0,223088.0,283.0,https://pypi.org/project/django-storages,5876181.0,5876181.0,1.0,,,,,
44,django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,,[],admin-interface,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",33,True,fabiocaccamo/django-admin-interface,django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2025-09-01 00:14:13,2025-08-26 18:14:32,956.0,15.0,174.0,31.0,215.0,10.0,206.0,1976.0,2025-06-12 21:41:38,0.30.1,70.0,5230.0,5230.0,41.0,https://pypi.org/project/django-admin-interface,161400.0,161400.0,1.0,,,,,
45,django-rq,https://github.com/rq/django-rq,,[],task-queues,A simple app that provides django integration for RQ (Redis Queue).,33,True,rq/django-rq,django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2025-08-31 05:41:26,2025-08-31 04:07:51,683.0,14.0,289.0,26.0,351.0,99.0,275.0,1899.0,2025-08-02 03:19:40,3.1,16.0,4220.0,4220.0,135.0,https://pypi.org/project/django-rq,469909.0,469909.0,3.0,,,,,
46,dj-stripe,https://github.com/dj-stripe/dj-stripe,,[],payment-subscriptions,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,33,True,dj-stripe/dj-stripe,dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2025-08-31 15:07:42,2025-08-31 15:07:19,3363.0,21.0,487.0,30.0,1045.0,64.0,980.0,1731.0,2025-08-11 13:53:50,2.10.0,72.0,1226.0,1226.0,128.0,https://pypi.org/project/dj-stripe,144922.0,144922.0,1.0,,,2.0,,
47,django-auditlog,https://github.com/jazzband/django-auditlog,,[],fields-versioning,A Django app that keeps a log of changes made to an object.,33,True,jazzband/django-auditlog,django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2025-08-25 21:29:02,2025-08-25 21:29:00,566.0,12.0,387.0,26.0,436.0,81.0,234.0,1290.0,2025-08-15 11:29:56,3.2.1,22.0,1641.0,1641.0,94.0,https://pypi.org/project/django-auditlog,636230.0,636233.0,2.0,,507.0,,,
48,django-bootstrap4,https://github.com/zostera/django-bootstrap4,,[],mvt-bootstrap-css-framework-integration,Bootstrap 4 integration with Django.,33,True,zostera/django-bootstrap4,django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2025-08-17 12:48:07,2025-08-17 12:48:06,1294.0,10.0,215.0,36.0,661.0,17.0,145.0,1029.0,2021-05-20 08:44:02,3.0.1,2.0,194357.0,194357.0,140.0,https://pypi.org/project/django-bootstrap4,205632.0,205632.0,1.0,,,,,
49,Paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,,[],document-management-framework,"A community-supported supercharged document management system: scan, index and archive all your documents.",32,True,paperless-ngx/paperless-ngx,,https://github.com/paperless-ngx/paperless-ngx,GPL-3.0,2022-02-12 21:56:52,2025-08-31 23:08:38,2025-08-31 22:25:05,10428.0,192.0,1908.0,132.0,3210.0,,2114.0,31326.0,2025-08-22 23:56:41,2.18.2,100.0,,,412.0,,,5947.0,1.0,,190324.0,,,
50,saleor,https://github.com/saleor/saleor,,[],ecommerce-framework,"Saleor Core: the high performance, composable, headless commerce API.",32,True,saleor/saleor,saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2025-08-29 14:18:38,2025-08-29 12:53:36,22097.0,161.0,5648.0,375.0,12349.0,178.0,4191.0,21992.0,2025-08-22 10:51:33,3.21.13,100.0,7.0,7.0,313.0,https://pypi.org/project/saleor,49.0,127.0,2.0,,789.0,,,
51,mezzanine,https://github.com/stephenmcd/mezzanine,,[],cms-framework,CMS framework for Django.,32,True,stephenmcd/mezzanine,mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2025-06-04 17:22:14,2025-04-06 16:47:08,5315.0,,1566.0,244.0,987.0,42.0,1014.0,4815.0,2025-06-04 17:21:10,6.1.1,12.0,2456.0,2456.0,328.0,https://pypi.org/project/mezzanine,5430.0,5430.0,3.0,,,,,
52,FastStream,https://github.com/ag2ai/faststream,,[],event-streaming,FastStream is a powerful and easy-to-use Python framework for building asynchronous services interacting with event..,32,True,ag2ai/faststream,faststream,https://github.com/ag2ai/faststream,Apache-2.0,2022-12-01 09:46:18,2025-08-25 22:58:24,2025-08-25 22:52:24,1345.0,137.0,269.0,28.0,1462.0,88.0,720.0,4500.0,2025-08-14 10:19:45,0.6.0rc1,99.0,727.0,727.0,118.0,https://pypi.org/project/faststream,410690.0,410690.0,1.0,,,,,
53,graphene-django,https://github.com/graphql-python/graphene-django,,[],graphql-api,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",32,True,graphql-python/graphene-django,graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2025-06-23 14:01:35,2025-06-23 14:01:33,975.0,3.0,737.0,68.0,641.0,144.0,682.0,4369.0,2025-03-13 08:30:22,3.2.3,53.0,16149.0,16149.0,225.0,https://pypi.org/project/graphene-django,647561.0,647561.0,2.0,,,-2.0,,
54,granian,https://github.com/emmett-framework/granian,,[],http-server,A Rust HTTP server for Python applications.,32,True,emmett-framework/granian,granian,https://github.com/emmett-framework/granian,BSD-3-Clause,2022-04-15 16:41:30,2025-08-26 15:33:05,2025-08-26 15:20:40,700.0,57.0,117.0,33.0,314.0,25.0,243.0,4135.0,2025-08-26 16:34:24,2.5.1,93.0,739.0,739.0,31.0,https://pypi.org/project/granian,493168.0,493168.0,1.0,,,,,
55,Garden,https://github.com/garden-io/garden,,[],k8s-cicd,"Automation for Kubernetes development and testing. Spin up production-like environments for development, testing, and..",32,True,garden-io/garden,,https://github.com/garden-io/garden,MPL-2.0,2017-12-03 02:10:59,2025-08-30 13:19:16,2025-08-30 12:38:32,7764.0,194.0,284.0,37.0,5955.0,215.0,1463.0,3526.0,2025-08-13 14:18:02,0.13.62,100.0,3.0,3.0,119.0,,,124382.0,1.0,,3855870.0,,,
56,social-app-django,https://github.com/python-social-auth/social-app-django,,[],authentication-authorization,Python Social Auth - Application - Django.,32,True,python-social-auth/social-app-django,social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2025-08-28 16:11:30,2025-08-28 16:11:29,2558.0,47.0,377.0,31.0,428.0,72.0,210.0,2110.0,2025-06-27 13:11:22,5.5.1,10.0,51851.0,51851.0,334.0,https://pypi.org/project/social-app-django,,,2.0,,,,,
57,django-celery-beat,https://github.com/celery/django-celery-beat,,[],task-queues,Celery Periodic Tasks backed by the Django ORM.,32,True,celery/django-celery-beat,django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2025-08-27 04:21:20,2025-08-26 09:00:49,498.0,9.0,460.0,42.0,425.0,98.0,357.0,1840.0,2025-05-13 07:05:14,2.8.1,18.0,28706.0,28706.0,139.0,https://pypi.org/project/django-celery-beat,3230874.0,3230874.0,3.0,,12.0,,,
58,django-anymail,https://github.com/anymail/django-anymail,,[],emails,"Django email backends and webhooks for Amazon SES, Brevo (Sendinblue), MailerSend, Mailgun, Mailjet, Postmark, Postal,..",32,True,anymail/django-anymail,django-anymail,https://github.com/anymail/django-anymail,BSD-3-Clause,2016-03-10 02:55:09,2025-08-20 19:40:01,2025-08-20 19:40:01,939.0,8.0,135.0,22.0,168.0,5.0,234.0,1801.0,2025-07-25 17:39:11,13.0.1,62.0,7744.0,7744.0,69.0,https://pypi.org/project/django-anymail,1124497.0,1124498.0,1.0,,211.0,,,
59,django-jazzmin,https://github.com/farridav/django-jazzmin,,[],admin-interface,Jazzy theme for Django.,32,True,farridav/django-jazzmin,django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2025-03-06 04:29:43,2025-01-11 13:37:30,1132.0,,301.0,37.0,329.0,130.0,169.0,1789.0,2024-10-08 17:40:29,3.0.1,32.0,17448.0,17448.0,76.0,https://pypi.org/project/django-jazzmin,338140.0,338140.0,2.0,,,,,
60,django-constance,https://github.com/jazzband/django-constance,,[],configuration,Dynamic Django settings.,32,True,jazzband/django-constance,django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2025-07-07 17:28:18,2025-05-19 19:20:14,709.0,,296.0,33.0,315.0,23.0,289.0,1786.0,2025-02-06 10:27:44,4.3.2,14.0,2392.0,2392.0,150.0,https://pypi.org/project/django-constance,455656.0,455656.0,2.0,,,2.0,,
61,django-tenants,https://github.com/django-tenants/django-tenants,,[],multiple-tenants,Django tenants using PostgreSQL Schemas.,32,True,django-tenants/django-tenants,django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2025-08-21 08:41:40,2025-08-21 08:41:40,1128.0,9.0,367.0,57.0,379.0,245.0,453.0,1742.0,2025-05-23 16:09:54,3.7.8,49.0,1259.0,1259.0,117.0,https://pypi.org/project/django-tenants,190171.0,190171.0,1.0,,,,,
