,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,new_addition,updated_github_id,gitlab_id,gitlab_url
32,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-05-11 01:07:13,2021-06-26 12:04:16,1246.0,,230.0,50.0,312.0,277.0,152.0,1797.0,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1647.0,1647.0,62.0,https://pypi.org/project/django-q,92580.0,92580.0,31,True,3.0,,,,,,
33,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2024-05-21 05:40:29,2024-05-01 07:24:33,644.0,14.0,274.0,27.0,314.0,92.0,258.0,1783.0,2023-12-18 10:33:19,2.10.1,12.0,A simple app that provides django integration for RQ (Redis Queue).,3338.0,3338.0,127.0,https://pypi.org/project/django-rq,270938.0,270938.0,31,True,3.0,,-1.0,,,,
34,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2024-05-28 14:46:05,2024-05-28 14:46:05,798.0,18.0,417.0,38.0,355.0,83.0,284.0,1600.0,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1419.0,1419.0,102.0,https://pypi.org/project/django-two-factor-auth,385251.0,385251.0,31,True,1.0,,,,,,
35,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2024-05-27 09:52:46,2024-05-27 09:52:46,519.0,16.0,361.0,25.0,376.0,60.0,212.0,1041.0,2024-04-12 09:55:11,3.0.0,19.0,A Django app that keeps a log of changes made to an object.,979.0,979.0,78.0,https://pypi.org/project/django-auditlog,364174.0,364176.0,31,True,2.0,341.0,,,,,
36,django-anymail,anymail/django-anymail,django-anymail,[],emails,https://github.com/anymail/django-anymail,https://github.com/anymail/django-anymail,,2016-03-10 02:55:09,2024-05-22 22:30:06,2024-05-22 22:30:06,874.0,18.0,123.0,22.0,136.0,6.0,211.0,1619.0,2024-03-12 18:59:55,10.3,56.0,"Django email backends and webhooks for Amazon SES, Brevo (Sendinblue), MailerSend, Mailgun, Mailjet, Postmark, Postal,..",6316.0,6316.0,63.0,https://pypi.org/project/django-anymail,695801.0,695801.0,30,True,1.0,74.0,,True,,,
37,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2024-05-31 08:14:35,2024-05-31 08:14:35,1034.0,40.0,316.0,57.0,320.0,217.0,429.0,1381.0,2023-12-05 10:03:24,3.6.1,47.0,Django tenants using PostgreSQL Schemas.,805.0,805.0,109.0,https://pypi.org/project/django-tenants,100487.0,100487.0,30,True,1.0,,-1.0,,,,
38,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2024-05-27 17:35:57,2024-04-03 00:01:32,489.0,5.0,193.0,23.0,238.0,68.0,211.0,919.0,2024-01-15 00:53:25,4.1.0,4.0,Management commands to help backup and restore your project database and media files.,1918.0,1918.0,70.0,https://pypi.org/project/django-dbbackup,127489.0,127489.0,30,True,2.0,,,,,,
39,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2024-05-21 06:32:23,2024-05-21 06:32:15,794.0,21.0,170.0,19.0,167.0,39.0,178.0,709.0,2024-05-17 07:14:03,2.2.1,13.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2384.0,2384.0,84.0,https://pypi.org/project/django-admin-sortable2,241169.0,241169.0,30,True,2.0,,,,,,
40,Open edX,openedx/edx-platform,,[],education-framework,https://github.com/openedx/edx-platform,https://github.com/openedx/edx-platform,AGPL-3.0,2013-05-30 20:20:38,2024-05-31 19:32:45,2024-05-31 19:15:11,65280.0,573.0,3440.0,426.0,34380.0,131.0,342.0,7051.0,2015-03-02 21:13:51,named-release/birch,4.0,"The Open edX LMS & Studio, powering education sites around the world!.",3.0,3.0,1377.0,,,,29,True,1.0,,,,,,
41,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2024-04-29 10:07:13,2024-04-29 10:07:13,1945.0,11.0,643.0,90.0,336.0,5.0,715.0,3643.0,,,,A jazzy skin for the Django Admin-Interface (official repository).,6184.0,6184.0,90.0,https://pypi.org/project/django-grappelli,202048.0,202048.0,29,True,2.0,,,,,,
42,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/jazzband/django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2024-05-06 15:37:31,2024-05-06 15:37:30,433.0,2.0,237.0,24.0,296.0,42.0,167.0,1083.0,2023-12-11 08:12:23,4.1.0,24.0,A feature flipper for Django.,1373.0,1373.0,119.0,https://pypi.org/project/django-waffle,506275.0,506275.0,29,True,1.0,,-1.0,,jazzband/django-waffle,,
43,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2024-05-22 16:35:13,2024-05-22 16:34:53,359.0,12.0,209.0,19.0,181.0,56.0,87.0,974.0,2023-11-25 16:09:20,3.5.1,45.0,A Django email backend for Amazons Simple Email Service.,2913.0,2913.0,80.0,https://pypi.org/project/django-ses,643631.0,643631.0,29,True,2.0,,,,,,
44,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2024-05-30 21:53:41,2024-05-30 21:52:29,715.0,59.0,112.0,17.0,268.0,83.0,185.0,386.0,2024-05-30 21:53:41,0.42.0,84.0,Strawberry GraphQL Django extension.,438.0,438.0,82.0,https://pypi.org/project/strawberry-graphql-django,99834.0,99834.0,29,True,2.0,,,,strawberry-graphql/strawberry-django,,
45,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2024-05-28 17:02:55,2024-05-28 17:02:49,1345.0,15.0,736.0,69.0,600.0,167.0,661.0,3035.0,2024-05-20 13:56:50,2.4.0,27.0,OAuth2 goodies for the Djangonauts!.,,,254.0,https://pypi.org/project/django-oauth-toolkit,737253.0,737253.0,28,True,2.0,,,,,,
46,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/viewflow/django-material,https://github.com/viewflow/django-material,BSD-3-Clause,2015-01-16 07:17:33,2024-02-08 05:51:10,2024-02-08 05:50:41,888.0,,414.0,90.0,121.0,20.0,393.0,2480.0,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1796.0,1796.0,41.0,https://pypi.org/project/django-material,13157.0,13157.0,28,True,3.0,,,,,,
47,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2024-02-05 05:01:10,2024-02-05 05:01:09,644.0,,285.0,35.0,260.0,31.0,250.0,1657.0,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,2029.0,2029.0,142.0,https://pypi.org/project/django-constance,295349.0,295349.0,28,True,2.0,,,,,,
48,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-05-22 00:06:14,2024-05-22 00:06:14,751.0,5.0,201.0,37.0,113.0,13.0,138.0,1246.0,2024-03-18 15:06:15,2.4.1,19.0,Multi-user accounts for Django projects.,285.0,285.0,50.0,https://pypi.org/project/django-organizations,45905.0,45905.0,28,True,2.0,,,,,,
49,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-05-09 12:44:25,2023-11-30 09:53:39,490.0,,137.0,22.0,183.0,50.0,153.0,1077.0,2023-11-30 10:00:09,2.5.1,11.0,A helper for organizing Django project settings by relying on well established programming patterns.,3066.0,3066.0,66.0,https://pypi.org/project/django-configurations,213339.0,213339.0,28,True,2.0,,,,,,
50,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2024-05-20 08:38:57,2024-05-20 08:38:55,530.0,12.0,65.0,17.0,493.0,4.0,42.0,1073.0,2024-04-05 07:21:03,1.3.1,8.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2837.0,2837.0,25.0,https://pypi.org/project/django-split-settings,153192.0,153192.0,28,True,2.0,,,,,,
51,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,151.0,15.0,101.0,60.0,171.0,815.0,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,5132.0,5132.0,26.0,https://pypi.org/project/django-graphql-jwt,113058.0,113058.0,28,True,3.0,,,,,,
52,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2024-05-28 20:41:39,2024-05-28 20:40:48,1394.0,45.0,78.0,12.0,526.0,41.0,52.0,356.0,,,,Bootstrap 5 for Django.,6370.0,6370.0,147.0,https://pypi.org/project/django-bootstrap5,151211.0,151211.0,28,True,3.0,,,,,,
53,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2024-05-31 19:52:39,2024-05-24 08:26:31,1134.0,40.0,376.0,70.0,320.0,273.0,480.0,6403.0,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,134.0,https://pypi.org/project/django-ninja,321832.0,321832.0,27,True,1.0,,,,,,
54,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2024-04-09 13:49:02,2022-11-02 08:25:54,5304.0,,1570.0,247.0,985.0,42.0,1012.0,4730.0,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,4463.0,4463.0,27,True,3.0,,,,,,
55,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-05-31 23:00:42,2024-05-31 23:00:40,3154.0,99.0,500.0,42.0,2459.0,396.0,564.0,3815.0,2024-05-31 23:01:02,0.233.3,100.0,A GraphQL library for Python that leverages type annotations.,,,254.0,https://pypi.org/project/strawberry,531.0,565.0,27,True,3.0,376.0,,,,,
56,InvenTree,inventree/InvenTree,,[],inventory-management-system,https://github.com/inventree/InvenTree,https://github.com/inventree/InvenTree,MIT,2017-03-23 01:44:10,2024-05-31 12:29:32,2024-05-31 07:07:22,15476.0,373.0,650.0,67.0,4418.0,210.0,2224.0,3807.0,2024-05-27 09:47:27,0.15.3,87.0,Open Source Inventory Management System.,,,85.0,,,5.0,27,True,1.0,330.0,,,,,
57,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2024-03-27 13:58:22,2022-03-25 21:42:47,1062.0,,539.0,82.0,360.0,132.0,323.0,3563.0,,,,Per object permissions for Django.,6672.0,6672.0,158.0,https://pypi.org/project/django-guardian,435680.0,435680.0,27,True,2.0,,,,,,
58,django-cacheops,Suor/django-cacheops,django-cacheops,[],caching,https://github.com/Suor/django-cacheops,https://github.com/Suor/django-cacheops,BSD-3-Clause,2011-06-04 12:25:47,2024-03-12 05:05:06,2024-03-12 05:05:02,1234.0,1.0,210.0,41.0,141.0,17.0,317.0,2058.0,,,,A slick ORM cache with automatic granular event-driven invalidation.,1252.0,1252.0,67.0,https://pypi.org/project/django-cacheops,166210.0,166210.0,27,True,1.0,,,,,,
59,django-rules,dfunckt/django-rules,django-rules,[],authorization,https://github.com/dfunckt/django-rules,https://github.com/dfunckt/django-rules,MIT,2014-03-06 20:46:57,2024-05-18 10:30:20,2024-05-18 10:28:35,207.0,11.0,139.0,36.0,78.0,27.0,85.0,1786.0,2024-05-18 10:32:35,3.4.0,21.0,"Awesome Django authorization, without the database.",1710.0,1710.0,31.0,https://pypi.org/project/django-rules,611.0,611.0,27,True,1.0,,,,,,
60,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,392.0,65.0,226.0,146.0,328.0,1441.0,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,413.0,413.0,75.0,https://pypi.org/project/django-tenant-schemas,18786.0,18786.0,27,True,2.0,,,,,,
61,django-cachalot,noripyt/django-cachalot,django-cachalot,[],caching,https://github.com/noripyt/django-cachalot,https://github.com/noripyt/django-cachalot,BSD-3-Clause,2014-09-26 13:08:06,2024-01-11 06:46:33,2024-01-11 06:40:32,640.0,,141.0,24.0,91.0,30.0,134.0,1169.0,2024-01-11 06:46:33,2.6.2,21.0,"No effort, no worry, maximum performance.",761.0,761.0,35.0,https://pypi.org/project/django-cachalot,83626.0,83626.0,27,True,1.0,,,,,,
62,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-05-13 16:33:12,2024-04-21 15:07:51,371.0,6.0,80.0,11.0,337.0,26.0,106.0,804.0,2024-04-21 15:03:55,1.18.0,22.0,Object factory for Django.,4088.0,4088.0,52.0,https://pypi.org/project/model_bakery,627771.0,627771.0,27,True,2.0,,,,,,
63,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-05-13 16:33:12,2024-04-21 15:07:51,371.0,6.0,80.0,11.0,337.0,26.0,106.0,804.0,2024-04-21 15:03:55,1.18.0,22.0,Object factory for Django.,4088.0,4088.0,52.0,https://pypi.org/project/model-bakery/,627771.0,627771.0,27,True,1.0,,,,,,
64,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2024-05-27 16:54:50,2024-04-30 19:48:58,795.0,10.0,195.0,27.0,120.0,11.0,152.0,713.0,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,3426.0,3426.0,73.0,https://pypi.org/project/django-paypal,20054.0,20054.0,27,True,1.0,,,,,,
65,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-04-18 20:17:04,2024-04-18 20:15:36,172.0,5.0,133.0,9.0,86.0,29.0,73.0,411.0,2024-04-18 20:17:04,1.4.1,20.0,"An extension of django rest framework, providing a configurable password reset strategy.",3529.0,3529.0,37.0,https://pypi.org/project/django-rest-passwordreset,295700.0,295700.0,27,True,3.0,,,,,,
66,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2024-05-31 10:47:12,2024-05-30 20:50:49,630.0,3.0,614.0,57.0,350.0,122.0,342.0,3859.0,2023-12-04 06:36:31,5.3.1,11.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,115.0,https://pypi.org/project/djangorestframework-simplejwt,2346376.0,2346376.0,26,True,3.0,,,,,,
67,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,667.0,116.0,177.0,218.0,128.0,3544.0,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3184.0,3184.0,29.0,https://pypi.org/project/django-jet,9727.0,9727.0,26,False,3.0,,,,,,
68,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,990.0,170.0,501.0,88.0,292.0,3159.0,,,,A Django based shop system.,224.0,224.0,96.0,https://pypi.org/project/django-shop,5317.0,5317.0,26,True,3.0,,,,,,
69,django-htmx,adamchainz/django-htmx,django-htmx,[],templates,https://github.com/adamchainz/django-htmx,https://github.com/adamchainz/django-htmx,MIT,2020-10-18 17:12:47,2024-05-28 10:24:56,2024-05-28 10:24:56,452.0,27.0,124.0,39.0,374.0,9.0,60.0,1442.0,,,,Extensions for using Django with htmx.,2308.0,2308.0,19.0,https://pypi.org/project/django-htmx,192075.0,192075.0,26,True,1.0,,,,,,
70,django-ratelimit,jsocol/django-ratelimit,django-ratelimit,[],authentication-authorization,https://github.com/jsocol/django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2024-05-19 23:55:09,2023-12-05 19:30:12,317.0,,173.0,19.0,157.0,22.0,125.0,1020.0,2023-07-24 20:36:04,4.1.0,2.0,Cache-based rate-limiting for Django.,2562.0,2562.0,51.0,https://pypi.org/project/django-ratelimit,484945.0,484945.0,26,True,2.0,,,,,,
71,django-easy-audit,soynatan/django-easy-audit,django-easy-audit,[],fields-versioning,https://github.com/soynatan/django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2024-05-03 22:13:49,2024-04-16 20:21:04,301.0,16.0,161.0,15.0,149.0,68.0,76.0,679.0,2024-03-14 01:19:05,1.3.6,55.0,"Yet another Django audit log app, hopefully the simplest one.",263.0,263.0,48.0,https://pypi.org/project/django-easy-audit,59628.0,59628.0,26,True,3.0,,,,,,
72,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-04-08 02:46:34,2021-10-08 16:42:39,189.0,,78.0,11.0,63.0,16.0,42.0,672.0,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,4513.0,4513.0,23.0,https://pypi.org/project/django-seed,25628.0,25628.0,26,True,1.0,,,,,,
73,django-auth-adfs,snok/django-auth-adfs,django-auth-adfs,[],authentication-authorization,https://github.com/snok/django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2024-04-15 22:54:41,2023-12-18 08:14:29,495.0,,93.0,17.0,143.0,26.0,171.0,267.0,2024-02-15 15:48:58,1.14.0,34.0,A Django authentication backend for Microsoft ADFS and AzureAD.,120.0,120.0,47.0,https://pypi.org/project/django-auth-adfs,64683.0,64683.0,26,True,2.0,,,,,,
74,plane,makeplane/plane,,[],project-management-framework,https://github.com/makeplane/plane,https://github.com/makeplane/plane,AGPL-3.0,2022-11-19 12:55:01,2024-05-31 19:53:24,2024-05-31 19:34:19,3969.0,728.0,1326.0,100.0,3795.0,351.0,432.0,25078.0,2024-05-23 14:39:37,0.20-de,33.0,"Open Source JIRA, Linear and Asana Alternative. Plane helps you track your issues, epics, and product roadmaps in the..",,,81.0,,,,25,True,1.0,,,,,,
75,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2024-04-26 08:29:35,2024-04-25 09:29:04,1010.0,8.0,374.0,41.0,505.0,157.0,417.0,3432.0,,,,A test fixtures replacement for Python.,,,133.0,https://pypi.org/project/factory_boy,4084485.0,4084485.0,25,True,3.0,,,,,,
76,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2024-05-13 17:43:05,2024-05-13 17:43:02,388.0,7.0,404.0,46.0,301.0,88.0,313.0,1591.0,2024-03-03 17:08:51,2.6.0,15.0,Celery Periodic Tasks backed by the Django ORM.,,,117.0,https://pypi.org/project/django-celery-beat,1599880.0,1599880.0,25,True,3.0,,,,,,
77,django-post-office,ui/django-post_office,django-post-office,[],emails,https://github.com/ui/django-post_office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2024-05-20 14:14:36,2024-05-20 14:14:36,777.0,2.0,249.0,37.0,217.0,95.0,155.0,975.0,2023-08-08 12:58:21,3.7.1,8.0,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",84.0,84.0,78.0,https://pypi.org/project/django-post-office,48205.0,48205.0,25,True,3.0,,,,,,
78,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2024-05-30 07:25:41,2024-02-21 11:37:30,929.0,,91.0,14.0,100.0,3.0,177.0,844.0,2024-02-21 11:41:35,3.1.0,48.0,"A cool, modern and responsive django admin application based on bootstrap 5 - https://otto-torino.github.io/tag/baton/.",390.0,390.0,15.0,https://pypi.org/project/django-baton,8600.0,8600.0,25,True,3.0,,,,,,
79,django-pandas,chrisdev/django-pandas,django-pandas,[],pandas-integration,https://github.com/chrisdev/django-pandas,https://github.com/chrisdev/django-pandas,BSD-3-Clause,2012-08-01 01:51:39,2024-04-03 20:49:53,2024-04-03 14:42:46,256.0,6.0,113.0,29.0,74.0,13.0,71.0,792.0,,,,Tools for working with pandas in your Django projects.,2275.0,2275.0,35.0,https://pypi.org/project/django-pandas,124064.0,124064.0,25,True,1.0,,20.0,,,,
80,django-otp,django-otp/django-otp,django-otp,[],authentication-authorization,https://github.com/django-otp/django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2024-04-16 18:54:50,2024-04-16 18:54:34,274.0,9.0,92.0,12.0,67.0,12.0,62.0,503.0,,,,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,2875.0,2875.0,47.0,https://pypi.org/project/django-otp,840994.0,840994.0,25,True,3.0,,,,,,
81,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2024-05-24 02:23:06,2024-04-29 11:28:46,451.0,14.0,33.0,9.0,388.0,15.0,49.0,496.0,2023-04-29 15:21:09,1.3.0,7.0,"Test django schema and data migrations, including migrations order and best practices.",730.0,730.0,18.0,https://pypi.org/project/django-test-migrations,171061.0,171061.0,25,True,3.0,,,,,,
82,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2024-05-29 12:48:56,2023-12-15 19:26:00,1059.0,,220.0,19.0,219.0,56.0,146.0,402.0,2023-12-15 19:23:05,0.8.2,23.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,327.0,327.0,74.0,https://pypi.org/project/django-oidc-provider,10618.0,10618.0,25,True,3.0,,,,,,
83,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2024-02-13 17:36:58,2023-10-17 22:52:22,655.0,,164.0,17.0,188.0,3.0,151.0,376.0,2023-10-17 22:51:49,5.0.1,28.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",533.0,533.0,86.0,https://pypi.org/project/django-cas-ng,33413.0,33417.0,25,True,3.0,555.0,,,,,
84,Tandoor Recipes,TandoorRecipes/recipes,,[],recipe-management-framework,https://github.com/TandoorRecipes/recipes,https://github.com/TandoorRecipes/recipes,,2019-11-13 20:34:02,2024-06-01 00:11:11,2024-05-28 00:57:11,6287.0,161.0,545.0,39.0,1255.0,266.0,1403.0,5059.0,2024-04-08 05:22:52,1.5.17,100.0,"Application for managing recipes, planning meals, building shopping lists and much much more!.",,,345.0,,,,24,True,1.0,,,,,,
85,django-compressor,django-compressor/django-compressor,django-compressor,[],templates,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2024-05-27 07:44:17,2024-05-06 23:28:17,1636.0,4.0,558.0,50.0,579.0,110.0,543.0,2765.0,,,,Compresses linked and inline javascript or CSS into a single cached file.,,,218.0,https://pypi.org/project/django-compressor,530889.0,530889.0,24,True,2.0,,,,,,
86,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2024-05-12 06:36:02,2024-05-12 06:35:59,161.0,14.0,389.0,106.0,99.0,17.0,313.0,2579.0,2024-04-09 05:47:09,2.0.0,3.0,Reusable workflow library for Django.,298.0,298.0,2.0,https://pypi.org/project/viewflow,111.0,111.0,24,True,2.0,,,,,,
87,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2024-03-13 23:45:42,2021-08-18 22:32:03,7104.0,,1055.0,118.0,2195.0,145.0,291.0,2186.0,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,156.0,156.0,67.0,https://pypi.org/project/shuup,2247.0,2257.0,24,True,3.0,585.0,,,,,
