,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,new_addition,updated_github_id,gitlab_id,gitlab_url
146,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2024-01-28 06:18:00,2021-12-27 22:42:18,132.0,,93.0,15.0,38.0,5.0,19.0,260.0,,,,A simple API to send SMS messages. It is modeled after the django email api.,371.0,371.0,19.0,https://pypi.org/project/django-sendsms,5018.0,5018.0,17,True,2.0,,,,,,
147,inertia-django,inertiajs/inertia-django,inertia-django,[],templates,https://github.com/inertiajs/inertia-django,https://github.com/inertiajs/inertia-django,MIT,2022-08-11 14:47:08,2024-05-11 13:01:25,2024-01-27 02:03:24,36.0,,27.0,6.0,18.0,11.0,15.0,238.0,,,,The Django adapter for Inertia.js.,81.0,81.0,8.0,https://pypi.org/project/inertia-django,2148.0,2148.0,17,True,3.0,,,True,,,
148,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2024-01-05 17:57:30,2018-03-12 09:11:28,102.0,,83.0,8.0,30.0,27.0,16.0,231.0,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,248.0,248.0,10.0,https://pypi.org/project/django-audit-log,2394.0,2394.0,17,False,3.0,,,,,,
149,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,15.0,13.0,1.0,12.0,91.0,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",81.0,81.0,9.0,https://pypi.org/project/django-mirage-field,13436.0,13436.0,17,True,2.0,,,,,,
150,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2024-03-08 09:29:07,2022-03-23 14:37:36,860.0,,93.0,11.0,110.0,37.0,49.0,930.0,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,116025.0,116025.0,16,True,3.0,,,,,,
151,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,8.0,8.0,3.0,14.0,112.0,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,251.0,251.0,5.0,https://pypi.org/project/django-fieldsignals,15912.0,15912.0,16,True,3.0,,,,,,
152,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,38.0,13.0,13.0,3.0,8.0,440.0,,,,Keep track of your statistics.,24.0,24.0,9.0,https://pypi.org/project/django-trackstats,2837.0,2837.0,15,True,1.0,,,,,,
153,pytailwindcss,timonweb/pytailwindcss,pytailwindcss,[],mvt-tailwind-css-framework-integration,https://github.com/timonweb/pytailwindcss,https://github.com/timonweb/pytailwindcss,MIT,2021-12-19 22:49:26,2023-06-23 21:23:14,2023-06-23 21:22:46,27.0,,6.0,7.0,2.0,3.0,5.0,286.0,,,,,316.0,316.0,2.0,https://pypi.org/project/pytailwindcss,10898.0,10898.0,15,False,3.0,,,,,,
154,django-flexible-subscriptions,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,[],payment-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,GPL-3.0,2018-11-26 05:05:05,2023-11-30 23:40:43,2020-09-11 20:55:19,197.0,,50.0,4.0,267.0,27.0,23.0,242.0,,,,A subscription and recurrent billing application for Django.,25.0,25.0,14.0,https://pypi.org/project/django-flexible-subscriptions,1076.0,1076.0,15,True,3.0,,,,,,
155,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2023-07-17 06:51:20,2023-06-12 08:26:02,42.0,,15.0,11.0,16.0,12.0,6.0,219.0,,,,Safely separate multiple tenants in a Django database.,82.0,82.0,6.0,https://pypi.org/project/django-scopes,7241.0,7241.0,15,True,3.0,,,,,,
156,django-improved-user,jambonsw/django-improved-user,django-improved-user,[],custom-user,https://github.com/jambonsw/django-improved-user,https://github.com/jambonsw/django-improved-user,BSD-2-Clause,2016-10-25 02:00:47,2024-04-29 19:30:39,2022-05-19 11:27:12,118.0,,15.0,3.0,269.0,2.0,8.0,138.0,2020-02-16 17:03:03,1.0.1,7.0,A custom Django user that authenticates via email. Follows identity and authentication best practices.,40.0,40.0,8.0,https://pypi.org/project/django-improved-user,473.0,473.0,15,True,3.0,,,,,,
157,django-prbac,dimagi/django-prbac,django-prbac,[],authentication-authorization,https://github.com/dimagi/django-prbac,https://github.com/dimagi/django-prbac,,2013-10-17 18:31:58,2023-12-13 21:26:13,2023-12-13 21:26:10,194.0,,37.0,40.0,55.0,3.0,17.0,137.0,2020-03-06 22:55:21,0.0.8,1.0,,12.0,12.0,23.0,https://pypi.org/project/django-prbac,3866.0,3866.0,15,False,3.0,,,,,,
158,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2024-04-02 14:14:44,2024-01-27 19:22:43,70.0,,12.0,4.0,27.0,10.0,18.0,124.0,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",33.0,33.0,6.0,https://pypi.org/project/django-admin-confirm,22878.0,22878.0,15,True,3.0,,,,,,
159,django-tailwind-cli,oliverandrich/django-tailwind-cli,django-tailwind-cli,[],mvt-tailwind-css-framework-integration,https://github.com/oliverandrich/django-tailwind-cli,https://github.com/oliverandrich/django-tailwind-cli,MIT,2022-10-23 16:09:40,2024-05-13 21:15:07,2024-05-13 21:12:57,393.0,60.0,10.0,4.0,107.0,,15.0,81.0,,,,Django and Tailwind integration based on the prebuilt Tailwind CSS CLI.,,,9.0,https://pypi.org/project/django-tailwind-cli,5557.0,5557.0,15,True,3.0,,,,,,
160,django-subscriptions,kogan/django-subscriptions,django-subscriptions,[],payment-subscriptions,https://github.com/kogan/django-subscriptions,https://github.com/kogan/django-subscriptions,BSD-3-Clause,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,21.0,16.0,,4.0,73.0,2020-12-29 04:56:47,2.1.1,11.0,A django package for managing subscription states.,13.0,13.0,2.0,https://pypi.org/project/django-subscriptions,1428.0,1428.0,15,True,3.0,,,,,,
161,django-bitcoin,kangasbros/django-bitcoin,django-bitcoin,[],payment-subscriptions,https://github.com/kangasbros/django-bitcoin,https://github.com/kangasbros/django-bitcoin,MIT,2011-07-08 14:04:32,2014-09-15 06:46:34,2014-09-15 06:46:33,462.0,,95.0,32.0,25.0,11.0,7.0,179.0,,,,bitcoin payment management for django.,15.0,15.0,18.0,https://pypi.org/project/django-bitcoin,18.0,18.0,14,False,3.0,,,,,,
162,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,22.0,3.0,8.0,1.0,4.0,118.0,,,,Offline optimistic locking for Django.,16.0,16.0,4.0,https://pypi.org/project/django-optimistic-lock,2333.0,2333.0,14,False,3.0,,,,,,
163,dj-paypal,HearthSim/dj-paypal,dj-paypal,[],payment-subscriptions,https://github.com/HearthSim/dj-paypal,https://github.com/HearthSim/dj-paypal,MIT,2017-08-18 11:25:15,2024-02-29 17:10:37,2024-02-29 17:10:34,262.0,,20.0,13.0,8.0,4.0,5.0,86.0,2018-12-18 16:40:35,0.11.1,4.0,Paypal integration for Django - Inspired by dj-Stripe.,25.0,25.0,3.0,https://pypi.org/project/dj-paypal,95.0,95.0,14,True,3.0,,,,,,
164,django-use-email-as-username,jmfederico/django-use-email-as-username,django-use-email-as-username,[],custom-user,https://github.com/jmfederico/django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,BSD-3-Clause,2018-02-19 02:36:03,2023-11-21 10:43:27,2023-11-21 10:43:24,109.0,,10.0,4.0,2.0,,13.0,70.0,,,,A Django app to use email as username for user authentication.,222.0,222.0,2.0,https://pypi.org/project/django-use-email-as-username,5390.0,5390.0,14,True,3.0,,,,,,
165,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,MIT,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,26.0,12.0,16.0,9.0,2.0,29.0,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,22.0,22.0,8.0,https://pypi.org/project/django-cryptographic-fields,178.0,178.0,14,False,3.0,,,,,,
166,cookiecutter-djangopackage,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,[],reusable-app-templates,https://github.com/pydanny/cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,146.0,14.0,903.0,28.0,44.0,434.0,2017-10-04 13:46:21,1.0.1,2.0,A cookiecutter template for creating reusable Django packages quickly.,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,13,True,1.0,,,,,,
167,cookiecutter-vue-django,ilikerobots/cookiecutter-vue-django,,[],project-templates,https://github.com/ilikerobots/cookiecutter-vue-django,https://github.com/ilikerobots/cookiecutter-vue-django,BSD-3-Clause,2020-07-02 12:30:02,2023-11-20 18:47:59,2023-11-20 18:42:32,7004.0,,19.0,5.0,76.0,4.0,11.0,189.0,,,,"Vue 3 + Vite + Django with no compromises. Use Vue SFCs directly in Django Templates, DRF not required.",,,399.0,,,,13,True,2.0,,,,,,
168,drf-stripe-subscription,oscarychen/drf-stripe-subscription,drf-stripe-subscription,[],payment-subscriptions,https://github.com/oscarychen/drf-stripe-subscription,https://github.com/oscarychen/drf-stripe-subscription,MIT,2022-01-07 05:42:18,2024-05-30 08:32:29,2024-01-18 12:22:25,45.0,,13.0,5.0,19.0,5.0,17.0,101.0,2023-05-30 16:33:20,1.2.0,15.0,An out-of-box Django REST framework solution for payment and subscription management using Stripe.,,,4.0,https://pypi.org/project/drf-stripe-subscription,846.0,846.0,13,True,3.0,,,,,,
169,django-hydra,Lightmatter/django-hydra,,[],project-templates,https://github.com/Lightmatter/django-hydra,https://github.com/Lightmatter/django-hydra,,2013-11-04 15:53:38,2024-05-27 22:22:39,2024-05-27 22:22:38,1912.0,54.0,9.0,21.0,874.0,9.0,6.0,87.0,,,,A django/htmx/alpine/tailwind project template.,,,38.0,,,,13,True,2.0,,,,,,
170,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,BSD-3-Clause,2021-01-12 18:16:13,2024-01-07 19:43:51,2024-01-07 19:43:51,36.0,,14.0,2.0,25.0,6.0,9.0,49.0,2023-12-31 11:52:23,0.7.0,7.0,A Django app for sending SMS with interchangeable backends.,,,3.0,https://pypi.org/project/django-sms,9788.0,9788.0,13,True,3.0,,,,,,
171,django-flutterwave,bdelate/django-flutterwave,django-flutterwave,[],payment-subscriptions,https://github.com/bdelate/django-flutterwave,https://github.com/bdelate/django-flutterwave,MIT,2019-07-29 15:03:20,2022-12-08 08:56:27,2020-12-29 06:31:43,57.0,,11.0,6.0,11.0,,4.0,22.0,2020-12-29 06:34:01,0.3.0,5.0,Django integration for Flutterwave Rave payments and subscriptions.,45.0,45.0,,https://pypi.org/project/django-flutterwave,,,13,True,3.0,,,,,,
172,taiga,kaleidos-ventures/taiga,,[],project-management-framework,https://github.com/kaleidos-ventures/taiga,https://github.com/kaleidos-ventures/taiga,MPL-2.0,2022-12-30 09:20:03,2023-12-13 09:37:30,2023-12-13 09:37:29,2124.0,,53.0,15.0,566.0,,,397.0,,,,Taiga is a free and open-source project management for cross-functional agile teams.,,,11.0,,,,12,True,3.0,,,,,,
173,django-docker-template,amerkurev/django-docker-template,,[],project-templates,https://github.com/amerkurev/django-docker-template,https://github.com/amerkurev/django-docker-template,MIT,2023-04-13 21:13:40,2024-05-31 20:45:53,2024-05-31 12:15:07,105.0,11.0,34.0,4.0,9.0,1.0,8.0,162.0,,,,"Dockerized Django with Postgres, Gunicorn, and Traefik or Caddy (with auto renew Lets Encrypt).",,,5.0,,,,12,True,2.0,,,,,,
174,dj-paddle,paddle-python/dj-paddle,dj-paddle,[],payment-subscriptions,https://github.com/paddle-python/dj-paddle,https://github.com/paddle-python/dj-paddle,MIT,2020-01-03 12:26:15,2023-07-25 14:48:50,2021-03-26 12:22:49,54.0,,32.0,6.0,20.0,14.0,11.0,78.0,2021-02-26 16:41:04,0.1.2,2.0,Django + Paddle made Easy!.,,,7.0,https://pypi.org/project/dj-paddle,135.0,135.0,12,True,3.0,,,,,,
175,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,MIT,2021-07-13 08:29:30,2023-07-23 22:51:51,2021-08-27 13:54:10,39.0,,9.0,1.0,12.0,2.0,1.0,37.0,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,4.0,4.0,,https://pypi.org/project/django-ninja-apikey,1240.0,1240.0,12,True,3.0,,,,,,
176,django-discord-integration,Ninjaclasher/django-discord-integration,django-discord-integration,[],messaging,https://github.com/Ninjaclasher/django-discord-integration,https://github.com/Ninjaclasher/django-discord-integration,AGPL-3.0,2019-05-12 19:51:58,2024-05-28 17:29:33,2024-05-28 17:28:12,48.0,6.0,1.0,3.0,1.0,,2.0,22.0,2024-05-28 17:29:05,1.2.8,4.0,"Discord integration for Django, supporting error reporting via webhooks.",5.0,5.0,2.0,https://pypi.org/project/django-discord-integration,1474.0,1474.0,12,True,3.0,,3.0,,,,
177,sidewinder,stribny/sidewinder,,[],project-templates,https://github.com/stribny/sidewinder,https://github.com/stribny/sidewinder,MIT,2022-12-25 13:51:45,2024-04-27 18:38:43,2024-04-27 18:38:31,81.0,6.0,10.0,4.0,4.0,4.0,23.0,171.0,,,,"Django starter kit that focuses on good defaults, developer experience, and deployment. Updated for Django 5.",,,,,,,11,True,3.0,,,,,,
178,django-project-template,thorgate/django-project-template,,[],project-templates,https://github.com/thorgate/django-project-template,https://github.com/thorgate/django-project-template,ISC,2016-03-28 15:10:57,2024-05-30 14:10:58,2024-05-14 07:12:59,781.0,9.0,16.0,15.0,33.0,2.0,3.0,123.0,,,,"Thorgates Django project template - Django, React, Sass, optional Docker and more.",,,34.0,,,,11,True,3.0,,,,,,
179,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,BSD-3-Clause,2021-07-15 13:39:46,2024-05-14 21:01:25,2023-03-16 17:14:44,142.0,,9.0,4.0,17.0,2.0,2.0,38.0,,,,Python package for eventsourcing with Django.,6.0,6.0,5.0,https://pypi.org/project/eventsourcing-django,983.0,983.0,11,True,2.0,,,,,,
180,django-encrypted-model-fields,,django-encrypted-model-fields,[],encrpyted-fields,,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields,,2018-06-05 14:35:48,2018-06-05 14:35:48,,,,25.0,,,6.0,20.0,33.0,,,4.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,,,,https://pypi.org/project/django-encrypted-model-fields,106454.0,106454.0,11,False,3.0,,,,,lansharkconsulting/django/django-encrypted-model-fields,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields
181,djantic2,jonathan-s/djantic2,djantic,[],pydantic-integration,https://github.com/jonathan-s/djantic2,https://github.com/jonathan-s/djantic2,MIT,2024-03-15 10:06:31,2024-05-26 19:45:02,2024-05-26 19:34:12,147.0,27.0,2.0,2.0,5.0,2.0,2.0,18.0,2024-05-26 19:44:08,1.0.2,1.0,Pydantic model support for Django.,,,7.0,https://pypi.org/project/djantic,22223.0,22223.0,11,False,3.0,,2.0,,,,
182,django-oauth-login,dropseed/django-oauth-login,django-oauth-login,[],authentication-authorization,https://github.com/dropseed/django-oauth-login,https://github.com/dropseed/django-oauth-login,MIT,2022-03-17 20:18:15,2024-05-01 00:22:50,2023-08-04 16:10:50,41.0,,3.0,4.0,22.0,1.0,2.0,15.0,2023-08-04 16:11:25,0.2.4,7.0,A minimal app that adds OAuth login support to your Django project.,4.0,4.0,5.0,https://pypi.org/project/django-oauth-login,95.0,95.0,11,False,3.0,,,,,,
183,django-oauth2-authcodeflow,jrd/django-oauth2-authcodeflow,django-oauth2-authcodeflow,[],authentication-authorization,https://github.com/jrd/django-oauth2-authcodeflow,https://github.com/jrd/django-oauth2-authcodeflow,MIT,2020-11-27 10:40:53,2024-05-28 15:33:59,2023-12-12 15:17:35,92.0,,8.0,3.0,17.0,5.0,2.0,14.0,,,,Authenticate with any OpenId Connect/Oauth2 provider through authorization code flow. PKCE is also supported.,9.0,9.0,10.0,https://pypi.org/project/django-oauth2-authcodeflow,1962.0,1962.0,11,False,3.0,,,,,,
184,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,BSD-3-Clause,2021-11-20 21:37:41,2023-11-30 10:22:37,2023-11-30 10:21:07,167.0,,1.0,1.0,3.0,,,5.0,2023-11-30 10:22:37,1.2.5,3.0,"An extension of django rest framework, providing a configurable password reset strategy.",,,34.0,https://pypi.org/project/django-ninja-passwordreset,314.0,314.0,11,False,3.0,,,,,,
185,launchr,jayfk/launchr,,[],project-templates,https://github.com/jayfk/launchr,https://github.com/jayfk/launchr,MIT,2019-09-09 09:48:19,2021-01-23 10:31:01,2021-01-23 10:30:53,15.0,,40.0,11.0,,2.0,23.0,232.0,,,,"Launchr is an open source SaaS starter kit, based on Django.",,,,,,,10,True,3.0,,,,,,
186,docker-django,jpbruinsslot/docker-django,,[],project-templates,https://github.com/jpbruinsslot/docker-django,https://github.com/jpbruinsslot/docker-django,MIT,2015-01-29 14:12:50,2018-12-15 10:58:21,2018-12-15 10:58:11,103.0,,58.0,12.0,3.0,,16.0,179.0,,,,A project to get you started with Docker and Django.,,,,,,,10,False,3.0,,,,,,
187,django-startproject,jefftriplett/django-startproject,,[],project-templates,https://github.com/jefftriplett/django-startproject,https://github.com/jefftriplett/django-startproject,BSD-3-Clause,2018-02-10 15:38:30,2024-05-26 15:58:13,2024-05-26 15:58:08,162.0,12.0,13.0,11.0,26.0,,2.0,148.0,,,,Django Start Project template with batteries.,,,3.0,,,,10,True,3.0,,,,,,
188,django-authorizenet,zen4ever/django-authorizenet,django-authorizenet,[],payment-subscriptions,https://github.com/zen4ever/django-authorizenet,https://github.com/zen4ever/django-authorizenet,MIT,2009-06-23 07:07:33,2021-07-04 23:37:45,2013-07-28 04:17:49,182.0,,32.0,9.0,24.0,1.0,5.0,87.0,,,,Django and Authorize.NET payment gateway integration.,2.0,2.0,10.0,https://pypi.org/project/django-authorizenet,12.0,12.0,10,False,3.0,,,,,,
189,djangorestframework-fsm,27medkamal/djangorestframework-fsm,djangorestframework-fsm,[],finite-state-machine,https://github.com/27medkamal/djangorestframework-fsm,https://github.com/27medkamal/djangorestframework-fsm,MIT,2018-10-25 23:32:47,2022-05-30 14:49:47,2021-01-22 05:03:20,26.0,,8.0,4.0,3.0,,3.0,18.0,,,,Automatically hook your Django-FSM transitions up to Django REST Framework.,4.0,4.0,7.0,https://pypi.org/project/djangorestframework-fsm,357.0,357.0,10,False,3.0,,,,,,
190,django-fsm-freeze,ming-tung/django-fsm-freeze,django-fsm-freeze,[],finite-state-machine,https://github.com/ming-tung/django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,MIT,2021-06-11 15:38:15,2024-04-15 23:18:26,2024-01-03 16:18:35,110.0,,2.0,1.0,133.0,,4.0,4.0,2021-08-24 14:35:00,0.1.9,9.0,django-fsm data immutability support.,,,3.0,https://pypi.org/project/django-fsm-freeze,409.0,409.0,10,False,3.0,,,,,,
191,django-subscription,zhaque/django-subscription,django-subscription,[],payment-subscriptions,https://github.com/zhaque/django-subscription,https://github.com/zhaque/django-subscription,,2009-05-25 10:52:48,2020-09-24 17:57:10,2013-05-02 23:27:40,62.0,,48.0,5.0,6.0,2.0,3.0,181.0,,,,Subscriptions or Recurring Billing App for django.,,,11.0,https://pypi.org/project/django-subscription,23.0,23.0,9,False,3.0,,,,,,
192,cookiecutter-django-crud,wildfish/cookiecutter-django-crud,cookiecutter-django-crud,[],reusable-app-templates,https://github.com/wildfish/cookiecutter-django-crud,https://github.com/wildfish/cookiecutter-django-crud,BSD-3-Clause,2013-09-20 17:11:23,2015-12-10 16:38:04,2015-12-10 16:37:59,51.0,,32.0,7.0,6.0,,3.0,67.0,,,,"A cookiecutter template to create a Django app around a model with CRUD views using django-vanilla-views, a..",,,4.0,https://pypi.org/project/cookiecutter-django-crud,,,9,False,2.0,,,,,,
193,wq-django-template,wq/wq-django-template,,[],reusable-app-templates,https://github.com/wq/wq-django-template,https://github.com/wq/wq-django-template,,2013-05-13 19:37:35,2024-03-27 14:08:47,2024-03-27 14:06:39,151.0,1.0,7.0,6.0,3.0,,26.0,27.0,2023-11-08 18:00:24,2.0.0,26.0,Django + NPM (Create React App) template for building REST-ful web & hybrid apps with the wq framework.,,,4.0,,,,9,True,2.0,,,,,,
194,cookiecutter-django-app,edx-unsupported/cookiecutter-django-app,cookiecutter-django-app,[],reusable-app-templates,https://github.com/edx/cookiecutter-django-app,https://github.com/edx/cookiecutter-django-app,Apache-2.0,2016-07-05 18:49:15,2020-05-21 16:07:49,2020-05-21 16:07:38,124.0,,5.0,66.0,67.0,,,16.0,,,,A cookiecutter template for creating reusable Django packages (installable apps) quickly.,,,21.0,https://pypi.org/project/cookiecutter-django-app,,,9,False,2.0,,,,edx/cookiecutter-django-app,,
195,django-locking,debrouwere/django-locking,django-locking,[],locking,https://github.com/debrouwere/django-locking,https://github.com/debrouwere/django-locking,,2010-06-01 20:20:54,2019-09-15 22:09:45,2012-02-15 16:11:21,21.0,,13.0,5.0,9.0,,,137.0,,,,"Prevents users from doing concurrent editing in Django. Works out of the box in the admin interface, or you can..",4.0,4.0,3.0,https://pypi.org/project/django-locking,59.0,59.0,8,False,3.0,,,,,,
196,sos-django-template,erayerdin/sos-django-template,,[],project-templates,https://github.com/erayerdin/sos-django-template,https://github.com/erayerdin/sos-django-template,WTFPL,2019-06-30 03:31:46,2022-03-03 20:49:10,2022-03-03 20:47:33,95.0,,2.0,3.0,29.0,5.0,29.0,20.0,2022-03-03 20:49:58,0.7.0,5.0,"SOS Django Template is a starter template for new Django projects with modern defaults, power cable included.",,,,,,,8,False,3.0,,,,,,
197,django-address-model,agusmakmun/django-address-model,django-address-model,[],fields-addresses,https://github.com/agusmakmun/django-address-model,https://github.com/agusmakmun/django-address-model,MIT,2019-08-10 11:31:13,2020-11-18 09:48:51,2020-11-18 09:46:12,14.0,,4.0,2.0,1.0,2.0,,13.0,2020-11-18 09:49:40,1.0.4,1.0,"django abstract model that provide the complete address, eg: no, na/rt, ca/rw, village/desa, sub district/kecamatan,..",6.0,6.0,,https://pypi.org/project/django-address-model,43.0,43.0,8,False,3.0,,,,,,
198,django-minio,maddevsio/django_minio,django-minio,[],storage,https://github.com/maddevsio/django_minio,https://github.com/maddevsio/django_minio,,2016-06-29 09:48:43,2019-04-02 17:08:55,2019-04-02 17:08:54,39.0,,15.0,6.0,4.0,1.0,4.0,65.0,,,,Django app to use Minio Server as file storage.,,,4.0,https://pypi.org/project/django-minio,67.0,67.0,7,False,3.0,,,,,,
199,django-webpack-starter,khadegd/django-webpack-starter,,[],project-templates,https://github.com/khadegd/django-webpack-starter,https://github.com/khadegd/django-webpack-starter,MIT,2017-10-12 03:03:24,2023-01-06 01:57:21,2020-11-05 16:12:57,30.0,,2.0,1.0,49.0,1.0,2.0,59.0,2020-11-05 16:16:12,1.2.1,2.0,"Django Webpack starter template for using Webpack 5 with Django 3.1 & Bootstrap 4. Yes, it can hot-reload.",,,,,,,7,True,3.0,,,,,,
200,django-app-template,mlavin/django-app-template,,[],reusable-app-templates,https://github.com/mlavin/django-app-template,https://github.com/mlavin/django-app-template,BSD-2-Clause,2012-08-09 00:36:55,2014-06-29 18:45:14,2014-06-29 18:45:08,19.0,,15.0,8.0,2.0,2.0,3.0,52.0,,,,A handy template for creating a new reusable Django application.,,,4.0,,,,7,False,3.0,,,,,,
201,django-stripe-subscriptions,duplxey/django-stripe-subscriptions,django-stripe-subscriptions,[],payment-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,MIT,2020-09-15 21:07:04,2022-07-20 22:36:54,2022-07-20 22:36:53,29.0,,11.0,4.0,4.0,3.0,1.0,33.0,,,,How to handle subscription payments with Django and Stripe.,,,3.0,https://pypi.org/project/django-stripe-subscriptions,,,7,True,3.0,,,,,,
202,django-searchable-encrypted-fields,,django-searchable-encrypted-fields,[],encrpyted-fields,,https://gitlab.com/guywillett/django-searchable-encrypted-fields,,2019-04-09 15:14:16,2019-04-09 15:14:16,,,,2.0,,,3.0,15.0,9.0,,,4.0,,,,,https://pypi.org/project/django-searchable-encrypted-fields,60808.0,60808.0,7,False,3.0,,,,,guywillett/django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields
203,django-reusable-app-template,bitlabstudio/django-reusable-app-template,,[],reusable-app-templates,https://github.com/bitlabstudio/django-reusable-app-template,https://github.com/bitlabstudio/django-reusable-app-template,,2013-06-08 12:05:01,2016-12-20 09:09:58,2016-12-20 09:09:10,91.0,,17.0,7.0,13.0,1.0,7.0,95.0,,,,"A template for kickstarting reusable Django apps, ready to be published on pypi.python.org, ready for test driven..",,,9.0,,,,6,False,3.0,,,,,,
204,django-unique-user-email,carltongibson/django-unique-user-email,django-unique-user-email,[],custom-user,https://github.com/carltongibson/django-unique-user-email,https://github.com/carltongibson/django-unique-user-email,MIT,2023-10-06 06:50:32,2023-11-21 18:43:54,2023-11-20 19:09:17,13.0,,3.0,6.0,2.0,5.0,2.0,88.0,,,,Enable login-by-email with the default User model for your Django project by making auth.User.email unique.,2.0,2.0,2.0,https://pypi.org/project/django-unique-user-email,49.0,49.0,6,True,3.0,,,,,,
