,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id,github_release_downloads,new_addition,gitlab_id,gitlab_url
207,djangorestframework-fsm,27medkamal/djangorestframework-fsm,djangorestframework-fsm,[],finite-state-machine,https://github.com/27medkamal/djangorestframework-fsm,https://github.com/27medkamal/djangorestframework-fsm,MIT,2018-10-25 23:32:47,2022-05-30 14:49:47,2021-01-22 05:03:20,26.0,,8.0,4.0,3.0,,3.0,19,,,,Automatically hook your Django-FSM transitions up to Django REST Framework.,7.0,7.0,7.0,https://pypi.org/project/djangorestframework-fsm,561.0,561.0,10,False,3.0,,,,,,
208,django-oauth-login,dropseed/django-oauth-login,django-oauth-login,[],authentication-authorization,https://github.com/dropseed/django-oauth-login,https://github.com/dropseed/django-oauth-login,MIT,2022-03-17 20:18:15,2024-10-16 15:01:30,2024-10-16 15:01:30,42.0,,3.0,4.0,22.0,1.0,2.0,15,2023-08-04 16:11:25,0.2.4,7.0,A minimal app that adds OAuth login support to your Django project.,,,5.0,https://pypi.org/project/django-oauth-login,354.0,354.0,10,False,3.0,,,,,,
209,cookiecutter-django-crud,wildfish/cookiecutter-django-crud,cookiecutter-django-crud,[],reusable-app-templates,https://github.com/wildfish/cookiecutter-django-crud,https://github.com/wildfish/cookiecutter-django-crud,BSD-3-Clause,2013-09-20 17:11:23,2015-12-10 16:38:04,2015-12-10 16:37:59,51.0,,32.0,7.0,6.0,,3.0,68,,,,"A cookiecutter template to create a Django app around a model with CRUD views using django-vanilla-views, a..",,,4.0,https://pypi.org/project/cookiecutter-django-crud,,,9,False,2.0,,,,,,
210,sos-django-template,erayerdin/sos-django-template,,[],project-templates,https://github.com/erayerdin/sos-django-template,https://github.com/erayerdin/sos-django-template,WTFPL,2019-06-30 03:31:46,2022-03-03 20:49:10,2022-03-03 20:47:33,95.0,,2.0,3.0,29.0,5.0,29.0,23,2022-03-03 20:49:58,0.7.0,5.0,"SOS Django Template is a starter template for new Django projects with modern defaults, power cable included.",,,,,,,9,False,3.0,,,,,,
211,cookiecutter-django-app,edx-unsupported/cookiecutter-django-app,cookiecutter-django-app,[],reusable-app-templates,https://github.com/edx/cookiecutter-django-app,https://github.com/edx/cookiecutter-django-app,Apache-2.0,2016-07-05 18:49:15,2020-05-21 16:07:49,2020-05-21 16:07:38,124.0,,5.0,63.0,67.0,,,16,,,,A cookiecutter template for creating reusable Django packages (installable apps) quickly.,,,21.0,https://pypi.org/project/cookiecutter-django-app,,,9,False,2.0,,edx/cookiecutter-django-app,,,,
212,django-fsm-freeze,ming-tung/django-fsm-freeze,django-fsm-freeze,[],finite-state-machine,https://github.com/ming-tung/django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,MIT,2021-06-11 15:38:15,2024-04-15 23:18:26,2024-01-03 16:18:35,110.0,,2.0,1.0,133.0,,4.0,4,2021-08-24 14:35:00,0.1.9,9.0,django-fsm data immutability support.,2.0,2.0,3.0,https://pypi.org/project/django-fsm-freeze,391.0,391.0,9,False,3.0,,,,,,
213,django-locking,debrouwere/django-locking,django-locking,[],locking,https://github.com/debrouwere/django-locking,https://github.com/debrouwere/django-locking,,2010-06-01 20:20:54,2019-09-15 22:09:45,2012-02-15 16:11:21,21.0,,12.0,5.0,9.0,,,134,,,,"Prevents users from doing concurrent editing in Django. Works out of the box in the admin interface, or you can..",7.0,7.0,3.0,https://pypi.org/project/django-locking,115.0,115.0,8,False,3.0,,,,,,
214,django-minio,maddevsio/django_minio,django-minio,[],storage,https://github.com/maddevsio/django_minio,https://github.com/maddevsio/django_minio,,2016-06-29 09:48:43,2019-04-02 17:08:55,2019-04-02 17:08:54,39.0,,15.0,6.0,4.0,1.0,4.0,65,,,,Django app to use Minio Server as file storage.,,,4.0,https://pypi.org/project/django-minio,431.0,431.0,8,False,3.0,,,,,,
215,django-oauthost,idlesign/django-oauthost,django-oauthost,[],authentication-authorization,https://github.com/idlesign/django-oauthost,https://github.com/idlesign/django-oauthost,BSD-3-Clause,2011-11-06 14:47:51,2022-02-04 12:50:22,2022-02-04 12:50:18,144.0,,,4.0,1.0,1.0,2.0,25,,,,"Reusable application for Django, introducing OAuth2 server functionality.",5.0,5.0,2.0,https://pypi.org/project/django-oauthost,335.0,335.0,8,True,3.0,,,,,,
216,django-address-model,agusmakmun/django-address-model,django-address-model,[],fields-addresses,https://github.com/agusmakmun/django-address-model,https://github.com/agusmakmun/django-address-model,MIT,2019-08-10 11:31:13,2020-11-18 09:48:51,2020-11-18 09:46:12,14.0,,5.0,2.0,1.0,2.0,,14,2020-11-18 09:49:40,1.0.4,1.0,"django abstract model that provide the complete address, eg: no, na/rt, ca/rw, village/desa, sub district/kecamatan,..",8.0,8.0,,https://pypi.org/project/django-address-model,138.0,138.0,8,False,3.0,,,,,,
217,django-webpack-starter,khadegd/django-webpack-starter,,[],project-templates,https://github.com/khadegd/django-webpack-starter,https://github.com/khadegd/django-webpack-starter,MIT,2017-10-12 03:03:24,2023-01-06 01:57:21,2020-11-05 16:12:57,30.0,,2.0,1.0,49.0,1.0,2.0,59,2020-11-05 16:16:12,1.2.1,2.0,"Django Webpack starter template for using Webpack 5 with Django 3.1 & Bootstrap 4. Yes, it can hot-reload.",,,,,,,7,True,3.0,,,,,,
218,django-app-template,mlavin/django-app-template,,[],reusable-app-templates,https://github.com/mlavin/django-app-template,https://github.com/mlavin/django-app-template,BSD-2-Clause,2012-08-09 00:36:55,2014-06-29 18:45:14,2014-06-29 18:45:08,19.0,,15.0,8.0,2.0,2.0,3.0,54,,,,A handy template for creating a new reusable Django application.,,,4.0,,,,7,False,3.0,,,,,,
219,django-stripe-subscriptions,duplxey/django-stripe-subscriptions,django-stripe-subscriptions,[],payment-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,MIT,2020-09-15 21:07:04,2022-07-20 22:36:54,2022-07-20 22:36:53,29.0,,11.0,4.0,4.0,3.0,1.0,35,,,,How to handle subscription payments with Django and Stripe.,,,3.0,https://pypi.org/project/django-stripe-subscriptions,,,7,True,3.0,,,,,,
220,django-ninja-auth,mugartec/django-ninja-auth,django-ninja-auth,[],restful-api-ninja,https://github.com/mugartec/django-ninja-auth,https://github.com/mugartec/django-ninja-auth,WTFPL,2021-07-21 19:04:17,2023-09-27 22:24:48,2023-08-17 16:58:21,24.0,,5.0,2.0,5.0,2.0,3.0,34,,,,,,,6.0,https://pypi.org/project/django-ninja-auth,354.0,354.0,7,False,3.0,,,,,,
221,eventsourcing-eventstoredb,pyeventsourcing/eventsourcing-eventstoredb,eventsourcing-eventstoredb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,BSD-3-Clause,2021-07-15 13:43:52,2024-11-08 03:13:07,2024-11-08 03:12:53,44.0,2.0,1.0,1.0,2.0,,,17,,,,Python package for eventsourcing with EventStoreDB.,3.0,3.0,2.0,https://pypi.org/project/eventsourcing-eventstoredb,556.0,556.0,7,False,3.0,,,,,,
222,django-loguru,tarsil/django-loguru,django-loguru,[],logging,https://github.com/tarsil/django-loguru,https://github.com/tarsil/django-loguru,MIT,2021-11-29 14:24:04,2022-05-23 15:41:31,2022-05-23 15:41:31,10.0,,2.0,2.0,1.0,1.0,,10,,,,A middleware to log the requests and responses using loguru.,18.0,18.0,2.0,https://pypi.org/project/django-loguru,1090.0,1090.0,7,False,3.0,,,,,,
223,django-reusable-app-template,bitlabstudio/django-reusable-app-template,,[],reusable-app-templates,https://github.com/bitlabstudio/django-reusable-app-template,https://github.com/bitlabstudio/django-reusable-app-template,,2013-06-08 12:05:01,2016-12-20 09:09:58,2016-12-20 09:09:10,91.0,,17.0,7.0,13.0,1.0,7.0,96,,,,"A template for kickstarting reusable Django apps, ready to be published on pypi.python.org, ready for test driven..",,,9.0,,,,6,False,3.0,,,,,,
224,django-base-template,Alex-CodeLab/django-base-template,,[],project-templates,https://github.com/Alex-CodeLab/django-base-template,https://github.com/Alex-CodeLab/django-base-template,,2015-07-26 18:36:02,2023-06-30 12:58:29,2023-06-30 12:58:29,101.0,,19.0,7.0,3.0,,5.0,71,2016-10-13 18:56:19,1.10,1.0,"Project Template for Django + Bootstrap3 + pre-configured apps (like Allauth, django_compressor ). Probably the..",,,3.0,,,,6,True,3.0,,,,,,
225,django-searchable-encrypted-fields,,django-searchable-encrypted-fields,[],encrpyted-fields,,https://gitlab.com/guywillett/django-searchable-encrypted-fields,,2019-04-09 15:14:16,2019-04-09 15:14:16,,,,2.0,,,3.0,15.0,9,,,4.0,,,,,https://pypi.org/project/django-searchable-encrypted-fields,18291.0,18291.0,6,False,3.0,,,,,guywillett/django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields
226,python-library-template,Opus10/python-library-template,,[],reusable-app-templates,https://github.com/AmbitionEng/python-library-template,https://github.com/AmbitionEng/python-library-template,,2021-05-29 20:05:57,2024-12-15 21:07:40,2024-12-15 21:07:36,69.0,3.0,3.0,3.0,23.0,,,5,,,,The template for all public libraries by Ambition.,,,7.0,,,,6,False,3.0,,AmbitionEng/python-library-template,,,,
227,django-channels-discord,AdvocatesInc/django-channels-discord,django-channels-discord,[],messaging,https://github.com/AdvocatesInc/django-channels-discord,https://github.com/AdvocatesInc/django-channels-discord,MIT,2019-06-12 18:59:13,2022-02-14 14:17:21,2022-02-08 05:58:49,9.0,,1.0,2.0,,1.0,2.0,12,2022-01-12 02:01:46,0.2.0,4.0,An interface server connecting Djangos Channels and Discord.,,,,https://pypi.org/project/django-channels-discord,,,5,False,3.0,,,,,,
228,eventsourcing-axonserver,pyeventsourcing/eventsourcing-axonserver,eventsourcing-axonserver,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-axonserver,https://github.com/pyeventsourcing/eventsourcing-axonserver,BSD-3-Clause,2022-05-03 22:48:32,2023-02-14 14:23:39,2023-02-14 14:23:22,19.0,,,1.0,,,,2,,,,Python package for eventsourcing with Axon Server.,2.0,2.0,,https://pypi.org/project/eventsourcing-axonserver,288.0,288.0,5,False,3.0,,,,,,
229,django-payee,vporton/django-payee,django-payee,[],payment-subscriptions,https://github.com/vporton/django-payee,https://github.com/vporton/django-payee,,2017-04-28 17:56:19,2025-01-24 17:43:33,2025-01-24 17:43:33,647.0,1.0,3.0,3.0,,11.0,4.0,2,,,,Accept (regular and subscription) payments in Internet (currently supports PayPal). Advanced support for subscription..,,,,https://pypi.org/project/django-payee,,,5,False,3.0,,,,,,
230,eventsourcing-dynamodb,pyeventsourcing/eventsourcing-dynamodb,eventsourcing-dynamodb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-dynamodb,https://github.com/pyeventsourcing/eventsourcing-dynamodb,BSD-3-Clause,2021-07-15 13:42:53,2022-10-07 23:00:38,2022-10-07 23:00:38,5.0,,1.0,1.0,2.0,,,6,,,,Python package for eventsourcing with DynamoDB.,,,3.0,https://pypi.org/project/eventsourcing-dynamodb,,,4,False,3.0,,,,,,
231,django-reusable-app,AndreGuerra123/django-reusable-app,,[],reusable-app-templates,https://github.com/AndreGuerra123/django-reusable-app,https://github.com/AndreGuerra123/django-reusable-app,MIT,2019-03-27 15:15:28,2019-04-06 22:34:40,2019-04-06 22:34:25,7.0,,1.0,2.0,,1.0,,3,,,,A cookiecutter template to package Django Reusable Apps.,,,,,,,4,False,3.0,,,,,,
232,cookiecutter-sveetch-djangoapp,sveetch/cookiecutter-sveetch-djangoapp,,[],reusable-app-templates,https://github.com/sveetch/cookiecutter-sveetch-djangoapp,https://github.com/sveetch/cookiecutter-sveetch-djangoapp,,2020-09-21 00:04:59,2024-09-18 20:09:40,2024-09-18 20:08:30,57.0,,2.0,3.0,1.0,3.0,15.0,3,,,,Yet another Cookiecutter template to produce a repository to start a Django application package with Python3.,,,,,,,4,False,3.0,,,,,,
233,django-package-template,KryptedGaming/django-package-template,django-package-template,[],reusable-app-templates,https://github.com/KryptedGaming/django-package-template,https://github.com/KryptedGaming/django-package-template,MIT,2019-11-04 18:28:55,2021-02-21 16:40:51,2021-02-21 16:40:46,13.0,,1.0,1.0,,,3.0,1,2020-10-27 15:29:35,1.0,1.0,Template for creating packages.,,,,https://pypi.org/project/django-package-template,28.0,28.0,4,False,3.0,,,,,,
234,django-docker-heroku-template,bfirsh/django-docker-heroku-template,,[],project-templates,https://github.com/bfirsh/django-docker-heroku-template,https://github.com/bfirsh/django-docker-heroku-template,,2020-04-01 22:14:05,2022-03-26 10:44:04,2021-12-09 03:27:59,24.0,,2.0,4.0,23.0,,1.0,36,,,,"Get a Django app up and running in dev, test, and production with best practices in 10 minutes.",,,2.0,,,,3,False,3.0,,,,,,
235,django-bootstrap-htmx-template-2023,digipodium/django-bootstrap-htmx-template-2023,,[],project-templates,https://github.com/digipodium/django-bootstrap-htmx-template-2023,https://github.com/digipodium/django-bootstrap-htmx-template-2023,,2023-10-17 08:31:42,2023-10-18 08:25:02,2023-10-18 08:23:17,16.0,,,1.0,1.0,,,2,,,,"Django Website Template 2023 is a ready-to-use template for building websites using Django, Bootstrap 5, and Htmx.",,,2.0,,,,0,False,,,,,,,
