,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,new_addition,updated_github_id,gitlab_id,gitlab_url
16,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2023-08-18 17:04:55,2023-08-18 12:56:25,20635.0,217.0,4906.0,377.0,8656.0,547.0,3301.0,18903,2023-08-18 12:32:02,3.14.10,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,277.0,https://pypi.org/project/saleor,31.0,34.0,33,True,2,,15.0,,,,
17,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-08-17 14:51:54,2023-08-17 14:50:14,897.0,64.0,284.0,68.0,221.0,169.0,367.0,4799,2023-06-08 15:42:14,0.22.2,33.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1546.0,1546.0,95.0,https://pypi.org/project/django-ninja,151831.0,151831.0,33,True,1,,,,,,
18,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-08-18 18:58:43,2023-08-15 09:22:02,2923.0,210.0,433.0,44.0,2162.0,308.0,490.0,3390,2023-08-15 09:22:31,0.204.0,100.0,A GraphQL library for Python that leverages type annotations.,2115.0,2115.0,219.0,https://pypi.org/project/strawberry,466.0,540.0,33,True,2,,371.0,,,,
19,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2023-06-28 12:32:29,2023-06-28 12:15:08,1169.0,20.0,212.0,39.0,489.0,18.0,140.0,1004,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,133040.0,133040.0,138.0,https://pypi.org/project/django-bootstrap4,169165.0,169165.0,33,True,1,,,,,,
20,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2023-05-21 16:15:51,2023-05-21 16:15:51,1501.0,,452.0,58.0,305.0,14.0,625.0,2907,2022-11-12 14:45:12,5.0.4,8.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7139.0,7139.0,186.0,https://pypi.org/project/django-reversion,291148.0,291148.0,32,True,2,,,,,,
21,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2023-08-15 15:12:49,2023-08-15 15:12:49,742.0,11.0,388.0,41.0,307.0,79.0,261.0,1451,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,987.0,987.0,90.0,https://pypi.org/project/django-two-factor-auth,184203.0,184203.0,32,True,1,,,True,,,
22,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2023-07-23 18:31:37,2023-06-28 18:59:37,1023.0,29.0,678.0,107.0,594.0,4.0,291.0,2322,,,,Bootstrap 3 integration with Django.,18461.0,18461.0,99.0,https://pypi.org/project/django-bootstrap3,83908.0,83908.0,31,True,2,,,,,,
23,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2023-08-07 04:43:43,2023-06-02 03:24:02,609.0,5.0,264.0,29.0,288.0,82.0,249.0,1680,2023-05-14 01:33:35,2.8.1,10.0,A simple app that provides django integration for RQ (Redis Queue).,2848.0,2848.0,118.0,https://pypi.org/project/django-rq,185228.0,185228.0,31,True,3,-1.0,,,,,
24,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2023-08-18 13:52:47,2023-08-05 07:23:19,759.0,17.0,145.0,33.0,120.0,18.0,162.0,1478,2023-05-10 23:39:26,0.26.0,51.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3166.0,3166.0,33.0,https://pypi.org/project/django-admin-interface,70371.0,70371.0,31,True,1,,,,,,
25,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2023-08-14 08:15:18,2023-08-14 08:15:18,949.0,10.0,290.0,57.0,279.0,192.0,420.0,1172,2023-05-18 13:21:07,3.5.0,45.0,Django tenants using PostgreSQL Schemas.,581.0,581.0,103.0,https://pypi.org/project/django-tenants,71268.0,71268.0,31,True,1,,,,,,
26,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-08-04 09:46:11,2023-08-04 09:45:28,555.0,12.0,149.0,18.0,100.0,50.0,170.0,793,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,4672.0,4672.0,24.0,https://pypi.org/project/django-graphql-jwt,108566.0,108566.0,31,True,3,3.0,,,,,
27,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2023-08-16 16:51:07,2023-08-15 04:21:18,2286.0,20.0,336.0,35.0,184.0,127.0,147.0,1844,2023-03-31 07:02:30,5.2.0,3.0,Python Social Auth - Application - Django.,33641.0,33641.0,323.0,https://pypi.org/project/social-app-django,,,30,True,2,,,,,,
28,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2023-08-18 10:55:29,2023-02-02 11:52:14,1032.0,,215.0,35.0,254.0,90.0,142.0,1332,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,5700.0,5700.0,62.0,https://pypi.org/project/django-jazzmin,99922.0,99922.0,30,True,2,,,,,,
29,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2023-07-27 10:09:24,2023-07-26 04:55:12,428.0,3.0,232.0,22.0,288.0,38.0,163.0,1007,2023-07-26 04:57:50,4.0.0,23.0,A feature flipper for Django.,1206.0,1206.0,116.0,https://pypi.org/project/django-waffle,377063.0,377063.0,30,True,1,,,,,,
30,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2023-08-16 09:34:12,2023-08-01 06:27:53,765.0,26.0,168.0,18.0,155.0,38.0,168.0,642,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2032.0,2032.0,84.0,https://pypi.org/project/django-admin-sortable2,183190.0,183190.0,30,True,2,,,,,,
31,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2023-08-07 06:45:50,2022-03-25 21:42:47,1062.0,,532.0,83.0,351.0,126.0,322.0,3426,,,,Per object permissions for Django.,6099.0,6099.0,159.0,https://pypi.org/project/django-guardian,460411.0,460411.0,29,True,2,2.0,,,,,
32,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2023-08-16 08:39:23,2023-01-19 10:56:01,341.0,,267.0,44.0,142.0,18.0,137.0,2229,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1474.0,1474.0,67.0,https://pypi.org/project/django-fsm,291271.0,291271.0,29,True,1,,,,,,
33,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2023-04-06 17:32:52,2021-06-26 12:04:16,1246.0,,224.0,53.0,309.0,272.0,146.0,1738,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1438.0,1438.0,62.0,https://pypi.org/project/django-q,63650.0,63650.0,29,True,3,,,,,,
34,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2023-07-29 16:35:38,2023-07-29 16:35:38,636.0,3.0,282.0,33.0,255.0,26.0,245.0,1586,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1762.0,1762.0,140.0,https://pypi.org/project/django-constance,197115.0,197115.0,29,True,2,,,,,,
35,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2023-08-14 20:15:54,2022-12-12 10:26:16,471.0,,183.0,22.0,219.0,62.0,207.0,777,2022-09-27 23:25:03,4.0.2,3.0,Management commands to help backup and restore your project database and media files.,1552.0,1552.0,64.0,https://pypi.org/project/django-dbbackup,65002.0,65002.0,29,True,3,,,,,,
36,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2023-08-14 08:12:18,2023-08-10 21:39:06,613.0,11.0,585.0,55.0,324.0,106.0,312.0,3536,2023-08-11 10:54:55,5.3.0,10.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,104.0,https://pypi.org/project/djangorestframework-simplejwt,1422072.0,1422072.0,28,True,3,,,,,,
37,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2023-08-15 14:53:51,2023-08-15 14:45:49,1892.0,4.0,632.0,95.0,322.0,4.0,694.0,3466,,,,A jazzy skin for the Django Admin-Interface (official repository).,5753.0,5753.0,83.0,https://pypi.org/project/django-grappelli,156756.0,156756.0,28,True,2,,,,,,
38,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2023-08-17 13:15:00,2023-08-17 13:15:00,1258.0,10.0,708.0,68.0,533.0,170.0,603.0,2883,2023-05-31 20:51:13,2.3.0,26.0,OAuth2 goodies for the Djangonauts!.,,,230.0,https://pypi.org/project/django-oauth-toolkit,457506.0,457506.0,28,True,2,,,,,,
39,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/kmmbvnr/django-material,https://github.com/kmmbvnr/django-material,BSD-3-Clause,2015-01-16 07:17:33,2023-04-12 06:12:45,2023-04-12 06:12:40,887.0,,411.0,91.0,121.0,20.0,393.0,2483,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1746.0,1746.0,41.0,https://pypi.org/project/django-material,13474.0,13474.0,28,True,2,,,,kmmbvnr/django-material,,
40,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2023-08-13 20:43:57,2023-08-13 20:43:57,468.0,12.0,334.0,23.0,315.0,49.0,189.0,854,,,15.0,A Django app that keeps a log of changes made to an object.,721.0,721.0,68.0,https://pypi.org/project/django-auditlog,213559.0,213561.0,28,True,2,,305.0,,,,
41,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,MIT,2020-10-30 17:12:01,2023-08-17 15:46:43,2023-08-17 15:39:19,526.0,83.0,70.0,17.0,159.0,51.0,130.0,292,2023-08-02 16:56:32,0.16.0,36.0,Strawberry GraphQL Django extension.,304.0,304.0,50.0,https://pypi.org/project/strawberry-graphql-django,59879.0,59879.0,28,True,3,,,,,,
42,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-07-02 19:48:21,2023-07-02 19:48:20,637.0,7.0,392.0,69.0,225.0,142.0,327.0,1405,2017-06-03 11:58:30,1.9.0,1.0,Tenant support for Django using PostgreSQL schemas.,386.0,386.0,75.0,https://pypi.org/project/django-tenant-schemas,14684.0,14684.0,27,True,2,,,,,,
43,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2023-08-14 03:10:37,2023-08-14 03:10:34,487.0,10.0,62.0,18.0,447.0,4.0,40.0,1012,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2146.0,2146.0,23.0,https://pypi.org/project/django-split-settings,93140.0,93140.0,27,True,3,,,,,,
44,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2023-07-26 14:17:35,2023-04-04 10:56:38,482.0,,128.0,20.0,172.0,47.0,145.0,999,2023-04-04 15:13:44,2.4.1,8.0,A helper for organizing Django project settings by relying on well established programming patterns.,2734.0,2734.0,64.0,https://pypi.org/project/django-configurations,117725.0,117725.0,27,True,3,,,,,,
45,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-08-17 12:44:22,2023-08-17 12:42:55,335.0,30.0,80.0,11.0,307.0,24.0,99.0,697,2023-08-17 12:44:22,1.14.0,18.0,Object factory for Django.,3206.0,3206.0,48.0,https://pypi.org/project/model_bakery,453825.0,453825.0,27,True,1,,,,,,
46,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-08-17 12:44:22,2023-08-17 12:42:55,335.0,30.0,80.0,11.0,307.0,24.0,99.0,697,2023-08-17 12:44:22,1.14.0,18.0,Object factory for Django.,3206.0,3206.0,48.0,https://pypi.org/project/model-bakery/,453825.0,453825.0,27,True,1,,,,,,
47,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2023-04-20 00:52:52,2022-11-02 08:25:54,5304.0,,1564.0,254.0,981.0,40.0,1011.0,4648,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,326.0,https://pypi.org/project/mezzanine,2815.0,2815.0,26,True,3,,,,,,
48,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,667.0,118.0,177.0,218.0,126.0,3452,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3025.0,3025.0,29.0,https://pypi.org/project/django-jet,18230.0,18230.0,26,True,3,,,,,,
49,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2022-04-08 09:00:09,2021-02-28 18:04:57,5402.0,,970.0,171.0,500.0,86.0,292.0,3035,,,,A Django based shop system.,216.0,216.0,96.0,https://pypi.org/project/django-shop,4555.0,4555.0,26,True,3,,,,,,
50,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2023-08-17 06:50:19,2023-08-17 06:50:16,387.0,23.0,27.0,9.0,322.0,12.0,48.0,438,2023-04-29 15:21:09,1.3.0,7.0,"Test django schema and data migrations, including migrations order and best practices.",595.0,595.0,18.0,https://pypi.org/project/django-test-migrations,104799.0,104799.0,26,True,2,,,,,,
51,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2023-08-01 08:16:43,2023-07-10 13:20:03,157.0,4.0,131.0,9.0,80.0,28.0,72.0,384,2022-09-15 12:29:55,1.3.0,18.0,"An extension of django rest framework, providing a configurable password reset strategy.",2738.0,2738.0,34.0,https://pypi.org/project/django-rest-passwordreset,341962.0,341962.0,26,True,3,,,,,,
52,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2023-07-27 11:52:10,2023-05-16 00:27:37,1035.0,,214.0,19.0,213.0,56.0,140.0,374,2023-05-05 20:26:17,0.8.0,21.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,264.0,264.0,70.0,https://pypi.org/project/django-oidc-provider,11226.0,11226.0,26,True,2,-1.0,,,,,
53,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2023-07-20 09:47:59,2023-06-29 07:16:44,1323.0,12.0,52.0,11.0,444.0,37.0,45.0,280,,,,Bootstrap 5 for Django.,3967.0,3967.0,144.0,https://pypi.org/project/django-bootstrap5,47523.0,47523.0,26,True,2,,,,,,
54,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2023-08-16 07:22:30,2023-08-16 07:22:30,985.0,10.0,364.0,41.0,481.0,161.0,392.0,3167,,,,A test fixtures replacement for Python.,,,128.0,https://pypi.org/project/factory_boy,2983919.0,2983919.0,25,True,3,,,,,,
