,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,gitlab_id,gitlab_url
0,pydantic,pydantic/pydantic,pydantic,[],pydantic-integration,https://github.com/pydantic/pydantic,https://github.com/pydantic/pydantic,MIT,2017-05-03 21:23:58,2023-03-31 23:51:05,2023-03-31 18:47:19,1608.0,122.0,1160.0,99.0,1994.0,604.0,1691.0,13095.0,2023-03-22 19:37:53,1.10.7,97.0,Data validation using Python type hints.,174765.0,174765.0,352.0,https://pypi.org/project/pydantic,57012674.0,57012674.0,44,True,1,,,,
1,celery,celery/celery,celery,[],task-queues,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24,2023-03-30 07:09:11,2023-03-30 07:09:07,12161.0,61.0,4283.0,476.0,2890.0,543.0,4286.0,21209.0,2023-02-19 11:47:50,5.3.0b2,38.0,Distributed Task Queue (development branch).,97807.0,97807.0,1273.0,https://pypi.org/project/celery,6187218.0,6187218.0,43,True,1,,,,
2,django-rest-framework,encode/django-rest-framework,django-rest-framework,[],restful-api-drf,https://github.com/encode/django-rest-framework,https://github.com/encode/django-rest-framework,,2011-03-02 17:13:56,2023-03-30 13:30:21,2023-03-28 10:35:44,8663.0,24.0,6348.0,615.0,4497.0,73.0,3736.0,25246.0,2022-11-08 10:37:57,3.14.0,17.0,Web APIs for Django.,462324.0,462324.0,1343.0,https://pypi.org/project/django-rest-framework,98113.0,98113.0,42,True,1,,,,
3,django-cms,django-cms/django-cms,django-cms,[],cms-framework,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,BSD-3-Clause,2009-03-05 10:14:18,2023-03-31 13:53:54,2023-03-28 15:22:33,16086.0,16.0,2812.0,405.0,4059.0,98.0,3318.0,9201.0,2022-12-13 14:27:49,3.11.1,3.0,The easy-to-use and developer-friendly enterprise CMS powered by Django.,4787.0,4787.0,622.0,https://pypi.org/project/django-cms,45214.0,45214.0,39,True,1,,,,
4,rq,rq/rq,rq,[],task-queues,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48,2023-03-29 13:07:59,2023-03-20 23:44:41,1736.0,58.0,1324.0,212.0,792.0,138.0,900.0,8838.0,2023-02-19 14:09:30,1.13.0,23.0,Simple job queues for Python.,13110.0,13110.0,285.0,https://pypi.org/project/rq,721958.0,721958.0,38,True,2,,,,
5,django-allauth,pennersr/django-allauth,django-allauth,[],authentication,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2023-03-31 21:23:44,2023-03-31 21:15:42,2532.0,27.0,2660.0,189.0,1335.0,291.0,1660.0,7847.0,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",144082.0,144082.0,627.0,https://pypi.org/project/django-allauth,729431.0,729431.0,38,True,1,,,,
6,wagtail,wagtail/wagtail,wagtail,[],cms-framework,https://github.com/wagtail/wagtail,https://github.com/wagtail/wagtail,BSD-3-Clause,2014-02-03 12:41:59,2023-04-01 00:00:22,2023-04-01 00:00:22,14922.0,628.0,3061.0,338.0,5766.0,831.0,3518.0,14469.0,2023-03-13 11:30:36,4.2.1,100.0,A Django content management system focused on flexibility and user experience.,6.0,6.0,797.0,https://pypi.org/project/wagtail,145982.0,145982.0,37,True,3,,,,
7,django-debug-toolbar,jazzband/django-debug-toolbar,django-debug-toolbar,[],debugging,https://github.com/jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,BSD-3-Clause,2008-08-28 06:58:04,2023-03-17 09:19:31,2023-03-11 21:22:29,2455.0,19.0,878.0,108.0,918.0,62.0,769.0,7437.0,2022-12-03 18:09:12,3.8.1,12.0,A configurable set of panels that display various debug information about the current request/response.,68635.0,68635.0,267.0,https://pypi.org/project/django-debug-toolbar,1867529.0,1867530.0,37,True,1,183.0,,,
8,django-import-export,django-import-export/django-import-export,django-import-export,[],admin-interface-actions,https://github.com/django-import-export/django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22,2023-03-23 12:20:56,2023-03-23 12:20:48,1333.0,26.0,697.0,66.0,657.0,101.0,790.0,2646.0,2023-02-22 08:38:36,2.9.0,10.0,Django application and library for importing and exporting data with admin integration.,38049.0,38049.0,196.0,https://pypi.org/project/django-import-export,830556.0,830556.0,37,True,1,,,,
9,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2023-03-24 07:35:24,2022-12-27 10:29:07,3607.0,,1086.0,104.0,958.0,138.0,712.0,6051.0,2022-09-09 11:10:54,3.2.1,4.0,This is a repository for collecting global custom management extensions for the Django Framework.,149269.0,149269.0,571.0,https://pypi.org/project/django-extensions,2400171.0,2400171.0,36,True,1,,,,
10,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2023-03-22 09:52:06,2023-03-14 09:22:30,8856.0,12.0,1988.0,270.0,2612.0,144.0,1304.0,5675.0,2022-12-23 15:54:06,3.2,5.0,Domain-driven e-commerce for Django.,980.0,980.0,338.0,https://pypi.org/project/django-oscar,17511.0,17511.0,36,True,1,,,,
11,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2023-03-31 07:06:30,2023-03-02 22:09:52,588.0,22.0,289.0,38.0,241.0,55.0,165.0,2711.0,2023-03-02 22:11:27,0.10.0,16.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,137652.0,137652.0,84.0,https://pypi.org/project/django-environ,1403365.0,1403365.0,36,True,1,12.0,2.0,,
12,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-03-17 17:59:41,2023-03-13 20:24:16,1742.0,6.0,779.0,143.0,520.0,102.0,871.0,7628.0,2023-03-13 20:25:52,3.2.2,58.0,GraphQL framework for Python.,16925.0,16925.0,198.0,https://pypi.org/project/graphene,2132779.0,2132779.0,35,True,1,,,,
13,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2023-03-31 21:04:43,2023-03-30 22:53:39,1194.0,41.0,401.0,39.0,640.0,116.0,395.0,1818.0,2023-03-08 22:41:15,3.3.0,34.0,Store model history and view/revert changes from admin site.,3824.0,3824.0,168.0,https://pypi.org/project/django-simple-history,919334.0,919334.0,35,True,1,,,,
14,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2023-03-24 03:15:18,2023-01-07 16:24:58,1492.0,1.0,445.0,58.0,304.0,18.0,614.0,2847.0,2022-11-12 14:45:12,5.0.4,8.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,6932.0,6932.0,185.0,https://pypi.org/project/django-reversion,331571.0,331571.0,33,True,2,,,,
15,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-03-29 09:20:55,2023-03-26 00:09:44,797.0,51.0,266.0,61.0,197.0,148.0,318.0,4203.0,2023-02-24 14:16:23,.0.21.0,27.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1182.0,1182.0,84.0,https://pypi.org/project/django-ninja,97919.0,97919.0,32,True,1,,,,
16,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-03-31 22:59:48,2023-03-31 12:42:22,2646.0,142.0,377.0,42.0,1909.0,260.0,435.0,3051.0,2023-03-26 22:02:20,0.168.1,100.0,A GraphQL library for Python that leverages type annotations.,1670.0,1670.0,188.0,https://pypi.org/project/strawberry,465.0,526.0,32,True,2,428.0,,,
17,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2023-03-13 09:57:40,2022-12-14 09:06:05,1121.0,,214.0,41.0,441.0,22.0,136.0,986.0,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,103035.0,103035.0,138.0,https://pypi.org/project/django-bootstrap4,171578.0,171578.0,32,True,1,,,,
18,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2023-03-31 12:54:14,2023-03-30 09:24:13,20316.0,184.0,4783.0,379.0,7769.0,387.0,3144.0,18265.0,2023-03-30 09:27:13,3.12.7,100.0,"Saleor Core: the high performance, composable, headless commerce API.",1.0,1.0,264.0,https://pypi.org/project/saleor,39.0,39.0,31,True,2,,,,
19,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2023-03-14 22:18:20,2023-03-01 08:13:00,891.0,2.0,703.0,69.0,557.0,144.0,627.0,4054.0,2022-09-26 12:12:07,3.0.0,41.0,Integrate GraphQL into your Django project.,12644.0,12644.0,203.0,https://pypi.org/project/graphene-django,397360.0,397360.0,31,True,2,,,,
20,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2023-03-20 05:09:31,2023-03-11 01:17:27,586.0,8.0,260.0,27.0,265.0,78.0,236.0,1634.0,2023-02-07 11:19:39,2.7.0,8.0,A simple app that provides django integration for RQ (Redis Queue).,2610.0,2610.0,112.0,https://pypi.org/project/django-rq,170563.0,170563.0,31,True,3,,,,
21,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2023-03-13 10:59:03,2022-12-14 10:06:40,951.0,,677.0,107.0,532.0,7.0,284.0,2298.0,,,,Bootstrap 3 integration with Django.,18130.0,18130.0,98.0,https://pypi.org/project/django-bootstrap3,98136.0,98136.0,30,True,2,,,,
22,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2023-02-02 15:40:38,2021-06-26 12:04:16,1246.0,,218.0,53.0,308.0,267.0,146.0,1687.0,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1275.0,1275.0,62.0,https://pypi.org/project/django-q,79579.0,79579.0,30,True,3,,,,
23,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2023-03-06 15:01:02,2023-02-02 11:52:14,1032.0,3.0,201.0,34.0,251.0,82.0,139.0,1255.0,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,3635.0,3635.0,62.0,https://pypi.org/project/django-jazzmin,100212.0,100212.0,30,True,1,,,,
24,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2023-03-22 15:18:09,2023-03-22 15:18:09,923.0,17.0,269.0,55.0,268.0,164.0,412.0,1075.0,2023-02-09 20:30:40,3.4.8,44.0,Django tenants using PostgreSQL Schemas.,485.0,485.0,97.0,https://pypi.org/project/django-tenants,65809.0,65809.0,30,True,1,,,,
25,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/viewflow/django-material,https://github.com/viewflow/django-material,BSD-3-Clause,2015-01-16 07:17:33,2023-03-04 02:28:51,2022-08-16 04:12:14,886.0,,407.0,92.0,121.0,20.0,393.0,2476.0,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1699.0,1699.0,41.0,https://pypi.org/project/django-material,13382.0,13382.0,29,True,2,,,,
26,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2023-03-30 21:13:14,2023-03-13 22:45:31,628.0,5.0,281.0,33.0,251.0,22.0,242.0,1543.0,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1636.0,1636.0,138.0,https://pypi.org/project/django-constance,200439.0,200439.0,29,True,2,,,,
27,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2023-03-27 19:31:12,2022-12-12 10:26:16,471.0,,182.0,21.0,215.0,57.0,205.0,712.0,2022-09-27 23:25:03,4.0.2,3.0,Management commands to help backup and restore your project database and media files.,1396.0,1396.0,64.0,https://pypi.org/project/django-dbbackup,73825.0,73825.0,29,True,3,,,,
28,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2023-03-23 22:01:10,2023-03-23 21:48:59,728.0,5.0,162.0,18.0,142.0,35.0,161.0,590.0,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,1813.0,1813.0,77.0,https://pypi.org/project/django-admin-sortable2,181516.0,181516.0,29,True,2,,3.0,,
29,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2023-03-31 11:20:47,2023-03-20 14:40:22,1882.0,6.0,632.0,95.0,321.0,4.0,691.0,3410.0,,,,A jazzy skin for the Django Admin-Interface (official repository).,5456.0,5456.0,82.0,https://pypi.org/project/django-grappelli,165263.0,165263.0,28,True,2,,,,
30,django-guardian,django-guardian/django-guardian,django-guardian,[],authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2023-03-28 20:36:05,2022-03-25 21:42:47,1062.0,,529.0,85.0,350.0,121.0,322.0,3354.0,,,,Per object permissions for Django.,5764.0,5764.0,159.0,https://pypi.org/project/django-guardian,388245.0,388245.0,28,True,1,,,,
31,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2023-01-19 10:56:01,2023-01-19 10:56:01,341.0,5.0,261.0,44.0,140.0,17.0,137.0,2165.0,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1385.0,1385.0,67.0,https://pypi.org/project/django-fsm,257603.0,257603.0,28,True,1,,-1.0,,
32,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2022-12-02 00:48:17,2022-10-02 01:30:04,425.0,,228.0,23.0,285.0,38.0,160.0,958.0,2022-08-30 17:26:52,3.0.0,22.0,A feature flipper for Django.,1125.0,1125.0,115.0,https://pypi.org/project/django-waffle,319937.0,319937.0,28,True,1,,,,
33,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2023-03-31 15:32:18,2023-02-20 20:17:01,450.0,11.0,321.0,23.0,298.0,44.0,178.0,751.0,,,15.0,A Django app that keeps a log of changes made to an object.,624.0,624.0,65.0,https://pypi.org/project/django-auditlog,97709.0,97711.0,28,True,2,288.0,,,
34,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-02-05 15:55:14,2021-11-10 21:40:53,622.0,,391.0,69.0,224.0,142.0,327.0,1366.0,2017-06-03 11:58:30,1.9.0,1.0,Tenant support for Django using PostgreSQL schemas.,366.0,366.0,70.0,https://pypi.org/project/django-tenant-schemas,19344.0,19344.0,27,True,2,,,,
35,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2023-03-30 00:10:56,2023-03-20 20:12:31,717.0,49.0,142.0,33.0,91.0,19.0,151.0,1361.0,2022-12-19 14:36:57,0.24.2,49.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",,,31.0,https://pypi.org/project/django-admin-interface,71953.0,71953.0,27,True,3,,,,
36,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2023-03-22 22:12:57,2023-02-28 10:21:53,550.0,4.0,290.0,23.0,346.0,8.0,193.0,1342.0,2023-01-09 16:27:18,7.0.2,8.0,A django model and form field for normalised phone numbers using python-phonenumbers.,,,111.0,https://pypi.org/project/django-phonenumber-field,728029.0,728029.0,27,True,1,8.0,,,
37,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2023-03-13 03:00:34,2023-02-23 10:40:50,466.0,10.0,61.0,19.0,425.0,4.0,40.0,970.0,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,1750.0,1750.0,23.0,https://pypi.org/project/django-split-settings,89116.0,89116.0,27,True,3,,,,
38,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-03-08 04:31:30,2023-01-09 17:37:46,543.0,1.0,146.0,19.0,99.0,46.0,168.0,785.0,2021-08-11 20:57:06,0.3.4,26.0,JSON Web Token (JWT) authentication for Graphene Django.,4322.0,4322.0,24.0,https://pypi.org/project/django-graphql-jwt,117443.0,117443.0,27,True,3,,,,
39,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2022-11-02 08:25:54,2022-11-02 08:25:54,5304.0,,1551.0,255.0,978.0,39.0,1010.0,4597.0,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,326.0,https://pypi.org/project/mezzanine,4899.0,4899.0,26,True,3,,,,
40,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,659.0,116.0,177.0,217.0,125.0,3400.0,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,2928.0,2928.0,29.0,https://pypi.org/project/django-jet,16935.0,16935.0,26,True,3,,,,
41,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2023-03-23 15:17:54,2023-03-23 15:17:53,598.0,9.0,552.0,52.0,294.0,93.0,305.0,3382.0,2022-10-20 16:55:17,5.2.2,9.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,97.0,https://pypi.org/project/djangorestframework-simplejwt,1319503.0,1319503.0,26,True,3,,-2.0,,
42,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2022-04-08 09:00:09,2021-02-28 18:04:57,5402.0,,951.0,169.0,500.0,86.0,292.0,2979.0,,,,A Django based shop system.,214.0,214.0,96.0,https://pypi.org/project/django-shop,7594.0,7594.0,26,True,3,,,,
43,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2023-03-28 13:40:26,2023-02-28 17:44:08,1032.0,13.0,753.0,42.0,613.0,161.0,452.0,2370.0,,,,https://django-storages.readthedocs.io/.,,,241.0,https://pypi.org/project/django-storages,2299550.0,2299550.0,26,True,1,,,,
44,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-03-31 09:57:14,2023-03-31 09:55:10,294.0,25.0,74.0,11.0,276.0,23.0,94.0,667.0,2023-03-31 09:57:14,1.10.3,14.0,Object factory for Django.,2717.0,2717.0,44.0,https://pypi.org/project/model_bakery,342551.0,342551.0,26,True,1,,,,
45,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-03-31 09:57:14,2023-03-31 09:55:10,294.0,25.0,74.0,11.0,276.0,23.0,94.0,667.0,2023-03-31 09:57:14,1.10.3,14.0,Object factory for Django.,2717.0,2717.0,44.0,https://pypi.org/project/model-bakery/,342551.0,342551.0,26,True,1,,,,
46,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,MIT,2020-10-30 17:12:01,2023-03-27 15:48:50,2023-03-05 15:18:33,432.0,35.0,53.0,16.0,109.0,62.0,73.0,255.0,2023-02-04 13:41:32,0.9.2,17.0,Strawberry GraphQL Django extension.,238.0,238.0,39.0,https://pypi.org/project/strawberry-graphql-django,35978.0,35978.0,26,True,3,,-1.0,,
47,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2023-03-27 08:40:45,2023-03-14 10:00:35,345.0,9.0,370.0,46.0,244.0,68.0,295.0,1322.0,2023-03-14 10:02:48,2.5.0,14.0,Celery Periodic Tasks backed by the Django ORM.,,,107.0,https://pypi.org/project/django-celery-beat,1164711.0,1164711.0,25,True,3,,-1.0,,
48,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2023-03-22 13:11:18,2023-01-16 16:35:02,1198.0,7.0,302.0,39.0,557.0,141.0,356.0,1164.0,2021-12-07 14:56:42,4.5.2,19.0,A Django plugin for pytest.,,,137.0,https://pypi.org/project/pytest-django,2158544.0,2158544.0,25,True,2,,,,
49,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2023-02-15 06:50:29,2023-02-15 06:50:29,481.0,5.0,126.0,20.0,170.0,41.0,144.0,986.0,2022-09-01 09:46:30,2.4,7.0,A helper for organizing Django project settings by relying on well established programming patterns.,2593.0,2593.0,64.0,https://pypi.org/project/django-configurations,133835.0,133835.0,25,True,3,,,,
50,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-02-15 20:30:47,2022-05-05 01:23:36,216.0,,150.0,19.0,65.0,40.0,84.0,396.0,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,347.0,347.0,22.0,https://pypi.org/project/django-address,27437.0,27437.0,25,True,1,,,,
51,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2022-12-07 20:25:02,2022-11-02 17:21:20,153.0,,124.0,9.0,76.0,25.0,72.0,372.0,2022-09-15 12:29:55,1.3.0,18.0,"An extension of django rest framework, providing a configurable password reset strategy.",2315.0,2315.0,33.0,https://pypi.org/project/django-rest-passwordreset,259320.0,259320.0,25,True,3,,,,
52,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2023-03-28 07:07:22,2023-03-28 07:07:17,332.0,34.0,67.0,9.0,126.0,9.0,34.0,208.0,2023-03-23 15:57:13,3.1.1,11.0,Automatic logging for Django FSM.,121.0,121.0,26.0,https://pypi.org/project/django-fsm-log,33985.0,33985.0,25,True,2,,2.0,,
53,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2023-03-29 21:52:20,2023-03-28 16:47:46,967.0,9.0,359.0,40.0,469.0,162.0,378.0,3068.0,,,,A test fixtures replacement for Python.,,,126.0,https://pypi.org/project/factory_boy,2637272.0,2637272.0,24,True,3,,,,
54,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2023-03-23 07:52:47,2023-03-23 07:52:43,96.0,34.0,367.0,105.0,91.0,27.0,259.0,2331.0,2017-05-29 17:10:27,1.0.0,2.0,Reusable workflow library for Django.,256.0,256.0,,https://pypi.org/project/viewflow,236.0,236.0,24,True,3,,,,
55,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2023-03-22 17:12:59,2023-03-22 17:11:42,4684.0,16.0,124.0,33.0,178.0,,78.0,1232.0,,,,A library for event sourcing in Python.,129.0,129.0,23.0,https://pypi.org/project/eventsourcing,7897.0,7897.0,24,True,1,,-1.0,,
56,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-02-22 09:57:31,2021-12-12 15:43:02,561.0,,108.0,23.0,48.0,18.0,60.0,743.0,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1309.0,1309.0,81.0,https://pypi.org/project/django-admin-tools,49572.0,49572.0,24,True,3,,,,
