,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,new_addition,gitlab_id,gitlab_url
55,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2025-03-24 17:20:17,2025-03-03 21:35:47,510.0,5.0,196.0,22.0,257.0,69.0,224.0,1033.0,2024-08-23 22:20:38,4.2.1,6.0,Management commands to help backup and restore your project database and media files.,2312.0,2312.0,77.0,https://pypi.org/project/django-dbbackup,177799.0,177799.0,29,True,2.0,,,,,,
56,djangorestframework-stubs,typeddjango/djangorestframework-stubs,djangorestframework-stubs,[],type-stubs,https://github.com/typeddjango/djangorestframework-stubs,https://github.com/typeddjango/djangorestframework-stubs,MIT,2018-11-12 01:07:16,2025-03-27 02:32:17,2025-03-24 18:48:30,570.0,27.0,113.0,6.0,596.0,52.0,97.0,483.0,2025-02-21 14:47:08,3.15.3,24.0,PEP-484 stubs for django-rest-framework.,3631.0,3631.0,78.0,https://pypi.org/project/djangorestframework-stubs,1162682.0,1162682.0,29,True,3.0,,,,True,,
57,plane,makeplane/plane,,[],project-management-framework,https://github.com/makeplane/plane,https://github.com/makeplane/plane,AGPL-3.0,2022-11-19 12:55:01,2025-03-27 14:58:03,2025-03-27 12:18:39,5648.0,394.0,2098.0,130.0,5524.0,440.0,724.0,34763.0,2025-03-21 12:03:38,0.25.3,43.0,"Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the..",,,108.0,,,333.0,28,True,1.0,,8673.0,,,,
58,InvenTree,inventree/InvenTree,,[],inventory-management-system,https://github.com/inventree/InvenTree,https://github.com/inventree/InvenTree,MIT,2017-03-23 01:44:10,2025-03-27 08:53:16,2025-03-27 04:56:00,16477.0,281.0,867.0,70.0,5729.0,207.0,2652.0,4830.0,2025-03-17 12:13:23,0.17.9,100.0,Open Source Inventory Management System.,,,100.0,,,24.0,28,True,1.0,,1237.0,,,,
59,django-cacheops,Suor/django-cacheops,django-cacheops,[],caching,https://github.com/Suor/django-cacheops,https://github.com/Suor/django-cacheops,BSD-3-Clause,2011-06-04 12:25:47,2025-01-10 08:20:03,2025-01-10 08:19:57,1246.0,2.0,218.0,38.0,148.0,17.0,326.0,2164.0,,,,A slick ORM cache with automatic granular event-driven invalidation.,1456.0,1456.0,69.0,https://pypi.org/project/django-cacheops,197091.0,197091.0,28,True,1.0,,,,,,
60,django-htmx,adamchainz/django-htmx,django-htmx,[],templates,https://github.com/adamchainz/django-htmx,https://github.com/adamchainz/django-htmx,MIT,2020-10-18 17:12:47,2025-03-25 10:23:06,2025-03-25 10:23:04,530.0,24.0,139.0,38.0,434.0,3.0,78.0,1755.0,,,,Extensions for using Django with htmx.,4043.0,4043.0,24.0,https://pypi.org/project/django-htmx,357961.0,357961.0,28,True,1.0,,,,,,
61,django-cachalot,noripyt/django-cachalot,django-cachalot,[],caching,https://github.com/noripyt/django-cachalot,https://github.com/noripyt/django-cachalot,BSD-3-Clause,2014-09-26 13:08:06,2025-03-27 01:17:36,2025-03-27 01:17:36,649.0,2.0,147.0,24.0,97.0,30.0,141.0,1309.0,2024-11-04 18:30:39,2.7.0,23.0,"No effort, no worry, maximum performance.",913.0,913.0,38.0,https://pypi.org/project/django-cachalot,116982.0,116982.0,28,True,1.0,,,,,,
62,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-11-18 23:53:14,2024-11-18 23:53:09,512.0,,140.0,21.0,193.0,52.0,156.0,1118.0,2023-11-30 10:00:09,2.5.1,11.0,A helper for organizing Django project settings by relying on well established programming patterns.,3279.0,3279.0,74.0,https://pypi.org/project/django-configurations,323777.0,323777.0,28,True,3.0,,,,,,
63,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2025-03-07 11:18:20,2025-03-07 11:18:20,420.0,18.0,93.0,10.0,364.0,26.0,124.0,885.0,2025-02-26 20:09:38,1.20.4,36.0,Object factory for Django.,4858.0,4858.0,62.0,https://pypi.org/project/model_bakery,786400.0,786400.0,28,True,2.0,,,,,,
64,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2025-03-07 11:18:20,2025-03-07 11:18:20,420.0,18.0,93.0,10.0,364.0,26.0,124.0,885.0,2025-02-26 20:09:38,1.20.4,36.0,Object factory for Django.,4858.0,4858.0,62.0,https://pypi.org/project/model-bakery/,786400.0,786400.0,28,True,1.0,,,,,,
65,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,156.0,14.0,102.0,63.0,171.0,822.0,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,5486.0,5486.0,26.0,https://pypi.org/project/django-graphql-jwt,120224.0,120224.0,28,True,3.0,,,,,,
66,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2025-03-22 11:18:10,2025-03-22 11:17:14,855.0,36.0,130.0,14.0,368.0,86.0,265.0,445.0,2025-03-22 11:18:10,0.57.1,100.0,Strawberry GraphQL Django extension.,566.0,566.0,99.0,https://pypi.org/project/strawberry-graphql-django,235493.0,235493.0,28,True,3.0,strawberry-graphql/strawberry-django,,,,,
67,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2025-03-16 23:52:45,2023-04-09 08:59:31,5306.0,,1573.0,245.0,987.0,43.0,1012.0,4782.0,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,328.0,https://pypi.org/project/mezzanine,7786.0,7786.0,27,True,3.0,,,,,,
68,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2025-03-25 23:39:43,2025-03-25 18:55:14,3394.0,55.0,553.0,38.0,2635.0,396.0,670.0,4216.0,2025-03-13 21:34:10,0.262.5,100.0,A GraphQL library for Python that leverages type annotations.,,,276.0,https://pypi.org/project/strawberry,907.0,957.0,27,True,3.0,,611.0,,,,
69,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2024-08-22 10:18:36,2024-08-22 10:18:31,1953.0,,639.0,88.0,336.0,11.0,716.0,3836.0,,,,A jazzy skin for the Django Admin-Interface (official repository).,6685.0,6685.0,91.0,https://pypi.org/project/django-grappelli,208247.0,208247.0,27,True,2.0,,,,,,
70,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/viewflow/django-material,https://github.com/viewflow/django-material,AGPL-3.0,2015-01-16 07:17:33,2025-03-20 14:11:44,2025-03-20 14:11:25,30.0,30.0,414.0,89.0,121.0,20.0,393.0,2490.0,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1854.0,1854.0,,https://pypi.org/project/django-material,14345.0,14345.0,27,True,2.0,,,,,,
71,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,395.0,65.0,229.0,146.0,330.0,1475.0,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,453.0,453.0,75.0,https://pypi.org/project/django-tenant-schemas,20940.0,20940.0,27,True,2.0,,,,,,
72,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-10-30 18:35:14,2024-10-28 19:02:09,754.0,,208.0,36.0,116.0,13.0,138.0,1314.0,2024-10-28 18:53:47,2.5.0,20.0,Multi-user accounts for Django projects.,309.0,309.0,49.0,https://pypi.org/project/django-organizations,46380.0,46380.0,27,True,2.0,,,,,,
73,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2025-03-03 06:05:16,2025-03-03 06:05:08,561.0,3.0,68.0,16.0,524.0,5.0,43.0,1151.0,2024-07-05 14:30:34,1.3.2,9.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,3332.0,3332.0,25.0,https://pypi.org/project/django-split-settings,172739.0,172739.0,27,True,3.0,,,,,,
74,django-post-office,ui/django-post_office,django-post-office,[],emails,https://github.com/ui/django-post_office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2024-11-22 02:04:41,2024-11-22 01:52:10,786.0,,249.0,35.0,227.0,94.0,157.0,1028.0,2024-11-22 02:06:30,3.9.1,10.0,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",109.0,109.0,82.0,https://pypi.org/project/django-post-office,72873.0,72873.0,27,True,3.0,,,,,,
75,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2025-03-24 16:49:13,2024-11-18 21:22:27,798.0,,201.0,26.0,121.0,12.0,153.0,730.0,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,4048.0,4048.0,73.0,https://pypi.org/project/django-paypal,19397.0,19397.0,27,True,1.0,,,,,,
76,django-structlog,jrobichaud/django-structlog,django-structlog,[],logging,https://github.com/jrobichaud/django-structlog,https://github.com/jrobichaud/django-structlog,MIT,2019-04-07 21:29:34,2025-03-27 14:13:59,2025-03-27 14:09:19,1854.0,146.0,36.0,6.0,728.0,2.0,67.0,471.0,,,,Structured Logging for Django.,779.0,779.0,24.0,https://pypi.org/project/django-structlog,685752.0,685752.0,27,True,3.0,,,,,,
77,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2025-03-13 19:52:24,2024-12-06 16:39:50,1075.0,,222.0,17.0,230.0,50.0,157.0,434.0,2024-12-06 16:44:57,0.8.3,24.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,396.0,396.0,74.0,https://pypi.org/project/django-oidc-provider,17429.0,17429.0,27,True,2.0,,,,,,
78,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-11-13 17:39:13,2024-11-13 17:39:13,187.0,,139.0,8.0,95.0,26.0,79.0,429.0,2024-11-05 13:54:56,1.5.0,22.0,"An extension of django rest framework, providing a configurable password reset strategy.",4220.0,4220.0,40.0,https://pypi.org/project/django-rest-passwordreset,178652.0,178652.0,27,True,3.0,,,,,,
79,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2025-03-17 20:47:04,2025-03-01 10:29:26,1482.0,4.0,85.0,14.0,642.0,35.0,70.0,424.0,,,,Bootstrap 5 for Django.,8905.0,8905.0,151.0,https://pypi.org/project/django-bootstrap5,190838.0,190838.0,27,True,3.0,,,,,,
80,Mobile Security Framework (MobSF),MobSF/Mobile-Security-Framework-MobSF,,[],security-framework,https://github.com/MobSF/Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF,GPL-3.0,2015-01-31 04:36:01,2025-03-23 19:27:03,2025-03-23 19:27:01,2004.0,4.0,3231.0,581.0,925.0,13.0,1500.0,18303.0,2025-01-24 00:41:05,4.3.0,47.0,"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing,..",3.0,3.0,100.0,,,,26,True,3.0,,,,,,
81,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2025-02-03 09:49:14,2025-02-03 09:49:09,1034.0,13.0,392.0,40.0,520.0,154.0,432.0,3615.0,,,,A test fixtures replacement for Python.,,,133.0,https://pypi.org/project/factory_boy,6832640.0,6832640.0,26,True,3.0,,,,,,
82,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,993.0,170.0,501.0,90.0,292.0,3258.0,,,,A Django based shop system.,229.0,229.0,96.0,https://pypi.org/project/django-shop,3649.0,3649.0,26,True,3.0,,,,,,
83,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2025-03-21 17:20:41,2025-03-21 17:20:35,4998.0,45.0,130.0,37.0,196.0,2.0,94.0,1528.0,,,,A library for event sourcing in Python.,180.0,180.0,28.0,https://pypi.org/project/eventsourcing,30983.0,30983.0,26,True,1.0,,,,,,
84,injector,python-injector/injector,injector,[],dependency-injection,https://github.com/python-injector/injector,https://github.com/python-injector/injector,BSD-3-Clause,2010-11-25 12:05:20,2025-03-13 07:56:21,2025-03-13 07:56:20,481.0,4.0,84.0,13.0,123.0,47.0,100.0,1379.0,,,,"Python dependency injection framework, inspired by Guice.",2722.0,2722.0,31.0,https://pypi.org/project/injector,2017254.0,2017254.0,26,True,1.0,,,,,,
85,django-ratelimit,jsocol/django-ratelimit,django-ratelimit,[],authentication-authorization,https://github.com/jsocol/django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2024-07-11 18:32:53,2023-12-05 19:30:12,317.0,,177.0,17.0,159.0,26.0,125.0,1100.0,2023-07-24 20:36:04,4.1.0,2.0,Cache-based rate-limiting for Django.,3520.0,3520.0,51.0,https://pypi.org/project/django-ratelimit,658542.0,658542.0,26,True,3.0,,,,,,
86,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,,2013-07-07 21:26:56,2024-11-25 07:40:36,2024-11-25 07:40:36,818.0,,174.0,19.0,175.0,45.0,185.0,817.0,2024-11-15 09:42:31,2.2.4,16.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2774.0,2774.0,88.0,https://pypi.org/project/django-admin-sortable2,252376.0,252376.0,26,True,2.0,,,,,,
87,vulnerablecode,aboutcode-org/vulnerablecode,vulnerablecode,[],vulnerability-database,https://github.com/aboutcode-org/vulnerablecode,https://github.com/aboutcode-org/vulnerablecode,Apache-2.0,2017-05-19 07:56:17,2025-03-27 08:17:13,2025-03-26 16:48:02,2633.0,72.0,226.0,23.0,764.0,593.0,451.0,566.0,2025-03-26 16:28:59,36.0.0,48.0,A free and open vulnerabilities database and the packages they impact. And the tools to aggregate and correlate these..,,,50.0,https://pypi.org/project/vulnerablecode,1417.0,1424.0,26,True,1.0,,381.0,,,,
88,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2025-03-19 02:23:43,2025-03-19 02:23:43,504.0,11.0,32.0,8.0,437.0,15.0,51.0,543.0,2024-06-28 19:56:24,1.4.0,8.0,"Test django schema and data migrations, including migrations order and best practices.",901.0,901.0,19.0,https://pypi.org/project/django-test-migrations,224134.0,224134.0,26,True,3.0,,,,,,
89,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2025-03-06 23:07:51,2025-02-06 21:19:17,668.0,3.0,163.0,16.0,207.0,7.0,152.0,383.0,2023-10-17 22:51:49,5.0.1,28.0,"Django CAS 1.0/2.0/3.0 client authentication library, supporting Django 4.2+ and Python 3.8+.",592.0,592.0,87.0,https://pypi.org/project/django-cas-ng,35392.0,35397.0,26,True,3.0,,705.0,,,,
90,django-auth-adfs,snok/django-auth-adfs,django-auth-adfs,[],authentication-authorization,https://github.com/snok/django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2025-01-28 00:42:06,2025-01-28 00:42:04,506.0,4.0,98.0,15.0,153.0,31.0,179.0,282.0,2025-01-15 15:55:36,1.15.0,35.0,A Django authentication backend for Microsoft ADFS and AzureAD.,168.0,168.0,48.0,https://pypi.org/project/django-auth-adfs,83811.0,83811.0,26,True,3.0,,,,,,
91,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2025-03-14 08:12:54,2025-03-14 08:12:03,711.0,9.0,26.0,5.0,87.0,16.0,21.0,171.0,2024-11-16 04:03:54,5.3.5,23.0,A JSON Web Token authentication plugin for the Django REST Framework.,417.0,417.0,87.0,https://pypi.org/project/django-ninja-jwt,62258.0,62258.0,26,True,2.0,,,2.0,,,
92,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,663.0,114.0,177.0,215.0,131.0,3596.0,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3334.0,3334.0,29.0,https://pypi.org/project/django-jet,7889.0,7889.0,25,False,3.0,,,,,,
93,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2025-03-24 17:56:32,2025-03-24 17:56:29,460.0,17.0,427.0,43.0,376.0,107.0,322.0,1773.0,2024-08-21 10:01:33,2.7.0,16.0,Celery Periodic Tasks backed by the Django ORM.,,,133.0,https://pypi.org/project/django-celery-beat,2478777.0,2478777.0,25,True,3.0,,,,,,
94,django-payments,jazzband/django-payments,django-payments,[],payment-subscriptions,https://github.com/jazzband/django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2025-03-24 17:20:23,2025-03-16 12:59:51,907.0,7.0,275.0,40.0,263.0,69.0,114.0,1124.0,2021-02-01 11:27:35,0.14.0,29.0,Universal payment handling for Django.,612.0,612.0,68.0,https://pypi.org/project/django-payments,10578.0,10578.0,25,True,2.0,,31.0,,,,
95,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2025-03-06 22:50:19,2024-12-12 09:49:50,1096.0,,95.0,13.0,108.0,2.0,184.0,936.0,2024-12-12 09:53:19,4.2.2,53.0,"A cool, modern and responsive django admin application based on bootstrap 5 that brings AI to the Django admin -..",446.0,446.0,17.0,https://pypi.org/project/django-baton,9624.0,9624.0,25,True,3.0,,,,,,
96,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-04-08 02:46:34,2021-10-08 16:42:39,189.0,,82.0,10.0,66.0,20.0,42.0,696.0,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,5159.0,5159.0,23.0,https://pypi.org/project/django-seed,26162.0,26162.0,25,True,1.0,,,,,,
97,django-otp,django-otp/django-otp,django-otp,[],authentication-authorization,https://github.com/django-otp/django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2024-09-06 16:50:00,2024-09-06 16:33:26,286.0,,105.0,11.0,79.0,12.0,72.0,574.0,,,,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,3911.0,3911.0,48.0,https://pypi.org/project/django-otp,1056965.0,1056965.0,25,True,3.0,,,,,,
98,django-browser-reload,adamchainz/django-browser-reload,django-browser-reload,[],development,https://github.com/adamchainz/django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2025-03-14 16:17:38,2025-03-14 16:17:03,354.0,16.0,33.0,4.0,276.0,15.0,27.0,568.0,,,,Automatically reload your browser in development.,6004.0,6004.0,6.0,https://pypi.org/project/django-browser-reload,172806.0,172806.0,25,True,2.0,,,,,,
99,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2025-03-27 11:47:59,2025-03-27 11:46:31,208.0,4.0,27.0,7.0,106.0,5.0,24.0,461.0,2025-02-07 14:57:34,3.5.1,19.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",243.0,243.0,13.0,https://pypi.org/project/django-guid,114077.0,114077.0,25,True,3.0,,,,,,
100,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2025-03-24 17:20:16,2025-03-14 08:44:40,405.0,23.0,75.0,9.0,168.0,12.0,37.0,242.0,2025-03-14 08:45:29,4.0.4,15.0,Automatic logging for Django FSM.,158.0,158.0,28.0,https://pypi.org/project/django-fsm-log,50566.0,50566.0,25,True,2.0,,,,,,
101,Tandoor Recipes,TandoorRecipes/recipes,,[],recipe-management-framework,https://github.com/TandoorRecipes/recipes,https://github.com/TandoorRecipes/recipes,,2019-11-13 20:34:02,2025-03-23 15:07:20,2025-03-23 15:07:19,6655.0,142.0,624.0,42.0,1404.0,320.0,1591.0,6130.0,2025-03-16 11:53:28,1.5.33,100.0,"Application for managing recipes, planning meals, building shopping lists and much much more!.",,,412.0,,,,24,True,1.0,,,,,,
102,django-compressor,django-compressor/django-compressor,django-compressor,[],templates,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2025-03-24 07:55:34,2025-03-17 10:15:35,1651.0,5.0,563.0,48.0,608.0,116.0,549.0,2837.0,,,,Compresses linked and inline javascript or CSS into a single cached file.,,,219.0,https://pypi.org/project/django-compressor,792347.0,792347.0,24,True,2.0,,,,,,
103,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2025-03-27 07:30:58,2025-03-27 07:30:54,208.0,13.0,407.0,104.0,105.0,18.0,333.0,2758.0,2024-04-09 05:47:09,2.0.0,3.0,Reusable workflow library for Django.,344.0,344.0,2.0,https://pypi.org/project/viewflow,324.0,324.0,24,True,3.0,,,,,,
104,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2024-03-13 23:45:42,2021-08-18 22:32:03,7104.0,,1091.0,119.0,2196.0,147.0,291.0,2286.0,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,181.0,181.0,67.0,https://pypi.org/project/shuup,5679.0,5689.0,24,True,3.0,,713.0,,,,
105,django-tailwind,timonweb/django-tailwind,django-tailwind,[],mvt-tailwind-css-framework-integration,https://github.com/timonweb/django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2024-07-12 13:57:57,2023-12-22 14:02:18,302.0,,96.0,17.0,56.0,24.0,134.0,1527.0,,,,Django + Tailwind CSS =.,5894.0,5894.0,19.0,https://pypi.org/project/django-tailwind,121377.0,121377.0,24,True,1.0,,,,,,
106,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,112.0,25.0,49.0,19.0,61.0,877.0,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1587.0,1587.0,82.0,https://pypi.org/project/django-admin-tools,105238.0,105238.0,24,True,3.0,,,,,,
107,django-pandas,chrisdev/django-pandas,django-pandas,[],pandas-integration,https://github.com/chrisdev/django-pandas,https://github.com/chrisdev/django-pandas,BSD-3-Clause,2012-08-01 01:51:39,2024-04-03 20:49:53,2024-04-03 14:42:46,256.0,,116.0,29.0,74.0,15.0,71.0,805.0,,,,Tools for working with pandas in your Django projects.,2558.0,2558.0,35.0,https://pypi.org/project/django-pandas,127542.0,127542.0,24,True,1.0,,,,,,
108,wrabit/django-cotton,wrabit/django-cotton,django-cotton,[],templates,https://github.com/wrabit/django-cotton,https://github.com/wrabit/django-cotton,MIT,2024-06-08 13:30:49,2025-03-19 09:46:28,2025-03-19 09:46:25,579.0,41.0,38.0,12.0,142.0,4.0,90.0,790.0,2025-03-19 08:58:35,2.0.1,63.0,Enabling Modern UI Composition in Django.,171.0,171.0,10.0,https://pypi.org/project/django-cotton,32174.0,32174.0,24,True,2.0,,,,,,
109,django-easy-audit,soynatan/django-easy-audit,django-easy-audit,[],fields-versioning,https://github.com/soynatan/django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2024-11-26 03:03:27,2024-11-26 03:02:51,317.0,,180.0,14.0,164.0,80.0,81.0,780.0,2024-10-09 11:35:31,1.3.7,58.0,"Yet another Django audit log app, hopefully the simplest one.",343.0,343.0,50.0,https://pypi.org/project/django-easy-audit,55817.0,55817.0,24,True,3.0,,,,,,
110,django-restql,yezyilomo/django-restql,django-restql,[],restful-api-drf,https://github.com/yezyilomo/django-restql,https://github.com/yezyilomo/django-restql,MIT,2019-04-06 21:53:41,2025-02-14 22:17:46,2025-02-14 22:17:39,735.0,19.0,44.0,17.0,218.0,26.0,87.0,619.0,2024-01-25 14:10:50,0.15.4,44.0,Turn your API made with Django REST Framework(DRF) into a GraphQL like API.,318.0,318.0,6.0,https://pypi.org/project/django-restql,38856.0,38856.0,24,True,3.0,,,,,,
