,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,new_addition,gitlab_id,gitlab_url
24,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2025-02-03 17:12:03,2025-01-13 15:27:06,678.0,1.0,312.0,36.0,299.0,65.0,191.0,3065.0,2025-01-16 22:05:33,0.12.0,20.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,260807.0,260807.0,97.0,https://pypi.org/project/django-environ,3255090.0,3255091.0,34,True,1.0,,144.0,,,,
25,whitenoise,evansd/whitenoise,whitenoise,[],static-file-serving,https://github.com/evansd/whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06,2025-03-14 16:17:56,2025-03-14 16:17:19,871.0,14.0,148.0,25.0,390.0,25.0,221.0,2609.0,,,,Radically simplified static file serving for Python web apps.,496603.0,496603.0,69.0,https://pypi.org/project/whitenoise,3992977.0,3992977.0,34,True,1.0,,,,,,
26,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2025-03-21 08:43:42,2025-03-21 08:43:42,614.0,10.0,300.0,21.0,400.0,7.0,222.0,1509.0,2024-06-24 13:48:07,8.0.0,12.0,A django model and form field for normalised phone numbers using python-phonenumbers.,30387.0,30387.0,114.0,https://pypi.org/project/django-phonenumber-field,1700133.0,1700133.0,34,True,1.0,,33.0,,,,
27,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2025-03-27 14:41:33,2025-03-27 10:55:06,21823.0,124.0,5481.0,371.0,11803.0,190.0,4160.0,21317.0,2025-03-26 08:46:06,3.20.79,100.0,"Saleor Core: the high performance, composable, headless commerce API.",6.0,6.0,304.0,https://pypi.org/project/saleor,61.0,172.0,33,True,2.0,,671.0,,,,
28,transitions,pytransitions/transitions,transitions,[],finite-state-machine,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09,2025-03-25 12:53:59,2025-03-25 12:53:59,1107.0,7.0,524.0,98.0,193.0,7.0,436.0,5973.0,2024-08-06 13:42:45,0.9.2,32.0,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",3945.0,3945.0,78.0,https://pypi.org/project/transitions,974294.0,974294.0,33,True,1.0,,,,,,
29,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2025-03-24 17:44:33,2025-03-24 17:44:28,1424.0,14.0,762.0,67.0,685.0,183.0,684.0,3221.0,2024-09-07 14:10:46,3.0.1,29.0,OAuth2 goodies for the Djangonauts!.,11014.0,11014.0,267.0,https://pypi.org/project/django-oauth-toolkit,966364.0,966364.0,33,True,2.0,,,,,,
30,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2024-08-09 21:29:48,2024-08-09 21:29:45,1546.0,,460.0,55.0,319.0,18.0,635.0,3087.0,2024-08-09 21:30:11,5.1.0,17.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7696.0,7696.0,193.0,https://pypi.org/project/django-reversion,666388.0,666388.0,33,True,2.0,,,,,,
31,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2025-03-24 16:56:59,2025-03-24 08:52:46,931.0,11.0,172.0,32.0,200.0,11.0,199.0,1905.0,2025-01-17 19:52:23,0.29.4,68.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",4932.0,4932.0,40.0,https://pypi.org/project/django-admin-interface,175671.0,175671.0,33,True,1.0,,,,,,
32,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2025-02-06 10:27:44,2025-02-04 21:11:22,708.0,17.0,292.0,33.0,311.0,14.0,287.0,1760.0,2025-02-06 10:27:44,4.3.2,14.0,Dynamic Django settings.,2287.0,2287.0,150.0,https://pypi.org/project/django-constance,374788.0,374788.0,33,True,2.0,,,,,,
33,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2025-03-06 04:29:43,2025-01-11 13:37:30,1132.0,3.0,293.0,37.0,324.0,121.0,168.0,1718.0,2024-10-08 17:40:29,3.0.1,32.0,Jazzy theme for Django.,15587.0,15587.0,76.0,https://pypi.org/project/django-jazzmin,263511.0,263511.0,33,True,1.0,,,-1.0,,,
34,dj-database-url,jazzband/dj-database-url,dj-database-url,[],configuration,https://github.com/jazzband/dj-database-url,https://github.com/jazzband/dj-database-url,BSD-3-Clause,2012-04-30 17:20:23,2025-03-03 17:27:57,2025-02-16 07:53:52,312.0,2.0,200.0,32.0,165.0,4.0,93.0,1504.0,2024-10-23 10:01:03,2.3.0,8.0,Use Database URLs in your Django Application.,300358.0,300358.0,73.0,https://pypi.org/project/dj-database-url,2290046.0,2290046.0,33,True,2.0,,,,,,
35,Paperless-ngx,paperless-ngx/paperless-ngx,,[],document-management-framework,https://github.com/paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,GPL-3.0,2022-02-12 21:56:52,2025-03-27 12:12:57,2025-03-21 17:28:20,10043.0,287.0,1505.0,122.0,2871.0,,1901.0,26012.0,2025-01-31 16:20:11,2.14.7,100.0,"A community-supported supercharged version of paperless: scan, index and archive all your physical documents.",,,392.0,,,5060.0,32,True,1.0,,151826.0,,,,
36,netbox,netbox-community/netbox,,[],network-automation-system,https://github.com/netbox-community/netbox,https://github.com/netbox-community/netbox,Apache-2.0,2016-02-29 14:15:46,2025-03-27 14:38:51,2025-03-27 13:58:37,13637.0,243.0,2644.0,410.0,3551.0,355.0,10601.0,17153.0,2025-03-21 21:20:29,4.2.6,100.0,The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free:..,,,400.0,,,,32,True,1.0,,,,,,
37,logfire,pydantic/logfire,logfire,[],apm,https://github.com/pydantic/logfire,https://github.com/pydantic/logfire,MIT,2024-04-23 11:50:23,2025-03-26 20:50:57,2025-03-26 20:40:19,1178.0,144.0,104.0,13.0,667.0,93.0,192.0,2886.0,2025-03-26 20:50:57,3.11.0,89.0,Uncomplicated Observability for Python and beyond!.,992.0,992.0,47.0,https://pypi.org/project/logfire,369826.0,369826.0,32,True,1.0,,,,,,
38,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2025-03-25 12:47:10,2025-03-25 12:47:08,2463.0,56.0,374.0,32.0,342.0,112.0,181.0,2065.0,2025-02-13 13:07:15,5.4.3,8.0,Python Social Auth - Application - Django.,49534.0,49534.0,333.0,https://pypi.org/project/social-app-django,,,32,True,2.0,,,,,,
39,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2025-03-22 03:21:01,2025-03-03 22:36:21,659.0,4.0,284.0,25.0,333.0,100.0,263.0,1873.0,2024-11-03 09:14:46,2.10.3,14.0,A simple app that provides django integration for RQ (Redis Queue).,3972.0,3972.0,132.0,https://pypi.org/project/django-rq,380757.0,380757.0,32,True,3.0,,,,,,
40,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2025-03-19 16:28:44,2025-03-19 16:28:43,547.0,10.0,384.0,24.0,410.0,73.0,223.0,1205.0,2024-04-12 09:55:11,3.0.0,19.0,A Django app that keeps a log of changes made to an object.,1414.0,1414.0,89.0,https://pypi.org/project/django-auditlog,481305.0,481308.0,32,True,2.0,,503.0,,,,
41,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/jazzband/django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2025-03-24 17:20:38,2025-01-22 08:04:46,463.0,4.0,239.0,23.0,334.0,40.0,176.0,1159.0,2024-11-15 17:30:58,4.2.0,25.0,A feature flipper for Django.,1553.0,1553.0,122.0,https://pypi.org/project/django-waffle,658955.0,658955.0,32,True,1.0,jazzband/django-waffle,,,,,
42,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2025-03-17 09:38:40,2025-03-01 14:05:53,1278.0,3.0,215.0,36.0,648.0,17.0,144.0,1027.0,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,180048.0,180048.0,139.0,https://pypi.org/project/django-bootstrap4,170328.0,170328.0,32,True,1.0,,,,,,
43,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2025-03-27 08:40:14,2025-03-26 19:38:05,1304.0,67.0,469.0,69.0,392.0,328.0,561.0,7911.0,2025-03-26 19:40:56,1.4.0,45.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,159.0,https://pypi.org/project/django-ninja,704676.0,704676.0,31,True,1.0,,,2.0,,,
44,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2025-03-17 10:42:21,2025-03-02 10:41:14,1154.0,5.0,670.0,102.0,769.0,,297.0,2337.0,,,,Bootstrap 3 integration with Django.,19347.0,19347.0,100.0,https://pypi.org/project/django-bootstrap3,119254.0,119254.0,31,True,2.0,,,-1.0,,,
45,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2025-03-26 19:32:44,2025-03-26 19:32:44,834.0,9.0,428.0,37.0,376.0,87.0,289.0,1761.0,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1998.0,1998.0,106.0,https://pypi.org/project/django-two-factor-auth,492230.0,492230.0,31,True,2.0,,,,,,
46,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2025-03-24 01:08:44,2025-01-07 18:00:54,3334.0,1.0,479.0,30.0,1034.0,63.0,964.0,1689.0,2025-01-12 16:54:39,2.9.0,71.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,1172.0,1172.0,129.0,https://pypi.org/project/dj-stripe,117234.0,117234.0,31,True,1.0,,,-2.0,,,
47,tach,gauge-sh/tach,tach,[],development,https://github.com/gauge-sh/tach,https://github.com/gauge-sh/tach,MIT,2024-01-31 20:12:23,2025-03-27 05:46:14,2025-03-27 04:56:14,2278.0,515.0,59.0,14.0,590.0,15.0,103.0,2323.0,2025-03-27 05:46:14,0.28.4,100.0,"A Python tool to visualize + enforce dependencies, using modular architecture Open source Installable via pip Able to..",48.0,48.0,20.0,https://pypi.org/project/tach,533751.0,533751.0,30,True,1.0,,,2.0,,,
48,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-08-13 12:14:42,2021-06-26 12:04:16,1246.0,,240.0,51.0,313.0,279.0,154.0,1859.0,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1902.0,1902.0,62.0,https://pypi.org/project/django-q,81119.0,81119.0,30,True,3.0,,,,,,
49,django-anymail,anymail/django-anymail,django-anymail,[],emails,https://github.com/anymail/django-anymail,https://github.com/anymail/django-anymail,BSD-3-Clause,2016-03-10 02:55:09,2025-02-22 19:14:49,2025-02-22 19:14:45,924.0,6.0,132.0,22.0,163.0,4.0,229.0,1739.0,2024-09-09 19:29:32,12.0,60.0,"Django email backends and webhooks for Amazon SES, Brevo (Sendinblue), MailerSend, Mailgun, Mailjet, Postmark, Postal,..",7368.0,7368.0,67.0,https://pypi.org/project/django-anymail,854950.0,854951.0,30,True,1.0,,163.0,-1.0,,,
50,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2025-03-03 03:18:51,2025-02-19 08:48:00,1093.0,4.0,355.0,58.0,361.0,234.0,443.0,1637.0,2024-08-27 13:29:44,3.7.0,48.0,Django tenants using PostgreSQL Schemas.,1129.0,1129.0,114.0,https://pypi.org/project/django-tenants,131605.0,131605.0,30,True,1.0,,,,,,
51,Open edX,openedx/edx-platform,,[],education-framework,https://github.com/openedx/edx-platform,https://github.com/openedx/edx-platform,AGPL-3.0,2013-05-30 20:20:38,2025-03-27 14:33:38,2025-03-27 12:41:38,66615.0,338.0,3670.0,429.0,35730.0,218.0,470.0,7646.0,2015-03-02 21:13:51,named-release/birch,4.0,"The Open edX LMS & Studio, powering education sites around the world!.",3.0,3.0,1449.0,,,,29,True,1.0,,,,,,
52,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2025-03-25 20:14:26,2025-03-14 08:12:44,669.0,37.0,636.0,53.0,404.0,112.0,381.0,4133.0,2025-02-26 19:34:29,5.5.0,13.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,131.0,https://pypi.org/project/djangorestframework-simplejwt,3345677.0,3345677.0,29,True,2.0,,,,,,
53,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2024-04-16 12:13:04,2024-04-16 12:13:00,353.0,,282.0,45.0,146.0,1.0,156.0,2343.0,2024-04-09 07:55:47,3.0.0,5.0,Django friendly finite state machine support.,1800.0,1800.0,70.0,https://pypi.org/project/django-fsm,381081.0,381081.0,29,True,2.0,,,,,,
54,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2025-03-07 04:24:45,2025-03-07 04:24:38,385.0,7.0,218.0,16.0,200.0,49.0,101.0,1042.0,2024-11-26 19:17:50,4.3.0,52.0,A Django email backend for Amazons Simple Email Service.,3364.0,3364.0,84.0,https://pypi.org/project/django-ses,780061.0,780061.0,29,True,2.0,,,,,,
