,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,new_addition,updated_github_id,gitlab_id,gitlab_url
10,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2024-05-10 08:32:04,2024-04-27 16:13:05,3624.0,1.0,1115.0,104.0,984.0,166.0,724.0,6445.0,2023-06-07 11:23:14,3.2.3,5.0,This is a repository for collecting global custom management extensions for the Django Framework.,221698.0,221698.0,577.0,https://pypi.org/project/django-extensions,3794135.0,3794135.0,37,True,1.0,-1.0,,,,,
11,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2024-05-22 12:05:10,2024-05-15 12:20:24,9054.0,22.0,2132.0,267.0,2805.0,84.0,1406.0,6113.0,2024-02-08 09:51:53,3.2.4,8.0,Domain-driven e-commerce for Django.,1096.0,1096.0,364.0,https://pypi.org/project/django-oscar,22144.0,22144.0,37,True,1.0,,,,,,
12,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-05-20 00:09:33,2024-05-16 08:17:46,1759.0,4.0,799.0,143.0,551.0,111.0,877.0,7989.0,2023-07-26 06:47:55,3.3.0,59.0,GraphQL framework for Python.,21295.0,21295.0,207.0,https://pypi.org/project/graphene,7518104.0,7518104.0,36,True,1.0,,,,,,
13,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2024-05-24 14:11:33,2024-05-24 14:11:33,1123.0,28.0,797.0,41.0,718.0,100.0,587.0,2652.0,,,,https://django-storages.readthedocs.io/.,179310.0,179310.0,264.0,https://pypi.org/project/django-storages,3412661.0,3412661.0,36,True,1.0,,,,,,
14,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2024-05-15 20:39:43,2024-05-15 18:06:05,1347.0,30.0,439.0,44.0,771.0,128.0,442.0,2105.0,2024-02-19 21:08:31,3.5.0,36.0,Store model history and view/revert changes from admin site.,5318.0,5318.0,181.0,https://pypi.org/project/django-simple-history,1203967.0,1203967.0,36,True,1.0,,,,,,
15,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2024-05-17 05:44:12,2024-04-18 04:00:31,966.0,7.0,738.0,70.0,627.0,140.0,678.0,4236.0,2024-04-09 00:38:17,3.2.1,51.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",14745.0,14745.0,222.0,https://pypi.org/project/graphene-django,507609.0,507609.0,34,True,2.0,,,,,,
16,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2024-05-03 16:30:50,2024-01-30 20:02:26,1533.0,,459.0,56.0,317.0,15.0,635.0,2983.0,2024-01-30 20:04:19,5.0.12,16.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7417.0,7417.0,192.0,https://pypi.org/project/django-reversion,433639.0,433639.0,34,True,2.0,,,,,,
17,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2024-05-21 08:01:34,2024-04-22 19:19:26,1088.0,56.0,266.0,37.0,298.0,101.0,160.0,1493.0,2024-04-18 19:19:14,2.6.2,31.0,Jazzy theme for Django.,10222.0,10222.0,66.0,https://pypi.org/project/django-jazzmin,185909.0,185909.0,34,True,1.0,,,,,,
18,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2024-04-25 09:23:56,2024-01-31 10:49:52,1263.0,,329.0,40.0,600.0,145.0,378.0,1316.0,2024-01-30 13:15:21,4.8.0,22.0,A Django plugin for pytest.,75544.0,75544.0,145.0,https://pypi.org/project/pytest-django,3668629.0,3668629.0,34,True,1.0,,,,,,
19,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2024-05-25 09:41:44,2024-05-23 12:55:25,21216.0,133.0,5210.0,373.0,10411.0,568.0,3716.0,20200.0,2024-05-23 07:23:13,3.14.76,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,291.0,https://pypi.org/project/saleor,26.0,222.0,33,True,2.0,,196.0,,,,
20,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2024-02-26 21:11:34,2023-09-01 19:02:16,636.0,,305.0,34.0,281.0,62.0,181.0,2942.0,2023-09-01 21:08:14,0.11.2,19.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,223508.0,223508.0,93.0,https://pypi.org/project/django-environ,2569840.0,2569840.0,33,True,1.0,,79.0,,,,
21,whitenoise,evansd/whitenoise,whitenoise,[],static-file-serving,https://github.com/evansd/whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06,2024-05-25 21:55:38,2024-05-25 21:55:36,811.0,26.0,138.0,24.0,342.0,27.0,213.0,2449.0,,,,Radically simplified static file serving for Python web apps.,433590.0,433590.0,64.0,https://pypi.org/project/whitenoise,2844662.0,2844662.0,33,True,1.0,,,True,,,
22,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2024-05-15 15:55:13,2024-05-15 15:55:13,870.0,19.0,163.0,33.0,170.0,14.0,187.0,1700.0,2024-03-07 09:25:55,0.28.6,60.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3992.0,3992.0,38.0,https://pypi.org/project/django-admin-interface,120466.0,120466.0,33,True,2.0,,,,,,
23,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2024-05-26 04:48:12,2024-05-25 09:50:04,3267.0,114.0,457.0,33.0,1014.0,50.0,926.0,1562.0,2023-08-08 11:58:56,2.8.1,70.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,971.0,971.0,128.0,https://pypi.org/project/dj-stripe,101286.0,101286.0,33,True,1.0,,,,,,
24,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2024-04-05 09:22:55,2024-04-05 09:22:50,589.0,2.0,297.0,24.0,382.0,7.0,215.0,1456.0,2023-12-29 14:31:51,7.3.0,11.0,A django model and form field for normalised phone numbers using python-phonenumbers.,26260.0,26260.0,115.0,https://pypi.org/project/django-phonenumber-field,1252296.0,1252296.0,33,True,1.0,,19.0,,,,
25,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2024-05-23 09:32:29,2024-04-25 09:31:25,1239.0,36.0,215.0,37.0,570.0,17.0,144.0,1030.0,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,161679.0,161679.0,139.0,https://pypi.org/project/django-bootstrap4,176868.0,176868.0,33,True,1.0,-1.0,,,,,
26,netbox,netbox-community/netbox,,[],network-automation-system,https://github.com/netbox-community/netbox,https://github.com/netbox-community/netbox,Apache-2.0,2016-02-29 14:15:46,2024-05-24 20:42:25,2024-05-22 19:39:24,12686.0,511.0,2422.0,409.0,2872.0,273.0,9480.0,15115.0,2024-05-22 18:57:17,4.0.3,100.0,The premier source of truth powering network automation. Open source under Apache 2. Public demo:..,,,354.0,,,,32,True,1.0,,,True,,,
27,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2024-05-23 10:01:32,2024-04-25 10:22:24,1102.0,37.0,671.0,103.0,683.0,,297.0,2338.0,,,,Bootstrap 3 integration with Django.,18962.0,18962.0,99.0,https://pypi.org/project/django-bootstrap3,141517.0,141517.0,32,True,2.0,-1.0,,,,,
28,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2024-05-21 05:40:29,2024-05-01 07:24:33,644.0,14.0,274.0,27.0,314.0,92.0,258.0,1778.0,2023-12-18 10:33:19,2.10.1,12.0,A simple app that provides django integration for RQ (Redis Queue).,3325.0,3325.0,127.0,https://pypi.org/project/django-rq,267743.0,267743.0,32,True,3.0,,,,,,
29,Paperless-ngx,paperless-ngx/paperless-ngx,,[],document-management-framework,https://github.com/paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,GPL-3.0,2022-02-12 21:56:52,2024-05-26 00:27:15,2024-05-25 14:59:28,9242.0,302.0,919.0,99.0,2145.0,2.0,1443.0,17355.0,2024-05-15 21:11:00,2.8.6,82.0,"A community-supported supercharged version of paperless: scan, index and archive all your physical documents.",,,352.0,,,2981.0,31,True,1.0,,77531.0,True,,,
30,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2024-04-16 12:13:04,2024-04-16 12:13:00,353.0,7.0,281.0,46.0,146.0,1.0,156.0,2318.0,2024-04-09 07:55:47,3.0.0,5.0,Django friendly finite state machine support.,1618.0,1618.0,70.0,https://pypi.org/project/django-fsm,358208.0,358208.0,31,True,1.0,5.0,,,,,
31,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2024-05-14 09:19:29,2024-05-14 09:19:28,2358.0,17.0,356.0,33.0,259.0,131.0,162.0,1968.0,2024-04-24 17:22:14,5.4.1,6.0,Python Social Auth - Application - Django.,42243.0,42243.0,329.0,https://pypi.org/project/social-app-django,,,31,True,1.0,,,,,,
32,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-05-11 01:07:13,2021-06-26 12:04:16,1246.0,,230.0,50.0,312.0,277.0,152.0,1798.0,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1645.0,1645.0,62.0,https://pypi.org/project/django-q,88730.0,88730.0,31,True,3.0,,,,,,
33,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2024-05-24 14:13:46,2024-05-24 14:13:46,794.0,15.0,417.0,38.0,354.0,83.0,284.0,1600.0,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1409.0,1409.0,102.0,https://pypi.org/project/django-two-factor-auth,372802.0,372802.0,31,True,1.0,,,,,,
34,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2024-05-13 03:20:51,2024-05-07 09:23:05,1021.0,28.0,316.0,57.0,319.0,216.0,429.0,1371.0,2023-12-05 10:03:24,3.6.1,47.0,Django tenants using PostgreSQL Schemas.,800.0,800.0,108.0,https://pypi.org/project/django-tenants,96067.0,96067.0,31,True,1.0,,,,,,
35,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2024-05-24 16:46:22,2024-05-13 17:39:21,517.0,14.0,360.0,25.0,375.0,61.0,211.0,1037.0,2024-04-12 09:55:11,3.0.0,19.0,A Django app that keeps a log of changes made to an object.,970.0,970.0,78.0,https://pypi.org/project/django-auditlog,344049.0,344051.0,31,True,2.0,,341.0,,,,
36,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/jazzband/django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2024-05-06 15:37:31,2024-05-06 15:37:30,433.0,2.0,237.0,24.0,296.0,42.0,167.0,1080.0,2023-12-11 08:12:23,4.1.0,24.0,A feature flipper for Django.,1369.0,1369.0,119.0,https://pypi.org/project/django-waffle,503329.0,503329.0,30,True,1.0,,,,jazzband/django-waffle,,
37,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2024-04-29 17:44:53,2024-04-03 00:01:32,489.0,5.0,193.0,23.0,238.0,68.0,211.0,917.0,2024-01-15 00:53:25,4.1.0,4.0,Management commands to help backup and restore your project database and media files.,1911.0,1911.0,70.0,https://pypi.org/project/django-dbbackup,120031.0,120031.0,30,True,2.0,,,,,,
38,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2024-05-21 06:32:23,2024-05-21 06:32:15,794.0,21.0,169.0,19.0,167.0,39.0,178.0,709.0,2024-05-17 07:14:03,2.2.1,13.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2376.0,2376.0,84.0,https://pypi.org/project/django-admin-sortable2,232718.0,232718.0,30,True,2.0,2.0,,,,,
39,Open edX,openedx/edx-platform,,[],education-framework,https://github.com/openedx/edx-platform,https://github.com/openedx/edx-platform,AGPL-3.0,2013-05-30 20:20:38,2024-05-26 05:53:16,2024-05-24 17:15:23,65257.0,577.0,3431.0,426.0,34353.0,131.0,340.0,7042.0,2015-03-02 21:13:51,named-release/birch,4.0,"The Open edX LMS & Studio, powering education sites around the world!.",3.0,3.0,1377.0,,,,29,True,1.0,,,True,,,
40,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2024-04-29 10:07:13,2024-04-29 10:07:13,1945.0,11.0,643.0,90.0,336.0,5.0,715.0,3637.0,,,,A jazzy skin for the Django Admin-Interface (official repository).,6178.0,6178.0,90.0,https://pypi.org/project/django-grappelli,199625.0,199625.0,29,True,2.0,,,,,,
41,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2024-05-22 16:35:13,2024-05-22 16:34:53,359.0,12.0,209.0,19.0,181.0,56.0,87.0,974.0,2023-11-25 16:09:20,3.5.1,45.0,A Django email backend for Amazons Simple Email Service.,2900.0,2900.0,80.0,https://pypi.org/project/django-ses,635761.0,635761.0,29,True,1.0,,,,,,
42,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2024-05-25 16:50:43,2024-05-21 14:28:54,707.0,53.0,112.0,17.0,266.0,83.0,182.0,383.0,2024-05-11 19:09:08,0.40.0,81.0,Strawberry GraphQL Django extension.,430.0,430.0,80.0,https://pypi.org/project/strawberry-graphql-django,95126.0,95126.0,29,True,2.0,,,,strawberry-graphql/strawberry-django,,
43,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2024-05-24 14:17:00,2024-05-24 08:26:31,1134.0,40.0,373.0,71.0,318.0,271.0,477.0,6375.0,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,134.0,https://pypi.org/project/django-ninja,312583.0,312583.0,28,True,1.0,,,,,,
44,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2024-03-27 13:58:22,2022-03-25 21:42:47,1062.0,,539.0,82.0,360.0,131.0,323.0,3561.0,,,,Per object permissions for Django.,6663.0,6663.0,158.0,https://pypi.org/project/django-guardian,427791.0,427791.0,28,True,2.0,,,,,,
45,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2024-05-25 04:06:37,2024-05-22 17:42:29,1344.0,16.0,736.0,68.0,599.0,167.0,661.0,3033.0,2024-05-20 13:56:50,2.4.0,27.0,OAuth2 goodies for the Djangonauts!.,,,254.0,https://pypi.org/project/django-oauth-toolkit,711966.0,711966.0,28,True,2.0,2.0,,,,,
46,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/viewflow/django-material,https://github.com/viewflow/django-material,BSD-3-Clause,2015-01-16 07:17:33,2024-02-08 05:51:10,2024-02-08 05:50:41,888.0,,414.0,90.0,121.0,20.0,393.0,2481.0,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1793.0,1793.0,41.0,https://pypi.org/project/django-material,12937.0,12937.0,28,True,3.0,,,,,,
47,django-cacheops,Suor/django-cacheops,django-cacheops,[],caching,https://github.com/Suor/django-cacheops,https://github.com/Suor/django-cacheops,BSD-3-Clause,2011-06-04 12:25:47,2024-03-12 05:05:06,2024-03-12 05:05:02,1234.0,1.0,210.0,41.0,141.0,17.0,317.0,2052.0,,,,A slick ORM cache with automatic granular event-driven invalidation.,1252.0,1252.0,67.0,https://pypi.org/project/django-cacheops,157270.0,157270.0,28,True,1.0,,,True,,,
48,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2024-02-05 05:01:10,2024-02-05 05:01:09,644.0,,285.0,35.0,260.0,30.0,250.0,1657.0,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,2021.0,2021.0,142.0,https://pypi.org/project/django-constance,281592.0,281592.0,28,True,2.0,,,,,,
49,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-05-22 00:06:14,2024-05-22 00:06:14,751.0,5.0,200.0,37.0,113.0,13.0,138.0,1241.0,2024-03-18 15:06:15,2.4.1,19.0,Multi-user accounts for Django projects.,285.0,285.0,50.0,https://pypi.org/project/django-organizations,45278.0,45278.0,28,True,2.0,,,,,,
50,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-05-09 12:44:25,2023-11-30 09:53:39,490.0,,137.0,22.0,183.0,50.0,153.0,1072.0,2023-11-30 10:00:09,2.5.1,11.0,A helper for organizing Django project settings by relying on well established programming patterns.,3060.0,3060.0,66.0,https://pypi.org/project/django-configurations,206760.0,206760.0,28,True,2.0,,,,,,
51,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2024-05-20 08:38:57,2024-05-20 08:38:55,530.0,12.0,65.0,17.0,493.0,4.0,42.0,1071.0,2024-04-05 07:21:03,1.3.1,8.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2820.0,2820.0,25.0,https://pypi.org/project/django-split-settings,145118.0,145118.0,28,True,2.0,,,,,,
52,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,151.0,15.0,101.0,60.0,171.0,815.0,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,5126.0,5126.0,26.0,https://pypi.org/project/django-graphql-jwt,110579.0,110579.0,28,True,3.0,,,,,,
53,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2024-05-23 20:58:50,2024-05-23 20:57:57,1392.0,46.0,77.0,12.0,523.0,41.0,52.0,353.0,,,,Bootstrap 5 for Django.,6311.0,6311.0,147.0,https://pypi.org/project/django-bootstrap5,140557.0,140557.0,28,True,3.0,,,,,,
54,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2024-04-09 13:49:02,2022-11-02 08:25:54,5304.0,,1571.0,247.0,985.0,42.0,1012.0,4725.0,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,4542.0,4542.0,27,True,3.0,,,,,,
