,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,gitlab_id,gitlab_url
12,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2023-01-09 09:39:40,2023-01-07 16:24:58,1492.0,5.0,443.0,57.0,302.0,17.0,614.0,2835.0,2022-11-12 14:45:12,5.0.4,8.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,6694.0,6694.0,185.0,https://pypi.org/project/django-reversion,252858.0,252858.0,34,True,1,,,,
13,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2023-01-29 02:30:35,2022-06-15 09:59:27,517.0,,279.0,36.0,222.0,59.0,155.0,2691.0,2022-06-15 15:03:09,0.9.0,15.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,121509.0,121509.0,76.0,https://pypi.org/project/django-environ,1243973.0,1243973.0,34,True,1,,7.0,,
14,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2023-01-31 17:01:05,2022-12-09 22:08:34,1152.0,7.0,391.0,38.0,619.0,109.0,390.0,1771.0,2022-09-28 13:53:24,3.2.0,33.0,Store model history and view/revert changes from admin site.,3547.0,3547.0,168.0,https://pypi.org/project/django-simple-history,688379.0,688379.0,34,True,1,,,,
15,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2023-01-11 01:00:08,2022-12-24 22:09:13,889.0,4.0,699.0,71.0,554.0,142.0,626.0,4017.0,2022-09-26 12:12:07,3.0.0,41.0,Integrate GraphQL into your Django project.,9320.0,9320.0,202.0,https://pypi.org/project/graphene-django,363156.0,363156.0,33,True,2,,,,
16,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2023-01-31 09:01:16,2022-12-14 09:06:05,1121.0,16.0,215.0,40.0,433.0,22.0,136.0,981.0,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,91767.0,91767.0,138.0,https://pypi.org/project/django-bootstrap4,144772.0,144772.0,33,True,1,,,,
17,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-01-31 14:39:43,2023-01-26 21:40:58,750.0,34.0,251.0,60.0,182.0,138.0,301.0,3975.0,2022-12-17 15:27:31,0.20.0,26.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",987.0,987.0,72.0,https://pypi.org/project/django-ninja,73052.0,73052.0,32,True,1,,,,
18,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-01-31 20:10:23,2023-01-27 16:35:49,2546.0,141.0,350.0,44.0,1782.0,253.0,393.0,2909.0,2023-01-25 09:51:04,0.155.2,100.0,A GraphQL library for Python that leverages type annotations.,1013.0,1013.0,176.0,https://pypi.org/project/strawberry,348.0,406.0,32,True,2,,412.0,,
19,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2023-01-31 10:02:55,2022-12-14 10:06:40,951.0,18.0,677.0,106.0,524.0,7.0,284.0,2299.0,,,,Bootstrap 3 integration with Django.,17962.0,17962.0,98.0,https://pypi.org/project/django-bootstrap3,107515.0,107515.0,31,True,2,,,,
20,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2023-01-29 01:05:50,2023-01-29 01:05:47,579.0,6.0,254.0,29.0,259.0,73.0,233.0,1612.0,2022-11-05 02:02:30,2.6.0,7.0,A simple app that provides django integration for RQ (Redis Queue).,2285.0,2285.0,110.0,https://pypi.org/project/django-rq,162150.0,162150.0,31,True,3,-1.0,,,
21,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2023-01-31 16:09:12,2023-01-30 09:05:26,20184.0,149.0,4742.0,387.0,7376.0,354.0,3066.0,17934.0,2023-01-26 15:54:57,3.10.4,100.0,"Saleor Core: the high performance, composable, headless commerce API.",2.0,2.0,260.0,https://pypi.org/project/saleor,12.0,12.0,30,True,2,,,,
22,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2022-12-09 05:54:42,2021-06-26 12:04:16,1246.0,,216.0,54.0,307.0,264.0,145.0,1674.0,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1153.0,1153.0,62.0,https://pypi.org/project/django-q,69027.0,69027.0,30,True,3,,,,
23,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2023-01-26 16:14:01,2022-11-03 13:11:18,1029.0,5.0,194.0,34.0,247.0,78.0,137.0,1212.0,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,3019.0,3019.0,61.0,https://pypi.org/project/django-jazzmin,64910.0,64910.0,30,True,1,-1.0,,,
24,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2023-01-30 19:45:32,2022-12-12 10:26:16,471.0,4.0,179.0,21.0,215.0,56.0,205.0,695.0,2022-09-27 23:25:03,4.0.2,3.0,Management commands to help backup and restore your project database and media files.,1229.0,1229.0,64.0,https://pypi.org/project/django-dbbackup,70500.0,70500.0,30,True,3,,,,
25,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/viewflow/django-material,https://github.com/viewflow/django-material,BSD-3-Clause,2015-01-16 07:17:33,2023-01-07 03:56:08,2022-08-16 04:12:14,886.0,,407.0,90.0,120.0,20.0,392.0,2468.0,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1672.0,1672.0,41.0,https://pypi.org/project/django-material,13545.0,13545.0,29,True,2,,,,
26,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2023-01-19 10:56:01,2023-01-19 10:56:01,341.0,5.0,254.0,43.0,140.0,17.0,136.0,2133.0,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1228.0,1228.0,67.0,https://pypi.org/project/django-fsm,241209.0,241209.0,29,True,1,,,,
27,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2023-01-26 09:01:45,2023-01-26 09:01:45,909.0,4.0,257.0,55.0,264.0,164.0,398.0,1048.0,2022-10-31 09:37:18,3.4.7,43.0,Django tenants using PostgreSQL Schemas.,410.0,410.0,95.0,https://pypi.org/project/django-tenants,64302.0,64302.0,29,True,1,,,,
28,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2022-12-29 19:50:53,2022-11-22 14:03:04,1875.0,5.0,634.0,95.0,319.0,7.0,685.0,3382.0,,,,A jazzy skin for the Django Admin-Interface (official repository).,5286.0,5286.0,82.0,https://pypi.org/project/django-grappelli,159459.0,159459.0,28,True,2,,,,
29,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2023-01-11 17:46:55,2023-01-11 17:46:55,624.0,1.0,281.0,35.0,249.0,30.0,230.0,1528.0,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1280.0,1280.0,138.0,https://pypi.org/project/django-constance,185567.0,185567.0,28,True,2,-1.0,,,
30,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2023-01-31 12:17:33,2023-01-31 12:17:32,444.0,34.0,318.0,21.0,289.0,43.0,173.0,726.0,,,15.0,A Django app that keeps a log of changes made to an object.,583.0,583.0,64.0,https://pypi.org/project/django-auditlog,90174.0,90176.0,28,True,2,,285.0,,
31,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,663.0,116.0,177.0,218.0,124.0,3383.0,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,2883.0,2883.0,29.0,https://pypi.org/project/django-jet,15545.0,15545.0,27,True,3,,,,
32,django-guardian,django-guardian/django-guardian,django-guardian,[],authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2022-10-02 18:27:44,2022-03-25 21:42:47,1062.0,,528.0,85.0,348.0,121.0,321.0,3326.0,,,,Per object permissions for Django.,5276.0,5276.0,159.0,https://pypi.org/project/django-guardian,380604.0,380604.0,27,True,1,,,,
33,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2023-01-30 19:48:58,2023-01-28 19:03:20,592.0,9.0,531.0,52.0,278.0,88.0,301.0,3302.0,2022-10-20 16:55:17,5.2.2,9.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,94.0,https://pypi.org/project/djangorestframework-simplejwt,967626.0,967626.0,27,True,3,,,,
34,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2023-01-09 16:24:21,2023-01-09 16:14:03,547.0,4.0,284.0,23.0,343.0,7.0,192.0,1321.0,2023-01-09 16:27:18,7.0.2,8.0,A django model and form field for normalised phone numbers using python-phonenumbers.,,,110.0,https://pypi.org/project/django-phonenumber-field,631066.0,631066.0,27,True,1,,7.0,,
35,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2023-01-30 02:17:14,2023-01-25 19:52:27,459.0,3.0,59.0,20.0,412.0,3.0,39.0,949.0,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,1365.0,1365.0,22.0,https://pypi.org/project/django-split-settings,83350.0,83350.0,27,True,3,,,,
36,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2022-12-09 04:33:12,2022-10-14 15:13:31,723.0,,160.0,18.0,142.0,35.0,160.0,567.0,2022-08-08 20:38:50,2.1,8.0,Generic drag-and-drop ordering for objects in the Django admin interface.,1596.0,1596.0,77.0,https://pypi.org/project/django-admin-sortable2,165134.0,165134.0,27,True,2,,,,
37,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2022-12-07 20:25:02,2022-11-02 17:21:20,153.0,,123.0,9.0,76.0,23.0,72.0,368.0,2022-09-15 12:29:55,1.3.0,18.0,"An extension of django rest framework, providing a configurable password reset strategy.",2155.0,2155.0,33.0,https://pypi.org/project/django-rest-passwordreset,251785.0,251785.0,27,True,3,1.0,,,
38,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2022-11-02 08:25:54,2022-11-02 08:25:54,5304.0,,1548.0,258.0,978.0,38.0,1008.0,4571.0,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,326.0,https://pypi.org/project/mezzanine,5285.0,5285.0,26,True,3,,,,
39,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2022-04-08 09:00:09,2021-02-28 18:04:57,5402.0,,943.0,171.0,500.0,86.0,292.0,2943.0,,,,A Django based shop system.,207.0,207.0,96.0,https://pypi.org/project/django-shop,6019.0,6019.0,26,True,3,,,,
40,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2023-01-30 21:39:52,2023-01-01 23:56:07,1021.0,12.0,746.0,41.0,603.0,163.0,444.0,2333.0,,,,https://django-storages.readthedocs.io/.,,,236.0,https://pypi.org/project/django-storages,2120705.0,2120705.0,26,True,1,,,,
41,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2022-10-23 07:18:36,2021-11-10 21:40:53,622.0,,389.0,69.0,223.0,142.0,327.0,1356.0,2017-06-03 11:58:30,1.9.0,1.0,Tenant support for Django using PostgreSQL schemas.,357.0,357.0,70.0,https://pypi.org/project/django-tenant-schemas,18619.0,18619.0,26,True,2,,,,
42,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2023-01-30 17:27:31,2023-01-24 12:12:50,337.0,12.0,365.0,46.0,240.0,64.0,286.0,1288.0,2022-10-19 13:41:57,2.4.0,13.0,Celery Periodic Tasks backed by the Django ORM.,,,104.0,https://pypi.org/project/django-celery-beat,869607.0,869607.0,26,True,3,,,,
43,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2023-01-24 12:02:47,2023-01-20 18:52:54,478.0,3.0,127.0,20.0,168.0,40.0,141.0,969.0,2022-09-01 09:46:30,2.4,7.0,A helper for organizing Django project settings by relying on well established programming patterns.,2502.0,2502.0,63.0,https://pypi.org/project/django-configurations,102518.0,102518.0,26,True,3,,,,
44,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-01-09 17:37:46,2023-01-09 17:37:46,543.0,1.0,142.0,20.0,95.0,46.0,168.0,781.0,2021-08-11 20:57:06,0.3.4,26.0,JSON Web Token (JWT) authentication for Graphene Django.,3382.0,3382.0,24.0,https://pypi.org/project/django-graphql-jwt,120012.0,120012.0,26,True,3,,,,
45,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-01-26 15:44:08,2023-01-26 15:41:13,278.0,20.0,71.0,12.0,263.0,22.0,93.0,638.0,2023-01-26 15:44:08,1.10.1,12.0,Object factory for Django.,2409.0,2409.0,42.0,https://pypi.org/project/model_bakery,284753.0,284753.0,26,True,1,,,,
46,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-01-26 15:44:08,2023-01-26 15:41:13,278.0,20.0,71.0,12.0,263.0,22.0,93.0,638.0,2023-01-26 15:44:08,1.10.1,12.0,Object factory for Django.,2409.0,2409.0,42.0,https://pypi.org/project/model-bakery/,284753.0,284753.0,26,True,1,,,,
47,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2022-12-08 08:17:15,2021-08-18 22:32:03,7104.0,,969.0,116.0,2190.0,143.0,291.0,1989.0,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,119.0,119.0,67.0,https://pypi.org/project/shuup,1138.0,1150.0,25,True,3,,507.0,,
48,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2023-01-31 00:12:03,2023-01-30 20:54:33,691.0,103.0,140.0,32.0,86.0,15.0,145.0,1309.0,2022-12-19 14:36:57,0.24.2,49.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",,,31.0,https://pypi.org/project/django-admin-interface,52771.0,52771.0,25,True,3,,,,
49,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2023-01-19 15:48:04,2023-01-19 15:44:28,4674.0,12.0,122.0,33.0,178.0,2.0,76.0,1207.0,,,,A library for event sourcing in Python.,114.0,114.0,23.0,https://pypi.org/project/eventsourcing,21703.0,21703.0,25,True,1,,,,
50,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2023-01-24 12:10:56,2023-01-16 16:35:02,1198.0,8.0,300.0,36.0,554.0,136.0,355.0,1142.0,2021-12-07 14:56:42,4.5.2,19.0,A Django plugin for pytest.,,,137.0,https://pypi.org/project/pytest-django,1825621.0,1825621.0,25,True,2,,,,
51,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2023-01-16 07:03:06,2023-01-16 07:03:03,345.0,10.0,24.0,9.0,280.0,9.0,46.0,389.0,2021-12-13 22:15:21,1.2.0,6.0,"Test django schema and data migrations, including migrations order and best practices.",329.0,329.0,17.0,https://pypi.org/project/django-test-migrations,71877.0,71877.0,25,True,2,,,,
52,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,MIT,2020-10-30 17:12:01,2023-01-30 16:47:07,2023-01-23 16:08:21,418.0,101.0,48.0,14.0,102.0,57.0,69.0,230.0,2023-01-14 14:10:30,0.9,15.0,Strawberry GraphQL Django extension.,142.0,142.0,38.0,https://pypi.org/project/strawberry-graphql-django,25574.0,25574.0,25,True,3,,,,
53,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2022-12-02 00:48:17,2022-10-02 01:30:04,425.0,,228.0,23.0,285.0,36.0,160.0,954.0,2022-08-30 17:26:52,3.0.0,22.0,A feature flipper for Django.,,,115.0,https://pypi.org/project/django-waffle,312055.0,312055.0,24,True,1,,,,
54,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2022-01-23 10:27:21,2021-10-08 16:42:39,189.0,,69.0,10.0,60.0,11.0,42.0,599.0,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,3320.0,3320.0,23.0,https://pypi.org/project/django-seed,19226.0,19226.0,24,True,1,,,,
55,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2022-11-18 17:19:04,2022-11-18 17:19:04,636.0,7.0,156.0,19.0,179.0,2.0,147.0,349.0,2022-01-09 02:06:44,4.3.0,26.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",388.0,388.0,83.0,https://pypi.org/project/django-cas-ng,17659.0,17663.0,24,True,3,,445.0,,
