,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,new_addition,gitlab_id,gitlab_url
182,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2024-08-20 04:45:43,2024-01-27 19:22:43,70.0,,15.0,4.0,31.0,14.0,18.0,132.0,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",96.0,96.0,6.0,https://pypi.org/project/django-admin-confirm,48833.0,48833.0,15,True,3.0,,,,,,
183,dj-paypal,HearthSim/dj-paypal,dj-paypal,[],payment-subscriptions,https://github.com/HearthSim/dj-paypal,https://github.com/HearthSim/dj-paypal,MIT,2017-08-18 11:25:15,2024-02-29 17:10:37,2024-02-29 17:10:34,262.0,,20.0,13.0,8.0,4.0,5.0,88.0,2018-12-18 16:40:35,0.11.1,4.0,Paypal integration for Django - Inspired by dj-Stripe.,28.0,28.0,3.0,https://pypi.org/project/dj-paypal,622.0,622.0,15,True,3.0,,,,,,
184,django-subscriptions,kogan/django-subscriptions,django-subscriptions,[],payment-subscriptions,https://github.com/kogan/django-subscriptions,https://github.com/kogan/django-subscriptions,BSD-3-Clause,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,23.0,16.0,,4.0,74.0,2020-12-29 04:56:47,2.1.1,11.0,A django package for managing subscription states.,17.0,17.0,2.0,https://pypi.org/project/django-subscriptions,6384.0,6384.0,15,True,3.0,,,,,,
185,django-use-email-as-username,jmfederico/django-use-email-as-username,django-use-email-as-username,[],custom-user,https://github.com/jmfederico/django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,BSD-3-Clause,2018-02-19 02:36:03,2024-09-09 13:11:23,2024-09-09 13:11:23,115.0,,11.0,4.0,4.0,,14.0,72.0,,,,A Django app to use email as username for user authentication.,298.0,298.0,3.0,https://pypi.org/project/django-use-email-as-username,3588.0,3588.0,15,True,3.0,,,,,,
186,djantic2,jonathan-s/djantic2,djantic,[],pydantic-integration,https://github.com/jonathan-s/djantic2,https://github.com/jonathan-s/djantic2,MIT,2024-03-15 10:06:31,2024-12-08 20:58:35,2024-12-08 20:58:20,154.0,2.0,6.0,4.0,10.0,2.0,7.0,65.0,2024-12-08 21:07:39,1.0.5,4.0,Pydantic model support for Django.,5.0,5.0,8.0,https://pypi.org/project/djantic,7754.0,7754.0,15,True,3.0,,,,,,
187,cookiecutter-vue-django,ilikerobots/cookiecutter-vue-django,,[],project-templates,https://github.com/ilikerobots/cookiecutter-vue-django,https://github.com/ilikerobots/cookiecutter-vue-django,BSD-3-Clause,2020-07-02 12:30:02,2023-11-20 18:47:59,2023-11-20 18:42:32,7004.0,,25.0,4.0,76.0,4.0,11.0,218.0,,,,"Vue 3 + Vite + Django with no compromises. Use Vue SFCs directly in Django Templates, DRF not required.",,,399.0,,,,14,True,2.0,,,,,,
188,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,22.0,3.0,8.0,1.0,4.0,121.0,,,,Offline optimistic locking for Django.,19.0,19.0,4.0,https://pypi.org/project/django-optimistic-lock,2763.0,2763.0,14,False,3.0,,,,,,
189,drf-stripe-subscription,oscarychen/drf-stripe-subscription,drf-stripe-subscription,[],payment-subscriptions,https://github.com/oscarychen/drf-stripe-subscription,https://github.com/oscarychen/drf-stripe-subscription,MIT,2022-01-07 05:42:18,2024-11-16 03:48:53,2024-11-16 03:45:09,53.0,,18.0,5.0,22.0,3.0,20.0,115.0,2024-11-16 03:48:42,1.2.2,17.0,An out-of-box Django REST framework solution for payment and subscription management using Stripe.,,,6.0,https://pypi.org/project/drf-stripe-subscription,1237.0,1237.0,14,True,3.0,,,,,,
190,ariadne-django,mirumee/ariadne-django,ariadne-django,[],graphql-api,https://github.com/mirumee/ariadne-django,https://github.com/mirumee/ariadne-django,BSD-3-Clause,2021-04-08 01:49:36,2024-03-20 17:06:16,2022-08-23 16:51:18,35.0,,11.0,19.0,29.0,11.0,16.0,67.0,2022-07-19 17:16:50,0.3.0,3.0,ariadne_django makes integrating ariadne and django together easier.,,,9.0,https://pypi.org/project/ariadne-django,14270.0,14270.0,14,True,3.0,,,,,,
191,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,MIT,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,26.0,13.0,16.0,9.0,2.0,31.0,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,26.0,26.0,8.0,https://pypi.org/project/django-cryptographic-fields,236.0,236.0,14,False,3.0,,,,,,
192,KernelCI (distributed test automation system focused on upstream kernel development) dashboard backend.,kernelci/dashboard,,[],test-automation-system,https://github.com/kernelci/dashboard,https://github.com/kernelci/dashboard,MIT,2024-07-16 11:47:41,2025-02-28 20:01:40,2025-02-28 18:22:29,884.0,308.0,3.0,13.0,418.0,102.0,510.0,3.0,,,,KernelCI web dashboard.,,,15.0,,,,14,False,2.0,,,,,,
193,cookiecutter-djangopackage,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,[],reusable-app-templates,https://github.com/pydanny/cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,145.0,14.0,903.0,28.0,44.0,436.0,2017-10-04 13:46:21,1.0.1,2.0,A cookiecutter template for creating reusable Django packages quickly.,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,13,True,1.0,,,,,,
194,django-hydra,Lightmatter/django-hydra,,[],project-templates,https://github.com/gone/django-hydra,https://github.com/gone/django-hydra,,2013-11-04 15:53:38,2025-01-31 22:33:48,2025-01-28 18:17:13,2026.0,68.0,9.0,21.0,1015.0,3.0,13.0,90.0,,,,A django/htmx/alpine/tailwind project template.,,,39.0,,,,13,True,2.0,gone/django-hydra,,,,,
195,dj-paddle,paddle-python/dj-paddle,dj-paddle,[],payment-subscriptions,https://github.com/paddle-python/dj-paddle,https://github.com/paddle-python/dj-paddle,MIT,2020-01-03 12:26:15,2023-07-25 14:48:50,2021-03-26 12:22:49,54.0,,32.0,6.0,20.0,14.0,11.0,83.0,2021-02-26 16:41:04,0.1.2,2.0,Django + Paddle made Easy!.,,,7.0,https://pypi.org/project/dj-paddle,512.0,512.0,13,True,3.0,,,,,,
196,django-harlequin,adamchainz/django-harlequin,django-harlequin,[],development,https://github.com/adamchainz/django-harlequin,https://github.com/adamchainz/django-harlequin,MIT,2024-05-05 21:24:46,2025-02-19 12:08:53,2025-02-19 12:08:50,76.0,18.0,3.0,2.0,52.0,1.0,,77.0,,,,"Launch Harlequin, the SQL IDE for your Terminal, with your Django database configuration.",5.0,5.0,5.0,https://pypi.org/project/django-harlequin,1556.0,1556.0,13,True,3.0,,,,True,,
197,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,BSD-3-Clause,2021-01-12 18:16:13,2024-01-07 19:43:51,2024-01-07 19:43:51,36.0,,13.0,2.0,25.0,6.0,9.0,55.0,2023-12-31 11:52:23,0.7.0,7.0,A Django app for sending SMS with interchangeable backends.,,,3.0,https://pypi.org/project/django-sms,14121.0,14121.0,13,True,3.0,,,,,,
198,django-flutterwave,bdelate/django-flutterwave,django-flutterwave,[],payment-subscriptions,https://github.com/bdelate/django-flutterwave,https://github.com/bdelate/django-flutterwave,MIT,2019-07-29 15:03:20,2022-12-08 08:56:27,2020-12-29 06:31:43,57.0,,12.0,6.0,11.0,,4.0,23.0,2020-12-29 06:34:01,0.3.0,5.0,Django integration for Flutterwave Rave payments and subscriptions.,52.0,52.0,,https://pypi.org/project/django-flutterwave,,,13,True,3.0,,,,,,
199,django-oauth2-authcodeflow,jrd/django-oauth2-authcodeflow,django-oauth2-authcodeflow,[],authentication-authorization,https://github.com/jrd/django-oauth2-authcodeflow,https://github.com/jrd/django-oauth2-authcodeflow,MIT,2020-11-27 10:40:53,2025-02-25 14:25:14,2025-02-25 14:25:10,114.0,5.0,7.0,3.0,17.0,1.0,9.0,15.0,,,,Authenticate with any OpenId Connect/Oauth2 provider through authorization code flow. PKCE is also supported.,11.0,11.0,12.0,https://pypi.org/project/django-oauth2-authcodeflow,1891.0,1891.0,13,False,3.0,,,,,,
200,taiga,kaleidos-ventures/taiga,,[],project-management-framework,https://github.com/kaleidos-ventures/taiga,https://github.com/kaleidos-ventures/taiga,MPL-2.0,2022-12-30 09:20:03,2023-12-13 09:37:30,2023-12-13 09:37:29,2124.0,,61.0,15.0,566.0,,,481.0,,,,Taiga is a free and open-source project management for cross-functional agile teams.,,,11.0,,,,12,True,3.0,,,,,,
201,django-unique-user-email,carltongibson/django-unique-user-email,django-unique-user-email,[],custom-user,https://github.com/carltongibson/django-unique-user-email,https://github.com/carltongibson/django-unique-user-email,MIT,2023-10-06 06:50:32,2024-10-09 05:51:58,2024-10-09 05:51:57,17.0,,6.0,7.0,5.0,6.0,4.0,142.0,,,,Enable login-by-email with the default User model for your Django project by making auth.User.email unique.,15.0,15.0,4.0,https://pypi.org/project/django-unique-user-email,1860.0,1860.0,12,True,3.0,,,,,,
202,django-authorizenet,zen4ever/django-authorizenet,django-authorizenet,[],payment-subscriptions,https://github.com/zen4ever/django-authorizenet,https://github.com/zen4ever/django-authorizenet,MIT,2009-06-23 07:07:33,2021-07-04 23:37:45,2013-07-28 04:17:49,182.0,,31.0,9.0,24.0,1.0,5.0,87.0,,,,Django and Authorize.NET payment gateway integration.,5.0,5.0,10.0,https://pypi.org/project/django-authorizenet,54.0,54.0,12,False,3.0,,,,,,
203,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,BSD-3-Clause,2021-07-15 13:39:46,2024-11-09 05:45:03,2024-11-09 05:44:45,160.0,,10.0,4.0,17.0,2.0,2.0,47.0,,,,Python package for eventsourcing with Django.,9.0,9.0,6.0,https://pypi.org/project/eventsourcing-django,2197.0,2197.0,12,True,2.0,,,,,,
204,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,MIT,2021-07-13 08:29:30,2023-07-23 22:51:51,2021-08-27 13:54:10,39.0,,10.0,1.0,12.0,2.0,1.0,41.0,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,6.0,6.0,,https://pypi.org/project/django-ninja-apikey,2056.0,2056.0,12,True,3.0,,,,,,
205,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,BSD-3-Clause,2021-11-20 21:37:41,2023-11-30 10:22:37,2023-11-30 10:21:07,167.0,,1.0,1.0,3.0,,,5.0,2023-11-30 10:22:37,1.2.5,3.0,"An extension of django rest framework, providing a configurable password reset strategy.",7.0,7.0,34.0,https://pypi.org/project/django-ninja-passwordreset,813.0,813.0,12,False,3.0,,,,,,
206,django-docker-template,amerkurev/django-docker-template,,[],project-templates,https://github.com/amerkurev/django-docker-template,https://github.com/amerkurev/django-docker-template,MIT,2023-04-13 21:13:40,2025-02-02 09:14:49,2024-09-25 09:09:01,112.0,,37.0,5.0,11.0,3.0,9.0,202.0,,,,"Dockerized Django with Postgres, Gunicorn, and Traefik or Caddy (with auto renew Lets Encrypt).",,,6.0,,,,11,True,2.0,,,,,,
207,django_injector,blubber/django_injector,django_injector,[],dependency-injection,https://github.com/blubber/django_injector,https://github.com/blubber/django_injector,BSD-2-Clause,2019-04-27 13:10:05,2024-04-09 08:54:03,2024-04-09 08:09:26,49.0,,7.0,3.0,15.0,,10.0,52.0,,,,Dependency injection in Django.,,,7.0,https://pypi.org/project/django_injector,2827.0,2827.0,11,True,3.0,,,,,,
208,django-encrypted-model-fields,,django-encrypted-model-fields,[],encrpyted-fields,,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields,,2018-06-05 14:35:48,2018-06-05 14:35:48,,,,26.0,,,6.0,20.0,33.0,,,4.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,,,,https://pypi.org/project/django-encrypted-model-fields,140368.0,140368.0,11,False,3.0,,,,,lansharkconsulting/django/django-encrypted-model-fields,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields
209,launchr,jayfk/launchr,,[],project-templates,https://github.com/jayfk/launchr,https://github.com/jayfk/launchr,MIT,2019-09-09 09:48:19,2021-01-23 10:31:01,2021-01-23 10:30:53,15.0,,40.0,11.0,,2.0,23.0,235.0,,,,"Launchr is an open source SaaS starter kit, based on Django.",,,,,,,10,True,3.0,,,,,,
210,sidewinder,stribny/sidewinder,,[],project-templates,https://github.com/stribny/sidewinder,https://github.com/stribny/sidewinder,MIT,2022-12-25 13:51:45,2024-04-27 18:38:43,2024-04-27 18:38:31,81.0,,13.0,4.0,4.0,4.0,25.0,206.0,,,,"Django starter kit that focuses on good defaults, developer experience, and deployment. Updated for Django 5.",,,,,,,10,True,3.0,,,,,,
211,docker-django,jpbruinsslot/docker-django,,[],project-templates,https://github.com/jpbruinsslot/docker-django,https://github.com/jpbruinsslot/docker-django,MIT,2015-01-29 14:12:50,2018-12-15 10:58:21,2018-12-15 10:58:11,103.0,,59.0,12.0,3.0,,16.0,180.0,,,,A project to get you started with Docker and Django.,,,,,,,10,False,3.0,,,,,,
212,django-project-template,thorgate/django-project-template,,[],project-templates,https://github.com/thorgate/django-project-template,https://github.com/thorgate/django-project-template,ISC,2016-03-28 15:10:57,2024-10-18 11:09:23,2024-05-14 07:12:59,781.0,,16.0,15.0,33.0,2.0,3.0,124.0,,,,"Thorgates Django project template - Django, React, Sass, optional Docker and more.",,,34.0,,,,10,True,3.0,,,,,,
213,wq-django-template,wq/wq-django-template,,[],reusable-app-templates,https://github.com/wq/wq-django-template,https://github.com/wq/wq-django-template,,2013-05-13 19:37:35,2024-03-27 14:08:47,2024-03-27 14:06:39,151.0,,7.0,6.0,3.0,,26.0,28.0,2023-11-08 18:00:24,2.0.0,26.0,Django + NPM (Create React App) template for building REST-ful web & hybrid apps with the wq framework.,,,4.0,,,,10,True,2.0,,,,,,
214,djangorestframework-fsm,27medkamal/djangorestframework-fsm,djangorestframework-fsm,[],finite-state-machine,https://github.com/27medkamal/djangorestframework-fsm,https://github.com/27medkamal/djangorestframework-fsm,MIT,2018-10-25 23:32:47,2022-05-30 14:49:47,2021-01-22 05:03:20,26.0,,8.0,4.0,3.0,,3.0,19.0,,,,Automatically hook your Django-FSM transitions up to Django REST Framework.,7.0,7.0,7.0,https://pypi.org/project/djangorestframework-fsm,600.0,600.0,10,False,3.0,,,,,,
215,django-oauth-login,dropseed/django-oauth-login,django-oauth-login,[],authentication-authorization,https://github.com/dropseed/django-oauth-login,https://github.com/dropseed/django-oauth-login,MIT,2022-03-17 20:18:15,2024-10-16 15:01:30,2024-10-16 15:01:30,42.0,,3.0,4.0,22.0,1.0,2.0,15.0,2023-08-04 16:11:25,0.2.4,7.0,A minimal app that adds OAuth login support to your Django project.,,,5.0,https://pypi.org/project/django-oauth-login,356.0,356.0,10,False,3.0,,,,,,
216,django-startproject,jefftriplett/django-startproject,,[],project-templates,https://github.com/jefftriplett/django-startproject,https://github.com/jefftriplett/django-startproject,BSD-3-Clause,2018-02-10 15:38:30,2024-12-09 18:34:25,2024-12-09 18:34:19,183.0,3.0,17.0,12.0,28.0,,2.0,239.0,,,,Django Start Project template with batteries.,,,3.0,,,,9,True,3.0,,,,,,
217,django-subscription,zhaque/django-subscription,django-subscription,[],payment-subscriptions,https://github.com/zhaque/django-subscription,https://github.com/zhaque/django-subscription,,2009-05-25 10:52:48,2020-09-24 17:57:10,2013-05-02 23:27:40,62.0,,49.0,5.0,6.0,2.0,3.0,185.0,,,,Subscriptions or Recurring Billing App for django.,,,11.0,https://pypi.org/project/django-subscription,131.0,131.0,9,False,3.0,,,,,,
218,cookiecutter-django-crud,wildfish/cookiecutter-django-crud,cookiecutter-django-crud,[],reusable-app-templates,https://github.com/wildfish/cookiecutter-django-crud,https://github.com/wildfish/cookiecutter-django-crud,BSD-3-Clause,2013-09-20 17:11:23,2015-12-10 16:38:04,2015-12-10 16:37:59,51.0,,32.0,7.0,6.0,,3.0,68.0,,,,"A cookiecutter template to create a Django app around a model with CRUD views using django-vanilla-views, a..",,,4.0,https://pypi.org/project/cookiecutter-django-crud,,,9,False,2.0,,,,,,
219,sos-django-template,erayerdin/sos-django-template,,[],project-templates,https://github.com/erayerdin/sos-django-template,https://github.com/erayerdin/sos-django-template,WTFPL,2019-06-30 03:31:46,2022-03-03 20:49:10,2022-03-03 20:47:33,95.0,,2.0,3.0,29.0,5.0,29.0,23.0,2022-03-03 20:49:58,0.7.0,5.0,"SOS Django Template is a starter template for new Django projects with modern defaults, power cable included.",,,,,,,9,False,3.0,,,,,,
220,django-discord-integration,Ninjaclasher/django-discord-integration,django-discord-integration,[],messaging,https://github.com/Ninjaclasher/django-discord-integration,https://github.com/Ninjaclasher/django-discord-integration,AGPL-3.0,2019-05-12 19:51:58,2024-05-28 17:29:33,2024-05-28 17:28:12,48.0,,1.0,3.0,1.0,1.0,2.0,22.0,2024-05-28 17:29:05,1.2.8,4.0,"Discord integration for Django, supporting error reporting via webhooks.",7.0,7.0,2.0,https://pypi.org/project/django-discord-integration,1094.0,1094.0,9,True,3.0,,,,,,
221,cookiecutter-django-app,edx-unsupported/cookiecutter-django-app,cookiecutter-django-app,[],reusable-app-templates,https://github.com/edx/cookiecutter-django-app,https://github.com/edx/cookiecutter-django-app,Apache-2.0,2016-07-05 18:49:15,2020-05-21 16:07:49,2020-05-21 16:07:38,124.0,,5.0,63.0,67.0,,,16.0,,,,A cookiecutter template for creating reusable Django packages (installable apps) quickly.,,,21.0,https://pypi.org/project/cookiecutter-django-app,,,9,False,2.0,edx/cookiecutter-django-app,,,,,
222,django-fsm-freeze,ming-tung/django-fsm-freeze,django-fsm-freeze,[],finite-state-machine,https://github.com/ming-tung/django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,MIT,2021-06-11 15:38:15,2024-04-15 23:18:26,2024-01-03 16:18:35,110.0,,2.0,1.0,133.0,,4.0,4.0,2021-08-24 14:35:00,0.1.9,9.0,django-fsm data immutability support.,2.0,2.0,3.0,https://pypi.org/project/django-fsm-freeze,247.0,247.0,9,False,3.0,,,,,,
223,django-locking,debrouwere/django-locking,django-locking,[],locking,https://github.com/debrouwere/django-locking,https://github.com/debrouwere/django-locking,,2010-06-01 20:20:54,2019-09-15 22:09:45,2012-02-15 16:11:21,21.0,,12.0,5.0,9.0,,,134.0,,,,"Prevents users from doing concurrent editing in Django. Works out of the box in the admin interface, or you can..",7.0,7.0,3.0,https://pypi.org/project/django-locking,55.0,55.0,8,False,3.0,,,,,,
224,django-minio,maddevsio/django_minio,django-minio,[],storage,https://github.com/maddevsio/django_minio,https://github.com/maddevsio/django_minio,,2016-06-29 09:48:43,2019-04-02 17:08:55,2019-04-02 17:08:54,39.0,,15.0,6.0,4.0,1.0,4.0,65.0,,,,Django app to use Minio Server as file storage.,,,4.0,https://pypi.org/project/django-minio,321.0,321.0,8,False,3.0,,,,,,
225,django-oauthost,idlesign/django-oauthost,django-oauthost,[],authentication-authorization,https://github.com/idlesign/django-oauthost,https://github.com/idlesign/django-oauthost,BSD-3-Clause,2011-11-06 14:47:51,2022-02-04 12:50:22,2022-02-04 12:50:18,144.0,,,4.0,1.0,1.0,2.0,25.0,,,,"Reusable application for Django, introducing OAuth2 server functionality.",5.0,5.0,2.0,https://pypi.org/project/django-oauthost,227.0,227.0,8,True,3.0,,,,,,
226,django-address-model,agusmakmun/django-address-model,django-address-model,[],fields-addresses,https://github.com/agusmakmun/django-address-model,https://github.com/agusmakmun/django-address-model,MIT,2019-08-10 11:31:13,2020-11-18 09:48:51,2020-11-18 09:46:12,14.0,,5.0,2.0,1.0,2.0,,14.0,2020-11-18 09:49:40,1.0.4,1.0,"django abstract model that provide the complete address, eg: no, na/rt, ca/rw, village/desa, sub district/kecamatan,..",8.0,8.0,,https://pypi.org/project/django-address-model,134.0,134.0,8,False,3.0,,,,,,
227,django-loguru,tarsil/django-loguru,django-loguru,[],logging,https://github.com/tarsil/django-loguru,https://github.com/tarsil/django-loguru,MIT,2021-11-29 14:24:04,2022-05-23 15:41:31,2022-05-23 15:41:31,10.0,,2.0,2.0,1.0,1.0,,10.0,,,,A middleware to log the requests and responses using loguru.,18.0,18.0,2.0,https://pypi.org/project/django-loguru,1627.0,1627.0,8,False,3.0,,,,,,
228,django-webpack-starter,khadegd/django-webpack-starter,,[],project-templates,https://github.com/khadegd/django-webpack-starter,https://github.com/khadegd/django-webpack-starter,MIT,2017-10-12 03:03:24,2023-01-06 01:57:21,2020-11-05 16:12:57,30.0,,2.0,1.0,49.0,1.0,2.0,59.0,2020-11-05 16:16:12,1.2.1,2.0,"Django Webpack starter template for using Webpack 5 with Django 3.1 & Bootstrap 4. Yes, it can hot-reload.",,,,,,,7,True,3.0,,,,,,
229,django-app-template,mlavin/django-app-template,,[],reusable-app-templates,https://github.com/mlavin/django-app-template,https://github.com/mlavin/django-app-template,BSD-2-Clause,2012-08-09 00:36:55,2014-06-29 18:45:14,2014-06-29 18:45:08,19.0,,15.0,8.0,2.0,2.0,3.0,54.0,,,,A handy template for creating a new reusable Django application.,,,4.0,,,,7,False,3.0,,,,,,
230,django-ninja-auth,mugartec/django-ninja-auth,django-ninja-auth,[],restful-api-ninja,https://github.com/mugartec/django-ninja-auth,https://github.com/mugartec/django-ninja-auth,WTFPL,2021-07-21 19:04:17,2023-09-27 22:24:48,2023-08-17 16:58:21,24.0,,5.0,2.0,5.0,2.0,3.0,35.0,,,,,,,6.0,https://pypi.org/project/django-ninja-auth,209.0,209.0,7,False,3.0,,,,,,
231,django-stripe-subscriptions,duplxey/django-stripe-subscriptions,django-stripe-subscriptions,[],payment-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,MIT,2020-09-15 21:07:04,2022-07-20 22:36:54,2022-07-20 22:36:53,29.0,,11.0,4.0,4.0,3.0,1.0,35.0,,,,How to handle subscription payments with Django and Stripe.,,,3.0,https://pypi.org/project/django-stripe-subscriptions,,,7,True,3.0,,,,,,
232,eventsourcing-eventstoredb,pyeventsourcing/eventsourcing-eventstoredb,eventsourcing-eventstoredb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,BSD-3-Clause,2021-07-15 13:43:52,2024-11-08 03:13:07,2024-11-08 03:12:53,44.0,,1.0,1.0,2.0,,,17.0,,,,Python package for eventsourcing with EventStoreDB.,3.0,3.0,2.0,https://pypi.org/project/eventsourcing-eventstoredb,452.0,452.0,7,False,3.0,,,,,,
233,Linaro Automated Validation Architecture (LAVA),,,[],test-automation-system,,https://gitlab.com/lava/lava,,2023-07-10 08:22:03,2023-07-10 08:22:03,,,,39.0,,,113.0,328.0,14.0,,,8.0,LAVA is a continuous integration system for deploying operating systems onto physical and virtual hardware for running..,,,,,,,7,False,3.0,,,,,lava/lava,https://gitlab.com/lava/lava
234,eventsourcing-dynamodb,pyeventsourcing/eventsourcing-dynamodb,eventsourcing-dynamodb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-dynamodb,https://github.com/pyeventsourcing/eventsourcing-dynamodb,BSD-3-Clause,2021-07-15 13:42:53,2025-02-28 14:15:56,2025-02-28 14:15:50,29.0,24.0,2.0,1.0,4.0,,,7.0,,,,Python package for eventsourcing with DynamoDB.,,,5.0,https://pypi.org/project/eventsourcing-dynamodb,,,7,False,3.0,,,3.0,,,
235,django-reusable-app-template,bitlabstudio/django-reusable-app-template,,[],reusable-app-templates,https://github.com/bitlabstudio/django-reusable-app-template,https://github.com/bitlabstudio/django-reusable-app-template,,2013-06-08 12:05:01,2016-12-20 09:09:58,2016-12-20 09:09:10,91.0,,17.0,7.0,13.0,1.0,7.0,96.0,,,,"A template for kickstarting reusable Django apps, ready to be published on pypi.python.org, ready for test driven..",,,9.0,,,,6,False,3.0,,,,,,
236,django-base-template,Alex-CodeLab/django-base-template,,[],project-templates,https://github.com/Alex-CodeLab/django-base-template,https://github.com/Alex-CodeLab/django-base-template,,2015-07-26 18:36:02,2023-06-30 12:58:29,2023-06-30 12:58:29,101.0,,19.0,7.0,3.0,,5.0,71.0,2016-10-13 18:56:19,1.10,1.0,"Project Template for Django + Bootstrap3 + pre-configured apps (like Allauth, django_compressor ). Probably the..",,,3.0,,,,6,True,3.0,,,,,,
237,django-searchable-encrypted-fields,,django-searchable-encrypted-fields,[],encrpyted-fields,,https://gitlab.com/guywillett/django-searchable-encrypted-fields,,2019-04-09 15:14:16,2019-04-09 15:14:16,,,,2.0,,,3.0,15.0,9.0,,,4.0,,,,,https://pypi.org/project/django-searchable-encrypted-fields,29923.0,29923.0,6,False,3.0,,,,,guywillett/django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields
238,Avocado (fully automated testing primarily designed to test the Linux kernel) server backend.,avocado-framework/avocado-server,,[],test-automation-system,https://github.com/avocado-framework/avocado-server,https://github.com/avocado-framework/avocado-server,,2014-04-30 17:16:07,2017-12-15 05:20:37,2017-01-02 15:11:56,180.0,,12.0,13.0,54.0,4.0,3.0,3.0,,,,REST based interface for applications to interact with an avocado server.,,,5.0,,,,6,False,3.0,,,,,,
239,django-channels-discord,AdvocatesInc/django-channels-discord,django-channels-discord,[],messaging,https://github.com/AdvocatesInc/django-channels-discord,https://github.com/AdvocatesInc/django-channels-discord,MIT,2019-06-12 18:59:13,2022-02-14 14:17:21,2022-02-08 05:58:49,9.0,,1.0,2.0,,1.0,2.0,12.0,2022-01-12 02:01:46,0.2.0,4.0,An interface server connecting Djangos Channels and Discord.,,,,https://pypi.org/project/django-channels-discord,,,5,False,3.0,,,,,,
240,python-library-template,Opus10/python-library-template,,[],reusable-app-templates,https://github.com/AmbitionEng/python-library-template,https://github.com/AmbitionEng/python-library-template,,2021-05-29 20:05:57,2024-12-15 21:07:40,2024-12-15 21:07:36,69.0,3.0,3.0,3.0,23.0,,,5.0,,,,The template for all public libraries by Ambition.,,,7.0,,,,5,False,3.0,AmbitionEng/python-library-template,,,,,
