,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,updated_github_id,new_addition,gitlab_id,gitlab_url
12,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2023-07-17 17:03:28,2023-03-02 22:09:52,588.0,,295.0,36.0,254.0,58.0,168.0,2803,2023-03-02 22:11:27,0.10.0,16.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,178282.0,178282.0,84.0,https://pypi.org/project/django-environ,1453180.0,1453180.0,35,True,1,15.0,,,,,
13,django-allauth,pennersr/django-allauth,django-allauth,[],authentication-authorization,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2023-08-23 18:29:01,2023-08-23 17:34:01,2652.0,112.0,2719.0,186.0,1372.0,138.0,1862.0,8172,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",10.0,10.0,646.0,https://pypi.org/project/django-allauth,725563.0,725563.0,34,True,1,,,,,,
14,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2023-08-22 02:04:59,2023-08-11 15:24:58,943.0,26.0,713.0,72.0,597.0,126.0,661.0,4125,2023-08-09 22:12:46,3.1.5,48.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",13482.0,13482.0,213.0,https://pypi.org/project/graphene-django,432330.0,432330.0,34,True,2,,,,,,
15,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2023-08-23 15:53:41,2023-08-09 16:09:04,567.0,6.0,293.0,24.0,360.0,8.0,198.0,1403,2023-04-26 20:43:40,7.1.0,9.0,A django model and form field for normalised phone numbers using python-phonenumbers.,22153.0,22153.0,114.0,https://pypi.org/project/django-phonenumber-field,749916.0,749916.0,34,True,1,13.0,,,,,
16,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2023-08-23 18:15:00,2023-08-23 09:54:22,20637.0,202.0,4909.0,377.0,8681.0,563.0,3307.0,18913,2023-08-23 14:01:41,3.14.12,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,277.0,https://pypi.org/project/saleor,33.0,36.0,33,True,2,15.0,,,,,
17,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-08-17 14:51:54,2023-08-17 14:50:14,897.0,62.0,286.0,68.0,221.0,170.0,367.0,4827,2023-06-08 15:42:14,0.22.2,33.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1562.0,1562.0,95.0,https://pypi.org/project/django-ninja,155334.0,155334.0,33,True,1,,,,,,
18,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-08-23 18:30:29,2023-08-15 09:22:02,2923.0,208.0,433.0,44.0,2166.0,308.0,490.0,3396,2023-08-15 09:22:31,0.204.0,100.0,A GraphQL library for Python that leverages type annotations.,2127.0,2127.0,219.0,https://pypi.org/project/strawberry,452.0,526.0,33,True,2,371.0,,,,,
19,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2023-06-28 12:32:29,2023-06-28 12:15:08,1169.0,14.0,212.0,39.0,489.0,18.0,140.0,1005,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,133746.0,133746.0,138.0,https://pypi.org/project/django-bootstrap4,171458.0,171458.0,33,True,1,,,,,,
20,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2023-05-21 16:15:51,2023-05-21 16:15:51,1501.0,,452.0,58.0,305.0,14.0,625.0,2906,2022-11-12 14:45:12,5.0.4,8.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7142.0,7142.0,186.0,https://pypi.org/project/django-reversion,290427.0,290427.0,32,True,2,,,,,,
21,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2023-07-23 18:31:37,2023-06-28 18:59:37,1023.0,23.0,678.0,107.0,594.0,4.0,291.0,2323,,,,Bootstrap 3 integration with Django.,18470.0,18470.0,99.0,https://pypi.org/project/django-bootstrap3,83891.0,83891.0,31,True,2,,,,,,
22,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2023-08-23 05:59:52,2023-06-02 03:24:02,609.0,5.0,265.0,29.0,289.0,82.0,249.0,1681,2023-05-14 01:33:35,2.8.1,10.0,A simple app that provides django integration for RQ (Redis Queue).,2856.0,2856.0,118.0,https://pypi.org/project/django-rq,185980.0,185980.0,31,True,3,,,,,,
23,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2023-08-21 18:31:48,2023-08-05 07:23:19,759.0,17.0,145.0,33.0,120.0,18.0,162.0,1478,2023-05-10 23:39:26,0.26.0,51.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3176.0,3176.0,33.0,https://pypi.org/project/django-admin-interface,70909.0,70909.0,31,True,1,,,,,,
24,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2023-08-23 14:20:53,2023-08-15 15:12:49,742.0,9.0,389.0,41.0,308.0,79.0,261.0,1453,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,992.0,992.0,90.0,https://pypi.org/project/django-two-factor-auth,187857.0,187857.0,31,True,1,,-1.0,,,,
25,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2023-08-19 23:03:44,2023-08-14 08:15:18,949.0,10.0,292.0,57.0,280.0,193.0,420.0,1182,2023-05-18 13:21:07,3.5.0,45.0,Django tenants using PostgreSQL Schemas.,585.0,585.0,103.0,https://pypi.org/project/django-tenants,71746.0,71746.0,31,True,1,,,,,,
26,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-08-04 09:46:11,2023-08-04 09:45:28,555.0,12.0,149.0,17.0,100.0,50.0,170.0,793,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,4679.0,4679.0,24.0,https://pypi.org/project/django-graphql-jwt,109276.0,109276.0,31,True,3,,,,,,
27,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2023-08-22 16:14:50,2023-08-22 05:04:29,2287.0,20.0,337.0,35.0,186.0,128.0,147.0,1846,2023-03-31 07:02:30,5.2.0,3.0,Python Social Auth - Application - Django.,33793.0,33793.0,323.0,https://pypi.org/project/social-app-django,,,30,True,2,,,,,,
28,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2023-08-18 10:55:29,2023-02-02 11:52:14,1032.0,,216.0,34.0,254.0,90.0,143.0,1335,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,5757.0,5757.0,62.0,https://pypi.org/project/django-jazzmin,101210.0,101210.0,30,True,2,,,,,,
29,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2023-07-27 10:09:24,2023-07-26 04:55:12,428.0,3.0,232.0,22.0,288.0,38.0,163.0,1009,2023-07-26 04:57:50,4.0.0,23.0,A feature flipper for Django.,1211.0,1211.0,116.0,https://pypi.org/project/django-waffle,391661.0,391661.0,30,True,1,,,,,,
30,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2023-08-20 19:32:09,2023-08-01 06:27:53,765.0,22.0,169.0,18.0,156.0,39.0,168.0,646,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2035.0,2035.0,84.0,https://pypi.org/project/django-admin-sortable2,187246.0,187246.0,30,True,2,,,,,,
31,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2023-08-07 06:45:50,2022-03-25 21:42:47,1062.0,,531.0,83.0,351.0,126.0,322.0,3430,,,,Per object permissions for Django.,6105.0,6105.0,159.0,https://pypi.org/project/django-guardian,481360.0,481360.0,29,True,2,,,,,,
32,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2023-08-16 08:39:23,2023-01-19 10:56:01,341.0,,267.0,44.0,142.0,18.0,137.0,2232,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1476.0,1476.0,67.0,https://pypi.org/project/django-fsm,295253.0,295253.0,29,True,1,,,,,,
33,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2023-04-06 17:32:52,2021-06-26 12:04:16,1246.0,,225.0,53.0,309.0,272.0,146.0,1739,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1442.0,1442.0,62.0,https://pypi.org/project/django-q,63231.0,63231.0,29,True,3,,,,,,
34,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2023-08-21 21:20:52,2023-08-21 21:20:18,637.0,4.0,282.0,33.0,255.0,26.0,246.0,1588,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1767.0,1767.0,140.0,https://pypi.org/project/django-constance,199800.0,199800.0,29,True,2,,,,,,
35,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2023-08-14 20:15:54,2022-12-12 10:26:16,471.0,,183.0,22.0,219.0,62.0,207.0,779,2022-09-27 23:25:03,4.0.2,3.0,Management commands to help backup and restore your project database and media files.,1555.0,1555.0,64.0,https://pypi.org/project/django-dbbackup,64257.0,64257.0,29,True,3,,,,,,
36,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2023-08-23 08:23:38,2023-08-10 21:39:06,613.0,11.0,587.0,55.0,325.0,109.0,312.0,3544,2023-08-11 10:54:55,5.3.0,10.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,104.0,https://pypi.org/project/djangorestframework-simplejwt,1436011.0,1436011.0,28,True,3,,,,,,
37,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2023-08-15 14:53:51,2023-08-15 14:45:49,1892.0,4.0,632.0,95.0,322.0,4.0,694.0,3467,,,,A jazzy skin for the Django Admin-Interface (official repository).,5760.0,5760.0,83.0,https://pypi.org/project/django-grappelli,158435.0,158435.0,28,True,2,,,,,,
38,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2023-08-22 17:09:01,2023-08-22 17:08:55,1259.0,11.0,708.0,68.0,534.0,169.0,604.0,2885,2023-05-31 20:51:13,2.3.0,26.0,OAuth2 goodies for the Djangonauts!.,,,230.0,https://pypi.org/project/django-oauth-toolkit,463831.0,463831.0,28,True,2,,,,,,
39,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/kmmbvnr/django-material,https://github.com/kmmbvnr/django-material,BSD-3-Clause,2015-01-16 07:17:33,2023-04-12 06:12:45,2023-04-12 06:12:40,887.0,,412.0,91.0,121.0,20.0,393.0,2484,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1746.0,1746.0,41.0,https://pypi.org/project/django-material,13245.0,13245.0,28,True,2,,,kmmbvnr/django-material,,,
40,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2023-08-22 10:20:43,2023-08-22 10:20:42,469.0,12.0,334.0,23.0,316.0,49.0,189.0,860,,,15.0,A Django app that keeps a log of changes made to an object.,722.0,722.0,68.0,https://pypi.org/project/django-auditlog,214686.0,214688.0,28,True,2,305.0,,,,,
41,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,MIT,2020-10-30 17:12:01,2023-08-22 22:16:08,2023-08-21 16:58:51,527.0,84.0,70.0,17.0,160.0,54.0,130.0,291,2023-08-02 16:56:32,0.16.0,36.0,Strawberry GraphQL Django extension.,305.0,305.0,50.0,https://pypi.org/project/strawberry-graphql-django,61927.0,61927.0,28,True,3,,,,,,
42,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-07-02 19:48:21,2023-07-02 19:48:20,637.0,7.0,392.0,69.0,225.0,142.0,327.0,1408,2017-06-03 11:58:30,1.9.0,1.0,Tenant support for Django using PostgreSQL schemas.,386.0,386.0,75.0,https://pypi.org/project/django-tenant-schemas,14579.0,14579.0,27,True,2,,,,,,
43,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2023-08-21 07:46:26,2023-08-21 07:46:23,490.0,13.0,62.0,18.0,450.0,4.0,40.0,1013,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2155.0,2155.0,23.0,https://pypi.org/project/django-split-settings,92767.0,92767.0,27,True,3,,,,,,
44,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2023-07-26 14:17:35,2023-04-04 10:56:38,482.0,,128.0,20.0,172.0,47.0,145.0,999,2023-04-04 15:13:44,2.4.1,8.0,A helper for organizing Django project settings by relying on well established programming patterns.,2735.0,2735.0,64.0,https://pypi.org/project/django-configurations,118348.0,118348.0,27,True,3,,,,,,
45,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-08-21 08:11:23,2023-08-17 12:42:55,335.0,30.0,80.0,11.0,308.0,25.0,99.0,700,2023-08-17 12:44:22,1.14.0,18.0,Object factory for Django.,3214.0,3214.0,48.0,https://pypi.org/project/model_bakery,454352.0,454352.0,27,True,1,,,,,,
46,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-08-21 08:11:23,2023-08-17 12:42:55,335.0,30.0,80.0,11.0,308.0,25.0,99.0,700,2023-08-17 12:44:22,1.14.0,18.0,Object factory for Django.,3214.0,3214.0,48.0,https://pypi.org/project/model-bakery/,454352.0,454352.0,27,True,1,,,,,,
47,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2023-04-20 00:52:52,2022-11-02 08:25:54,5304.0,,1563.0,254.0,981.0,40.0,1011.0,4644,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,326.0,https://pypi.org/project/mezzanine,2751.0,2751.0,26,True,3,,,,,,
48,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,667.0,118.0,177.0,218.0,126.0,3454,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3028.0,3028.0,29.0,https://pypi.org/project/django-jet,18208.0,18208.0,26,True,3,,,,,,
49,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2022-04-08 09:00:09,2021-02-28 18:04:57,5402.0,,972.0,171.0,500.0,86.0,292.0,3037,,,,A Django based shop system.,216.0,216.0,96.0,https://pypi.org/project/django-shop,5937.0,5937.0,26,True,3,,,,,,
50,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2023-08-21 07:45:42,2023-08-21 07:45:39,389.0,21.0,27.0,9.0,324.0,12.0,48.0,439,2023-04-29 15:21:09,1.3.0,7.0,"Test django schema and data migrations, including migrations order and best practices.",597.0,597.0,18.0,https://pypi.org/project/django-test-migrations,107102.0,107102.0,26,True,2,,,,,,
51,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2023-08-01 08:16:43,2023-07-10 13:20:03,157.0,4.0,131.0,9.0,80.0,28.0,72.0,384,2022-09-15 12:29:55,1.3.0,18.0,"An extension of django rest framework, providing a configurable password reset strategy.",2751.0,2751.0,34.0,https://pypi.org/project/django-rest-passwordreset,363503.0,363503.0,26,True,3,,,,,,
52,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2023-07-27 11:52:10,2023-05-16 00:27:37,1035.0,,215.0,19.0,213.0,56.0,140.0,373,2023-05-05 20:26:17,0.8.0,21.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,264.0,264.0,70.0,https://pypi.org/project/django-oidc-provider,11024.0,11024.0,26,True,2,,,,,,
53,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2023-08-20 03:02:43,2023-08-20 03:02:43,643.0,5.0,159.0,18.0,183.0,1.0,149.0,357,2022-01-09 02:06:44,4.3.0,26.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",463.0,463.0,83.0,https://pypi.org/project/django-cas-ng,15726.0,15730.0,26,True,2,539.0,1.0,,,,
54,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2023-08-16 07:22:30,2023-08-16 07:22:30,985.0,10.0,364.0,41.0,481.0,161.0,392.0,3171,,,,A test fixtures replacement for Python.,,,128.0,https://pypi.org/project/factory_boy,3034821.0,3034821.0,25,True,3,,,,,,
