,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,updated_github_id,new_addition,gitlab_id,gitlab_url
10,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-09-04 23:32:33,2023-08-30 21:41:17,1754.0,7.0,793.0,142.0,537.0,102.0,874.0,7792,2023-07-26 06:47:55,3.3.0,59.0,GraphQL framework for Python.,18835.0,18835.0,206.0,https://pypi.org/project/graphene,1666153.0,1666153.0,36,True,1,,-1.0,,,,
11,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2023-09-29 14:57:13,2023-09-01 19:02:16,636.0,22.0,297.0,36.0,269.0,58.0,176.0,2825,2023-09-01 21:08:14,0.11.2,19.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,188109.0,188109.0,93.0,https://pypi.org/project/django-environ,1666903.0,1666903.0,36,True,1,37.0,,,,,
12,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2023-09-28 14:58:18,2023-09-28 12:09:42,8957.0,26.0,2067.0,268.0,2693.0,70.0,1399.0,5866,2022-12-23 15:54:06,3.2,6.0,Domain-driven e-commerce for Django.,1025.0,1025.0,352.0,https://pypi.org/project/django-oscar,14172.0,14172.0,35,True,1,,,,,,
13,django-allauth,pennersr/django-allauth,django-allauth,[],authentication-authorization,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2023-09-30 16:25:39,2023-09-24 19:34:55,2745.0,174.0,2746.0,184.0,1396.0,89.0,1957.0,8322,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",15.0,15.0,657.0,https://pypi.org/project/django-allauth,752697.0,752697.0,34,True,1,,,,,,
14,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2023-09-24 18:14:40,2023-09-18 15:23:53,948.0,22.0,718.0,72.0,604.0,125.0,667.0,4142,2023-08-09 22:12:46,3.1.5,48.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",13645.0,13645.0,217.0,https://pypi.org/project/graphene-django,422298.0,422298.0,34,True,2,,,,,,
15,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2023-09-29 17:18:09,2023-09-29 17:17:28,1507.0,6.0,454.0,57.0,307.0,13.0,627.0,2914,2023-09-29 17:18:16,5.0.6,10.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7181.0,7181.0,188.0,https://pypi.org/project/django-reversion,299369.0,299369.0,34,True,2,,2.0,,,,
16,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2023-09-30 17:45:28,2023-09-30 17:45:27,1084.0,38.0,776.0,41.0,670.0,116.0,531.0,2499,,,,https://django-storages.readthedocs.io/.,153452.0,153452.0,254.0,https://pypi.org/project/django-storages,2517695.0,2517695.0,34,True,1,,9.0,,,,
17,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2023-09-29 16:49:07,2023-09-29 09:42:54,20782.0,263.0,4967.0,375.0,8913.0,599.0,3376.0,19107,2023-09-29 09:46:02,3.16.2,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,281.0,https://pypi.org/project/saleor,26.0,30.0,33,True,2,21.0,,,,,
18,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-09-29 16:06:49,2023-09-26 08:50:05,945.0,85.0,300.0,71.0,230.0,176.0,385.0,5012,2023-06-08 15:42:14,0.22.2,34.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1654.0,1654.0,101.0,https://pypi.org/project/django-ninja,166976.0,166976.0,33,True,1,,,,,,
19,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2023-09-29 15:59:32,2023-09-29 15:27:52,3221.0,72.0,445.0,32.0,983.0,63.0,879.0,1465,2023-08-08 11:58:56,2.8.1,70.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,824.0,824.0,124.0,https://pypi.org/project/dj-stripe,69531.0,69531.0,33,True,1,,,,,,
20,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2023-09-11 12:37:42,2023-09-11 12:37:39,570.0,9.0,292.0,24.0,362.0,11.0,199.0,1410,2023-04-26 20:43:40,7.1.0,9.0,A django model and form field for normalised phone numbers using python-phonenumbers.,22685.0,22685.0,114.0,https://pypi.org/project/django-phonenumber-field,744689.0,744689.0,33,True,1,14.0,,,,,
21,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-09-30 18:37:45,2023-09-24 13:38:24,2956.0,137.0,440.0,43.0,2213.0,326.0,497.0,3462,2023-09-24 10:54:06,0.209.2,100.0,A GraphQL library for Python that leverages type annotations.,2247.0,2247.0,222.0,https://pypi.org/project/strawberry,429.0,490.0,32,True,2,367.0,,,,,
22,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2023-09-05 09:17:05,2023-06-28 12:15:08,1169.0,,213.0,38.0,490.0,18.0,140.0,1014,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,140632.0,140632.0,138.0,https://pypi.org/project/django-bootstrap4,178847.0,178847.0,32,True,1,,,,,,
23,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2023-09-26 05:44:29,2023-09-26 05:44:28,2301.0,25.0,345.0,34.0,201.0,129.0,153.0,1864,2023-09-01 11:29:56,5.3.0,4.0,Python Social Auth - Application - Django.,35080.0,35080.0,325.0,https://pypi.org/project/social-app-django,,,31,True,1,,2.0,,,,
24,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2023-08-30 06:48:00,2023-08-29 03:06:16,612.0,3.0,265.0,29.0,290.0,87.0,249.0,1694,2023-05-14 01:33:35,2.8.1,10.0,A simple app that provides django integration for RQ (Redis Queue).,2916.0,2916.0,119.0,https://pypi.org/project/django-rq,420355.0,420355.0,31,True,3,,,,,,
25,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2023-10-01 00:09:18,2023-09-28 20:38:04,773.0,18.0,148.0,33.0,129.0,14.0,171.0,1510,2023-09-05 16:49:16,0.26.1,52.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3258.0,3258.0,34.0,https://pypi.org/project/django-admin-interface,83738.0,83738.0,31,True,1,,,,,,
26,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2023-09-22 07:15:22,2023-09-22 06:41:25,753.0,17.0,396.0,41.0,321.0,81.0,268.0,1474,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1082.0,1082.0,93.0,https://pypi.org/project/django-two-factor-auth,174825.0,174825.0,31,True,1,,,,,,
27,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2023-09-26 04:50:29,2023-09-26 04:50:25,360.0,10.0,378.0,45.0,258.0,80.0,300.0,1418,2023-03-14 10:02:48,2.5.0,14.0,Celery Periodic Tasks backed by the Django ORM.,16064.0,16064.0,110.0,https://pypi.org/project/django-celery-beat,1069868.0,1069868.0,31,True,3,,7.0,,,,
28,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2023-09-18 16:39:41,2023-08-30 20:50:40,952.0,10.0,301.0,58.0,283.0,199.0,421.0,1230,2023-05-18 13:21:07,3.5.0,45.0,Django tenants using PostgreSQL Schemas.,612.0,612.0,104.0,https://pypi.org/project/django-tenants,80749.0,80749.0,31,True,1,,,,,,
29,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-08-04 09:46:11,2023-08-04 09:45:28,555.0,12.0,150.0,17.0,100.0,52.0,170.0,794,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,4754.0,4754.0,24.0,https://pypi.org/project/django-graphql-jwt,106905.0,106905.0,31,True,3,,,,,,
30,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2023-09-14 23:05:25,2023-06-28 18:59:37,1023.0,,677.0,106.0,595.0,4.0,291.0,2322,,,,Bootstrap 3 integration with Django.,18543.0,18543.0,99.0,https://pypi.org/project/django-bootstrap3,86528.0,86528.0,30,True,2,,,,,,
31,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2023-09-27 21:50:07,2021-06-26 12:04:16,1246.0,,226.0,53.0,310.0,272.0,146.0,1749,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1469.0,1469.0,62.0,https://pypi.org/project/django-q,64930.0,64930.0,30,True,3,,,,,,
32,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2023-09-11 16:51:31,2023-02-02 11:52:14,1032.0,,219.0,34.0,256.0,96.0,144.0,1354,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,6292.0,6292.0,62.0,https://pypi.org/project/django-jazzmin,99890.0,99890.0,30,True,2,,,,,,
33,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2023-09-27 10:59:54,2023-09-21 12:49:46,1912.0,24.0,637.0,94.0,327.0,4.0,700.0,3490,,,,A jazzy skin for the Django Admin-Interface (official repository).,5845.0,5845.0,84.0,https://pypi.org/project/django-grappelli,169256.0,169256.0,29,True,2,,,,,,
34,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2023-08-16 08:39:23,2023-01-19 10:56:01,341.0,,270.0,43.0,142.0,19.0,137.0,2251,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1495.0,1495.0,67.0,https://pypi.org/project/django-fsm,272665.0,272665.0,29,True,1,,,,,,
35,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2023-08-21 21:20:52,2023-08-21 21:20:18,637.0,3.0,282.0,33.0,255.0,29.0,245.0,1603,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1795.0,1795.0,140.0,https://pypi.org/project/django-constance,213908.0,213908.0,29,True,2,,,,,,
36,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-08-27 13:05:42,2023-07-02 19:48:20,637.0,,393.0,68.0,225.0,143.0,327.0,1414,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,395.0,395.0,75.0,https://pypi.org/project/django-tenant-schemas,17218.0,17218.0,29,True,2,,,,,,
37,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2023-07-27 10:09:24,2023-07-26 04:55:12,428.0,3.0,232.0,22.0,288.0,39.0,163.0,1028,2023-07-26 04:57:50,4.0.0,23.0,A feature flipper for Django.,1238.0,1238.0,116.0,https://pypi.org/project/django-waffle,426348.0,426348.0,29,True,1,,,,,,
38,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2023-09-25 20:50:55,2022-12-12 10:26:16,471.0,,183.0,22.0,219.0,65.0,207.0,794,2022-09-27 23:25:03,4.0.2,3.0,Management commands to help backup and restore your project database and media files.,1597.0,1597.0,64.0,https://pypi.org/project/django-dbbackup,69213.0,69213.0,29,True,3,,,,,,
39,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2023-09-29 11:28:45,2023-09-29 11:25:41,769.0,24.0,170.0,18.0,158.0,40.0,168.0,655,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2078.0,2078.0,84.0,https://pypi.org/project/django-admin-sortable2,203571.0,203571.0,29,True,2,,,,,,
40,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2023-09-12 13:21:50,2022-03-25 21:42:47,1062.0,,534.0,83.0,354.0,126.0,322.0,3448,,,,Per object permissions for Django.,6187.0,6187.0,159.0,https://pypi.org/project/django-guardian,360462.0,360462.0,28,True,2,,,,,,
41,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2023-09-30 19:24:08,2023-09-26 16:52:34,1270.0,15.0,715.0,68.0,542.0,174.0,609.0,2905,2023-05-31 20:51:13,2.3.0,26.0,OAuth2 goodies for the Djangonauts!.,,,237.0,https://pypi.org/project/django-oauth-toolkit,526419.0,526419.0,28,True,2,,,,,,
42,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/kmmbvnr/django-material,https://github.com/kmmbvnr/django-material,BSD-3-Clause,2015-01-16 07:17:33,2023-04-12 06:12:45,2023-04-12 06:12:40,887.0,,414.0,91.0,121.0,20.0,393.0,2487,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1749.0,1749.0,41.0,https://pypi.org/project/django-material,13185.0,13185.0,28,True,3,,,kmmbvnr/django-material,,,
43,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2023-09-21 21:30:58,2023-09-21 21:30:55,335.0,8.0,206.0,19.0,161.0,57.0,81.0,931,2023-04-25 21:41:35,3.4.1,43.0,A Django email backend for Amazons Simple Email Service.,2535.0,2535.0,76.0,https://pypi.org/project/django-ses,502741.0,502741.0,28,True,1,,,,True,,
44,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2023-09-26 14:26:26,2023-09-26 14:26:26,481.0,22.0,338.0,23.0,329.0,48.0,191.0,908,,,16.0,A Django app that keeps a log of changes made to an object.,758.0,758.0,69.0,https://pypi.org/project/django-auditlog,215128.0,215130.0,28,True,2,305.0,,,,,
45,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2023-09-27 16:16:14,2023-09-27 16:16:14,652.0,12.0,160.0,18.0,185.0,,150.0,360,2023-09-06 03:34:00,5.0.0,27.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",468.0,468.0,85.0,https://pypi.org/project/django-cas-ng,19181.0,19185.0,28,True,2,539.0,,,,,
46,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,MIT,2020-10-30 17:12:01,2023-09-30 21:56:28,2023-09-30 17:58:37,555.0,100.0,76.0,17.0,179.0,59.0,141.0,313,2023-09-28 18:47:15,0.18.0,43.0,Strawberry GraphQL Django extension.,320.0,320.0,56.0,https://pypi.org/project/strawberry-graphql-django,60044.0,60044.0,28,True,3,,,,,,
47,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2023-09-17 13:15:46,2022-11-02 08:25:54,5304.0,,1566.0,251.0,982.0,40.0,1011.0,4651,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,326.0,https://pypi.org/project/mezzanine,2652.0,2652.0,27,True,3,,,,,,
48,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2023-09-25 20:54:31,2023-08-10 21:39:06,613.0,4.0,594.0,57.0,331.0,109.0,314.0,3595,2023-08-11 10:54:55,5.3.0,10.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,104.0,https://pypi.org/project/djangorestframework-simplejwt,1618537.0,1618537.0,27,True,3,,,,,,
49,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2023-09-15 07:11:35,2023-09-15 07:11:31,495.0,17.0,62.0,18.0,455.0,4.0,40.0,1022,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2249.0,2249.0,23.0,https://pypi.org/project/django-split-settings,95231.0,95231.0,27,True,3,,,,,,
50,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2023-09-27 12:06:30,2023-09-27 11:08:16,485.0,3.0,130.0,20.0,174.0,45.0,147.0,1010,2023-09-27 12:06:30,2.4.2,9.0,A helper for organizing Django project settings by relying on well established programming patterns.,2760.0,2760.0,66.0,https://pypi.org/project/django-configurations,133705.0,133705.0,27,True,3,,,,,,
51,django-post-office,ui/django-post_office,django-post-office,[],emails,https://github.com/ui/django-post_office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2023-08-29 01:08:51,2023-08-09 02:36:19,771.0,5.0,240.0,37.0,213.0,86.0,152.0,922,2023-08-08 12:58:21,3.7.1,8.0,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",77.0,77.0,78.0,https://pypi.org/project/django-post-office,40279.0,40279.0,27,True,3,,,,True,,
52,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-09-18 11:02:12,2023-09-18 11:02:07,346.0,35.0,80.0,11.0,315.0,24.0,100.0,716,2023-08-24 15:24:45,1.15.0,19.0,Object factory for Django.,3335.0,3335.0,48.0,https://pypi.org/project/model_bakery,458772.0,458772.0,27,True,1,,,,,,
53,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-09-18 11:02:12,2023-09-18 11:02:07,346.0,35.0,80.0,11.0,315.0,24.0,100.0,716,2023-08-24 15:24:45,1.15.0,19.0,Object factory for Django.,3335.0,3335.0,48.0,https://pypi.org/project/model-bakery/,458772.0,458772.0,27,True,1,,,,,,
54,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,668.0,118.0,177.0,218.0,126.0,3467,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3044.0,3044.0,29.0,https://pypi.org/project/django-jet,17522.0,17522.0,26,True,3,,,,,,
