,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,updated_github_id,github_release_downloads,trending,gitlab_id,gitlab_url
16,django-allauth,https://github.com/pennersr/django-allauth,,[],authentication-authorization,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",40,True,pennersr/django-allauth,django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2025-10-31 10:24:00,2025-10-31 10:18:16,3944.0,75.0,3019.0,197.0,1633.0,1.0,2402.0,10180.0,,,,272869.0,272869.0,792.0,https://pypi.org/project/django-allauth,1858267.0,1858267.0,1.0,,,,,
17,django-debug-toolbar,https://github.com/django-commons/django-debug-toolbar,,[],debugging,A configurable set of panels that display various debug information about the current request/response.,40,True,jazzband/django-debug-toolbar,django-debug-toolbar,https://github.com/django-commons/django-debug-toolbar,BSD-3-Clause,2008-08-28 06:58:04,2025-10-30 19:45:15,2025-10-30 19:33:25,2832.0,29.0,959.0,107.0,1237.0,67.0,925.0,8300.0,2025-10-30 19:50:59,6.1.0,30.0,105580.0,105580.0,318.0,https://pypi.org/project/django-debug-toolbar,5888825.0,5888827.0,1.0,django-commons/django-debug-toolbar,325.0,,,
18,django-import-export,https://github.com/django-import-export/django-import-export,,[],admin-interface-actions,Django application and library for importing and exporting data with admin integration.,39,True,django-import-export/django-import-export,django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22,2025-10-31 13:36:00,2025-10-31 13:35:50,1636.0,40.0,775.0,58.0,970.0,25.0,1102.0,3261.0,2025-10-31 13:21:56,4.3.13,58.0,132591.0,132591.0,240.0,https://pypi.org/project/django-import-export,1980321.0,1980321.0,1.0,,,,,
19,sentry,https://github.com/getsentry/sentry,,[],monitoring-framework,Developer-first error tracking and performance monitoring.,38,True,getsentry/sentry,,https://github.com/getsentry/sentry,,2010-08-30 22:06:41,2025-11-01 00:00:53,2025-10-31 22:50:37,93807.0,4438.0,4438.0,675.0,85033.0,1711.0,14290.0,42339.0,2025-10-15 17:40:25,25.10.0,100.0,575.0,575.0,991.0,,,96.0,1.0,,6166.0,,,
20,loguru,https://github.com/Delgan/loguru,,[],logging,Python logging made (stupidly) simple.,38,True,Delgan/loguru,loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32,2025-10-26 16:10:39,2025-10-26 16:10:23,987.0,23.0,750.0,138.0,276.0,228.0,903.0,22995.0,2024-12-06 11:25:42,0.7.3,22.0,143709.0,143709.0,68.0,https://pypi.org/project/loguru,45721244.0,45721244.0,1.0,,,,,
21,rq,https://github.com/rq/rq,,[],task-queues,Simple job queues for Python.,38,True,rq/rq,rq,https://github.com/rq/rq,,2011-11-14 10:53:48,2025-10-24 19:16:39,2025-10-11 13:17:09,2009.0,23.0,1432.0,199.0,1038.0,222.0,1000.0,10414.0,2025-09-06 03:15:36,2.6,41.0,20702.0,20702.0,344.0,https://pypi.org/project/rq,3788904.0,3788904.0,2.0,,,,,
22,graphene,https://github.com/graphql-python/graphene,,[],graphql-api,GraphQL framework for Python.,38,True,graphql-python/graphene,graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787.0,,802.0,140.0,572.0,90.0,912.0,8228.0,2024-11-09 20:43:58,3.4.3,63.0,29787.0,29787.0,211.0,https://pypi.org/project/graphene,24922964.0,24922964.0,1.0,,,1.0,,
23,django-extensions,https://github.com/django-extensions/django-extensions,,[],management-commands,This is a repository for collecting global custom management extensions for the Django Framework.,37,True,django-extensions/django-extensions,django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2025-10-03 07:03:35,2025-10-03 07:03:35,3746.0,5.0,1140.0,99.0,1034.0,175.0,752.0,6764.0,2025-04-11 01:17:50,4.1,8.0,270146.0,270146.0,604.0,https://pypi.org/project/django-extensions,8250592.0,8250592.0,1.0,,,,,
24,structlog,https://github.com/hynek/structlog,,[],logging,"Simple, powerful, and fast logging for Python.",37,True,hynek/structlog,structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58,2025-10-28 08:59:16,2025-10-28 08:59:11,1814.0,83.0,255.0,31.0,386.0,29.0,353.0,4334.0,2025-10-27 08:27:24,25.5.0,21.0,26313.0,26313.0,136.0,https://pypi.org/project/structlog,39173803.0,39173803.0,2.0,,,1.0,,
25,django-stubs,https://github.com/typeddjango/django-stubs,,[],type-stubs,PEP-484 stubs for Django.,37,True,typeddjango/django-stubs,django-stubs,https://github.com/typeddjango/django-stubs,MIT,2018-07-29 17:08:50,2025-10-31 06:28:55,2025-10-31 06:28:55,2210.0,92.0,429.0,15.0,2027.0,176.0,661.0,1829.0,2025-10-08 07:59:55,5.2.7,68.0,13568.0,13568.0,319.0,https://pypi.org/project/django-stubs,4082276.0,4082276.0,1.0,,,,,
26,django-oscar,https://github.com/django-oscar/django-oscar,,[],ecommerce-framework,Domain-driven e-commerce for Django.,36,True,django-oscar/django-oscar,django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2025-10-31 08:17:13,2025-10-31 08:08:20,9208.0,16.0,2216.0,269.0,2988.0,104.0,1422.0,6503.0,2025-10-29 11:55:42,4.1,12.0,1191.0,1191.0,377.0,https://pypi.org/project/django-oscar,45860.0,45860.0,1.0,,,,,
27,django-reversion,https://github.com/etianen/django-reversion,,[],fields-versioning,django-reversion is an extension to the Django web framework that provides version control for model instances.,36,True,etianen/django-reversion,django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2025-09-21 14:45:03,2025-09-21 14:45:03,1559.0,13.0,463.0,52.0,322.0,19.0,636.0,3131.0,2025-09-20 08:55:14,6.0.0,18.0,7832.0,7832.0,194.0,https://pypi.org/project/django-reversion,1141581.0,1141581.0,1.0,,,,,
28,django-simple-history,https://github.com/django-commons/django-simple-history,,[],fields-versioning,Store model history and view/revert changes from admin site.,36,True,jazzband/django-simple-history,django-simple-history,https://github.com/django-commons/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2025-10-27 18:16:24,2025-10-23 13:54:34,1438.0,16.0,471.0,42.0,923.0,152.0,466.0,2404.0,2025-06-20 20:25:04,3.10.1,42.0,7025.0,7025.0,189.0,https://pypi.org/project/django-simple-history,2396144.0,2396144.0,1.0,django-commons/django-simple-history,5.0,,,
29,pytest-django,https://github.com/pytest-dev/pytest-django,,[],testing,A Django plugin for pytest.,36,True,pytest-dev/pytest-django,pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2025-11-01 00:08:52,2025-10-14 09:26:07,1345.0,15.0,341.0,38.0,685.0,162.0,401.0,1492.0,2025-04-03 19:26:13,4.11.1,26.0,94240.0,94240.0,154.0,https://pypi.org/project/pytest-django,10490772.0,10490772.0,1.0,,,,,
30,JumpServer (Community Edition),https://github.com/jumpserver/jumpserver,,[],pam-framework,JumpServer is an open-source Privileged Access Management (PAM) platform that provides DevOps and IT teams with on-..,35,True,jumpserver/jumpserver,,https://github.com/jumpserver/jumpserver,GPL-3.0,2014-07-04 03:54:59,2025-10-31 09:19:52,2025-10-31 09:19:48,12683.0,210.0,5497.0,659.0,8689.0,45.0,7402.0,28933.0,2025-10-27 09:58:03,3.10.21,100.0,21.0,21.0,177.0,,,2661.0,1.0,,85173.0,,,
31,FastStream,https://github.com/ag2ai/faststream,,[],event-streaming,FastStream is a powerful and easy-to-use asynchronous Python framework for building asynchronous services interacting..,35,True,ag2ai/faststream,faststream,https://github.com/ag2ai/faststream,Apache-2.0,2022-12-01 09:46:18,2025-10-31 20:38:34,2025-10-31 20:31:15,1650.0,380.0,293.0,30.0,1562.0,88.0,768.0,4696.0,2025-10-20 21:01:27,0.6.2,100.0,758.0,758.0,130.0,https://pypi.org/project/faststream,622916.0,622916.0,1.0,,,,,
32,Dependency Injector,https://github.com/ets-labs/python-dependency-injector,,[],dependency-injection,Dependency injection framework for Python.,35,True,ets-labs/python-dependency-injector,dependency-injector,https://github.com/ets-labs/python-dependency-injector,BSD-3-Clause,2015-01-04 13:23:05,2025-10-24 12:37:08,2025-09-19 10:03:34,2130.0,10.0,328.0,50.0,257.0,197.0,436.0,4663.0,2025-09-19 10:20:47,4.48.2,10.0,5222.0,5222.0,39.0,https://pypi.org/project/dependency-injector,3261233.0,3261233.0,1.0,,,,,
33,django-guardian,https://github.com/django-guardian/django-guardian,,[],authentication-authorization,Per object permissions for Django.,35,True,django-guardian/django-guardian,django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2025-10-22 12:21:13,2025-10-21 07:32:18,1366.0,124.0,561.0,75.0,435.0,32.0,462.0,3826.0,2025-09-16 10:35:23,3.2.0,20.0,7632.0,7632.0,179.0,https://pypi.org/project/django-guardian,709772.0,709772.0,1.0,,,,,
34,logfire,https://github.com/pydantic/logfire,,[],apm,Uncomplicated Observability for Python and beyond!.,35,True,pydantic/logfire,logfire,https://github.com/pydantic/logfire,MIT,2024-04-23 11:50:23,2025-10-31 17:53:09,2025-10-30 12:39:38,1505.0,126.0,176.0,18.0,1026.0,139.0,335.0,3715.0,2025-10-24 20:10:20,4.14.2,100.0,1877.0,1877.0,73.0,https://pypi.org/project/logfire,4513704.0,4513704.0,1.0,,,,,
35,DefectDojo,https://github.com/DefectDojo/django-DefectDojo,,[],security-framework,"Open-Source Unified Vulnerability Management, DevSecOps & ASPM.",34,True,DefectDojo/django-DefectDojo,,https://github.com/DefectDojo/django-DefectDojo,BSD-3-Clause,2015-02-19 17:53:47,2025-10-31 21:29:39,2025-10-30 16:09:00,13027.0,484.0,1737.0,203.0,10224.0,237.0,2850.0,4323.0,2025-10-27 16:56:07,2.51.3,100.0,,,534.0,,,33147.0,1.0,,662948.0,,,
36,django-environ,https://github.com/joke2k/django-environ,,[],configuration,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,34,True,joke2k/django-environ,django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2025-08-18 09:01:18,2025-01-13 15:27:06,678.0,,318.0,36.0,307.0,72.0,191.0,3131.0,2025-01-16 22:05:33,0.12.0,20.0,281291.0,281291.0,97.0,https://pypi.org/project/django-environ,4161571.0,4161572.0,1.0,,163.0,,,
37,django-storages,https://github.com/jschneier/django-storages,,[],storage,https://django-storages.readthedocs.io/.,34,True,jschneier/django-storages,django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2025-06-18 15:59:00,2025-06-18 15:59:00,1166.0,,837.0,39.0,791.0,118.0,629.0,2898.0,,,,223487.0,223487.0,283.0,https://pypi.org/project/django-storages,6792291.0,6792291.0,1.0,,,,,
38,whitenoise,https://github.com/evansd/whitenoise,,[],static-file-serving,Radically simplified static file serving for Python web apps.,34,True,evansd/whitenoise,whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06,2025-10-10 10:35:46,2025-10-10 10:35:34,905.0,14.0,147.0,24.0,419.0,26.0,222.0,2696.0,,,,529769.0,529769.0,70.0,https://pypi.org/project/whitenoise,6265416.0,6265416.0,1.0,,,,,
39,ariadne,https://github.com/mirumee/ariadne,,[],graphql-api,Python library for implementing GraphQL servers using schema-first approach.,34,True,mirumee/ariadne,ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067.0,57.0,186.0,39.0,691.0,37.0,290.0,2305.0,2025-04-18 08:27:47,0.26.2,51.0,2002.0,2002.0,85.0,https://pypi.org/project/ariadne,1476143.0,1476143.0,2.0,,64.0,,,
40,dj-database-url,https://github.com/jazzband/dj-database-url,,[],configuration,Use Database URLs in your Django Application.,34,True,jazzband/dj-database-url,dj-database-url,https://github.com/jazzband/dj-database-url,BSD-3-Clause,2012-04-30 17:20:23,2025-10-13 17:31:10,2025-09-22 17:45:50,331.0,2.0,203.0,30.0,178.0,4.0,96.0,1542.0,2025-07-02 09:29:01,3.0.1,10.0,311168.0,311168.0,73.0,https://pypi.org/project/dj-database-url,3591882.0,3591882.0,1.0,,,,,
41,django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,,[],fields-phone-numbers,A django model and form field for normalised phone numbers using python-phonenumbers.,34,True,stefanfoulis/django-phonenumber-field,django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2025-10-27 09:34:03,2025-10-06 09:04:42,630.0,10.0,303.0,20.0,411.0,7.0,225.0,1539.0,2025-10-06 14:54:25,8.3.0,15.0,31787.0,31787.0,116.0,https://pypi.org/project/django-phonenumber-field,2998983.0,2998983.0,1.0,,41.0,,,
42,transitions,https://github.com/pytransitions/transitions,,[],finite-state-machine,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",33,True,pytransitions/transitions,transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09,2025-09-11 04:34:54,2025-09-09 16:42:34,1130.0,2.0,543.0,95.0,201.0,10.0,457.0,6287.0,2025-07-02 10:41:09,0.9.3,33.0,4175.0,4175.0,80.0,https://pypi.org/project/transitions,1887992.0,1887992.0,1.0,,,,,
43,dramatiq,https://github.com/Bogdanp/dramatiq,,[],task-queues,A fast and reliable background task processing library for Python 3.,33,True,Bogdanp/dramatiq,dramatiq,https://github.com/Bogdanp/dramatiq,LGPL-3.0,2017-05-30 11:55:29,2025-10-28 12:34:40,2025-10-28 12:34:40,1296.0,75.0,340.0,56.0,365.0,40.0,386.0,4940.0,2025-05-30 12:00:06,1.18.0,28.0,1591.0,1591.0,126.0,https://pypi.org/project/dramatiq,810372.0,810372.0,2.0,,56.0,,,
44,mezzanine,https://github.com/stephenmcd/mezzanine,,[],cms-framework,CMS framework for Django.,33,True,stephenmcd/mezzanine,mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2025-06-04 17:22:14,2025-04-06 16:47:08,5315.0,,1566.0,240.0,987.0,42.0,1014.0,4827.0,2025-06-04 17:21:10,6.1.1,12.0,2457.0,2457.0,328.0,https://pypi.org/project/mezzanine,11785.0,11785.0,3.0,,,,,
45,graphene-django,https://github.com/graphql-python/graphene-django,,[],graphql-api,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",33,True,graphql-python/graphene-django,graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2025-10-01 22:55:15,2025-06-23 14:01:33,975.0,,739.0,68.0,644.0,144.0,683.0,4376.0,2025-03-13 08:30:22,3.2.3,53.0,16194.0,16194.0,225.0,https://pypi.org/project/graphene-django,746635.0,746635.0,2.0,,,,,
46,django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,,[],admin-interface,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",33,True,fabiocaccamo/django-admin-interface,django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2025-11-01 00:13:26,2025-09-30 22:09:46,961.0,10.0,178.0,30.0,221.0,10.0,206.0,1991.0,2025-06-12 21:41:38,0.30.1,70.0,5243.0,5243.0,41.0,https://pypi.org/project/django-admin-interface,175896.0,175896.0,1.0,,,,,
47,django-celery-beat,https://github.com/celery/django-celery-beat,,[],task-queues,Celery Periodic Tasks backed by the Django ORM.,33,True,celery/django-celery-beat,django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2025-10-27 18:47:59,2025-10-27 18:47:58,508.0,17.0,463.0,38.0,442.0,108.0,358.0,1851.0,2025-05-13 07:05:14,2.8.1,18.0,28958.0,28958.0,139.0,https://pypi.org/project/django-celery-beat,3905190.0,3905190.0,2.0,,16.0,,,
48,django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,,[],authentication-authorization,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,33,True,jazzband/django-two-factor-auth,django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2025-10-27 17:25:34,2025-10-13 19:07:04,889.0,22.0,438.0,33.0,393.0,85.0,301.0,1830.0,2025-09-28 00:06:44,1.18.1,38.0,2404.0,2404.0,111.0,https://pypi.org/project/django-two-factor-auth,876244.0,876244.0,2.0,,,,,
49,django-constance,https://github.com/jazzband/django-constance,,[],configuration,Dynamic Django settings.,33,True,jazzband/django-constance,django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2025-10-21 08:29:44,2025-10-21 08:29:44,739.0,28.0,299.0,31.0,327.0,26.0,289.0,1800.0,2025-02-06 10:27:44,4.3.2,14.0,2408.0,2408.0,155.0,https://pypi.org/project/django-constance,573231.0,573231.0,2.0,,,,,
50,django-tenants,https://github.com/django-tenants/django-tenants,,[],multiple-tenants,Django tenants using PostgreSQL Schemas.,33,True,django-tenants/django-tenants,django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2025-10-19 19:33:45,2025-10-19 19:33:39,1145.0,17.0,372.0,56.0,385.0,249.0,455.0,1766.0,2025-09-05 10:09:56,3.9.0,50.0,1269.0,1269.0,118.0,https://pypi.org/project/django-tenants,369458.0,369458.0,1.0,,,,,
51,dj-stripe,https://github.com/dj-stripe/dj-stripe,,[],payment-subscriptions,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,33,True,dj-stripe/dj-stripe,dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2025-10-15 15:12:04,2025-10-15 14:35:43,3385.0,33.0,495.0,29.0,1055.0,61.0,992.0,1745.0,2025-08-11 13:53:50,2.10.0,72.0,1232.0,1232.0,130.0,https://pypi.org/project/dj-stripe,164638.0,164638.0,1.0,,,,,
52,django-auditlog,https://github.com/jazzband/django-auditlog,,[],fields-versioning,A Django app that keeps a log of changes made to an object.,33,True,jazzband/django-auditlog,django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2025-10-31 13:53:17,2025-10-31 13:53:16,579.0,16.0,395.0,23.0,455.0,82.0,239.0,1312.0,2025-10-02 17:07:04,3.3.0,23.0,1670.0,1670.0,97.0,https://pypi.org/project/django-auditlog,682593.0,682596.0,2.0,,507.0,,,
53,Paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,,[],document-management-framework,"A community-supported supercharged document management system: scan, index and archive all your documents.",32,True,paperless-ngx/paperless-ngx,,https://github.com/paperless-ngx/paperless-ngx,GPL-3.0,2022-02-12 21:56:52,2025-10-31 12:14:58,2025-10-31 01:28:27,10619.0,272.0,2108.0,139.0,3385.0,,2214.0,33955.0,2025-10-29 17:58:16,2.19.3,100.0,,,422.0,,,6745.0,1.0,,209097.0,,,
54,saleor,https://github.com/saleor/saleor,,[],ecommerce-framework,"Saleor Core: the high performance, composable, headless commerce API.",32,True,saleor/saleor,saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2025-10-31 13:46:28,2025-10-31 13:18:10,22205.0,141.0,5705.0,368.0,12646.0,179.0,4195.0,22240.0,2025-10-30 15:52:50,3.21.28,100.0,8.0,8.0,316.0,https://pypi.org/project/saleor,16.0,87.0,2.0,,789.0,,,
55,netbox,https://github.com/netbox-community/netbox,,[],network-automation-system,The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free:..,32,True,netbox-community/netbox,,https://github.com/netbox-community/netbox,Apache-2.0,2016-02-29 14:15:46,2025-10-31 21:17:58,2025-10-31 21:17:58,14372.0,307.0,2844.0,418.0,4077.0,271.0,11531.0,18911.0,2025-10-28 18:35:47,4.4.5,100.0,,,434.0,,,,1.0,,,,,
56,django-ninja,https://github.com/vitalik/django-ninja,,[],restful-api-ninja,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",32,True,vitalik/django-ninja,django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2025-10-23 07:16:59,2025-10-23 07:16:59,1409.0,59.0,528.0,71.0,449.0,110.0,854.0,8672.0,2025-10-19 18:27:37,1.4.5,50.0,,,170.0,https://pypi.org/project/django-ninja,1035172.0,1035172.0,1.0,,,2.0,,
57,django-oauth-toolkit,https://github.com/django-oauth/django-oauth-toolkit,,[],authentication-authorization,OAuth2 goodies for the Djangonauts!.,32,True,jazzband/django-oauth-toolkit,django-oauth-toolkit,https://github.com/django-oauth/django-oauth-toolkit,,2013-05-20 15:46:18,2025-10-31 04:07:02,2025-10-03 16:11:08,1448.0,8.0,780.0,63.0,721.0,188.0,686.0,3288.0,2024-09-07 14:10:46,3.0.1,29.0,11579.0,11579.0,273.0,https://pypi.org/project/django-oauth-toolkit,2589215.0,2589215.0,2.0,django-oauth/django-oauth-toolkit,,,,
58,social-app-django,https://github.com/python-social-auth/social-app-django,,[],authentication-authorization,Python Social Auth - Application - Django.,32,True,python-social-auth/social-app-django,social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2025-10-31 04:29:54,2025-10-31 04:29:53,2638.0,96.0,379.0,28.0,503.0,26.0,243.0,2120.0,2025-10-09 11:55:35,5.6.0,11.0,52050.0,52050.0,336.0,https://pypi.org/project/social-app-django,,,2.0,,,,,
59,django-rq,https://github.com/rq/django-rq,,[],task-queues,A simple app that provides django integration for RQ (Redis Queue).,32,True,rq/django-rq,django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2025-10-25 03:26:54,2025-10-13 01:16:03,690.0,8.0,290.0,25.0,358.0,98.0,276.0,1910.0,2025-08-02 03:19:40,3.1,16.0,4245.0,4245.0,136.0,https://pypi.org/project/django-rq,525077.0,525077.0,3.0,,,,,
60,django-jazzmin,https://github.com/farridav/django-jazzmin,,[],admin-interface,Jazzy theme for Django.,32,True,farridav/django-jazzmin,django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2025-03-06 04:29:43,2025-01-11 13:37:30,1132.0,,305.0,36.0,329.0,133.0,170.0,1802.0,2024-10-08 17:40:29,3.0.1,32.0,17497.0,17497.0,76.0,https://pypi.org/project/django-jazzmin,394219.0,394219.0,2.0,,,,,
61,django-prometheus,https://github.com/django-commons/django-prometheus,,[],apm,Export Django monitoring metrics for Prometheus.io.,32,True,korfuri/django-prometheus,django-prometheus,https://github.com/django-commons/django-prometheus,Apache-2.0,2015-04-05 06:53:05,2025-10-14 16:42:49,2025-10-14 16:42:49,584.0,5.0,243.0,23.0,326.0,67.0,98.0,1604.0,2025-06-25 15:44:41,2.4.1,8.0,4282.0,4282.0,62.0,https://pypi.org/project/django-prometheus,1771823.0,1771823.0,2.0,django-commons/django-prometheus,,,,
62,django-waffle,https://github.com/django-waffle/django-waffle,,[],feature-flipper,A feature flipper for Django.,32,True,django-waffle/django-waffle,django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2025-10-02 04:02:50,2025-10-02 04:02:49,478.0,3.0,243.0,23.0,349.0,41.0,181.0,1199.0,2025-06-12 07:36:34,5.0.0,26.0,1730.0,1730.0,125.0,https://pypi.org/project/django-waffle,1737224.0,1737224.0,1.0,,,,,
