,name,github_id,pypi_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,trending,github_release_downloads,updated_github_id,gitlab_id,gitlab_url
91,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,14.0,4.0,4.0,3.0,11.0,49,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,2724.0,2724.0,4.0,https://pypi.org/project/django-phone-field,13029.0,13029.0,18,True,3,GPL-3.0,,,,,
92,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,2013-05-19 13:49:50,2023-06-09 19:06:27,2022-03-23 14:37:36,860.0,,90.0,12.0,107.0,36.0,49.0,905,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,97873.0,97873.0,17,True,3,,,,,,
93,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,2016-03-02 07:55:01,2023-04-19 03:52:53,2023-04-19 03:52:52,147.0,7.0,54.0,15.0,31.0,35.0,32.0,322,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,93420.0,93420.0,17,True,2,BSD-3-Clause,,,,,
94,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,2011-08-10 06:40:48,2022-01-25 15:52:14,2021-12-27 22:42:18,132.0,,95.0,14.0,37.0,5.0,19.0,249,,,,A simple API to send SMS messages. It is modeled after the django email api.,333.0,333.0,19.0,https://pypi.org/project/django-sendsms,4101.0,4101.0,17,True,2,MIT,,,,,
95,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,2011-02-25 12:40:16,2022-12-26 07:34:28,2018-03-12 09:11:28,102.0,,81.0,8.0,30.0,27.0,16.0,230,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,234.0,234.0,10.0,https://pypi.org/project/django-audit-log,2236.0,2236.0,17,False,3,,,,,,
96,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,15.0,13.0,,12.0,87,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",64.0,64.0,9.0,https://pypi.org/project/django-mirage-field,12909.0,12909.0,17,True,2,MIT,,,,,
97,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,2019-05-10 11:27:07,2023-06-12 08:26:02,2023-06-12 08:26:02,42.0,3.0,15.0,11.0,15.0,10.0,6.0,192,,,,Safely separate multiple tenants in a Django database.,50.0,50.0,6.0,https://pypi.org/project/django-scopes,3388.0,3388.0,16,True,3,Apache-2.0,,,,,
98,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,2021-01-12 18:16:13,2023-05-26 20:39:13,2022-12-25 14:29:04,30.0,,12.0,2.0,22.0,5.0,8.0,41,2022-12-15 08:18:36,0.6.0,6.0,A Django app for sending SMS with interchangeable backends.,158.0,158.0,3.0,https://pypi.org/project/django-sms,3777.0,3777.0,16,True,3,BSD-3-Clause,,,,,
99,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,2016-01-28 21:43:35,2023-03-27 09:40:43,2023-03-27 09:39:44,59.0,,34.0,14.0,11.0,3.0,8.0,404,,,,Keep track of your statistics.,22.0,22.0,8.0,https://pypi.org/project/django-trackstats,1313.0,1313.0,15,True,1,MIT,,,,,
100,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,8.0,8.0,3.0,14.0,109,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,184.0,184.0,5.0,https://pypi.org/project/django-fieldsignals,11030.0,11030.0,15,True,3,,,,,,
101,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,2020-11-08 18:56:53,2023-05-20 17:48:03,2023-03-29 17:08:35,69.0,,11.0,4.0,25.0,8.0,17.0,104,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",24.0,24.0,6.0,https://pypi.org/project/django-admin-confirm,17608.0,17608.0,15,True,3,,,,,,
102,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,2021-11-25 00:14:05,2023-06-28 10:14:40,2023-06-28 10:14:39,92.0,17.0,5.0,2.0,63.0,,1.0,54,2023-04-02 19:16:11,1.6.0,7.0,Pydantic model support for Django & Django-Rest-Framework.,3.0,3.0,5.0,https://pypi.org/project/pyngo,4918.0,4918.0,15,True,3,MIT,,,,,
103,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,21.0,3.0,8.0,1.0,4.0,113,,,,Offline optimistic locking for Django.,12.0,12.0,4.0,https://pypi.org/project/django-optimistic-lock,5028.0,5028.0,14,True,3,BSD-2-Clause,,,,,
104,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,26.0,12.0,16.0,9.0,2.0,27,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,18.0,18.0,8.0,https://pypi.org/project/django-cryptographic-fields,263.0,263.0,14,False,3,MIT,,,,,
105,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,2021-07-13 08:29:30,2023-05-04 12:31:25,2021-08-27 13:54:10,39.0,,3.0,1.0,11.0,2.0,1.0,21,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,4.0,4.0,,https://pypi.org/project/django-ninja-apikey,753.0,753.0,12,True,3,MIT,,,,,
106,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,2021-11-20 21:37:41,2023-04-25 19:24:16,2023-04-25 18:11:25,163.0,11.0,1.0,1.0,2.0,,,3,2023-04-25 19:24:16,1.2.4,2.0,"An extension of django rest framework, providing a configurable password reset strategy.",,,34.0,https://pypi.org/project/django-ninja-passwordreset,133.0,133.0,12,False,3,BSD-3-Clause,,,,,
107,django-encrypted-model-fields,,django-encrypted-model-fields,[],encrpyted-fields,,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields,2018-06-05 14:35:48,2018-06-05 14:35:48,,,,25.0,,,6.0,20.0,32,,,4.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,,,,https://pypi.org/project/django-encrypted-model-fields,67458.0,67458.0,11,False,3,,,,,lansharkconsulting/django/django-encrypted-model-fields,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields
108,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,2021-07-15 13:39:46,2023-04-21 22:50:00,2023-03-16 17:14:44,142.0,,7.0,3.0,16.0,2.0,1.0,30,,,,Python package for eventsourcing with Django.,4.0,4.0,5.0,https://pypi.org/project/eventsourcing-django,1026.0,1026.0,10,True,2,BSD-3-Clause,,,,,
109,django-fsm-freeze,ming-tung/django-fsm-freeze,django-fsm-freeze,[],finite-state-machine,https://github.com/ming-tung/django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,2021-06-11 15:38:15,2023-05-03 19:58:13,2023-02-01 11:00:56,95.0,,2.0,2.0,105.0,,4.0,4,2021-08-24 14:35:00,0.1.9,9.0,django-fsm data immutability support.,,,3.0,https://pypi.org/project/django-fsm-freeze,847.0,847.0,10,False,3,MIT,,,,,
110,django-locking,debrouwere/django-locking,django-locking,[],locking,https://github.com/debrouwere/django-locking,https://github.com/debrouwere/django-locking,2010-06-01 20:20:54,2019-09-15 22:09:45,2012-02-15 16:11:21,21.0,,13.0,5.0,9.0,,,138,,,,"Prevents users from doing concurrent editing in Django. Works out of the box in the admin interface, or you can..",4.0,4.0,3.0,https://pypi.org/project/django-locking,73.0,73.0,8,False,3,,,,,,
111,django-address-model,agusmakmun/django-address-model,django-address-model,[],fields-addresses,https://github.com/agusmakmun/django-address-model,https://github.com/agusmakmun/django-address-model,2019-08-10 11:31:13,2020-11-18 09:48:51,2020-11-18 09:46:12,14.0,,3.0,2.0,,2.0,,13,2020-11-18 09:49:40,1.0.4,1.0,"django abstract model that provide the complete address, eg: no, na/rt, ca/rw, village/desa, sub district/kecamatan,..",6.0,6.0,,https://pypi.org/project/django-address-model,64.0,64.0,8,False,3,MIT,,,,,
112,django-discord-integration,Ninjaclasher/django-discord-integration,django-discord-integration,[],messaging,https://github.com/Ninjaclasher/django-discord-integration,https://github.com/Ninjaclasher/django-discord-integration,2019-05-12 19:51:58,2023-04-08 02:13:10,2023-04-08 02:12:54,42.0,1.0,1.0,2.0,1.0,,2.0,17,2023-01-04 23:09:31,1.2.5,3.0,"Discord integration for Django, supporting error reporting via webhooks.",4.0,4.0,2.0,https://pypi.org/project/django-discord-integration,315.0,315.0,6,False,3,AGPL-3.0,-2.0,,,,
113,django-searchable-encrypted-fields,,django-searchable-encrypted-fields,[],encrpyted-fields,,https://gitlab.com/guywillett/django-searchable-encrypted-fields,2019-04-09 15:14:16,2019-04-09 15:14:16,,,,2.0,,,4.0,14.0,9,,,4.0,,,,,https://pypi.org/project/django-searchable-encrypted-fields,19832.0,19832.0,6,False,3,,,,,guywillett/django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields
114,django-channels-discord,AdvocatesInc/django-channels-discord,django-channels-discord,[],messaging,https://github.com/AdvocatesInc/django-channels-discord,https://github.com/AdvocatesInc/django-channels-discord,2019-06-12 18:59:13,2022-02-14 14:17:21,2022-02-08 05:58:49,9.0,,2.0,2.0,,1.0,2.0,12,2022-01-12 02:01:46,0.2.0,4.0,An interface server connecting Djangos Channels and Discord.,,,,https://pypi.org/project/django-channels-discord,,,5,False,3,MIT,,,,,
115,eventsourcing-eventstoredb,pyeventsourcing/eventsourcing-eventstoredb,eventsourcing-eventstoredb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,https://github.com/pyeventsourcing/eventsourcing-eventstoredb,2021-07-15 13:43:52,2023-05-16 20:08:05,2023-05-16 20:07:59,29.0,2.0,1.0,1.0,1.0,,,11,,,,Python package for eventsourcing with EventStoreDB.,,,2.0,https://pypi.org/project/eventsourcing-eventstoredb,106.0,106.0,5,False,3,BSD-3-Clause,,,,,
116,eventsourcing-dynamodb,pyeventsourcing/eventsourcing-dynamodb,eventsourcing-dynamodb,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-dynamodb,https://github.com/pyeventsourcing/eventsourcing-dynamodb,2021-07-15 13:42:53,2022-10-07 23:00:38,2022-10-07 23:00:38,5.0,,1.0,1.0,2.0,,,3,,,,Python package for eventsourcing with DynamoDB.,,,3.0,https://pypi.org/project/eventsourcing-dynamodb,,,4,False,3,BSD-3-Clause,,,,,
117,eventsourcing-axonserver,pyeventsourcing/eventsourcing-axonserver,eventsourcing-axonserver,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-axonserver,https://github.com/pyeventsourcing/eventsourcing-axonserver,2022-05-03 22:48:32,2023-02-14 14:23:39,2023-02-14 14:23:22,19.0,,,1.0,,,,1,,,,Python package for eventsourcing with Axon Server.,,,,https://pypi.org/project/eventsourcing-axonserver,45.0,45.0,4,False,3,BSD-3-Clause,,,,,
118,django-ninja-auth,mugartec/django-ninja-auth,django-ninja-auth,[],restful-api-ninja,https://github.com/mugartec/django-ninja-auth,https://github.com/mugartec/django-ninja-auth,2021-07-21 19:04:17,2022-07-26 05:35:02,2021-10-12 16:16:19,21.0,,2.0,2.0,2.0,2.0,1.0,14,,,,,,,5.0,https://pypi.org/project/django-ninja-auth,107.0,107.0,3,False,3,WTFPL,,,,,
