,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,new_addition,gitlab_id,gitlab_url
10,django-import-export,django-import-export/django-import-export,django-import-export,[],admin-interface-actions,https://github.com/django-import-export/django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22,2025-04-02 13:51:46,2025-04-02 13:51:45,1577.0,20.0,763.0,61.0,920.0,19.0,1083.0,3170.0,2025-02-25 12:37:54,4.3.7,52.0,Django application and library for importing and exporting data with admin integration.,118862.0,118862.0,233.0,https://pypi.org/project/django-import-export,1424166.0,1424166.0,38,True,1.0,,,,,,
11,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787.0,,805.0,140.0,571.0,91.0,910.0,8160.0,2024-11-09 20:43:58,3.4.3,63.0,GraphQL framework for Python.,27023.0,27023.0,211.0,https://pypi.org/project/graphene,13145698.0,13145698.0,37,True,1.0,,,,,,
12,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2025-01-17 19:34:21,2025-01-17 19:34:21,3630.0,3.0,1129.0,101.0,1006.0,180.0,730.0,6664.0,2023-06-07 11:23:14,3.2.3,5.0,This is a repository for collecting global custom management extensions for the Django Framework.,252710.0,252710.0,579.0,https://pypi.org/project/django-extensions,4786447.0,4786447.0,37,True,1.0,,,,,,
13,structlog,hynek/structlog,structlog,[],logging,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58,2025-03-11 17:34:27,2025-03-11 17:34:25,1694.0,44.0,240.0,33.0,352.0,36.0,328.0,3869.0,2025-03-11 17:40:25,25.2.0,18.0,"Simple, powerful, and fast logging for Python.",18282.0,18282.0,129.0,https://pypi.org/project/structlog,25660765.0,25660765.0,37,True,2.0,,,,,,
14,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2025-04-01 18:18:11,2025-04-01 18:17:12,1308.0,19.0,338.0,39.0,635.0,159.0,391.0,1430.0,2025-04-01 18:23:59,4.11.0,25.0,A Django plugin for pytest.,88540.0,88540.0,153.0,https://pypi.org/project/pytest-django,5465111.0,5465111.0,37,True,1.0,,,,,,
15,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2025-04-03 12:59:40,2025-04-03 12:14:02,9158.0,21.0,2196.0,270.0,2934.0,92.0,1417.0,6366.0,2024-09-20 11:17:48,3.2.5,10.0,Domain-driven e-commerce for Django.,1158.0,1158.0,373.0,https://pypi.org/project/django-oscar,22210.0,22210.0,36,True,1.0,,,,,,
16,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2025-04-02 02:35:21,2025-04-02 02:33:42,1161.0,13.0,827.0,41.0,764.0,104.0,627.0,2825.0,,,,https://django-storages.readthedocs.io/.,207195.0,207195.0,280.0,https://pypi.org/project/django-storages,4907303.0,4907303.0,36,True,1.0,,,,,,
17,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2025-03-31 17:17:27,2025-03-13 19:24:27,1406.0,16.0,465.0,43.0,866.0,145.0,460.0,2302.0,2025-01-26 23:57:27,3.9.0,40.0,Store model history and view/revert changes from admin site.,6512.0,6512.0,186.0,https://pypi.org/project/django-simple-history,1414948.0,1414948.0,36,True,1.0,,,,,,
18,django-stubs,typeddjango/django-stubs,django-stubs,[],type-stubs,https://github.com/typeddjango/django-stubs,https://github.com/typeddjango/django-stubs,MIT,2018-07-29 17:08:50,2025-04-02 17:04:34,2025-04-02 17:04:34,1997.0,100.0,397.0,17.0,1802.0,155.0,618.0,1700.0,2025-02-07 09:41:45,5.1.3,59.0,PEP-484 stubs for Django.,12602.0,12602.0,297.0,https://pypi.org/project/django-stubs,2178994.0,2178994.0,36,True,1.0,,,,,,
19,JumpServer (Community Edition),jumpserver/jumpserver,,[],pam-framework,https://github.com/jumpserver/jumpserver,https://github.com/jumpserver/jumpserver,GPL-3.0,2014-07-04 03:54:59,2025-04-03 08:16:36,2025-04-03 07:11:38,12139.0,222.0,5328.0,655.0,8073.0,72.0,6935.0,26318.0,2025-03-28 07:09:37,4.8.1,100.0,An open-source PAM tool alternative to CyberArk.,21.0,21.0,171.0,,,3007.0,35,True,1.0,,93234.0,,,,
20,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-03-05 08:37:30,2025-03-05 08:37:30,1991.0,100.0,186.0,39.0,685.0,36.0,289.0,2260.0,2025-02-19 15:03:04,0.26.1,50.0,Python library for implementing GraphQL servers using schema-first approach.,1855.0,1855.0,84.0,https://pypi.org/project/ariadne,758075.0,758075.0,35,True,2.0,,35.0,,,,
21,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2025-03-13 08:30:22,2025-03-13 08:29:45,972.0,3.0,738.0,68.0,636.0,144.0,683.0,4346.0,2025-03-13 08:30:22,3.2.3,53.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",15797.0,15797.0,225.0,https://pypi.org/project/graphene-django,711726.0,711726.0,34,True,2.0,,,,,,
22,DefectDojo,DefectDojo/django-DefectDojo,,[],security-framework,https://github.com/DefectDojo/django-DefectDojo,https://github.com/DefectDojo/django-DefectDojo,BSD-3-Clause,2015-02-19 17:53:47,2025-04-03 12:37:21,2025-04-01 21:13:04,11808.0,433.0,1598.0,207.0,8955.0,342.0,2616.0,3951.0,2025-03-31 16:00:31,2.44.4,100.0,"DevSecOps, ASPM, Vulnerability Management. All on one platform.",,,502.0,,,18440.0,34,True,1.0,,368805.0,,,,
23,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2025-02-02 10:22:34,2025-02-02 10:22:33,1174.0,54.0,551.0,77.0,374.0,116.0,353.0,3705.0,2025-01-24 09:03:29,2.0.0,6.0,Per object permissions for Django.,7321.0,7321.0,171.0,https://pypi.org/project/django-guardian,423371.0,423371.0,34,True,1.0,,,,,,
24,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2025-03-31 17:37:47,2025-01-13 15:27:06,678.0,1.0,312.0,36.0,300.0,65.0,191.0,3068.0,2025-01-16 22:05:33,0.12.0,20.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,262694.0,262694.0,97.0,https://pypi.org/project/django-environ,3244449.0,3244450.0,34,True,1.0,,144.0,,,,
25,whitenoise,evansd/whitenoise,whitenoise,[],static-file-serving,https://github.com/evansd/whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06,2025-04-02 09:49:30,2025-04-02 09:49:27,872.0,15.0,148.0,25.0,390.0,25.0,221.0,2611.0,,,,Radically simplified static file serving for Python web apps.,499368.0,499368.0,69.0,https://pypi.org/project/whitenoise,4010220.0,4010220.0,34,True,1.0,,,,,,
26,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2025-04-01 14:54:46,2025-04-01 14:54:46,615.0,11.0,300.0,21.0,401.0,7.0,222.0,1511.0,2024-06-24 13:48:07,8.0.0,12.0,A django model and form field for normalised phone numbers using python-phonenumbers.,30485.0,30485.0,114.0,https://pypi.org/project/django-phonenumber-field,1743044.0,1743044.0,34,True,1.0,,33.0,,,,
27,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2025-04-03 13:23:13,2025-04-03 12:17:48,21835.0,133.0,5495.0,371.0,11823.0,179.0,4171.0,21351.0,2025-04-01 12:35:15,3.20.80,100.0,"Saleor Core: the high performance, composable, headless commerce API.",6.0,6.0,304.0,https://pypi.org/project/saleor,75.0,170.0,33,True,2.0,,671.0,,,,
28,transitions,pytransitions/transitions,transitions,[],finite-state-machine,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09,2025-03-25 12:53:59,2025-03-25 12:53:59,1107.0,7.0,524.0,98.0,193.0,7.0,436.0,5985.0,2024-08-06 13:42:45,0.9.2,32.0,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",3954.0,3954.0,78.0,https://pypi.org/project/transitions,969293.0,969293.0,33,True,1.0,,,,,,
29,FastStream,ag2ai/faststream,faststream,[],event-streaming,https://github.com/ag2ai/faststream,https://github.com/ag2ai/faststream,Apache-2.0,2022-12-01 09:46:18,2025-04-02 20:11:35,2025-04-01 11:12:33,1149.0,61.0,211.0,22.0,1244.0,83.0,639.0,3698.0,2025-04-01 14:50:57,0.5.38,87.0,FastStream is a powerful and easy-to-use Python framework for building asynchronous services interacting with event..,552.0,552.0,86.0,https://pypi.org/project/faststream,268883.0,268883.0,33,True,1.0,,,,True,,
30,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2025-03-24 17:44:33,2025-03-24 17:44:28,1424.0,14.0,762.0,67.0,685.0,183.0,684.0,3222.0,2024-09-07 14:10:46,3.0.1,29.0,OAuth2 goodies for the Djangonauts!.,11049.0,11049.0,267.0,https://pypi.org/project/django-oauth-toolkit,971179.0,971179.0,33,True,2.0,,,,,,
31,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2024-08-09 21:29:48,2024-08-09 21:29:45,1546.0,,460.0,55.0,319.0,18.0,635.0,3087.0,2024-08-09 21:30:11,5.1.0,17.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7704.0,7704.0,193.0,https://pypi.org/project/django-reversion,704108.0,704108.0,33,True,2.0,,,,,,
32,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2025-04-03 09:24:34,2025-04-03 09:21:21,938.0,18.0,173.0,32.0,203.0,11.0,200.0,1904.0,2025-01-17 19:52:23,0.29.4,68.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",4958.0,4958.0,40.0,https://pypi.org/project/django-admin-interface,179155.0,179155.0,33,True,1.0,,,,,,
33,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2025-02-06 10:27:44,2025-02-04 21:11:22,708.0,17.0,292.0,33.0,311.0,14.0,287.0,1762.0,2025-02-06 10:27:44,4.3.2,14.0,Dynamic Django settings.,2289.0,2289.0,150.0,https://pypi.org/project/django-constance,378985.0,378985.0,33,True,2.0,,,,,,
34,Paperless-ngx,paperless-ngx/paperless-ngx,,[],document-management-framework,https://github.com/paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,GPL-3.0,2022-02-12 21:56:52,2025-04-03 12:13:05,2025-04-02 17:00:25,10079.0,312.0,1518.0,122.0,2884.0,,1906.0,26150.0,2025-01-31 16:20:11,2.14.7,100.0,"A community-supported supercharged version of paperless: scan, index and archive all your physical documents.",,,393.0,,,4954.0,32,True,1.0,,153581.0,,,,
35,netbox,netbox-community/netbox,,[],network-automation-system,https://github.com/netbox-community/netbox,https://github.com/netbox-community/netbox,Apache-2.0,2016-02-29 14:15:46,2025-04-03 13:18:12,2025-04-03 05:02:01,13650.0,249.0,2648.0,410.0,3561.0,357.0,10623.0,17204.0,2025-03-21 21:20:29,4.2.6,100.0,The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free:..,,,402.0,,,,32,True,1.0,,,,,,
36,logfire,pydantic/logfire,logfire,[],apm,https://github.com/pydantic/logfire,https://github.com/pydantic/logfire,MIT,2024-04-23 11:50:23,2025-04-03 12:43:37,2025-04-03 10:15:31,1190.0,131.0,105.0,13.0,679.0,96.0,195.0,2921.0,2025-03-31 11:22:40,3.12.0,90.0,Uncomplicated Observability for Python and beyond!.,1045.0,1045.0,49.0,https://pypi.org/project/logfire,383732.0,383732.0,32,True,1.0,,,,,,
37,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2025-04-01 12:18:08,2025-04-01 12:18:08,2467.0,60.0,375.0,31.0,346.0,73.0,207.0,2068.0,2025-02-13 13:07:15,5.4.3,8.0,Python Social Auth - Application - Django.,49686.0,49686.0,333.0,https://pypi.org/project/social-app-django,,,32,True,2.0,,,,,,
38,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2025-03-22 03:21:01,2025-03-03 22:36:21,659.0,4.0,284.0,25.0,333.0,100.0,263.0,1874.0,2024-11-03 09:14:46,2.10.3,14.0,A simple app that provides django integration for RQ (Redis Queue).,3996.0,3996.0,132.0,https://pypi.org/project/django-rq,384959.0,384959.0,32,True,3.0,,,,,,
39,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2025-04-03 08:47:09,2025-04-03 08:47:09,839.0,14.0,427.0,37.0,376.0,87.0,289.0,1765.0,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,2029.0,2029.0,106.0,https://pypi.org/project/django-two-factor-auth,490605.0,490605.0,32,True,2.0,,,1.0,,,
40,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2025-03-06 04:29:43,2025-01-11 13:37:30,1132.0,3.0,293.0,37.0,324.0,121.0,168.0,1721.0,2024-10-08 17:40:29,3.0.1,32.0,Jazzy theme for Django.,15706.0,15706.0,76.0,https://pypi.org/project/django-jazzmin,265591.0,265591.0,32,True,2.0,,,,,,
41,dj-database-url,jazzband/dj-database-url,dj-database-url,[],configuration,https://github.com/jazzband/dj-database-url,https://github.com/jazzband/dj-database-url,BSD-3-Clause,2012-04-30 17:20:23,2025-03-31 17:16:55,2025-02-16 07:53:52,312.0,2.0,200.0,32.0,165.0,4.0,93.0,1504.0,2024-10-23 10:01:03,2.3.0,8.0,Use Database URLs in your Django Application.,301102.0,301102.0,73.0,https://pypi.org/project/dj-database-url,2304925.0,2304925.0,32,True,2.0,,,,,,
42,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2025-03-31 17:16:59,2025-03-19 16:28:43,547.0,10.0,384.0,24.0,411.0,74.0,223.0,1211.0,2024-04-12 09:55:11,3.0.0,19.0,A Django app that keeps a log of changes made to an object.,1431.0,1431.0,89.0,https://pypi.org/project/django-auditlog,480582.0,480585.0,32,True,2.0,,504.0,,,,
43,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2025-03-17 09:38:40,2025-03-01 14:05:53,1278.0,3.0,215.0,36.0,648.0,17.0,144.0,1027.0,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,181426.0,181426.0,139.0,https://pypi.org/project/django-bootstrap4,174315.0,174315.0,32,True,1.0,,,,,,
44,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2025-04-01 08:14:43,2025-03-31 06:25:12,1306.0,56.0,472.0,70.0,393.0,328.0,562.0,7939.0,2025-03-26 19:40:56,1.4.0,45.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,160.0,https://pypi.org/project/django-ninja,701298.0,701298.0,31,True,1.0,,,,,,
45,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-bootstrap-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2025-03-17 10:42:21,2025-03-02 10:41:14,1154.0,5.0,670.0,102.0,769.0,,297.0,2337.0,,,,Bootstrap 3 integration with Django.,19356.0,19356.0,100.0,https://pypi.org/project/django-bootstrap3,120671.0,120671.0,31,True,2.0,,,,,,
46,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2025-04-01 21:55:02,2025-03-27 18:55:08,3335.0,2.0,479.0,30.0,1036.0,63.0,964.0,1690.0,2025-01-12 16:54:39,2.9.0,71.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,1174.0,1174.0,130.0,https://pypi.org/project/dj-stripe,118458.0,118458.0,31,True,1.0,,,,,,
47,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2025-04-03 07:34:20,2025-04-03 07:34:20,1097.0,7.0,355.0,58.0,363.0,235.0,443.0,1640.0,2024-08-27 13:29:44,3.7.0,48.0,Django tenants using PostgreSQL Schemas.,1135.0,1135.0,115.0,https://pypi.org/project/django-tenants,131671.0,131671.0,31,True,1.0,,,1.0,,,
48,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/jazzband/django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2025-03-24 17:20:38,2025-01-22 08:04:46,463.0,1.0,239.0,23.0,334.0,40.0,176.0,1160.0,2024-11-15 17:30:58,4.2.0,25.0,A feature flipper for Django.,1557.0,1557.0,122.0,https://pypi.org/project/django-waffle,660362.0,660362.0,31,True,1.0,jazzband/django-waffle,,,,,
49,tach,gauge-sh/tach,tach,[],development,https://github.com/gauge-sh/tach,https://github.com/gauge-sh/tach,MIT,2024-01-31 20:12:23,2025-04-01 05:07:13,2025-04-01 05:07:01,2290.0,520.0,59.0,15.0,599.0,14.0,104.0,2337.0,2025-04-01 01:01:10,0.28.5,100.0,"A Python tool to visualize + enforce dependencies, using modular architecture Open source Installable via pip Able to..",49.0,49.0,20.0,https://pypi.org/project/tach,537398.0,537398.0,30,True,1.0,,,,,,
50,django-notifications,django-notifications/django-notifications,django-notifications-hq,[],others,https://github.com/django-notifications/django-notifications,https://github.com/django-notifications/django-notifications,BSD-3-Clause,2012-07-22 10:41:02,2025-04-02 15:45:29,2025-04-02 15:45:29,469.0,5.0,415.0,41.0,187.0,22.0,196.0,1864.0,2023-10-19 00:00:44,1.8.3,8.0,GitHub notifications alike app for Django.,2982.0,2982.0,75.0,https://pypi.org/project/django-notifications-hq,73054.0,73054.0,30,True,1.0,,,,True,,
51,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-08-13 12:14:42,2021-06-26 12:04:16,1246.0,,240.0,51.0,313.0,279.0,154.0,1863.0,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1914.0,1914.0,62.0,https://pypi.org/project/django-q,78738.0,78738.0,30,True,3.0,,,,,,
52,django-anymail,anymail/django-anymail,django-anymail,[],emails,https://github.com/anymail/django-anymail,https://github.com/anymail/django-anymail,BSD-3-Clause,2016-03-10 02:55:09,2025-02-22 19:14:49,2025-02-22 19:14:45,924.0,6.0,132.0,22.0,163.0,4.0,229.0,1745.0,2024-09-09 19:29:32,12.0,60.0,"Django email backends and webhooks for Amazon SES, Brevo (Sendinblue), MailerSend, Mailgun, Mailjet, Postmark, Postal,..",7397.0,7397.0,67.0,https://pypi.org/project/django-anymail,857372.0,857373.0,30,True,1.0,,163.0,,,,
53,Open edX,openedx/edx-platform,,[],education-framework,https://github.com/openedx/edx-platform,https://github.com/openedx/edx-platform,AGPL-3.0,2013-05-30 20:20:38,2025-04-03 13:02:13,2025-04-02 16:10:56,66632.0,342.0,3675.0,429.0,35746.0,218.0,470.0,7653.0,2015-03-02 21:13:51,named-release/birch,4.0,"The Open edX LMS & Studio, powering education sites around the world!.",3.0,3.0,1450.0,,,,29,True,1.0,,,,,,
54,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2025-03-28 00:40:21,2025-03-28 00:39:42,670.0,35.0,639.0,53.0,406.0,114.0,381.0,4133.0,2025-02-26 19:34:29,5.5.0,13.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,131.0,https://pypi.org/project/djangorestframework-simplejwt,3330830.0,3330830.0,29,True,2.0,,,,,,
