,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,updated_github_id,gitlab_id,gitlab_url
55,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2024-03-30 13:36:55,2024-02-27 17:50:13,1330.0,9.0,732.0,68.0,592.0,168.0,652.0,3007,2023-05-31 20:51:13,2.3.0,26.0,OAuth2 goodies for the Djangonauts!.,,,247.0,https://pypi.org/project/django-oauth-toolkit,738960.0,738960.0,26,True,2,,,,,
56,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2024-03-25 17:05:30,2024-03-25 17:05:24,385.0,16.0,400.0,48.0,297.0,88.0,310.0,1547,2024-03-03 17:08:51,2.6.0,15.0,Celery Periodic Tasks backed by the Django ORM.,,,116.0,https://pypi.org/project/django-celery-beat,1608942.0,1608942.0,26,True,3,,,,,
57,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2024-03-28 20:32:13,2024-03-28 20:29:09,4896.0,99.0,129.0,34.0,186.0,2.0,85.0,1384,,,,A library for event sourcing in Python.,151.0,151.0,26.0,https://pypi.org/project/eventsourcing,20516.0,20516.0,26,True,1,,,,,
58,django-htmx,adamchainz/django-htmx,django-htmx,[],templates,https://github.com/adamchainz/django-htmx,https://github.com/adamchainz/django-htmx,MIT,2020-10-18 17:12:47,2024-03-26 20:28:00,2024-03-26 20:27:21,437.0,22.0,121.0,36.0,363.0,7.0,60.0,1369,,,,Extensions for using Django with htmx.,1983.0,1983.0,19.0,https://pypi.org/project/django-htmx,161947.0,161947.0,26,True,1,,,,,
59,django-ratelimit,jsocol/django-ratelimit,django-ratelimit,[],authentication-authorization,https://github.com/jsocol/django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2024-03-23 03:21:24,2023-12-05 19:30:12,317.0,,174.0,19.0,156.0,21.0,124.0,1008,2023-07-24 20:36:04,4.1.0,2.0,Cache-based rate-limiting for Django.,2432.0,2432.0,51.0,https://pypi.org/project/django-ratelimit,497198.0,497198.0,26,True,2,,,,,
60,django-easy-audit,soynatan/django-easy-audit,django-easy-audit,[],fields-versioning,https://github.com/soynatan/django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2024-03-20 19:52:43,2024-03-19 17:53:13,298.0,14.0,159.0,15.0,146.0,65.0,75.0,659,2024-03-14 01:19:05,1.3.6,54.0,"Yet another Django audit log app, hopefully the simplest one.",244.0,244.0,48.0,https://pypi.org/project/django-easy-audit,46604.0,46604.0,26,True,3,,,,,
61,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2024-02-29 23:56:43,2023-12-15 19:26:00,1059.0,,221.0,19.0,218.0,56.0,144.0,397,2023-12-15 19:23:05,0.8.2,23.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,313.0,313.0,74.0,https://pypi.org/project/django-oidc-provider,9718.0,9718.0,26,True,2,,,,,
62,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2024-02-13 17:36:58,2023-10-17 22:52:22,655.0,,164.0,17.0,188.0,3.0,151.0,369,2023-10-17 22:51:49,5.0.1,28.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",510.0,510.0,86.0,https://pypi.org/project/django-cas-ng,29992.0,29996.0,26,True,2,,553.0,,,
63,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2024-03-29 11:25:13,2024-03-18 07:19:22,1004.0,8.0,372.0,41.0,501.0,155.0,414.0,3391,,,,A test fixtures replacement for Python.,,,131.0,https://pypi.org/project/factory_boy,4034103.0,4034103.0,25,True,2,,,,,
64,django-compressor,django-compressor/django-compressor,django-compressor,[],templates,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2024-03-18 07:34:18,2024-03-18 07:34:15,1633.0,12.0,558.0,50.0,571.0,108.0,542.0,2747,,,,Compresses linked and inline javascript or CSS into a single cached file.,,,218.0,https://pypi.org/project/django-compressor,589723.0,589723.0,25,True,3,,,,,
65,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2024-03-13 23:45:42,2021-08-18 22:32:03,7104.0,,1035.0,119.0,2195.0,145.0,291.0,2160,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,152.0,152.0,67.0,https://pypi.org/project/shuup,1231.0,1241.0,25,True,3,,583.0,,,
66,django-post-office,ui/django-post_office,django-post-office,[],emails,https://github.com/ui/django-post_office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2023-12-27 12:24:28,2023-10-22 08:18:48,775.0,,246.0,39.0,215.0,95.0,153.0,956,2023-08-08 12:58:21,3.7.1,8.0,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",81.0,81.0,78.0,https://pypi.org/project/django-post-office,46865.0,46865.0,25,True,2,,,,,
67,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-01-02 14:37:20,2023-12-12 07:39:06,365.0,,80.0,11.0,334.0,26.0,105.0,772,2023-10-27 12:46:09,1.17.0,21.0,Object factory for Django.,3923.0,3923.0,52.0,https://pypi.org/project/model_bakery,516032.0,516032.0,25,True,2,,,,,
68,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2024-01-02 14:37:20,2023-12-12 07:39:06,365.0,,80.0,11.0,334.0,26.0,105.0,772,2023-10-27 12:46:09,1.17.0,21.0,Object factory for Django.,3923.0,3923.0,52.0,https://pypi.org/project/model-bakery/,516032.0,516032.0,25,True,1,,,,,
69,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2024-03-25 16:55:36,2024-02-20 15:35:32,785.0,2.0,194.0,27.0,119.0,12.0,150.0,706,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,3284.0,3284.0,73.0,https://pypi.org/project/django-paypal,16490.0,16490.0,25,True,1,,,,,
70,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-01-02 13:08:00,2021-10-08 16:42:39,189.0,,76.0,11.0,62.0,16.0,42.0,661,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,4324.0,4324.0,23.0,https://pypi.org/project/django-seed,23851.0,23851.0,25,True,1,,,,,
71,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2024-03-27 08:15:20,2024-03-27 08:15:16,446.0,26.0,32.0,9.0,375.0,15.0,49.0,489,2023-04-29 15:21:09,1.3.0,7.0,"Test django schema and data migrations, including migrations order and best practices.",697.0,697.0,18.0,https://pypi.org/project/django-test-migrations,157883.0,157883.0,25,True,2,,,,,
72,django-auth-adfs,snok/django-auth-adfs,django-auth-adfs,[],authentication-authorization,https://github.com/snok/django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2024-03-18 20:37:55,2023-12-18 08:14:29,495.0,,92.0,17.0,141.0,25.0,171.0,260,2024-02-15 15:48:58,1.14.0,34.0,A Django authentication backend for Microsoft ADFS and AzureAD.,117.0,117.0,47.0,https://pypi.org/project/django-auth-adfs,57539.0,57539.0,25,True,3,,,,,
73,django-payments,jazzband/django-payments,django-payments,[],payment-subscriptions,https://github.com/jazzband/django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2024-03-25 17:37:40,2024-03-19 09:06:34,881.0,9.0,260.0,41.0,240.0,62.0,102.0,967,2021-02-01 11:27:35,0.14.0,29.0,Universal payment handling for Django.,532.0,532.0,59.0,https://pypi.org/project/django-payments,9378.0,9378.0,24,True,2,,21.0,,,
74,django-otp,django-otp/django-otp,django-otp,[],authentication-authorization,https://github.com/django-otp/django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2023-12-21 19:47:11,2023-11-17 21:24:11,265.0,,89.0,12.0,63.0,10.0,60.0,489,,,,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,2711.0,2711.0,46.0,https://pypi.org/project/django-otp,652575.0,652575.0,24,True,3,,,,,
75,django-extra-settings,fabiocaccamo/django-extra-settings,django-extra-settings,[],configuration,https://github.com/fabiocaccamo/django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2024-04-01 00:09:51,2024-03-26 08:45:31,310.0,24.0,27.0,8.0,109.0,,26.0,462,2024-02-27 11:38:23,0.12.0,22.0,config and manage typed extra settings using just the django admin.,74.0,74.0,12.0,https://pypi.org/project/django-extra-settings,9752.0,9752.0,24,True,3,,,,,
76,django-browser-reload,adamchainz/django-browser-reload,django-browser-reload,[],development,https://github.com/adamchainz/django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2024-03-26 20:28:01,2024-03-26 20:27:21,277.0,19.0,21.0,5.0,216.0,13.0,23.0,447,,,,Automatically reload your browser in development.,3302.0,3302.0,6.0,https://pypi.org/project/django-browser-reload,91209.0,91209.0,24,True,1,,,,,
77,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-10-13 21:23:29,2022-05-05 01:23:36,216.0,,161.0,20.0,68.0,42.0,84.0,424,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,409.0,409.0,22.0,https://pypi.org/project/django-address,12998.0,12998.0,24,True,1,,,,,
78,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2024-02-15 12:26:44,2024-01-03 14:20:16,196.0,8.0,23.0,8.0,87.0,5.0,21.0,404,2024-01-03 14:12:41,3.4.0,17.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",125.0,125.0,9.0,https://pypi.org/project/django-guid,85956.0,85956.0,24,True,1,,,,,
79,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2024-03-13 09:12:43,2024-03-13 09:12:41,149.0,23.0,381.0,106.0,97.0,16.0,304.0,2527,2017-05-29 17:10:27,1.0.0,2.0,Reusable workflow library for Django.,288.0,288.0,2.0,https://pypi.org/project/viewflow,86.0,86.0,23,True,2,,,,,
80,django-tailwind,timonweb/django-tailwind,django-tailwind,[],mvt-css-framework-integration,https://github.com/timonweb/django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2023-12-22 14:02:47,2023-12-22 14:02:18,302.0,,84.0,15.0,49.0,13.0,132.0,1337,,,,Django + Tailwind CSS =.,3341.0,3341.0,19.0,https://pypi.org/project/django-tailwind,68586.0,68586.0,23,True,3,,,,,
81,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,112.0,25.0,49.0,18.0,61.0,830,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1454.0,1454.0,82.0,https://pypi.org/project/django-admin-tools,57131.0,57131.0,23,True,3,,,,,
82,django-multitenant,citusdata/django-multitenant,django-multitenant,[],multiple-tenants,https://github.com/citusdata/django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2023-12-30 21:02:49,2023-12-18 07:34:54,296.0,,108.0,40.0,123.0,34.0,56.0,676,2023-09-26 15:28:27,4.0.0,15.0,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,60.0,60.0,25.0,https://pypi.org/project/django-multitenant,23560.0,23560.0,23,True,3,,,,,
83,aiosmtpd,aio-libs/aiosmtpd,aiosmtpd,[],emails,https://github.com/aio-libs/aiosmtpd,https://github.com/aio-libs/aiosmtpd,Apache-2.0,2016-07-14 13:51:17,2024-03-29 16:21:02,2024-03-29 16:21:01,787.0,41.0,89.0,14.0,253.0,56.0,112.0,298,2024-03-04 16:40:32,1.4.5,15.0,A reimplementation of the Python stdlib smtpd.py based on asyncio.,,,41.0,https://pypi.org/project/aiosmtpd,204141.0,204145.0,23,True,3,,272.0,,,
84,django-mapbox-location-field,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,[],fields-addresses,https://github.com/simon-the-shark/django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2024-03-18 23:38:47,2024-03-18 23:38:42,216.0,16.0,22.0,4.0,12.0,3.0,23.0,65,2024-03-18 23:36:39,2.1.0,23.0,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",335.0,335.0,8.0,https://pypi.org/project/django-mapbox-location-field,1431.0,1431.0,23,True,2,3.0,,,,
85,django-mailbox,coddingtonbear/django-mailbox,django-mailbox,[],emails,https://github.com/coddingtonbear/django-mailbox,https://github.com/coddingtonbear/django-mailbox,MIT,2012-06-27 15:58:50,2024-03-09 14:02:49,2024-03-09 14:02:48,530.0,3.0,153.0,22.0,125.0,19.0,134.0,341,,,,"Import mail from POP3, IMAP, local email mailboxes or directly from Postfix or Exim4 into your Django application..",173.0,173.0,50.0,https://pypi.org/project/django-mailbox,6770.0,6770.0,22,True,3,,,,,
86,django-google-maps,madisona/django-google-maps,django-google-maps,[],fields-addresses,https://github.com/madisona/django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2024-03-03 01:07:44,2022-03-22 11:44:40,82.0,,93.0,19.0,46.0,12.0,35.0,277,2022-03-22 11:47:01,0.13.0,3.0,Using the Google Maps API with django model admin.,632.0,632.0,19.0,https://pypi.org/project/django-google-maps,13172.0,13172.0,22,True,3,,,,,
87,django-slack,lamby/django-slack,django-slack,[],messaging,https://github.com/lamby/django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2023-03-02 08:08:32,2023-03-02 08:07:43,272.0,,54.0,8.0,53.0,9.0,54.0,238,,,,"Slack integration for Django, using the templating engine to generate messages.",373.0,373.0,28.0,https://pypi.org/project/django-slack,76993.0,76993.0,22,True,1,,,,,
88,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2024-03-25 17:37:33,2024-01-09 09:08:48,355.0,2.0,70.0,10.0,140.0,11.0,34.0,236,2023-03-23 15:57:13,3.1.1,11.0,Automatic logging for Django FSM.,138.0,138.0,26.0,https://pypi.org/project/django-fsm-log,53189.0,53189.0,22,True,2,,,,,
89,django-minio-storage,py-pa/django-minio-storage,django-minio-storage,[],storage,https://github.com/py-pa/django-minio-storage,https://github.com/py-pa/django-minio-storage,MIT,2016-07-11 10:36:18,2024-03-25 08:58:28,2023-12-19 06:54:50,227.0,,52.0,7.0,59.0,11.0,71.0,143,2023-08-30 20:53:31,0.5.7,8.0,A django storage driver for minio.,257.0,257.0,18.0,https://pypi.org/project/django-minio-storage,29653.0,29653.0,22,True,3,,,,,
90,django-bootstrap-v5,zelenij/django-bootstrap-v5,django-bootstrap-v5,[],mvt-css-framework-integration,https://github.com/zelenij/django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2024-02-01 02:40:27,2024-01-07 14:31:05,937.0,1.0,43.0,5.0,12.0,8.0,15.0,103,,,,Bootstrap 5 integration with Django.,7418.0,7418.0,138.0,https://pypi.org/project/django-bootstrap-v5,81952.0,81952.0,22,True,3,,,,,
91,pinax-stripe-light,pinax/pinax-stripe-light,pinax-stripe-light,[],payment-subscriptions,https://github.com/pinax/pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,MIT,2012-08-18 15:39:19,2022-08-18 20:07:37,2021-11-28 01:59:11,1502.0,,270.0,32.0,348.0,68.0,229.0,678,2021-11-28 02:09:03,5.0.0,9.0,a payments Django app for Stripe.,,,72.0,https://pypi.org/project/pinax-stripe-light,268.0,268.0,21,True,2,,,,,
92,django-getpaid,django-getpaid/django-getpaid,django-getpaid,[],payment-subscriptions,https://github.com/django-getpaid/django-getpaid,https://github.com/django-getpaid/django-getpaid,MIT,2012-07-15 15:11:34,2021-12-12 18:31:41,2021-12-12 18:31:33,405.0,,107.0,21.0,93.0,3.0,58.0,438,2020-04-19 09:05:46,2.0.0,6.0,Django payments processor.,46.0,46.0,30.0,https://pypi.org/project/django-getpaid,699.0,699.0,21,True,2,,,,,
93,djantic,jordaneremieff/djantic,djantic,[],pydantic-integration,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120.0,,34.0,7.0,38.0,13.0,28.0,432,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,67.0,67.0,4.0,https://pypi.org/project/djantic,21235.0,21235.0,21,True,3,,,,,
94,django-dynamic-fixture,paulocheque/django-dynamic-fixture,django-dynamic-fixture,[],fake-data,https://github.com/paulocheque/django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2023-09-15 22:38:21,2023-09-15 22:36:31,433.0,,61.0,19.0,94.0,5.0,63.0,387,,,,A complete library to create dynamic model instances for testing purposes.,1164.0,1164.0,36.0,https://pypi.org/project/django-dynamic-fixture,76898.0,76898.0,21,True,3,,,,,
95,django-ninja-extra,eadwinCode/django-ninja-extra,django-ninja-extra,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2024-03-12 21:58:04,2024-03-12 21:57:48,557.0,28.0,23.0,11.0,70.0,6.0,33.0,278,2024-02-05 18:19:33,0.20.4,33.0,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,,,13.0,https://pypi.org/project/django-ninja-extra,43708.0,43708.0,21,True,2,,,,,
96,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2024-03-01 02:27:28,2024-02-06 14:17:50,671.0,4.0,16.0,6.0,49.0,7.0,11.0,104,2024-01-06 10:52:31,5.3.0,18.0,A JSON Web Token authentication plugin for the Django REST Framework.,133.0,133.0,81.0,https://pypi.org/project/django-ninja-jwt,25808.0,25808.0,21,True,2,,,,,
97,django-autofixture,gregmuellegger/django-autofixture,django-autofixture,[],example-data,https://github.com/gregmuellegger/django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2023-08-04 08:11:59,2017-03-03 07:13:17,343.0,,85.0,16.0,63.0,19.0,37.0,459,,,,Can create auto-generated test data.,849.0,849.0,34.0,https://pypi.org/project/django-autofixture,1764.0,1764.0,20,False,2,,,,,
98,django-graphql-auth,PedroBern/django-graphql-auth,django-graphql-auth,[],graphql-api,https://github.com/PedroBern/django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2023-08-14 18:47:11,2022-06-17 09:46:13,276.0,,98.0,20.0,62.0,61.0,44.0,322,,,,Django registration and authentication with GraphQL.,684.0,684.0,16.0,https://pypi.org/project/django-graphql-auth,10051.0,10051.0,20,True,3,,,,,
99,django-data-browser,tolomea/django-data-browser,django-data-browser,[],data-exploration,https://github.com/tolomea/django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2024-03-13 18:40:37,2024-03-13 18:40:23,1128.0,26.0,24.0,10.0,37.0,4.0,31.0,298,,,,Django app for user friendly querying of Django models.,20.0,20.0,10.0,https://pypi.org/project/django-data-browser,3431.0,3431.0,20,True,1,,,,,
100,django-oscar-paypal,django-oscar/django-oscar-paypal,django-oscar-paypal,[],payment-subscriptions,https://github.com/django-oscar/django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,BSD-3-Clause,2012-03-23 16:51:01,2023-11-01 11:25:26,2023-09-01 09:54:25,540.0,,193.0,33.0,203.0,23.0,69.0,162,,,,PayPal integration for django-oscar. Can be used without Oscar too.,154.0,154.0,51.0,https://pypi.org/project/django-oscar-paypal,485.0,485.0,20,True,2,,,,,
101,shynet,milesmcc/shynet,shynet,[],analytics-framework,https://github.com/milesmcc/shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2024-02-22 18:05:58,2024-02-22 18:05:58,515.0,6.0,172.0,28.0,134.0,45.0,136.0,2783,2023-07-28 03:19:15,0.13.1,37.0,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",,,36.0,https://pypi.org/project/shynet,,,19,True,1,,,,,
102,django-controlcenter,byashimov/django-controlcenter,django-controlcenter,[],admin-interface,https://github.com/byashimov/django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2023-08-06 17:01:12,2023-08-06 17:00:07,200.0,,85.0,46.0,36.0,10.0,24.0,980,,,,Set of widgets to build dashboards for Django projects.,85.0,85.0,18.0,https://pypi.org/project/django-controlcenter,6089.0,6089.0,19,True,3,,,,,
103,django-admin-sortable,jazzband/django-admin-sortable,django-admin-sortable,[],admin-interface-actions,https://github.com/jazzband/django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,132.0,17.0,121.0,10.0,132.0,558,,,,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,678.0,678.0,80.0,https://pypi.org/project/django-admin-sortable,48721.0,48721.0,19,True,3,,,,,
104,django-fixture-magic,davedash/django-fixture-magic,django-fixture-magic,[],example-data,https://github.com/davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,,90.0,8.0,56.0,12.0,23.0,383,,,,Utilities to extract and manipulate Django Fixtures.,152.0,152.0,36.0,https://pypi.org/project/django-fixture-magic,34323.0,34323.0,19,True,3,,,,,
105,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2024-03-16 01:30:43,2024-02-16 03:05:10,153.0,4.0,62.0,16.0,40.0,39.0,32.0,359,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,171346.0,171346.0,19,True,1,,,,,
106,django-click,GaretJax/django-click,django-click,[],management-commands,https://github.com/GaretJax/django-click,https://github.com/GaretJax/django-click,MIT,2015-09-10 22:48:53,2022-03-17 20:00:04,2022-03-17 20:00:04,120.0,,17.0,7.0,22.0,9.0,9.0,236,2021-09-07 19:36:52,2.3.0,3.0,Write Django management command using the click CLI library.,294.0,294.0,11.0,https://pypi.org/project/django-click,44831.0,44831.0,19,True,3,,,,,
107,django-loci,openwisp/django-loci,django-loci,[],fields-addresses,https://github.com/openwisp/django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2023-07-06 17:36:27,2023-07-06 17:36:25,255.0,,40.0,12.0,77.0,2.0,38.0,177,2022-04-20 19:29:39,1.0.1,15.0,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,11.0,11.0,28.0,https://pypi.org/project/django-loci,769.0,769.0,19,True,3,,,,,
108,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2024-03-31 19:48:03,2024-03-31 19:48:03,174.0,48.0,8.0,3.0,125.0,1.0,2.0,75,2024-01-21 22:09:18,2.0.1,10.0,Pydantic model support for Django & Django-Rest-Framework.,10.0,10.0,7.0,https://pypi.org/project/pyngo,5198.0,5198.0,19,True,3,,,,,
109,merchant,agiliq/merchant,merchant,[],payment-subscriptions,https://github.com/agiliq/merchant,https://github.com/agiliq/merchant,BSD-3-Clause,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,162.0,59.0,86.0,23.0,42.0,1021,,,4.0,A Django app to accept payments from various payment processors via Pluggable backends.,28.0,28.0,49.0,https://pypi.org/project/merchant,,,18,False,2,,,,,
110,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2024-01-11 21:37:28,2023-12-10 12:55:12,609.0,,97.0,13.0,150.0,11.0,59.0,607,,,,Tracking dirty fields on a Django model.,,,41.0,https://pypi.org/project/django-dirtyfields,223115.0,223115.0,18,True,3,,,,,
111,django-test-plus,revsys/django-test-plus,django-test-plus,[],testing,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2023-07-11 11:38:09,2023-07-11 11:37:47,489.0,,60.0,11.0,152.0,10.0,46.0,598,,,,Useful additions to Djangos default TestCase.,,,33.0,https://pypi.org/project/django-test-plus,62102.0,62102.0,18,True,3,,,,,
112,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2024-01-31 08:21:27,2024-01-25 19:43:18,679.0,8.0,48.0,10.0,179.0,4.0,67.0,421,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,,,25.0,https://pypi.org/project/django-concurrency,50315.0,50315.0,18,True,1,,,,,
