,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,updated_github_id,gitlab_id,gitlab_url
10,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2024-03-09 16:23:22,2024-02-07 23:51:13,3623.0,2.0,1110.0,103.0,979.0,161.0,723.0,6400,2023-06-07 11:23:14,3.2.3,5.0,This is a repository for collecting global custom management extensions for the Django Framework.,217765.0,217765.0,576.0,https://pypi.org/project/django-extensions,3680645.0,3680645.0,37,True,1,,,,,
11,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-03-24 05:13:00,2023-10-06 20:15:26,1755.0,,799.0,144.0,542.0,108.0,877.0,7953,2023-07-26 06:47:55,3.3.0,59.0,GraphQL framework for Python.,20459.0,20459.0,207.0,https://pypi.org/project/graphene,6278325.0,6278325.0,36,True,1,,,,,
12,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2024-02-28 22:40:39,2024-01-30 20:02:26,1533.0,12.0,458.0,56.0,316.0,14.0,634.0,2967,2024-01-30 20:04:19,5.0.12,16.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7367.0,7367.0,192.0,https://pypi.org/project/django-reversion,447408.0,447408.0,36,True,1,,,,,
13,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2024-03-25 17:37:54,2024-03-18 19:19:58,1320.0,10.0,435.0,44.0,757.0,129.0,431.0,2073,2024-02-19 21:08:31,3.5.0,36.0,Store model history and view/revert changes from admin site.,5088.0,5088.0,180.0,https://pypi.org/project/django-simple-history,1193579.0,1193579.0,36,True,1,,,,,
14,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2024-03-26 19:42:36,2024-03-26 19:42:35,1100.0,5.0,792.0,42.0,696.0,128.0,547.0,2615,,,,https://django-storages.readthedocs.io/.,176157.0,176157.0,260.0,https://pypi.org/project/django-storages,3343147.0,3343147.0,35,True,1,2.0,,,,
15,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2024-03-29 04:15:45,2024-03-29 04:11:56,962.0,6.0,733.0,71.0,623.0,137.0,675.0,4220,2023-12-20 10:22:38,3.2.0,50.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",14510.0,14510.0,222.0,https://pypi.org/project/graphene-django,558920.0,558920.0,34,True,2,,,,,
16,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2024-02-26 21:11:34,2023-09-01 19:02:16,636.0,,305.0,34.0,281.0,64.0,177.0,2923,2023-09-01 21:08:14,0.11.2,19.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,218647.0,218647.0,93.0,https://pypi.org/project/django-environ,2294279.0,2294279.0,34,True,1,,56.0,,,
17,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2024-02-13 12:14:55,2024-01-31 10:49:52,1263.0,7.0,325.0,41.0,597.0,143.0,377.0,1296,2024-01-30 13:15:21,4.8.0,22.0,A Django plugin for pytest.,73316.0,73316.0,145.0,https://pypi.org/project/pytest-django,3376658.0,3376658.0,34,True,1,,,,,
18,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2024-03-30 22:38:55,2024-03-30 21:27:55,1072.0,40.0,260.0,37.0,285.0,104.0,152.0,1447,2024-03-23 08:35:19,2.6.1,29.0,Jazzy theme for Django.,9188.0,9188.0,66.0,https://pypi.org/project/django-jazzmin,196142.0,196142.0,33,True,1,3.0,,,,
19,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2024-03-15 13:58:33,2024-03-14 14:10:47,588.0,1.0,296.0,24.0,382.0,6.0,214.0,1446,2023-12-29 14:31:51,7.3.0,11.0,A django model and form field for normalised phone numbers using python-phonenumbers.,25425.0,25425.0,115.0,https://pypi.org/project/django-phonenumber-field,1077539.0,1077539.0,33,True,1,-2.0,16.0,,,
20,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2024-03-29 09:01:19,2024-03-25 09:59:39,1214.0,31.0,214.0,37.0,537.0,18.0,142.0,1025,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,159811.0,159811.0,139.0,https://pypi.org/project/django-bootstrap4,199035.0,199035.0,33,True,1,,,,,
21,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2024-03-31 20:44:13,2024-03-28 11:41:12,21139.0,132.0,5159.0,375.0,10133.0,563.0,3706.0,19956,2024-03-26 10:57:50,3.14.62,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,290.0,https://pypi.org/project/saleor,22.0,67.0,32,True,2,,137.0,,,
22,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2024-03-26 00:04:23,2024-02-09 10:23:44,1081.0,15.0,360.0,75.0,300.0,256.0,460.0,6089,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",2222.0,2222.0,128.0,https://pypi.org/project/django-ninja,277104.0,277104.0,32,True,1,,,,,
23,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2024-03-30 10:25:06,2024-03-23 09:59:32,637.0,8.0,274.0,27.0,307.0,93.0,256.0,1753,2023-12-18 10:33:19,2.10.1,12.0,A simple app that provides django integration for RQ (Redis Queue).,3208.0,3208.0,124.0,https://pypi.org/project/django-rq,660841.0,660841.0,32,True,3,,,,,
24,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2024-04-01 00:09:05,2024-03-26 08:43:37,862.0,41.0,160.0,33.0,163.0,11.0,187.0,1656,2024-03-07 09:25:55,0.28.6,60.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3812.0,3812.0,38.0,https://pypi.org/project/django-admin-interface,131392.0,131392.0,32,True,2,,,,,
25,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2024-03-20 23:19:56,2024-03-20 23:19:42,3261.0,18.0,455.0,32.0,1001.0,57.0,908.0,1534,2023-08-08 11:58:56,2.8.1,70.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,939.0,939.0,126.0,https://pypi.org/project/dj-stripe,108487.0,108487.0,32,True,1,,,,,
26,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2024-03-29 10:51:13,2024-03-25 10:36:39,1077.0,27.0,672.0,103.0,649.0,5.0,292.0,2332,,,,Bootstrap 3 integration with Django.,18876.0,18876.0,99.0,https://pypi.org/project/django-bootstrap3,129814.0,129814.0,31,True,2,,,,,
27,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-03-05 15:50:30,2021-06-26 12:04:16,1246.0,,230.0,50.0,312.0,277.0,150.0,1787,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1611.0,1611.0,62.0,https://pypi.org/project/django-q,82804.0,82804.0,31,True,3,,,,,
28,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2024-03-29 11:03:26,2024-03-29 11:03:18,783.0,22.0,412.0,39.0,348.0,85.0,280.0,1571,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1332.0,1332.0,101.0,https://pypi.org/project/django-two-factor-auth,234518.0,234518.0,31,True,1,,,,,
29,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2024-03-28 20:04:35,2024-03-28 09:05:47,1009.0,26.0,314.0,57.0,312.0,218.0,426.0,1339,2023-12-05 10:03:24,3.6.1,47.0,Django tenants using PostgreSQL Schemas.,747.0,747.0,107.0,https://pypi.org/project/django-tenants,101200.0,101200.0,31,True,1,,,,,
30,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/jazzband/django-waffle,https://github.com/jazzband/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2024-03-31 16:05:55,2023-12-11 08:11:51,431.0,,238.0,23.0,293.0,41.0,167.0,1068,2023-12-11 08:12:23,4.1.0,24.0,A feature flipper for Django.,1337.0,1337.0,118.0,https://pypi.org/project/django-waffle,455342.0,455342.0,31,True,1,,,jazzband/django-waffle,,
31,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2024-03-25 17:37:18,2024-03-22 02:54:29,488.0,17.0,193.0,23.0,236.0,67.0,211.0,894,2024-01-15 00:53:25,4.1.0,4.0,Management commands to help backup and restore your project database and media files.,1827.0,1827.0,70.0,https://pypi.org/project/django-dbbackup,95377.0,95377.0,31,True,3,,,,,
32,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2024-03-26 04:13:32,2024-03-26 04:13:31,2347.0,18.0,352.0,33.0,247.0,131.0,157.0,1948,2023-10-17 07:41:03,5.4.0,5.0,Python Social Auth - Application - Django.,40553.0,40553.0,328.0,https://pypi.org/project/social-app-django,,,30,True,2,,,,,
33,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2024-03-27 13:58:22,2022-03-25 21:42:47,1062.0,,538.0,82.0,360.0,131.0,323.0,3536,,,,Per object permissions for Django.,6531.0,6531.0,158.0,https://pypi.org/project/django-guardian,480438.0,480438.0,29,True,2,,,,,
34,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2024-03-26 07:05:37,2024-03-26 07:05:36,347.0,1.0,271.0,46.0,146.0,1.0,156.0,2315,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1592.0,1592.0,70.0,https://pypi.org/project/django-fsm,395591.0,395591.0,29,True,1,,,,,
35,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2024-02-05 05:01:10,2024-02-05 05:01:09,644.0,6.0,285.0,35.0,260.0,29.0,250.0,1646,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1969.0,1969.0,142.0,https://pypi.org/project/django-constance,291324.0,291324.0,29,True,2,,,,,
36,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-03-18 16:09:25,2023-11-30 09:53:39,490.0,,137.0,22.0,181.0,49.0,153.0,1058,2023-11-30 10:00:09,2.5.1,11.0,A helper for organizing Django project settings by relying on well established programming patterns.,3019.0,3019.0,66.0,https://pypi.org/project/django-configurations,235238.0,235238.0,29,True,2,,,,,
37,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2024-03-31 00:37:39,2024-03-31 00:37:39,509.0,13.0,356.0,25.0,362.0,58.0,201.0,1001,,,19.0,A Django app that keeps a log of changes made to an object.,912.0,912.0,78.0,https://pypi.org/project/django-auditlog,254655.0,254657.0,29,True,2,,360.0,,,
38,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2024-03-18 21:06:40,2024-03-18 21:06:36,348.0,5.0,206.0,20.0,173.0,56.0,85.0,968,2023-11-25 16:09:20,3.5.1,45.0,A Django email backend for Amazons Simple Email Service.,2807.0,2807.0,78.0,https://pypi.org/project/django-ses,582979.0,582979.0,29,True,1,,,,,
39,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2024-03-31 09:33:37,2024-03-30 23:14:28,680.0,56.0,108.0,17.0,254.0,80.0,176.0,361,2024-03-30 23:19:22,0.36.0,74.0,Strawberry GraphQL Django extension.,404.0,404.0,76.0,https://pypi.org/project/strawberry-graphql-django,68756.0,68756.0,29,True,2,,,strawberry-graphql/strawberry-django,,
40,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2024-03-13 13:51:11,2024-03-13 13:29:56,1930.0,6.0,641.0,91.0,334.0,8.0,711.0,3572,,,,A jazzy skin for the Django Admin-Interface (official repository).,6117.0,6117.0,90.0,https://pypi.org/project/django-grappelli,213861.0,213861.0,28,True,2,,,,,
41,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/viewflow/django-material,https://github.com/viewflow/django-material,BSD-3-Clause,2015-01-16 07:17:33,2024-02-08 05:51:10,2024-02-08 05:50:41,888.0,1.0,414.0,91.0,121.0,20.0,393.0,2483,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1787.0,1787.0,41.0,https://pypi.org/project/django-material,14122.0,14122.0,28,True,2,,,,,
42,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2024-03-18 15:07:56,2024-03-18 15:07:56,750.0,5.0,194.0,36.0,112.0,12.0,138.0,1221,2024-03-18 15:06:15,2.4.1,19.0,Multi-user accounts for Django projects.,275.0,275.0,49.0,https://pypi.org/project/django-organizations,40754.0,40754.0,28,True,2,,,,,
43,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2024-03-25 07:38:47,2024-03-25 07:38:45,522.0,14.0,65.0,17.0,484.0,4.0,41.0,1053,2024-03-09 08:52:23,1.3.0,7.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2654.0,2654.0,24.0,https://pypi.org/project/django-split-settings,156878.0,156878.0,28,True,3,,,,,
44,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,150.0,15.0,101.0,58.0,170.0,808,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,5041.0,5041.0,26.0,https://pypi.org/project/django-graphql-jwt,153482.0,153482.0,28,True,3,,,,,
45,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-03-31 21:34:14,2024-03-30 19:03:05,3076.0,52.0,491.0,41.0,2406.0,385.0,536.0,3725,2024-03-30 19:03:27,0.224.1,100.0,A GraphQL library for Python that leverages type annotations.,,,243.0,https://pypi.org/project/strawberry,498.0,544.0,27,True,3,,463.0,,,
46,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,669.0,116.0,177.0,218.0,128.0,3520,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3164.0,3164.0,29.0,https://pypi.org/project/django-jet,13056.0,13056.0,27,True,3,,,,,
47,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,393.0,65.0,226.0,145.0,328.0,1434,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,413.0,413.0,75.0,https://pypi.org/project/django-tenant-schemas,17775.0,17775.0,27,True,2,,,,,
48,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2024-03-19 11:56:25,2024-02-21 11:37:30,929.0,53.0,91.0,14.0,100.0,3.0,177.0,828,2024-02-21 11:41:35,3.1.0,48.0,"A cool, modern and responsive django admin application based on bootstrap 5 - https://otto-torino.github.io/tag/baton/.",382.0,382.0,15.0,https://pypi.org/project/django-baton,9642.0,9642.0,27,True,3,,,,,
49,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2024-01-07 22:43:47,2023-11-07 15:48:21,773.0,,171.0,19.0,161.0,41.0,175.0,696,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2304.0,2304.0,84.0,https://pypi.org/project/django-admin-sortable2,251702.0,251702.0,27,True,2,,,,,
50,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-02-09 15:59:22,2024-02-09 15:57:57,167.0,4.0,132.0,9.0,85.0,29.0,73.0,407,2024-02-09 15:59:22,1.4.0,19.0,"An extension of django rest framework, providing a configurable password reset strategy.",3341.0,3341.0,36.0,https://pypi.org/project/django-rest-passwordreset,298907.0,298907.0,27,True,3,,,,,
51,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2024-03-28 20:23:24,2024-03-28 20:23:23,1360.0,28.0,70.0,11.0,486.0,40.0,49.0,336,,,,Bootstrap 5 for Django.,5793.0,5793.0,147.0,https://pypi.org/project/django-bootstrap5,127487.0,127487.0,27,True,2,,,,,
52,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2023-12-26 03:56:22,2022-11-02 08:25:54,5304.0,,1570.0,247.0,983.0,41.0,1012.0,4706,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,4220.0,4220.0,26,True,3,,,,,
53,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2024-03-25 17:38:11,2024-02-02 08:57:08,627.0,1.0,606.0,60.0,342.0,118.0,333.0,3783,2023-12-04 06:36:31,5.3.1,11.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,112.0,https://pypi.org/project/djangorestframework-simplejwt,2124344.0,2124344.0,26,True,3,-2.0,,,,
54,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,987.0,172.0,501.0,88.0,292.0,3131,,,,A Django based shop system.,223.0,223.0,96.0,https://pypi.org/project/django-shop,5514.0,5514.0,26,True,3,,,,,
