,name,github_id,pypi_id,labels,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,trending,github_release_downloads,updated_github_id,new_addition,gitlab_id,gitlab_url
90,django-slack,lamby/django-slack,django-slack,[],messaging,https://github.com/lamby/django-slack,https://github.com/lamby/django-slack,2014-12-10 20:34:18,2023-03-02 08:08:32,2023-03-02 08:07:43,272.0,,55.0,8.0,53.0,9.0,54.0,235,,,,"Slack integration for Django, using the templating engine to generate messages.",360.0,360.0,28.0,https://pypi.org/project/django-slack,53226.0,53226.0,21,True,1,BSD-3-Clause,,,,,,
91,django-ninja-extra,eadwinCode/django-ninja-extra,django-ninja-extra,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,2021-06-17 09:58:17,2023-12-31 08:23:31,2023-12-15 00:35:28,528.0,37.0,21.0,11.0,63.0,5.0,28.0,227,2023-12-10 11:13:09,0.20.2,31.0,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,,,12.0,https://pypi.org/project/django-ninja-extra,26673.0,26673.0,21,True,2,MIT,,,,,,
92,django-oscar-paypal,django-oscar/django-oscar-paypal,django-oscar-paypal,[],payment-subscriptions,https://github.com/django-oscar/django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,2012-03-23 16:51:01,2023-11-01 11:25:26,2023-09-01 09:54:25,540.0,,193.0,33.0,203.0,22.0,69.0,161,,,,PayPal integration for django-oscar. Can be used without Oscar too.,152.0,152.0,51.0,https://pypi.org/project/django-oscar-paypal,315.0,315.0,21,True,2,BSD-3-Clause,,,,,,
93,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,2013-09-10 10:16:35,2023-10-31 19:44:35,2023-09-29 06:59:19,126.0,,376.0,107.0,96.0,35.0,270.0,2489,2017-05-29 17:10:27,1.0.0,2.0,Reusable workflow library for Django.,284.0,284.0,2.0,https://pypi.org/project/viewflow,30.0,30.0,20,True,2,AGPL-3.0,,,,,,
94,django-autofixture,gregmuellegger/django-autofixture,django-autofixture,[],example-data,https://github.com/gregmuellegger/django-autofixture,https://github.com/gregmuellegger/django-autofixture,2010-08-24 18:39:29,2023-08-04 08:11:59,2017-03-03 07:13:17,343.0,,84.0,16.0,63.0,19.0,37.0,458,,,,Can create auto-generated test data.,845.0,845.0,34.0,https://pypi.org/project/django-autofixture,1345.0,1345.0,20,False,2,BSD-3-Clause,,,,,,
95,djantic,jordaneremieff/djantic,djantic,[],pydantic-integration,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120.0,,32.0,7.0,36.0,12.0,27.0,409,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,66.0,66.0,4.0,https://pypi.org/project/djantic,16000.0,16000.0,20,True,3,MIT,,,,,,
96,django-graphql-auth,PedroBern/django-graphql-auth,django-graphql-auth,[],graphql-api,https://github.com/PedroBern/django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,2020-01-15 16:36:01,2023-08-14 18:47:11,2022-06-17 09:46:13,276.0,,97.0,20.0,62.0,61.0,44.0,321,,,,Django registration and authentication with GraphQL.,663.0,663.0,16.0,https://pypi.org/project/django-graphql-auth,8370.0,8370.0,20,True,3,MIT,,,,,,
97,django-google-maps,madisona/django-google-maps,django-google-maps,[],fields-addresses,https://github.com/madisona/django-google-maps,https://github.com/madisona/django-google-maps,2010-12-31 14:47:45,2022-12-22 16:49:58,2022-03-22 11:44:40,82.0,,91.0,19.0,45.0,12.0,35.0,275,2022-03-22 11:47:01,0.13.0,3.0,Using the Google Maps API with django model admin.,610.0,610.0,19.0,https://pypi.org/project/django-google-maps,4965.0,4965.0,20,True,2,BSD-2-Clause,,,,,,
98,shynet,milesmcc/shynet,shynet,[],analytics-framework,https://github.com/milesmcc/shynet,https://github.com/milesmcc/shynet,2020-04-09 17:51:58,2023-12-09 20:47:57,2023-12-09 20:47:54,509.0,3.0,167.0,30.0,129.0,44.0,133.0,2659,2023-07-28 03:19:15,0.13.1,37.0,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",,,35.0,https://pypi.org/project/shynet,,,19,True,1,Apache-2.0,,,,,,
99,django-controlcenter,byashimov/django-controlcenter,django-controlcenter,[],admin-interface,https://github.com/byashimov/django-controlcenter,https://github.com/byashimov/django-controlcenter,2016-03-01 15:35:59,2023-08-06 17:01:12,2023-08-06 17:00:07,200.0,,85.0,46.0,36.0,10.0,24.0,976,,,,Set of widgets to build dashboards for Django projects.,83.0,83.0,18.0,https://pypi.org/project/django-controlcenter,4841.0,4841.0,19,True,3,BSD-3-Clause,,,,,,
100,django-admin-sortable,jazzband/django-admin-sortable,django-admin-sortable,[],admin-interface-actions,https://github.com/jazzband/django-admin-sortable,https://github.com/jazzband/django-admin-sortable,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,132.0,17.0,121.0,10.0,132.0,555,,,,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,669.0,669.0,80.0,https://pypi.org/project/django-admin-sortable,46552.0,46552.0,19,True,3,,,,,,,
101,django-fixture-magic,davedash/django-fixture-magic,django-fixture-magic,[],example-data,https://github.com/davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,8.0,90.0,8.0,56.0,12.0,23.0,383,,,,Utilities to extract and manipulate Django Fixtures.,150.0,150.0,36.0,https://pypi.org/project/django-fixture-magic,29632.0,29632.0,19,True,3,BSD-3-Clause,,,,,,
102,aiosmtpd,aio-libs/aiosmtpd,aiosmtpd,[],emails,https://github.com/aio-libs/aiosmtpd,https://github.com/aio-libs/aiosmtpd,2016-07-14 13:51:17,2023-10-12 23:59:25,2023-01-19 09:37:59,746.0,,87.0,15.0,215.0,55.0,105.0,286,2023-01-19 09:44:08,1.4.4.post2,14.0,A reimplementation of the Python stdlib smtpd.py based on asyncio.,,,38.0,https://pypi.org/project/aiosmtpd,103760.0,103764.0,19,True,3,Apache-2.0,,256.0,,,,
103,django-data-browser,tolomea/django-data-browser,django-data-browser,[],data-exploration,https://github.com/tolomea/django-data-browser,https://github.com/tolomea/django-data-browser,2020-03-29 21:02:52,2023-11-16 12:26:19,2023-11-16 12:26:19,1102.0,4.0,23.0,10.0,36.0,4.0,30.0,275,,,,Django app for user friendly querying of Django models.,17.0,17.0,10.0,https://pypi.org/project/django-data-browser,1732.0,1732.0,19,True,1,BSD-3-Clause,,,,,,
104,django-click,GaretJax/django-click,django-click,[],management-commands,https://github.com/GaretJax/django-click,https://github.com/GaretJax/django-click,2015-09-10 22:48:53,2022-03-17 20:00:04,2022-03-17 20:00:04,120.0,,16.0,7.0,22.0,9.0,8.0,230,2021-09-07 19:36:52,2.3.0,3.0,Write Django management command using the click CLI library.,263.0,263.0,11.0,https://pypi.org/project/django-click,29004.0,29004.0,19,True,3,MIT,,,,,,
105,django-loci,openwisp/django-loci,django-loci,[],fields-addresses,https://github.com/openwisp/django-loci,https://github.com/openwisp/django-loci,2017-11-12 15:46:45,2023-07-06 17:36:27,2023-07-06 17:36:25,255.0,,39.0,12.0,77.0,2.0,38.0,176,2022-04-20 19:29:39,1.0.1,15.0,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,10.0,10.0,28.0,https://pypi.org/project/django-loci,427.0,427.0,19,True,3,BSD-3-Clause,,,,,,
106,django-mapbox-location-field,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,[],fields-addresses,https://github.com/simon-the-shark/django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,2019-06-26 09:38:13,2022-08-26 07:34:52,2022-04-07 16:47:43,200.0,,22.0,4.0,12.0,2.0,22.0,65,2022-03-01 22:09:58,2.0.0,22.0,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",318.0,318.0,8.0,https://pypi.org/project/django-mapbox-location-field,979.0,979.0,19,True,3,MIT,,,,,,
107,merchant,agiliq/merchant,merchant,[],payment-subscriptions,https://github.com/agiliq/merchant,https://github.com/agiliq/merchant,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,161.0,59.0,86.0,23.0,42.0,1019,,,4.0,A Django app to accept payments from various payment processors via Pluggable backends.,27.0,27.0,49.0,https://pypi.org/project/merchant,,,18,False,2,BSD-3-Clause,,,,,,
108,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,2010-09-09 06:54:09,2023-12-10 12:55:18,2023-12-10 12:55:12,609.0,2.0,96.0,13.0,149.0,11.0,59.0,601,,,,Tracking dirty fields on a Django model.,,,41.0,https://pypi.org/project/django-dirtyfields,163700.0,163700.0,18,True,3,BSD-3-Clause,,,,,,
109,djaodjin-saas,djaodjin/djaodjin-saas,djaodjin-saas,[],value-as-a-service-framework,https://github.com/djaodjin/djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,2013-05-06 22:43:32,2023-12-27 22:28:14,2023-12-27 22:27:01,1842.0,50.0,125.0,23.0,184.0,19.0,88.0,510,,,,Django application for software-as-service and subscription businesses.,8.0,8.0,12.0,https://pypi.org/project/djaodjin-saas,516.0,516.0,18,True,1,,,,,,,
110,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,2012-03-20 01:05:04,2023-11-28 13:09:13,2023-11-26 11:23:59,664.0,2.0,47.0,10.0,178.0,10.0,61.0,422,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,,,24.0,https://pypi.org/project/django-concurrency,39972.0,39972.0,18,True,1,MIT,,,,,,
111,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,2016-03-02 07:55:01,2023-12-11 05:32:28,2023-11-08 06:13:11,149.0,2.0,59.0,15.0,36.0,38.0,32.0,352,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,101704.0,101704.0,18,True,1,BSD-3-Clause,,,,,,
112,django-bulma,timonweb/django-bulma,django-bulma,[],mvt-css-framework-integration,https://github.com/timonweb/django-bulma,https://github.com/timonweb/django-bulma,2017-08-16 16:10:14,2023-03-04 04:33:09,2021-10-21 13:54:53,128.0,,52.0,14.0,38.0,5.0,37.0,330,,,,Bulma theme for Django.,484.0,484.0,14.0,https://pypi.org/project/django-bulma,1988.0,1988.0,18,True,3,MIT,,,,,,
113,django-fsm-admin,gadventures/django-fsm-admin,django-fsm-admin,[],finite-state-machine,https://github.com/gadventures/django-fsm-admin,https://github.com/gadventures/django-fsm-admin,2014-03-12 04:43:00,2022-10-25 08:27:00,2022-10-25 08:26:59,123.0,,89.0,29.0,66.0,19.0,20.0,203,,,,Mixin and template tags to integrate django-fsm transitions into the django admin.,336.0,336.0,32.0,https://pypi.org/project/django-fsm-admin,33706.0,33706.0,18,True,3,,,,,,,
114,django-fernet-fields,orcasgit/django-fernet-fields,django-fernet-fields,[],encrpyted-fields,https://github.com/orcasgit/django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,2015-05-25 18:10:29,2023-09-19 14:33:58,2019-05-10 16:41:45,129.0,,60.0,6.0,21.0,9.0,7.0,187,,,,Fernet symmetric encryption for Django model fields.,662.0,662.0,9.0,https://pypi.org/project/django-fernet-fields,55498.0,55498.0,18,True,1,BSD-3-Clause,,,,,,
115,django-admin-numeric-filter,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,[],admin-interface-filters,https://github.com/lukasvinclav/django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,31.0,4.0,16.0,3.0,13.0,74,2023-02-16 07:52:21,0.1.9,3.0,Numeric filters for Django admin.,172.0,172.0,14.0,https://pypi.org/project/django-admin-numeric-filter,11789.0,11789.0,18,True,1,MIT,,,,,,
116,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,4.0,4.0,4.0,11.0,50,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,2910.0,2910.0,4.0,https://pypi.org/project/django-phone-field,14867.0,14867.0,18,True,3,GPL-3.0,,,,,,
117,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,2013-05-19 13:49:50,2023-11-12 13:00:10,2022-03-23 14:37:36,860.0,,91.0,11.0,108.0,36.0,49.0,919,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,76004.0,76004.0,17,True,3,,,,,,,
118,django-test-plus,revsys/django-test-plus,django-test-plus,[],testing,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,2015-05-23 16:08:52,2023-07-11 11:38:09,2023-07-11 11:37:47,489.0,,58.0,11.0,152.0,10.0,46.0,586,,,,Useful additions to Djangos default TestCase.,,,33.0,https://pypi.org/project/django-test-plus,42345.0,42345.0,17,True,3,BSD-3-Clause,,,,,,
119,django-oauth2-provider,caffeinehit/django-oauth2-provider,django-oauth2-provider,[],authentication-authorization,https://github.com/caffeinehit/django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,2012-01-18 17:05:36,2023-02-15 17:55:47,2023-02-03 07:57:29,208.0,,179.0,26.0,92.0,40.0,25.0,337,,,,Provide OAuth2 access to your app.,,,16.0,https://pypi.org/project/django-oauth2-provider,5735.0,5735.0,17,True,3,MIT,,,,,,
120,silver,silverapp/silver,silver,[],payment-subscriptions,https://github.com/silverapp/silver,https://github.com/silverapp/silver,2014-10-07 11:39:38,2023-12-18 12:51:39,2023-12-18 12:51:34,1849.0,3.0,75.0,22.0,309.0,50.0,337.0,294,,,,Automated billing and payments for Django with a REST API.,8.0,8.0,24.0,https://pypi.org/project/silver,41.0,41.0,17,True,2,,,,,,,
121,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,2011-08-10 06:40:48,2022-01-25 15:52:14,2021-12-27 22:42:18,132.0,,94.0,13.0,37.0,5.0,19.0,250,,,,A simple API to send SMS messages. It is modeled after the django email api.,357.0,357.0,19.0,https://pypi.org/project/django-sendsms,3778.0,3778.0,17,True,2,MIT,,,,,,
122,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,2011-02-25 12:40:16,2022-12-26 07:34:28,2018-03-12 09:11:28,102.0,,82.0,8.0,30.0,27.0,16.0,232,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,240.0,240.0,10.0,https://pypi.org/project/django-audit-log,1608.0,1608.0,17,False,3,,,,,,,
123,django-prbac,dimagi/django-prbac,django-prbac,[],authentication-authorization,https://github.com/dimagi/django-prbac,https://github.com/dimagi/django-prbac,2013-10-17 18:31:58,2023-12-13 21:26:13,2023-12-13 21:26:10,194.0,21.0,37.0,41.0,55.0,3.0,17.0,131,2020-03-06 22:55:21,0.0.8,1.0,,11.0,11.0,23.0,https://pypi.org/project/django-prbac,2175.0,2175.0,17,False,3,,,,,,,
124,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,15.0,13.0,1.0,12.0,88,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",71.0,71.0,9.0,https://pypi.org/project/django-mirage-field,8959.0,8959.0,17,True,2,MIT,,,,,,
125,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,2021-01-12 18:16:13,2023-12-31 11:52:23,2023-12-31 11:50:57,35.0,5.0,14.0,2.0,24.0,6.0,8.0,46,2023-12-31 11:52:23,0.7.0,7.0,A Django app for sending SMS with interchangeable backends.,188.0,188.0,3.0,https://pypi.org/project/django-sms,4505.0,4505.0,17,True,2,BSD-3-Clause,,,,,,
126,django-template-partials,carltongibson/django-template-partials,django-template-partials,[],templates,https://github.com/carltongibson/django-template-partials,https://github.com/carltongibson/django-template-partials,2023-05-17 18:22:35,2023-11-20 19:42:19,2023-11-20 09:38:32,28.0,14.0,8.0,19.0,15.0,3.0,11.0,246,,,,Reusable named inline partials for the Django Template Language.,35.0,35.0,7.0,https://pypi.org/project/django-template-partials,4243.0,4243.0,16,True,3,MIT,,,,,,
127,django-flexible-subscriptions,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,[],payment-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,2018-11-26 05:05:05,2023-11-30 23:40:43,2020-09-11 20:55:19,197.0,,48.0,4.0,267.0,27.0,23.0,238,,,,A subscription and recurrent billing application for Django.,23.0,23.0,14.0,https://pypi.org/project/django-flexible-subscriptions,370.0,370.0,16,True,3,GPL-3.0,,,,,,
128,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,8.0,8.0,3.0,14.0,111,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,212.0,212.0,5.0,https://pypi.org/project/django-fieldsignals,20442.0,20442.0,16,True,3,,,,,,,
129,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,36.0,13.0,13.0,3.0,8.0,427,,,,Keep track of your statistics.,23.0,23.0,9.0,https://pypi.org/project/django-trackstats,1733.0,1733.0,15,True,1,MIT,,,,,,
130,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,2019-05-10 11:27:07,2023-07-17 06:51:20,2023-06-12 08:26:02,42.0,,15.0,11.0,16.0,10.0,6.0,205,,,,Safely separate multiple tenants in a Django database.,73.0,73.0,6.0,https://pypi.org/project/django-scopes,3284.0,3284.0,15,True,3,Apache-2.0,,,,,,
131,django-bitcoin,kangasbros/django-bitcoin,django-bitcoin,[],payment-subscriptions,https://github.com/kangasbros/django-bitcoin,https://github.com/kangasbros/django-bitcoin,2011-07-08 14:04:32,2014-09-15 06:46:34,2014-09-15 06:46:33,462.0,,95.0,32.0,25.0,11.0,7.0,178,,,,bitcoin payment management for django.,15.0,15.0,18.0,https://pypi.org/project/django-bitcoin,38.0,38.0,15,False,3,MIT,,,,,,
132,dj-paypal,HearthSim/dj-paypal,dj-paypal,[],payment-subscriptions,https://github.com/HearthSim/dj-paypal,https://github.com/HearthSim/dj-paypal,2017-08-18 11:25:15,2023-02-16 12:27:40,2022-11-09 14:20:14,256.0,,18.0,12.0,8.0,4.0,5.0,81,2018-12-18 16:40:35,0.11.1,4.0,Paypal integration for Django - Inspired by dj-Stripe.,24.0,24.0,3.0,https://pypi.org/project/dj-paypal,299.0,299.0,15,True,3,MIT,,,,,,
133,django-subscriptions,kogan/django-subscriptions,django-subscriptions,[],payment-subscriptions,https://github.com/kogan/django-subscriptions,https://github.com/kogan/django-subscriptions,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,8.0,21.0,16.0,,4.0,73,2020-12-29 04:56:47,2.1.1,11.0,A django package for managing subscription states.,13.0,13.0,2.0,https://pypi.org/project/django-subscriptions,1455.0,1455.0,15,True,3,BSD-3-Clause,,,,,,
134,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,2021-11-25 00:14:05,2023-12-29 16:03:44,2023-12-26 00:12:28,122.0,18.0,7.0,2.0,92.0,1.0,1.0,66,2023-12-12 22:25:20,1.7.0,8.0,Pydantic model support for Django & Django-Rest-Framework.,9.0,9.0,6.0,https://pypi.org/project/pyngo,6151.0,6151.0,15,True,3,MIT,,,,,,
135,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,2020-11-08 18:56:53,2023-10-20 00:33:00,2023-03-29 17:08:35,69.0,,11.0,4.0,26.0,9.0,18.0,118,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",30.0,30.0,6.0,https://pypi.org/project/django-admin-confirm,17183.0,17183.0,14,True,3,,,,,,,
136,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,22.0,3.0,8.0,1.0,4.0,117,,,,Offline optimistic locking for Django.,15.0,15.0,4.0,https://pypi.org/project/django-optimistic-lock,2848.0,2848.0,14,True,3,BSD-2-Clause,,,,,,
137,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,25.0,12.0,16.0,9.0,2.0,27,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,21.0,21.0,8.0,https://pypi.org/project/django-cryptographic-fields,156.0,156.0,14,False,3,MIT,,,,,,
138,cookiecutter-djangopackage,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,[],reusable-app-templates,https://github.com/pydanny/cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,145.0,14.0,903.0,28.0,44.0,435,2017-10-04 13:46:21,1.0.1,2.0,A cookiecutter template for creating reusable Django packages quickly.,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,13,True,1,,,,,,,
139,drf-stripe-subscription,oscarychen/drf-stripe-subscription,drf-stripe-subscription,[],payment-subscriptions,https://github.com/oscarychen/drf-stripe-subscription,https://github.com/oscarychen/drf-stripe-subscription,2022-01-07 05:42:18,2023-06-28 13:54:37,2023-06-28 13:54:37,43.0,,11.0,4.0,16.0,1.0,17.0,89,2023-05-30 16:33:20,1.2.0,15.0,An out-of-box Django REST framework solution for payment and subscription management using Stripe.,,,4.0,https://pypi.org/project/drf-stripe-subscription,278.0,278.0,12,True,3,MIT,,,,,,
140,dj-paddle,paddle-python/dj-paddle,dj-paddle,[],payment-subscriptions,https://github.com/paddle-python/dj-paddle,https://github.com/paddle-python/dj-paddle,2020-01-03 12:26:15,2023-07-25 14:48:50,2021-03-26 12:22:49,54.0,,32.0,6.0,20.0,14.0,11.0,74,2021-02-26 16:41:04,0.1.2,2.0,Django + Paddle made Easy!.,,,7.0,https://pypi.org/project/dj-paddle,74.0,74.0,12,True,3,MIT,,,,,,
141,django-flutterwave,bdelate/django-flutterwave,django-flutterwave,[],payment-subscriptions,https://github.com/bdelate/django-flutterwave,https://github.com/bdelate/django-flutterwave,2019-07-29 15:03:20,2022-12-08 08:56:27,2020-12-29 06:31:43,57.0,,10.0,6.0,11.0,,4.0,21,2020-12-29 06:34:01,0.3.0,5.0,Django integration for Flutterwave Rave payments and subscriptions.,42.0,42.0,,https://pypi.org/project/django-flutterwave,,,12,True,3,MIT,,,,,,
142,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,2021-11-20 21:37:41,2023-11-30 10:22:37,2023-11-30 10:21:07,167.0,4.0,1.0,1.0,3.0,,,4,2023-11-30 10:22:37,1.2.5,3.0,"An extension of django rest framework, providing a configurable password reset strategy.",,,34.0,https://pypi.org/project/django-ninja-passwordreset,72.0,72.0,12,False,3,BSD-3-Clause,,,,,,
143,django-project-template,thorgate/django-project-template,django-project-template,[],project-templates,https://github.com/thorgate/django-project-template,https://github.com/thorgate/django-project-template,2016-03-28 15:10:57,2023-12-18 11:03:50,2023-11-13 09:54:39,754.0,3.0,16.0,15.0,33.0,2.0,3.0,121,,,,"Thorgates Django project template - Django, React, Sass, optional Docker and more.",,,33.0,https://pypi.org/project/django-project-template,,,11,True,1,ISC,,,,,,
144,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,2021-07-15 13:39:46,2023-04-21 22:50:00,2023-03-16 17:14:44,142.0,,7.0,3.0,16.0,2.0,1.0,34,,,,Python package for eventsourcing with Django.,5.0,5.0,5.0,https://pypi.org/project/eventsourcing-django,1231.0,1231.0,11,True,2,BSD-3-Clause,,,,,,
145,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,2021-07-13 08:29:30,2023-07-23 22:51:51,2021-08-27 13:54:10,39.0,,8.0,1.0,12.0,2.0,1.0,30,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,4.0,4.0,,https://pypi.org/project/django-ninja-apikey,435.0,435.0,11,True,3,MIT,,,,,,
146,django-oauth-login,dropseed/django-oauth-login,django-oauth-login,[],authentication-authorization,https://github.com/dropseed/django-oauth-login,https://github.com/dropseed/django-oauth-login,2022-03-17 20:18:15,2023-12-01 00:22:18,2023-08-04 16:10:50,41.0,,3.0,4.0,20.0,1.0,1.0,14,2023-08-04 16:11:25,0.2.4,7.0,A minimal app that adds OAuth login support to your Django project.,2.0,2.0,5.0,https://pypi.org/project/django-oauth-login,119.0,119.0,11,False,3,MIT,,,,,,
147,django-oauth2-authcodeflow,jrd/django-oauth2-authcodeflow,django-oauth2-authcodeflow,[],authentication-authorization,https://github.com/jrd/django-oauth2-authcodeflow,https://github.com/jrd/django-oauth2-authcodeflow,2020-11-27 10:40:53,2023-12-20 20:03:50,2023-12-12 15:17:35,92.0,12.0,6.0,3.0,15.0,2.0,2.0,12,,,,Authenticate with any OpenId Connect/Oauth2 provider through authorization code flow. PKCE is also supported.,7.0,7.0,10.0,https://pypi.org/project/django-oauth2-authcodeflow,886.0,886.0,11,False,3,MIT,2.0,,,,,
