,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,trending,updated_github_id,github_release_downloads,gitlab_id,gitlab_url
63,django-anymail,https://github.com/anymail/django-anymail,,[],emails,"Django email backends and webhooks for Amazon SES, Brevo (Sendinblue), MailerSend, Mailgun, Mailjet, Postmark, Postal,..",31,True,anymail/django-anymail,django-anymail,https://github.com/anymail/django-anymail,BSD-3-Clause,2016-03-10 02:55:09,2025-06-26 19:52:08,2025-06-26 19:51:55,932.0,8.0,134.0,22.0,165.0,4.0,231.0,1784.0,2025-04-03 21:03:40,13.0,61.0,7715.0,7715.0,67.0,https://pypi.org/project/django-anymail,1013763.0,1013764.0,1.0,,,189.0,,
64,django-constance,https://github.com/jazzband/django-constance,,[],configuration,Dynamic Django settings.,31,True,jazzband/django-constance,django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2025-05-19 19:34:37,2025-05-19 19:20:14,709.0,1.0,294.0,33.0,313.0,21.0,289.0,1776.0,2025-02-06 10:27:44,4.3.2,14.0,2368.0,2368.0,150.0,https://pypi.org/project/django-constance,442147.0,442147.0,2.0,,,,,
65,django-dbbackup,https://github.com/Archmonger/django-dbbackup,,[],management-commands,Management commands to help backup and restore your project database and media files.,31,True,jazzband/django-dbbackup,django-dbbackup,https://github.com/Archmonger/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2025-06-16 01:46:55,2025-06-16 01:46:55,526.0,16.0,199.0,22.0,271.0,31.0,265.0,1050.0,2025-05-09 19:11:15,4.3.0,7.0,2506.0,2506.0,79.0,https://pypi.org/project/django-dbbackup,178352.0,178352.0,2.0,,Archmonger/django-dbbackup,,,
66,django-ninja,https://github.com/vitalik/django-ninja,,[],restful-api-ninja,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",30,True,vitalik/django-ninja,django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2025-06-17 11:46:45,2025-06-17 11:46:45,1333.0,27.0,501.0,73.0,415.0,335.0,585.0,8307.0,2025-06-04 15:10:24,1.4.3t,48.0,,,163.0,https://pypi.org/project/django-ninja,900312.0,900312.0,1.0,-2.0,,,,
67,django-fsm,https://github.com/viewflow/django-fsm,,[],finite-state-machine,Django friendly finite state machine support.,30,True,viewflow/django-fsm,django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2024-04-16 12:13:04,2024-04-16 12:13:00,353.0,,281.0,46.0,146.0,1.0,156.0,2342.0,2024-04-09 07:55:47,3.0.0,5.0,1835.0,1835.0,70.0,https://pypi.org/project/django-fsm,535366.0,535366.0,2.0,,,,,
68,django-q,https://github.com/Koed00/django-q,,[],task-queues,A multiprocessing distributed task queue for Django.,30,True,Koed00/django-q,django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2024-08-13 12:14:42,2021-06-26 12:04:16,1246.0,,239.0,51.0,313.0,279.0,154.0,1872.0,2021-06-10 16:52:14,1.3.9,78.0,1985.0,1985.0,62.0,https://pypi.org/project/django-q,89346.0,89346.0,3.0,,,,,
69,dj-stripe,https://github.com/dj-stripe/dj-stripe,,[],payment-subscriptions,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,30,True,dj-stripe/dj-stripe,dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2025-06-27 10:11:15,2025-06-27 10:11:15,3337.0,2.0,483.0,29.0,1039.0,70.0,967.0,1710.0,2025-01-12 16:54:39,2.9.0,71.0,1219.0,1219.0,133.0,https://pypi.org/project/dj-stripe,119009.0,119009.0,1.0,,,,,
70,plane,https://github.com/makeplane/plane,,[],project-management-framework,"Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the..",29,True,makeplane/plane,,https://github.com/makeplane/plane,AGPL-3.0,2022-11-19 12:55:01,2025-06-30 18:27:06,2025-06-30 18:26:34,5969.0,303.0,2382.0,135.0,5871.0,472.0,787.0,36942.0,2025-06-06 12:32:24,0.26.1,45.0,,,121.0,,,1259.0,1.0,,,37777.0,,
71,Open edX,https://github.com/openedx/edx-platform,,[],education-framework,"The Open edX LMS & Studio, powering education sites around the world!.",29,True,openedx/edx-platform,,https://github.com/openedx/edx-platform,AGPL-3.0,2013-05-30 20:20:38,2025-06-30 18:00:42,2025-06-30 17:59:07,67010.0,380.0,3748.0,425.0,36165.0,247.0,518.0,7773.0,2015-03-02 21:13:51,named-release/birch,4.0,3.0,3.0,1476.0,,,,1.0,,,,,
72,InvenTree,https://github.com/inventree/InvenTree,,[],inventory-management-system,Open Source Inventory Management System.,29,True,inventree/InvenTree,,https://github.com/inventree/InvenTree,MIT,2017-03-23 01:44:10,2025-06-30 23:17:07,2025-06-30 23:12:48,16749.0,257.0,955.0,72.0,6078.0,181.0,2783.0,5130.0,2025-06-21 23:43:04,0.17.14,100.0,8.0,8.0,108.0,,,31.0,1.0,,,1599.0,,
73,django-material,https://github.com/viewflow/django-material,,[],admin-interface,Material Design for Django.,29,True,viewflow/django-material,django-material,https://github.com/viewflow/django-material,AGPL-3.0,2015-01-16 07:17:33,2025-06-30 08:27:58,2025-06-30 08:27:54,172.0,159.0,414.0,88.0,123.0,20.0,395.0,2525.0,2017-10-27 11:20:04,1.1.0,5.0,1869.0,1869.0,4.0,https://pypi.org/project/django-material,14320.0,14320.0,2.0,,,,,
74,django-notifications,https://github.com/django-notifications/django-notifications,,[],notifications,GitHub notifications alike app for Django.,29,True,django-notifications/django-notifications,django-notifications-hq,https://github.com/django-notifications/django-notifications,BSD-3-Clause,2012-07-22 10:41:02,2025-04-02 15:45:29,2025-04-02 15:45:29,469.0,5.0,426.0,43.0,187.0,22.0,197.0,1895.0,2023-10-19 00:00:44,1.8.3,8.0,3067.0,3067.0,75.0,https://pypi.org/project/django-notifications-hq,84341.0,84341.0,1.0,,,,,
75,deptry,https://github.com/fpgmaas/deptry,,[],sca,"Find unused, missing and transitive dependencies in a Python project.",29,True,fpgmaas/deptry,deptry,https://github.com/fpgmaas/deptry,MIT,2022-09-01 07:35:36,2025-06-30 21:58:17,2025-06-28 20:39:04,958.0,75.0,25.0,6.0,995.0,39.0,151.0,1096.0,2025-01-25 16:56:59,0.23.0,83.0,1442.0,1442.0,13.0,https://pypi.org/project/deptry,1835934.0,1835934.0,1.0,,,,,
76,django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,,[],admin-interface-actions,Generic drag-and-drop ordering for objects in the Django admin interface.,29,True,jrief/django-admin-sortable2,django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,,2013-07-07 21:26:56,2025-05-15 09:11:57,2025-05-15 09:11:57,840.0,12.0,177.0,19.0,178.0,45.0,187.0,839.0,2025-05-15 06:43:59,2.2.8,20.0,2859.0,2859.0,90.0,https://pypi.org/project/django-admin-sortable2,844090.0,844090.0,2.0,,,,,
77,dishka,https://github.com/reagento/dishka,,[],dependency-injection,Cute dependency injection (DI) framework for Python with agreeable API and everything you need.,29,True,reagento/dishka,dishka,https://github.com/reagento/dishka,Apache-2.0,2024-01-14 00:42:06,2025-06-23 10:17:14,2025-06-23 10:17:14,1162.0,179.0,80.0,5.0,330.0,35.0,113.0,731.0,2025-05-18 18:55:58,1.6.0,19.0,620.0,620.0,57.0,https://pypi.org/project/dishka,62009.0,62009.0,1.0,,,,,
78,djangorestframework-stubs,https://github.com/typeddjango/djangorestframework-stubs,,[],type-stubs,PEP-484 stubs for django-rest-framework.,29,True,typeddjango/djangorestframework-stubs,djangorestframework-stubs,https://github.com/typeddjango/djangorestframework-stubs,MIT,2018-11-12 01:07:16,2025-06-30 21:39:52,2025-06-30 21:39:51,601.0,29.0,115.0,6.0,628.0,53.0,99.0,495.0,2025-04-27 12:18:55,3.16.0,26.0,3795.0,3795.0,79.0,https://pypi.org/project/djangorestframework-stubs,1289465.0,1289465.0,3.0,,,,,
79,djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,,[],restful-api-drf,A JSON Web Token authentication plugin for the Django REST Framework.,28,True,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2025-06-30 17:15:40,2025-06-11 09:37:04,677.0,7.0,646.0,53.0,415.0,113.0,391.0,4192.0,2025-02-26 19:34:29,5.5.0,13.0,,,132.0,https://pypi.org/project/djangorestframework-simplejwt,3830363.0,3830363.0,2.0,,,,,
80,tach,https://github.com/gauge-sh/tach,,[],development,"A Python tool to visualize + enforce dependencies, using modular architecture Open source Installable via pip Able to..",28,True,gauge-sh/tach,tach,https://github.com/gauge-sh/tach,MIT,2024-01-31 20:12:23,2025-06-30 05:53:00,2025-06-04 01:28:54,2304.0,14.0,67.0,14.0,666.0,22.0,106.0,2428.0,2025-04-18 23:26:40,0.29.0,100.0,63.0,63.0,20.0,https://pypi.org/project/tach,499271.0,499271.0,1.0,,,,,
81,django-cacheops,https://github.com/Suor/django-cacheops,,[],caching,A slick ORM cache with automatic granular event-driven invalidation.,28,True,Suor/django-cacheops,django-cacheops,https://github.com/Suor/django-cacheops,BSD-3-Clause,2011-06-04 12:25:47,2025-04-20 04:29:21,2025-04-20 04:28:56,1255.0,9.0,220.0,38.0,150.0,18.0,328.0,2206.0,,,,1541.0,1541.0,71.0,https://pypi.org/project/django-cacheops,236010.0,236010.0,1.0,,,,,
82,django-htmx,https://github.com/adamchainz/django-htmx,,[],templates,Extensions for using Django with htmx.,28,True,adamchainz/django-htmx,django-htmx,https://github.com/adamchainz/django-htmx,MIT,2020-10-18 17:12:47,2025-06-27 14:08:08,2025-06-27 14:08:05,561.0,31.0,141.0,38.0,454.0,4.0,80.0,1841.0,,,,4562.0,4562.0,24.0,https://pypi.org/project/django-htmx,435318.0,435318.0,1.0,,,,,
83,django-tailwind,https://github.com/timonweb/django-tailwind,,[],mvt-tailwind-css-framework-integration,Django + Tailwind CSS =.,28,True,timonweb/django-tailwind,django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2025-05-31 09:07:19,2025-05-31 09:07:18,332.0,20.0,102.0,16.0,58.0,4.0,162.0,1584.0,,,,6826.0,6826.0,22.0,https://pypi.org/project/django-tailwind,184458.0,184458.0,1.0,,,,,
84,eventsourcing,https://github.com/pyeventsourcing/eventsourcing,,[],event-sourcing,A library for event sourcing in Python.,28,True,pyeventsourcing/eventsourcing,eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2025-06-05 18:34:03,2025-06-05 18:33:58,5300.0,294.0,133.0,36.0,196.0,2.0,99.0,1559.0,,,,194.0,194.0,28.0,https://pypi.org/project/eventsourcing,34228.0,34228.0,1.0,,,,,
85,django-configurations,https://github.com/jazzband/django-configurations,,[],configuration,A helper for organizing Django project settings by relying on well established programming patterns.,28,True,jazzband/django-configurations,django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2024-11-18 23:53:14,2024-11-18 23:53:09,512.0,,142.0,21.0,195.0,55.0,156.0,1123.0,2023-11-30 10:00:09,2.5.1,11.0,3336.0,3336.0,74.0,https://pypi.org/project/django-configurations,274962.0,274962.0,3.0,,,,,
86,django-ses,https://github.com/django-ses/django-ses,,[],emails,A Django email backend for Amazons Simple Email Service.,28,True,django-ses/django-ses,django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2025-06-10 14:08:50,2025-06-10 14:08:42,388.0,3.0,218.0,16.0,203.0,49.0,101.0,1054.0,2024-11-26 19:17:50,4.3.0,52.0,3490.0,3490.0,84.0,https://pypi.org/project/django-ses,814967.0,814967.0,2.0,,,,,
87,django-baton,https://github.com/otto-torino/django-baton,,[],admin-interface,"A cool, modern and responsive django admin application based on bootstrap 5 that brings AI to the Django admin -..",28,True,otto-torino/django-baton,django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2025-06-11 14:27:17,2025-06-11 14:26:28,1172.0,74.0,99.0,13.0,108.0,1.0,186.0,953.0,2025-06-11 14:29:02,5.0.2,57.0,463.0,463.0,17.0,https://pypi.org/project/django-baton,8414.0,8414.0,3.0,3.0,,,,
88,django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,,[],graphql-api,JSON Web Token (JWT) authentication for Graphene Django.,28,True,flavors/django-graphql-jwt,django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-12-20 11:55:00,2023-08-04 09:45:28,555.0,,155.0,14.0,102.0,63.0,171.0,821.0,2023-08-04 09:46:09,0.4.0,27.0,5596.0,5596.0,26.0,https://pypi.org/project/django-graphql-jwt,115393.0,115393.0,3.0,,,,,
89,django-structlog,https://github.com/jrobichaud/django-structlog,,[],logging,Structured Logging for Django.,28,True,jrobichaud/django-structlog,django-structlog,https://github.com/jrobichaud/django-structlog,MIT,2019-04-07 21:29:34,2025-06-30 06:47:42,2025-06-23 12:08:03,1985.0,121.0,36.0,6.0,795.0,2.0,69.0,482.0,,,,887.0,887.0,24.0,https://pypi.org/project/django-structlog,699935.0,699935.0,3.0,,,,,
90,strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-django,,[],graphql-api,Strawberry GraphQL Django extension.,28,True,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-django,MIT,2020-10-30 17:12:01,2025-06-30 16:31:33,2025-06-25 16:13:28,897.0,42.0,138.0,15.0,397.0,90.0,276.0,457.0,2025-06-16 17:24:57,0.62.0,100.0,613.0,613.0,102.0,https://pypi.org/project/strawberry-graphql-django,400590.0,400590.0,3.0,,strawberry-graphql/strawberry-django,,,
91,django-bootstrap5,https://github.com/zostera/django-bootstrap5,,[],mvt-bootstrap-css-framework-integration,Bootstrap 5 for Django.,28,True,zostera/django-bootstrap5,django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2025-06-07 10:22:32,2025-06-07 10:22:31,1492.0,10.0,85.0,14.0,650.0,36.0,71.0,432.0,,,,9853.0,9853.0,151.0,https://pypi.org/project/django-bootstrap5,210445.0,210445.0,3.0,,,,,
92,strawberry,https://github.com/strawberry-graphql/strawberry,,[],graphql-api,A GraphQL library for Python that leverages type annotations.,27,True,strawberry-graphql/strawberry,strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2025-06-30 16:31:49,2025-06-26 22:37:40,3525.0,126.0,566.0,38.0,2725.0,381.0,707.0,4315.0,2025-06-26 22:38:07,0.275.5,100.0,,,288.0,https://pypi.org/project/strawberry,698.0,739.0,3.0,,,492.0,,
93,django-grappelli,https://github.com/sehmaschine/django-grappelli,,[],admin-interface,A jazzy skin for the Django Admin-Interface (official repository).,27,True,sehmaschine/django-grappelli,django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2025-04-28 13:57:24,2025-04-28 13:49:07,1960.0,3.0,639.0,87.0,336.0,7.0,725.0,3878.0,,,,6850.0,6850.0,91.0,https://pypi.org/project/django-grappelli,241859.0,241859.0,3.0,,,,,
94,django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,,[],multiple-tenants,Tenant support for Django using PostgreSQL schemas.,27,True,bernardopires/django-tenant-schemas,django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-11-01 13:33:35,2023-07-02 19:48:20,637.0,,396.0,65.0,229.0,147.0,330.0,1483.0,2023-08-27 13:05:42,1.12.0,2.0,476.0,476.0,75.0,https://pypi.org/project/django-tenant-schemas,15981.0,15981.0,2.0,,,,,
95,django-cachalot,https://github.com/noripyt/django-cachalot,,[],caching,"No effort, no worry, maximum performance.",27,True,noripyt/django-cachalot,django-cachalot,https://github.com/noripyt/django-cachalot,BSD-3-Clause,2014-09-26 13:08:06,2025-04-17 00:04:30,2025-04-17 00:04:01,651.0,2.0,147.0,24.0,100.0,29.0,143.0,1358.0,2025-04-17 00:04:30,2.8.0,24.0,966.0,966.0,39.0,https://pypi.org/project/django-cachalot,96417.0,96417.0,3.0,-2.0,,,,
96,django-organizations,https://github.com/bennylope/django-organizations,,[],authentication-authorization,Multi-user accounts for Django projects.,27,True,bennylope/django-organizations,django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2025-06-10 13:12:18,2025-06-10 12:56:06,755.0,1.0,211.0,36.0,117.0,13.0,138.0,1325.0,2024-10-28 18:53:47,2.5.0,20.0,313.0,313.0,49.0,https://pypi.org/project/django-organizations,110920.0,110920.0,2.0,,,,,
97,django-split-settings,https://github.com/wemake-services/django-split-settings,,[],configuration,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,27,True,wemake-services/django-split-settings,django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2025-05-17 14:58:37,2025-05-17 14:58:37,565.0,4.0,69.0,16.0,528.0,5.0,43.0,1166.0,2024-07-05 14:30:34,1.3.2,9.0,3425.0,3425.0,27.0,https://pypi.org/project/django-split-settings,224603.0,224603.0,3.0,,,,,
98,django-ratelimit,https://github.com/jsocol/django-ratelimit,,[],authentication-authorization,Cache-based rate-limiting for Django.,27,True,jsocol/django-ratelimit,django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2024-07-11 18:32:53,2023-12-05 19:30:12,317.0,,178.0,17.0,159.0,26.0,125.0,1115.0,2023-07-24 20:36:04,4.1.0,2.0,4170.0,4170.0,51.0,https://pypi.org/project/django-ratelimit,927979.0,927979.0,2.0,,,,,
99,django-post-office,https://github.com/ui/django-post_office,,[],emails,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",27,True,ui/django-post_office,django-post-office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2025-06-03 08:24:20,2025-06-03 08:24:20,795.0,9.0,249.0,34.0,240.0,90.0,162.0,1052.0,2024-11-22 02:06:30,3.9.1,10.0,112.0,112.0,84.0,https://pypi.org/project/django-post-office,63359.0,63359.0,3.0,,,,,
100,django-paypal,https://github.com/spookylukey/django-paypal,,[],payment-subscriptions,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,27,True,spookylukey/django-paypal,django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2025-06-30 16:48:07,2024-11-18 21:22:27,798.0,,199.0,26.0,121.0,13.0,153.0,730.0,,,,4232.0,4232.0,73.0,https://pypi.org/project/django-paypal,23711.0,23711.0,1.0,,,,,
101,django-test-migrations,https://github.com/wemake-services/django-test-migrations,,[],testing,"Test django schema and data migrations, including migrations order and best practices.",27,True,wemake-services/django-test-migrations,django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2025-06-27 07:56:58,2025-06-27 07:56:50,526.0,22.0,32.0,8.0,459.0,15.0,53.0,553.0,2025-04-18 10:15:29,1.5.0,9.0,952.0,952.0,20.0,https://pypi.org/project/django-test-migrations,239780.0,239780.0,2.0,,,,,
102,Mobile Security Framework (MobSF),https://github.com/MobSF/Mobile-Security-Framework-MobSF,,[],security-framework,"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing,..",26,True,MobSF/Mobile-Security-Framework-MobSF,,https://github.com/MobSF/Mobile-Security-Framework-MobSF,GPL-3.0,2015-01-31 04:36:01,2025-06-23 07:57:35,2025-06-23 07:57:33,2012.0,7.0,3277.0,589.0,934.0,7.0,1519.0,18905.0,2025-03-29 17:57:28,4.3.2,48.0,5.0,5.0,102.0,,,,3.0,,,,,
103,highlight,https://github.com/highlight/highlight,,[],apm,"highlight.io: The open source, full-stack monitoring platform. Error monitoring, session replay, logging, distributed..",26,True,highlight/highlight,,https://github.com/highlight/highlight,,2020-08-20 17:55:23,2025-06-27 23:00:43,2025-06-24 15:54:34,7025.0,28.0,429.0,29.0,7374.0,289.0,2499.0,8406.0,2025-06-23 05:16:13,docker-v0.5.5,56.0,396.0,396.0,84.0,,,,3.0,,,,,
104,django-celery-beat,https://github.com/celery/django-celery-beat,,[],task-queues,Celery Periodic Tasks backed by the Django ORM.,26,True,celery/django-celery-beat,django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2025-06-30 16:43:11,2025-06-09 16:52:55,490.0,24.0,452.0,42.0,410.0,91.0,353.0,1825.0,2025-05-13 07:05:14,2.8.1,18.0,,,137.0,https://pypi.org/project/django-celery-beat,2968940.0,2968940.0,3.0,-7.0,,8.0,,
105,injector,https://github.com/python-injector/injector,,[],dependency-injection,"Python dependency injection framework, inspired by Guice.",26,True,python-injector/injector,injector,https://github.com/python-injector/injector,BSD-3-Clause,2010-11-25 12:05:20,2025-06-19 03:16:37,2025-03-13 07:56:20,481.0,,86.0,14.0,125.0,47.0,100.0,1420.0,,,,2962.0,2962.0,31.0,https://pypi.org/project/injector,2294772.0,2294772.0,2.0,,,,,
106,django-components,https://github.com/django-components/django-components,,[],templates,Create simple reusable template components in Django.,26,True,django-components/django-components,django-components,https://github.com/django-components/django-components,MIT,2015-06-11 17:23:48,2025-06-30 20:21:35,2025-06-24 09:16:31,1733.0,180.0,95.0,15.0,908.0,56.0,234.0,1379.0,2025-06-10 09:14:43,0.141.0,67.0,,,50.0,https://pypi.org/project/django-components,46768.0,46768.0,2.0,,,,,
107,django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,,[],authentication-authorization,OpenID Connect and OAuth2 provider implementation for the Django framework.,26,True,juanifioren/django-oidc-provider,django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2025-06-10 16:37:55,2025-05-24 16:33:57,1093.0,1.0,220.0,17.0,233.0,52.0,157.0,435.0,2025-05-24 16:50:56,0.8.4,25.0,419.0,419.0,75.0,https://pypi.org/project/django-oidc-provider,17807.0,17807.0,3.0,,,,,
108,django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,,[],restful-api-drf,"An extension of django rest framework, providing a configurable password reset strategy.",26,True,anexia-it/django-rest-passwordreset,django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2024-11-13 17:39:13,2024-11-13 17:39:13,187.0,,140.0,8.0,95.0,26.0,80.0,430.0,2024-11-05 13:54:56,1.5.0,22.0,4372.0,4372.0,40.0,https://pypi.org/project/django-rest-passwordreset,269226.0,269226.0,3.0,,,,,
109,django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,,[],authentication-authorization,"Django CAS 1.0/2.0/3.0 client authentication library, supporting Django 4.2+ and Python 3.8+.",26,True,django-cas-ng/django-cas-ng,django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2025-06-11 15:10:27,2025-06-11 15:10:25,672.0,4.0,163.0,16.0,211.0,7.0,152.0,390.0,2023-10-17 22:51:49,5.0.1,28.0,609.0,609.0,88.0,https://pypi.org/project/django-cas-ng,31181.0,31186.0,3.0,,,713.0,,
110,svcs,https://github.com/hynek/svcs,,[],dependency-injection,A Flexible Service Locator for Python.,26,True,hynek/svcs,svcs,https://github.com/hynek/svcs,MIT,2023-07-12 08:43:28,2025-06-22 15:59:40,2025-06-22 15:57:42,580.0,14.0,22.0,5.0,74.0,2.0,18.0,356.0,2025-01-25 13:14:37,25.1.0,23.0,258.0,258.0,8.0,https://pypi.org/project/svcs,4972069.0,4972069.0,2.0,,,,,
111,django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,,[],restful-api-ninja,A JSON Web Token authentication plugin for the Django REST Framework.,26,True,eadwinCode/django-ninja-jwt,django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2025-06-01 02:53:20,2025-05-22 11:29:39,719.0,8.0,27.0,5.0,96.0,17.0,21.0,191.0,2025-04-05 08:59:26,5.3.7,24.0,499.0,499.0,88.0,https://pypi.org/project/django-ninja-jwt,69930.0,69930.0,2.0,,,,,
112,django-jet,https://github.com/geex-arts/django-jet,,[],admin-interface,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,25,False,geex-arts/django-jet,django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2024-02-10 02:55:55,2019-05-21 10:57:50,891.0,,665.0,113.0,177.0,215.0,131.0,3614.0,2018-10-18 06:39:57,1.0.8,23.0,3387.0,3387.0,29.0,https://pypi.org/project/django-jet,7874.0,7874.0,3.0,,,,,
113,django-shop,https://github.com/awesto/django-shop,,[],ecommerce-framework,A Django based shop system.,25,True,awesto/django-shop,django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,998.0,170.0,501.0,90.0,292.0,3279.0,,,,230.0,230.0,96.0,https://pypi.org/project/django-shop,749.0,749.0,3.0,,,,,
114,shuup,https://github.com/shuup/shuup,,[],ecommerce-framework,E-Commerce Platform.,25,True,shuup/shuup,shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2024-03-13 23:45:42,2021-08-18 22:32:03,7104.0,,1094.0,119.0,2196.0,147.0,291.0,2307.0,2021-08-17 18:55:57,2.14.3,100.0,187.0,187.0,67.0,https://pypi.org/project/shuup,11040.0,11050.0,3.0,,,713.0,,
115,django-payments,https://github.com/jazzband/django-payments,,[],payment-subscriptions,Universal payment handling for Django.,25,True,jazzband/django-payments,django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2025-06-30 17:15:26,2025-03-16 12:59:51,907.0,,275.0,40.0,263.0,69.0,115.0,1144.0,2021-02-01 11:27:35,0.14.0,29.0,652.0,652.0,68.0,https://pypi.org/project/django-payments,8679.0,8679.0,2.0,,,31.0,,
116,wrabit/django-cotton,https://github.com/wrabit/django-cotton,,[],templates,Enabling Modern UI Composition in Django.,25,True,wrabit/django-cotton,django-cotton,https://github.com/wrabit/django-cotton,MIT,2024-06-08 13:30:49,2025-06-30 17:34:35,2025-06-30 17:31:15,616.0,29.0,40.0,13.0,151.0,5.0,99.0,888.0,2025-06-30 17:34:35,2.1.3,68.0,240.0,240.0,12.0,https://pypi.org/project/django-cotton,50471.0,50471.0,2.0,,,,,
117,django-seed,https://github.com/Brobin/django-seed,,[],example-data,Seed your Django database with fake data.,25,True,brobin/django-seed,django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-04-08 02:46:34,2021-10-08 16:42:39,189.0,,82.0,10.0,66.0,20.0,42.0,703.0,2021-10-08 16:29:50,0.3.1,13.0,5249.0,5249.0,23.0,https://pypi.org/project/django-seed,26633.0,26633.0,1.0,,,,,
118,django-browser-reload,https://github.com/adamchainz/django-browser-reload,,[],development,Automatically reload your browser in development.,25,True,adamchainz/django-browser-reload,django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2025-06-26 09:25:36,2025-06-26 09:25:35,369.0,15.0,33.0,4.0,287.0,15.0,27.0,598.0,,,,6693.0,6693.0,6.0,https://pypi.org/project/django-browser-reload,209824.0,209824.0,2.0,,,,,
