,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,updated_github_id,new_addition,gitlab_id,gitlab_url
10,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2023-10-28 13:00:54,2023-09-01 19:02:16,636.0,20.0,299.0,35.0,273.0,59.0,176.0,2839,2023-09-01 21:08:14,0.11.2,19.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,196543.0,196543.0,93.0,https://pypi.org/project/django-environ,1833447.0,1833447.0,36,True,1,38.0,,,,,
11,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2023-10-30 17:33:06,2023-09-28 17:40:17,1304.0,40.0,425.0,40.0,736.0,113.0,424.0,1970,2023-08-17 22:55:48,3.4.0,35.0,Store model history and view/revert changes from admin site.,4572.0,4572.0,179.0,https://pypi.org/project/django-simple-history,1082630.0,1082630.0,36,True,1,,,,,,
12,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-10-06 20:15:26,2023-10-06 20:15:26,1755.0,2.0,795.0,142.0,539.0,102.0,875.0,7825,2023-07-26 06:47:55,3.3.0,59.0,GraphQL framework for Python.,19092.0,19092.0,207.0,https://pypi.org/project/graphene,1734009.0,1734009.0,35,True,1,,,,,,
13,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2023-10-26 21:10:05,2023-10-26 21:10:05,1511.0,10.0,453.0,57.0,309.0,13.0,627.0,2926,2023-09-29 17:18:16,5.0.6,10.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7206.0,7206.0,188.0,https://pypi.org/project/django-reversion,324936.0,324936.0,35,True,2,,,,,,
14,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2023-10-31 15:09:42,2023-10-22 00:44:41,1092.0,45.0,783.0,41.0,679.0,114.0,539.0,2524,,,,https://django-storages.readthedocs.io/.,160466.0,160466.0,256.0,https://pypi.org/project/django-storages,2723122.0,2723122.0,35,True,1,,,,,,
15,django-allauth,pennersr/django-allauth,django-allauth,[],authentication-authorization,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2023-10-31 20:38:47,2023-10-31 20:38:20,2810.0,180.0,2765.0,186.0,1409.0,86.0,1992.0,8397,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",21.0,21.0,664.0,https://pypi.org/project/django-allauth,765965.0,765965.0,34,True,1,,,,,,
16,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2023-10-29 15:42:27,2023-10-29 15:42:27,950.0,17.0,718.0,73.0,606.0,128.0,667.0,4150,2023-08-09 22:12:46,3.1.5,48.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",13819.0,13819.0,218.0,https://pypi.org/project/graphene-django,429962.0,429962.0,34,True,2,,,,,,
17,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2023-10-06 17:41:40,2023-10-04 09:38:06,573.0,7.0,293.0,24.0,366.0,11.0,201.0,1414,2023-10-05 06:57:40,7.2.0,10.0,A django model and form field for normalised phone numbers using python-phonenumbers.,23179.0,23179.0,114.0,https://pypi.org/project/django-phonenumber-field,857031.0,857031.0,34,True,1,14.0,,,,,
18,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2023-10-30 11:04:14,2023-10-30 11:03:45,1237.0,32.0,315.0,38.0,575.0,137.0,373.0,1244,2023-10-30 11:25:07,4.6.0,20.0,A Django plugin for pytest.,66388.0,66388.0,141.0,https://pypi.org/project/pytest-django,2290226.0,2290226.0,34,True,1,,9.0,,,,
19,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2023-10-31 18:24:43,2023-10-31 16:35:52,20873.0,262.0,5005.0,372.0,9219.0,515.0,3546.0,19220,2023-10-30 09:18:11,3.17.2,100.0,"Saleor Core: the high performance, composable, headless commerce API.",3.0,3.0,283.0,https://pypi.org/project/saleor,37.0,43.0,33,True,2,27.0,,,,,
20,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-10-23 22:39:31,2023-10-18 00:15:46,961.0,68.0,305.0,72.0,238.0,177.0,398.0,5131,2023-06-08 15:42:14,0.22.2,35.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1734.0,1734.0,104.0,https://pypi.org/project/django-ninja,184339.0,184339.0,33,True,1,,,,,,
21,dj-stripe,dj-stripe/dj-stripe,dj-stripe,[],payment-subscriptions,https://github.com/dj-stripe/dj-stripe,https://github.com/dj-stripe/dj-stripe,MIT,2013-08-05 15:31:30,2023-10-13 05:19:50,2023-10-13 05:17:30,3231.0,78.0,446.0,32.0,988.0,53.0,892.0,1472,2023-08-08 11:58:56,2.8.1,70.0,dj-stripe automatically syncs your Stripe Data to your local database as pre-implemented Django Models allowing you to..,841.0,841.0,125.0,https://pypi.org/project/dj-stripe,67766.0,67766.0,33,True,1,,,,,,
22,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-10-31 22:55:20,2023-10-30 14:00:01,2986.0,91.0,455.0,43.0,2253.0,343.0,502.0,3503,2023-10-25 13:13:54,0.211.1,100.0,A GraphQL library for Python that leverages type annotations.,2381.0,2381.0,228.0,https://pypi.org/project/strawberry,515.0,592.0,32,True,2,464.0,,,,,
23,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2023-11-01 00:09:03,2023-10-30 17:30:13,779.0,21.0,149.0,34.0,131.0,15.0,171.0,1540,2023-09-05 16:49:16,0.26.1,52.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",3359.0,3359.0,34.0,https://pypi.org/project/django-admin-interface,86595.0,86595.0,32,True,1,,,,,,
24,social-app-django,python-social-auth/social-app-django,social-app-django,[],authentication-authorization,https://github.com/python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,BSD-3-Clause,2016-09-24 18:06:40,2023-10-31 08:14:16,2023-10-31 08:14:15,2317.0,35.0,349.0,34.0,214.0,129.0,154.0,1880,2023-10-17 07:41:03,5.4.0,5.0,Python Social Auth - Application - Django.,36014.0,36014.0,328.0,https://pypi.org/project/social-app-django,,,31,True,1,,,,,,
25,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2023-09-27 21:50:07,2021-06-26 12:04:16,1246.0,,228.0,52.0,310.0,273.0,149.0,1757,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1491.0,1491.0,62.0,https://pypi.org/project/django-q,69169.0,69169.0,31,True,3,,,,,,
26,django-two-factor-auth,jazzband/django-two-factor-auth,django-two-factor-auth,[],authentication-authorization,https://github.com/jazzband/django-two-factor-auth,https://github.com/jazzband/django-two-factor-auth,MIT,2012-09-11 13:25:14,2023-10-18 12:20:35,2023-10-18 12:20:35,758.0,22.0,397.0,42.0,326.0,81.0,270.0,1489,2023-04-05 21:44:13,1.15.1,34.0,Complete Two-Factor Authentication for Django providing the easiest integration into most Django projects.,1127.0,1127.0,95.0,https://pypi.org/project/django-two-factor-auth,211638.0,211638.0,31,True,1,,,,,,
27,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2023-10-25 16:35:01,2023-10-10 07:05:55,1171.0,2.0,213.0,38.0,492.0,18.0,140.0,1011,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,146968.0,146968.0,138.0,https://pypi.org/project/django-bootstrap4,165742.0,165742.0,31,True,1,,,,,,
28,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2023-10-27 10:29:29,2023-10-07 07:07:41,1026.0,3.0,679.0,106.0,598.0,4.0,291.0,2321,,,,Bootstrap 3 integration with Django.,18598.0,18598.0,99.0,https://pypi.org/project/django-bootstrap3,91168.0,91168.0,30,True,2,,,,,,
29,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2023-10-19 03:23:57,2023-10-19 03:23:56,614.0,5.0,266.0,29.0,291.0,87.0,249.0,1702,2023-05-14 01:33:35,2.8.1,10.0,A simple app that provides django integration for RQ (Redis Queue).,2964.0,2964.0,121.0,https://pypi.org/project/django-rq,368525.0,368525.0,30,True,3,,,,,,
30,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2023-10-17 19:36:01,2023-02-02 11:52:14,1032.0,,223.0,35.0,257.0,96.0,145.0,1371,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,6757.0,6757.0,62.0,https://pypi.org/project/django-jazzmin,96419.0,96419.0,30,True,2,,,,,,
31,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2023-07-27 10:09:24,2023-07-26 04:55:12,428.0,,232.0,22.0,288.0,38.0,164.0,1030,2023-07-26 04:57:50,4.0.0,23.0,A feature flipper for Django.,1256.0,1256.0,116.0,https://pypi.org/project/django-waffle,444042.0,444042.0,30,True,1,,,,,,
32,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-08-04 09:46:11,2023-08-04 09:45:28,555.0,12.0,150.0,17.0,100.0,54.0,170.0,793,2023-08-04 09:46:09,0.4.0,27.0,JSON Web Token (JWT) authentication for Graphene Django.,4833.0,4833.0,24.0,https://pypi.org/project/django-graphql-jwt,100676.0,100676.0,30,True,3,,,,,,
33,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2023-10-23 11:59:12,2023-10-23 11:59:08,1918.0,27.0,637.0,94.0,328.0,5.0,702.0,3502,,,,A jazzy skin for the Django Admin-Interface (official repository).,5874.0,5874.0,86.0,https://pypi.org/project/django-grappelli,171057.0,171057.0,29,True,2,,,,,,
34,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2023-10-28 16:09:02,2023-01-19 10:56:01,341.0,,269.0,43.0,144.0,19.0,138.0,2262,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1505.0,1505.0,67.0,https://pypi.org/project/django-fsm,266929.0,266929.0,29,True,1,,,,,,
35,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-10-23 05:07:01,2023-07-02 19:48:20,637.0,,393.0,67.0,225.0,143.0,328.0,1417,2023-08-27 13:05:42,1.12.0,2.0,Tenant support for Django using PostgreSQL schemas.,397.0,397.0,75.0,https://pypi.org/project/django-tenant-schemas,14752.0,14752.0,29,True,1,,,,,,
36,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2023-10-26 18:13:40,2023-08-30 20:50:40,952.0,7.0,303.0,57.0,286.0,202.0,422.0,1255,2023-05-18 13:21:07,3.5.0,45.0,Django tenants using PostgreSQL Schemas.,646.0,646.0,104.0,https://pypi.org/project/django-tenants,74287.0,74287.0,29,True,1,,-2.0,,,,
37,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2023-10-30 17:32:45,2022-12-12 10:26:16,471.0,,184.0,22.0,220.0,64.0,209.0,803,2022-09-27 23:25:03,4.0.2,3.0,Management commands to help backup and restore your project database and media files.,1636.0,1636.0,64.0,https://pypi.org/project/django-dbbackup,95686.0,95686.0,29,True,3,,,,,,
38,django-guardian,django-guardian/django-guardian,django-guardian,[],authentication-authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2023-10-30 16:25:59,2022-03-25 21:42:47,1062.0,,534.0,83.0,355.0,127.0,322.0,3466,,,,Per object permissions for Django.,6243.0,6243.0,159.0,https://pypi.org/project/django-guardian,355570.0,355570.0,28,True,2,,,,,,
39,django-oauth-toolkit,jazzband/django-oauth-toolkit,django-oauth-toolkit,[],authentication-authorization,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,,2013-05-20 15:46:18,2023-10-30 19:09:52,2023-10-30 19:09:52,1305.0,48.0,715.0,67.0,561.0,148.0,645.0,2914,2023-05-31 20:51:13,2.3.0,26.0,OAuth2 goodies for the Djangonauts!.,,,241.0,https://pypi.org/project/django-oauth-toolkit,514467.0,514467.0,28,True,2,,,,,,
40,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/kmmbvnr/django-material,https://github.com/kmmbvnr/django-material,BSD-3-Clause,2015-01-16 07:17:33,2023-04-12 06:12:45,2023-04-12 06:12:40,887.0,,414.0,91.0,121.0,20.0,393.0,2485,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1759.0,1759.0,41.0,https://pypi.org/project/django-material,11505.0,11505.0,28,True,3,,,kmmbvnr/django-material,,,
41,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2023-10-16 14:14:40,2023-10-16 14:14:40,638.0,2.0,283.0,33.0,256.0,28.0,247.0,1608,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1830.0,1830.0,140.0,https://pypi.org/project/django-constance,212905.0,212905.0,28,True,2,,,,,,
42,django-ses,django-ses/django-ses,django-ses,[],emails,https://github.com/django-ses/django-ses,https://github.com/django-ses/django-ses,MIT,2011-01-25 19:41:40,2023-10-18 02:28:32,2023-10-18 02:28:24,337.0,5.0,206.0,19.0,163.0,57.0,81.0,935,2023-04-25 21:41:35,3.4.1,43.0,A Django email backend for Amazons Simple Email Service.,2590.0,2590.0,76.0,https://pypi.org/project/django-ses,566106.0,566106.0,28,True,1,,,,,,
43,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2023-10-30 17:32:14,2023-10-27 16:01:36,485.0,20.0,339.0,23.0,335.0,50.0,193.0,921,,,16.0,A Django app that keeps a log of changes made to an object.,782.0,782.0,70.0,https://pypi.org/project/django-auditlog,245929.0,245931.0,28,True,2,305.0,,,,,
44,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2023-10-18 06:43:28,2023-10-18 06:43:20,771.0,6.0,169.0,18.0,160.0,37.0,172.0,663,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,2116.0,2116.0,84.0,https://pypi.org/project/django-admin-sortable2,231425.0,231425.0,28,True,2,,,,,,
45,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2023-10-17 22:52:27,2023-10-17 22:52:22,655.0,10.0,161.0,18.0,186.0,2.0,150.0,364,2023-10-17 22:51:49,5.0.1,28.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",477.0,477.0,86.0,https://pypi.org/project/django-cas-ng,22196.0,22200.0,28,True,2,541.0,,,,,
46,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,MIT,2020-10-30 17:12:01,2023-10-31 10:07:07,2023-10-30 15:11:03,579.0,59.0,82.0,17.0,191.0,66.0,146.0,319,2023-10-30 15:12:27,0.22.0,50.0,Strawberry GraphQL Django extension.,336.0,336.0,59.0,https://pypi.org/project/strawberry-graphql-django,63364.0,63364.0,28,True,3,,,,,,
47,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2023-09-17 13:15:46,2022-11-02 08:25:54,5304.0,,1566.0,250.0,982.0,40.0,1011.0,4659,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,327.0,https://pypi.org/project/mezzanine,2930.0,2930.0,27,True,3,,,,,,
48,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2023-10-30 17:33:18,2023-10-30 17:04:35,614.0,4.0,596.0,58.0,331.0,112.0,316.0,3622,2023-08-11 10:54:55,5.3.0,10.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,105.0,https://pypi.org/project/djangorestframework-simplejwt,1778947.0,1778947.0,27,True,3,,,,,,
49,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2023-10-19 01:09:56,2021-02-28 18:04:57,5402.0,,973.0,171.0,501.0,86.0,292.0,3066,,,,A Django based shop system.,217.0,217.0,96.0,https://pypi.org/project/django-shop,4236.0,4236.0,27,True,3,,,,,,
50,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2023-10-30 06:54:06,2023-10-30 06:54:03,499.0,15.0,62.0,18.0,459.0,4.0,40.0,1025,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,2306.0,2306.0,23.0,https://pypi.org/project/django-split-settings,109344.0,109344.0,27,True,3,,,,,,
51,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2023-10-23 16:03:26,2023-10-20 19:15:30,488.0,6.0,130.0,20.0,177.0,46.0,150.0,1017,2023-10-20 19:21:56,2.5,10.0,A helper for organizing Django project settings by relying on well established programming patterns.,2786.0,2786.0,66.0,https://pypi.org/project/django-configurations,126391.0,126391.0,27,True,3,,,,,,
52,django-post-office,ui/django-post_office,django-post-office,[],emails,https://github.com/ui/django-post_office,https://github.com/ui/django-post_office,MIT,2012-08-11 08:08:52,2023-10-22 08:19:23,2023-10-22 08:18:48,775.0,9.0,242.0,37.0,214.0,87.0,152.0,929,2023-08-08 12:58:21,3.7.1,8.0,"A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates..",79.0,79.0,78.0,https://pypi.org/project/django-post-office,47309.0,47309.0,27,True,2,,,,,,
53,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-10-27 14:54:52,2023-10-27 14:54:51,362.0,41.0,80.0,11.0,327.0,21.0,105.0,725,2023-10-27 12:46:09,1.17.0,21.0,Object factory for Django.,3417.0,3417.0,52.0,https://pypi.org/project/model_bakery,499128.0,499128.0,27,True,2,,,,,,
54,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-10-27 14:54:52,2023-10-27 14:54:51,362.0,41.0,80.0,11.0,327.0,21.0,105.0,725,2023-10-27 12:46:09,1.17.0,21.0,Object factory for Django.,3417.0,3417.0,52.0,https://pypi.org/project/model-bakery/,499128.0,499128.0,27,True,1,,,,,,
55,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,669.0,117.0,177.0,217.0,127.0,3471,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,3066.0,3066.0,29.0,https://pypi.org/project/django-jet,15274.0,15274.0,26,True,3,,,,,,
56,django-htmx,adamchainz/django-htmx,django-htmx,[],templates,https://github.com/adamchainz/django-htmx,https://github.com/adamchainz/django-htmx,MIT,2020-10-18 17:12:47,2023-10-30 22:19:20,2023-10-30 22:19:19,401.0,33.0,99.0,32.0,329.0,6.0,55.0,1113,,,,Extensions for using Django with htmx.,1368.0,1368.0,17.0,https://pypi.org/project/django-htmx,96214.0,96214.0,26,True,1,,6.0,,,,
57,django-paypal,spookylukey/django-paypal,django-paypal,[],payment-subscriptions,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06,2023-10-30 16:54:37,2022-11-28 20:19:07,783.0,,192.0,27.0,118.0,11.0,150.0,696,,,,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,2873.0,2873.0,73.0,https://pypi.org/project/django-paypal,11766.0,11766.0,26,True,1,,,,,,
58,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2023-10-19 12:07:55,2023-10-13 13:52:13,161.0,3.0,132.0,9.0,83.0,29.0,72.0,394,2022-09-15 12:29:55,1.3.0,18.0,"An extension of django rest framework, providing a configurable password reset strategy.",2931.0,2931.0,35.0,https://pypi.org/project/django-rest-passwordreset,231791.0,231791.0,26,True,3,,,,,,
59,django-oidc-provider,juanifioren/django-oidc-provider,django-oidc-provider,[],authentication-authorization,https://github.com/juanifioren/django-oidc-provider,https://github.com/juanifioren/django-oidc-provider,MIT,2014-12-15 19:53:50,2023-10-25 15:39:57,2023-10-25 15:19:14,1049.0,8.0,219.0,19.0,214.0,56.0,142.0,382,2023-10-23 00:06:02,0.8.1,22.0,OpenID Connect and OAuth2 provider implementation for Djangonauts.,282.0,282.0,72.0,https://pypi.org/project/django-oidc-provider,12338.0,12338.0,26,True,2,,,,,,
60,django-bootstrap5,zostera/django-bootstrap5,django-bootstrap5,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap5,https://github.com/zostera/django-bootstrap5,BSD-3-Clause,2021-03-15 13:32:45,2023-10-22 18:31:39,2023-10-08 07:20:14,1326.0,3.0,60.0,11.0,448.0,36.0,49.0,289,,,,Bootstrap 5 for Django.,4469.0,4469.0,144.0,https://pypi.org/project/django-bootstrap5,59930.0,59930.0,26,True,2,,,,,,
61,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2023-10-14 08:25:25,2023-10-11 10:07:31,992.0,8.0,363.0,41.0,487.0,167.0,395.0,3219,,,,A test fixtures replacement for Python.,,,129.0,https://pypi.org/project/factory_boy,3329725.0,3329725.0,25,True,3,,,,,,
62,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2023-10-30 23:33:17,2023-10-18 19:01:40,4734.0,41.0,129.0,35.0,179.0,1.0,82.0,1323,,,,A library for event sourcing in Python.,139.0,139.0,23.0,https://pypi.org/project/eventsourcing,16726.0,16726.0,25,True,1,,2.0,,,,
63,django-ratelimit,jsocol/django-ratelimit,django-ratelimit,[],authentication-authorization,https://github.com/jsocol/django-ratelimit,https://github.com/jsocol/django-ratelimit,,2011-05-20 23:05:29,2023-10-25 11:06:10,2023-09-28 17:06:40,313.0,2.0,169.0,19.0,153.0,19.0,122.0,956,2023-07-24 20:36:04,4.1.0,2.0,Cache-based rate-limiting for Django.,2179.0,2179.0,51.0,https://pypi.org/project/django-ratelimit,367592.0,367592.0,25,True,3,,,,,,
64,django-payments,jazzband/django-payments,django-payments,[],payment-subscriptions,https://github.com/jazzband/django-payments,https://github.com/jazzband/django-payments,,2010-09-30 14:17:47,2023-10-30 17:32:50,2023-10-19 17:51:06,870.0,40.0,255.0,43.0,233.0,54.0,100.0,918,2021-02-01 11:27:35,0.14.0,29.0,Universal payment handling for Django.,514.0,514.0,57.0,https://pypi.org/project/django-payments,8127.0,8127.0,25,True,2,21.0,,,,,
65,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2023-10-24 05:19:42,2023-10-20 09:10:06,874.0,34.0,87.0,14.0,97.0,6.0,165.0,780,2023-08-11 09:48:33,2.8.0,42.0,"A cool, modern and responsive django admin application based on bootstrap 5 - https://otto-torino.github.io/tag/baton/.",318.0,318.0,15.0,https://pypi.org/project/django-baton,6792.0,6792.0,25,True,3,,,,,,
