,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,updated_github_id,gitlab_id,gitlab_url
0,pydantic,pydantic/pydantic,pydantic,[],pydantic-integration,https://github.com/pydantic/pydantic,https://github.com/pydantic/pydantic,MIT,2017-05-03 21:23:58,2023-05-31 18:54:08,2023-05-31 15:17:47,1920.0,398.0,1217.0,106.0,2362.0,251.0,2215.0,13893,2023-05-23 17:54:21,1.10.8,100.0,Data validation using Python type hints.,202418.0,202418.0,362.0,https://pypi.org/project/pydantic,66814988.0,66814988.0,45,True,1,,,,,
1,celery,celery/celery,celery,[],task-queues,https://github.com/celery/celery,https://github.com/celery/celery,,2009-04-24 11:31:24,2023-05-31 14:47:09,2023-05-31 14:45:59,12216.0,80.0,4312.0,480.0,2946.0,558.0,4298.0,21614,2023-05-31 14:47:57,5.3.0rc2,40.0,Distributed Task Queue (development branch).,103159.0,103159.0,1279.0,https://pypi.org/project/celery,6375989.0,6375989.0,43,True,1,,,,,
2,django-rest-framework,encode/django-rest-framework,django-rest-framework,[],restful-api-drf,https://github.com/encode/django-rest-framework,https://github.com/encode/django-rest-framework,,2011-03-02 17:13:56,2023-05-31 04:36:22,2023-05-31 04:36:21,8686.0,27.0,6394.0,615.0,4530.0,74.0,3745.0,25635,2022-11-08 10:37:57,3.14.0,17.0,Web APIs for Django.,502604.0,502604.0,1358.0,https://pypi.org/project/django-rest-framework,98702.0,98702.0,41,True,1,,,,,
3,django-cms,django-cms/django-cms,django-cms,[],cms-framework,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,BSD-3-Clause,2009-03-05 10:14:18,2023-05-31 13:12:59,2023-05-22 23:08:53,16195.0,46.0,2824.0,407.0,4100.0,98.0,3330.0,9307,2023-04-25 13:29:30,3.11.3,7.0,The easy-to-use and developer-friendly enterprise CMS powered by Django.,4872.0,4872.0,625.0,https://pypi.org/project/django-cms,45127.0,45127.0,40,True,1,1.0,,,,
4,django-allauth,pennersr/django-allauth,django-allauth,[],authentication,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52,2023-05-30 20:24:24,2023-05-23 18:35:30,2540.0,31.0,2692.0,186.0,1347.0,302.0,1665.0,7973,,,,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",159414.0,159414.0,629.0,https://pypi.org/project/django-allauth,743229.0,743229.0,38,True,1,,,,,
5,wagtail,wagtail/wagtail,wagtail,[],cms-framework,https://github.com/wagtail/wagtail,https://github.com/wagtail/wagtail,BSD-3-Clause,2014-02-03 12:41:59,2023-05-30 11:07:38,2023-05-30 11:07:37,15227.0,460.0,3126.0,339.0,5865.0,847.0,3586.0,14840,2023-05-25 13:56:00,5.0.1,100.0,A Django content management system focused on flexibility and user experience.,6.0,6.0,810.0,https://pypi.org/project/wagtail,151136.0,151136.0,37,True,3,,,,,
6,rq,rq/rq,rq,[],task-queues,https://github.com/rq/rq,https://github.com/rq/rq,,2011-11-14 10:53:48,2023-05-29 08:23:57,2023-05-27 02:26:09,1778.0,55.0,1332.0,210.0,827.0,141.0,916.0,8928,2023-05-27 02:28:14,1.15,26.0,Simple job queues for Python.,13673.0,13673.0,293.0,https://pypi.org/project/rq,741897.0,741897.0,37,True,2,-1.0,,,,
7,django-debug-toolbar,jazzband/django-debug-toolbar,django-debug-toolbar,[],debugging,https://github.com/jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,BSD-3-Clause,2008-08-28 06:58:04,2023-05-30 16:09:19,2023-05-30 16:09:03,2508.0,56.0,884.0,110.0,945.0,67.0,777.0,7506,2023-05-16 10:40:08,4.1,14.0,A configurable set of panels that display various debug information about the current request/response.,72207.0,72207.0,272.0,https://pypi.org/project/django-debug-toolbar,1830141.0,1830142.0,37,True,1,,202.0,,,
8,django-import-export,django-import-export/django-import-export,django-import-export,[],admin-interface-actions,https://github.com/django-import-export/django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22,2023-05-11 09:41:01,2023-05-11 09:41:00,1345.0,19.0,699.0,66.0,665.0,80.0,826.0,2678,2023-04-12 18:09:24,3.2.0,11.0,Django application and library for importing and exporting data with admin integration.,50295.0,50295.0,198.0,https://pypi.org/project/django-import-export,784619.0,784619.0,37,True,1,,,,,
9,django-simple-history,jazzband/django-simple-history,django-simple-history,[],fields-versioning,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19,2023-05-31 14:27:47,2023-05-31 14:27:40,1222.0,43.0,408.0,39.0,666.0,117.0,398.0,1870,2023-03-08 22:41:15,3.3.0,34.0,Store model history and view/revert changes from admin site.,4085.0,4085.0,170.0,https://pypi.org/project/django-simple-history,880981.0,880981.0,37,True,1,,,,,
10,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-05-29 18:25:44,2023-05-25 10:21:55,1743.0,6.0,788.0,146.0,524.0,103.0,871.0,7688,2023-03-13 20:25:52,3.2.2,58.0,GraphQL framework for Python.,17676.0,17676.0,199.0,https://pypi.org/project/graphene,1741669.0,1741669.0,36,True,1,,,,,
11,django-extensions,django-extensions/django-extensions,django-extensions,[],management-commands,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19,2023-05-27 13:12:25,2023-05-24 13:11:28,3612.0,5.0,1094.0,105.0,963.0,142.0,716.0,6125,2022-09-09 11:10:54,3.2.1,4.0,This is a repository for collecting global custom management extensions for the Django Framework.,164173.0,164173.0,572.0,https://pypi.org/project/django-extensions,2387261.0,2387261.0,36,True,1,,,,,
12,django-oscar,django-oscar/django-oscar,django-oscar,[],ecommerce-framework,https://github.com/django-oscar/django-oscar,https://github.com/django-oscar/django-oscar,BSD-3-Clause,2010-12-08 21:30:32,2023-05-30 15:42:11,2023-05-26 14:45:01,8908.0,47.0,2016.0,267.0,2643.0,96.0,1357.0,5737,2022-12-23 15:54:06,3.2,5.0,Domain-driven e-commerce for Django.,999.0,999.0,344.0,https://pypi.org/project/django-oscar,14776.0,14776.0,36,True,1,,,,,
13,django-environ,joke2k/django-environ,django-environ,[],configuration,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,MIT,2013-04-02 13:50:07,2023-05-30 15:49:46,2023-03-02 22:09:52,588.0,,296.0,37.0,252.0,57.0,166.0,2756,2023-03-02 22:11:27,0.10.0,16.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,154266.0,154266.0,84.0,https://pypi.org/project/django-environ,1400064.0,1400064.0,35,True,1,-1.0,12.0,,,
14,graphene-django,graphql-python/graphene-django,graphene-django,[],graphql-api,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,MIT,2016-09-17 23:26:25,2023-05-27 13:53:24,2023-05-27 13:53:22,919.0,28.0,709.0,72.0,575.0,133.0,642.0,4075,2023-05-26 20:10:31,2.16.0,45.0,"Build powerful, efficient, and flexible GraphQL APIs with seamless Django integration.",13057.0,13057.0,208.0,https://pypi.org/project/graphene-django,439261.0,439261.0,34,True,2,1.0,,,,
15,django-ninja,vitalik/django-ninja,django-ninja,[],restful-api-ninja,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2023-05-29 08:47:05,2023-05-28 07:14:22,845.0,55.0,273.0,62.0,213.0,153.0,338.0,4441,2023-05-28 07:16:29,0.22.1,29.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",1377.0,1377.0,93.0,https://pypi.org/project/django-ninja,99088.0,99088.0,33,True,1,,,,,
16,django-reversion,etianen/django-reversion,django-reversion,[],fields-versioning,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25,2023-05-21 16:15:51,2023-05-21 16:15:51,1501.0,9.0,448.0,58.0,305.0,13.0,623.0,2871,2022-11-12 14:45:12,5.0.4,8.0,django-reversion is an extension to the Django web framework that provides version control for model instances.,7021.0,7021.0,186.0,https://pypi.org/project/django-reversion,291160.0,291160.0,33,True,2,,,,,
17,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-05-31 22:15:47,2023-05-31 21:24:23,2727.0,133.0,401.0,46.0,1984.0,280.0,454.0,3237,2023-05-31 21:21:08,0.180.0,100.0,A GraphQL library for Python that leverages type annotations.,1871.0,1871.0,203.0,https://pypi.org/project/strawberry,416.0,470.0,32,True,2,,433.0,,,
18,django-rq,rq/django-rq,django-rq,[],task-queues,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58,2023-05-27 02:11:38,2023-05-27 02:11:30,606.0,21.0,263.0,29.0,280.0,79.0,246.0,1659,2023-05-14 01:33:35,2.8.1,10.0,A simple app that provides django integration for RQ (Redis Queue).,2726.0,2726.0,117.0,https://pypi.org/project/django-rq,165335.0,165335.0,32,True,3,,,,,
19,saleor,saleor/saleor,saleor,[],ecommerce-framework,https://github.com/saleor/saleor,https://github.com/saleor/saleor,BSD-3-Clause,2013-02-12 16:46:39,2023-05-31 17:59:06,2023-05-31 10:32:50,20444.0,180.0,4831.0,380.0,8169.0,456.0,3188.0,18528,2023-05-25 10:02:18,3.13.17,100.0,"Saleor Core: the high performance, composable, headless commerce API.",1.0,1.0,269.0,https://pypi.org/project/saleor,23.0,28.0,31,True,2,-1.0,17.0,,,
20,django-admin-interface,fabiocaccamo/django-admin-interface,django-admin-interface,[],admin-interface,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36,2023-05-30 00:11:28,2023-05-29 11:13:28,743.0,36.0,142.0,33.0,103.0,12.0,161.0,1407,2023-05-10 23:39:26,0.26.0,51.0,"djangos default admin interface with superpowers - customizable themes, popup windows replaced by modals and many..",2857.0,2857.0,31.0,https://pypi.org/project/django-admin-interface,68796.0,68796.0,31,True,1,-1.0,,,,
21,django-tenants,django-tenants/django-tenants,django-tenants,[],multiple-tenants,https://github.com/django-tenants/django-tenants,https://github.com/django-tenants/django-tenants,MIT,2015-06-09 19:48:59,2023-05-18 13:21:07,2023-05-11 19:46:33,939.0,20.0,280.0,56.0,272.0,182.0,414.0,1122,2023-05-18 13:21:07,3.5.0,45.0,Django tenants using PostgreSQL Schemas.,516.0,516.0,100.0,https://pypi.org/project/django-tenants,62143.0,62143.0,31,True,1,2.0,,,,
22,django-q,Koed00/django-q,django-q,[],task-queues,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,MIT,2015-06-14 12:37:08,2023-04-06 17:32:52,2021-06-26 12:04:16,1246.0,,219.0,52.0,309.0,269.0,146.0,1713,2021-06-10 16:52:14,1.3.9,78.0,A multiprocessing distributed task queue for Django.,1369.0,1369.0,62.0,https://pypi.org/project/django-q,71274.0,71274.0,30,True,3,,,,,
23,django-admin-sortable2,jrief/django-admin-sortable2,django-admin-sortable2,[],admin-interface-actions,https://github.com/jrief/django-admin-sortable2,https://github.com/jrief/django-admin-sortable2,MIT,2013-07-07 21:26:56,2023-05-24 14:53:34,2023-05-24 14:53:26,743.0,20.0,163.0,19.0,148.0,35.0,164.0,612,2023-03-24 11:33:27,2.1.5,9.0,Generic drag-and-drop ordering for objects in the Django admin interface.,1902.0,1902.0,81.0,https://pypi.org/project/django-admin-sortable2,177455.0,177455.0,30,True,2,,,,,
24,django-grappelli,sehmaschine/django-grappelli,django-grappelli,[],admin-interface,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,,2010-03-26 12:25:59,2023-05-03 12:19:18,2023-05-03 12:01:45,1887.0,11.0,635.0,95.0,322.0,3.0,693.0,3433,,,,A jazzy skin for the Django Admin-Interface (official repository).,5593.0,5593.0,83.0,https://pypi.org/project/django-grappelli,154555.0,154555.0,29,True,2,,,,,
25,django-constance,jazzband/django-constance,django-constance,[],configuration,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,BSD-3-Clause,2010-09-20 12:42:29,2023-04-18 12:02:13,2023-04-18 12:02:12,633.0,9.0,282.0,34.0,253.0,24.0,244.0,1557,2022-08-11 11:56:06,2.9.1,1.0,Dynamic Django settings.,1688.0,1688.0,139.0,https://pypi.org/project/django-constance,194804.0,194804.0,29,True,2,,,,,
26,django-jazzmin,farridav/django-jazzmin,django-jazzmin,[],admin-interface,https://github.com/farridav/django-jazzmin,https://github.com/farridav/django-jazzmin,MIT,2020-05-11 19:50:44,2023-03-06 15:01:02,2023-02-02 11:52:14,1032.0,,203.0,33.0,251.0,86.0,141.0,1288,2022-11-03 13:23:16,2.6.0,28.0,Jazzy theme for Django.,4615.0,4615.0,62.0,https://pypi.org/project/django-jazzmin,86744.0,86744.0,29,True,2,,,,,
27,django-waffle,django-waffle/django-waffle,django-waffle,[],feature-flipper,https://github.com/django-waffle/django-waffle,https://github.com/django-waffle/django-waffle,BSD-3-Clause,2011-01-23 17:42:09,2023-04-13 00:45:42,2022-10-02 01:30:04,425.0,,231.0,23.0,286.0,38.0,161.0,973,2022-08-30 17:26:52,3.0.0,22.0,A feature flipper for Django.,1171.0,1171.0,115.0,https://pypi.org/project/django-waffle,308465.0,308465.0,29,True,1,,,,,
28,django-dbbackup,jazzband/django-dbbackup,django-dbbackup,[],management-commands,https://github.com/jazzband/django-dbbackup,https://github.com/jazzband/django-dbbackup,BSD-3-Clause,2014-12-29 02:39:34,2023-05-31 16:54:11,2022-12-12 10:26:16,471.0,,182.0,21.0,218.0,62.0,207.0,740,2022-09-27 23:25:03,4.0.2,3.0,Management commands to help backup and restore your project database and media files.,1478.0,1478.0,64.0,https://pypi.org/project/django-dbbackup,68885.0,68885.0,29,True,3,,,,,
29,django-material,viewflow/django-material,django-material,[],admin-interface,https://github.com/kmmbvnr/django-material,https://github.com/kmmbvnr/django-material,BSD-3-Clause,2015-01-16 07:17:33,2023-04-12 06:12:45,2023-04-12 06:12:40,887.0,1.0,407.0,91.0,121.0,20.0,393.0,2483,2017-10-27 11:20:04,1.1.0,5.0,Material Design for Django.,1730.0,1730.0,41.0,https://pypi.org/project/django-material,12835.0,12835.0,28,True,3,,,kmmbvnr/django-material,,
30,django-fsm,viewflow/django-fsm,django-fsm,[],finite-state-machine,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,MIT,2010-05-31 14:03:48,2023-01-19 10:56:01,2023-01-19 10:56:01,341.0,,264.0,44.0,140.0,18.0,137.0,2188,2022-03-25 12:30:10,2.8.0,4.0,Django friendly finite state machine support.,1437.0,1437.0,67.0,https://pypi.org/project/django-fsm,254898.0,254898.0,28,True,1,,,,,
31,django-phonenumber-field,stefanfoulis/django-phonenumber-field,django-phonenumber-field,[],fields-phone-numbers,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,MIT,2011-08-31 17:52:05,2023-05-15 15:34:29,2023-05-12 19:57:49,561.0,11.0,291.0,24.0,355.0,8.0,194.0,1364,2023-04-26 20:43:40,7.1.0,9.0,A django model and form field for normalised phone numbers using python-phonenumbers.,,,113.0,https://pypi.org/project/django-phonenumber-field,716685.0,716685.0,28,True,1,,11.0,,,
32,mezzanine,stephenmcd/mezzanine,mezzanine,[],cms-framework,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55,2023-04-20 00:52:52,2022-11-02 08:25:54,5304.0,,1556.0,253.0,981.0,40.0,1011.0,4635,2022-05-12 12:48:08,6.0.0,9.0,CMS framework for Django.,,,326.0,https://pypi.org/project/mezzanine,4167.0,4167.0,27,True,3,,,,,
33,django-guardian,django-guardian/django-guardian,django-guardian,[],authorization,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,,2010-06-04 23:15:37,2023-03-28 20:36:05,2022-03-25 21:42:47,1062.0,,531.0,85.0,350.0,122.0,322.0,3383,,,,Per object permissions for Django.,5900.0,5900.0,159.0,https://pypi.org/project/django-guardian,360599.0,360599.0,27,True,1,,,,,
34,django-tenant-schemas,bernardopires/django-tenant-schemas,django-tenant-schemas,[],multiple-tenants,https://github.com/bernardopires/django-tenant-schemas,https://github.com/bernardopires/django-tenant-schemas,MIT,2012-06-23 10:54:34,2023-04-18 10:51:58,2021-11-10 21:40:53,622.0,,393.0,69.0,225.0,142.0,327.0,1379,2017-06-03 11:58:30,1.9.0,1.0,Tenant support for Django using PostgreSQL schemas.,380.0,380.0,70.0,https://pypi.org/project/django-tenant-schemas,16534.0,16534.0,27,True,2,,,,,
35,django-configurations,jazzband/django-configurations,django-configurations,[],configuration,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20,2023-04-04 15:13:29,2023-04-04 10:56:38,482.0,1.0,128.0,21.0,171.0,45.0,145.0,995,2023-04-04 15:13:44,2.4.1,8.0,A helper for organizing Django project settings by relying on well established programming patterns.,2665.0,2665.0,64.0,https://pypi.org/project/django-configurations,138516.0,138516.0,27,True,3,,,,,
36,django-split-settings,wemake-services/django-split-settings,django-split-settings,[],configuration,https://github.com/wemake-services/django-split-settings,https://github.com/wemake-services/django-split-settings,BSD-3-Clause,2013-05-17 06:04:30,2023-05-29 11:07:27,2023-05-29 11:07:23,478.0,12.0,61.0,19.0,434.0,4.0,40.0,986,2022-09-27 12:54:00,1.2.0,6.0,Organize Django settings into multiple files and directories. Easily override and modify settings. Use wildcards and..,1967.0,1967.0,23.0,https://pypi.org/project/django-split-settings,80672.0,80672.0,27,True,3,,,,,
37,django-auditlog,jazzband/django-auditlog,django-auditlog,[],fields-versioning,https://github.com/jazzband/django-auditlog,https://github.com/jazzband/django-auditlog,MIT,2013-10-20 12:10:40,2023-05-26 13:19:14,2023-05-25 07:45:01,457.0,7.0,329.0,24.0,305.0,46.0,181.0,793,,,15.0,A Django app that keeps a log of changes made to an object.,668.0,668.0,67.0,https://pypi.org/project/django-auditlog,142494.0,142496.0,27,True,2,,294.0,,,
38,django-graphql-jwt,flavors/django-graphql-jwt,django-graphql-jwt,[],graphql-api,https://github.com/flavors/django-graphql-jwt,https://github.com/flavors/django-graphql-jwt,MIT,2017-11-05 15:29:56,2023-03-08 04:31:30,2023-01-09 17:37:46,543.0,,148.0,18.0,99.0,47.0,168.0,789,2021-08-11 20:57:06,0.3.4,26.0,JSON Web Token (JWT) authentication for Graphene Django.,4482.0,4482.0,24.0,https://pypi.org/project/django-graphql-jwt,107042.0,107042.0,27,True,3,,,,,
39,djangorestframework-simplejwt,jazzband/djangorestframework-simplejwt,djangorestframework-simplejwt,[],restful-api-drf,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35,2023-05-31 12:02:31,2023-05-18 15:32:19,602.0,7.0,568.0,53.0,306.0,99.0,306.0,3452,2022-10-20 16:55:17,5.2.2,9.0,A JSON Web Token authentication plugin for the Django REST Framework.,,,100.0,https://pypi.org/project/djangorestframework-simplejwt,1402836.0,1402836.0,26,True,3,,,,,
40,django-jet,geex-arts/django-jet,django-jet,[],admin-interface,https://github.com/geex-arts/django-jet,https://github.com/geex-arts/django-jet,AGPL-3.0,2015-07-29 21:35:35,2022-12-06 19:59:16,2019-05-21 10:57:50,891.0,,661.0,117.0,177.0,217.0,126.0,3423,2018-10-18 06:39:57,1.0.8,23.0,Modern responsive template for the Django admin interface with improved functionality. We are proud to announce..,2986.0,2986.0,29.0,https://pypi.org/project/django-jet,14290.0,14290.0,26,True,3,,,,,
41,django-shop,awesto/django-shop,django-shop,[],ecommerce-framework,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48,2022-04-08 09:00:09,2021-02-28 18:04:57,5402.0,,958.0,171.0,500.0,86.0,292.0,3004,,,,A Django based shop system.,214.0,214.0,96.0,https://pypi.org/project/django-shop,1554.0,1554.0,26,True,3,,,,,
42,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2023-05-24 21:39:58,2023-05-24 21:39:57,1046.0,14.0,762.0,42.0,630.0,162.0,461.0,2411,,,,https://django-storages.readthedocs.io/.,,,247.0,https://pypi.org/project/django-storages,2278207.0,2278207.0,26,True,1,,,,,
43,model_bakery,model-bakers/model_bakery,model_bakery,[],testing,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-05-26 06:39:56,2023-05-02 06:22:36,305.0,18.0,76.0,11.0,288.0,26.0,95.0,675,2023-04-05 14:14:24,1.11.0,15.0,Object factory for Django.,2957.0,2957.0,45.0,https://pypi.org/project/model_bakery,356914.0,356914.0,26,True,1,,,,,
44,model-bakery,model-bakers/model_bakery,model-bakery/,[],fake-data,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,,2019-10-08 12:49:08,2023-05-26 06:39:56,2023-05-02 06:22:36,305.0,18.0,76.0,11.0,288.0,26.0,95.0,675,2023-04-05 14:14:24,1.11.0,15.0,Object factory for Django.,2957.0,2957.0,45.0,https://pypi.org/project/model-bakery/,356914.0,356914.0,26,True,1,,,,,
45,django-multitenant,citusdata/django-multitenant,django-multitenant,[],multiple-tenants,https://github.com/citusdata/django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2023-05-27 20:28:38,2023-05-27 20:27:57,285.0,20.0,90.0,44.0,104.0,25.0,54.0,599,2023-04-10 09:39:59,3.2.1,14.0,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,48.0,48.0,22.0,https://pypi.org/project/django-multitenant,21122.0,21122.0,26,True,3,2.0,,,,
46,django-test-migrations,wemake-services/django-test-migrations,django-test-migrations,[],testing,https://github.com/wemake-services/django-test-migrations,https://github.com/wemake-services/django-test-migrations,MIT,2019-11-21 14:10:42,2023-05-30 04:48:16,2023-05-30 04:48:13,370.0,24.0,26.0,9.0,307.0,11.0,47.0,419,2023-04-29 15:21:09,1.3.0,7.0,"Test django schema and data migrations, including migrations order and best practices.",563.0,563.0,18.0,https://pypi.org/project/django-test-migrations,94505.0,94505.0,26,True,1,,,,,
47,django-rest-passwordreset,anexia-it/django-rest-passwordreset,django-rest-passwordreset,[],restful-api-drf,https://github.com/anexia-it/django-rest-passwordreset,https://github.com/anexia-it/django-rest-passwordreset,BSD-3-Clause,2017-03-13 19:06:30,2023-04-25 16:35:59,2022-11-02 17:21:20,153.0,,128.0,9.0,78.0,28.0,72.0,378,2022-09-15 12:29:55,1.3.0,18.0,"An extension of django rest framework, providing a configurable password reset strategy.",2509.0,2509.0,33.0,https://pypi.org/project/django-rest-passwordreset,259660.0,259660.0,26,True,3,,,,,
48,strawberry-graphql-django,strawberry-graphql/strawberry-graphql-django,strawberry-graphql-django,[],graphql-api,https://github.com/strawberry-graphql/strawberry-graphql-django,https://github.com/strawberry-graphql/strawberry-graphql-django,MIT,2020-10-30 17:12:01,2023-05-09 07:32:45,2023-05-08 15:29:39,443.0,16.0,56.0,17.0,116.0,62.0,78.0,268,2023-04-03 15:01:27,0.9.4,19.0,Strawberry GraphQL Django extension.,266.0,266.0,41.0,https://pypi.org/project/strawberry-graphql-django,31776.0,31776.0,26,True,3,,,,,
49,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2023-05-29 19:16:46,2023-04-26 07:27:58,353.0,55.0,66.0,10.0,136.0,10.0,34.0,213,2023-03-23 15:57:13,3.1.1,11.0,Automatic logging for Django FSM.,127.0,127.0,26.0,https://pypi.org/project/django-fsm-log,34571.0,34571.0,26,True,2,,,,,
50,factory_boy,FactoryBoy/factory_boy,factory_boy,[],testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2023-05-03 11:15:44,2023-05-03 09:02:42,975.0,11.0,361.0,41.0,475.0,167.0,381.0,3115,,,,A test fixtures replacement for Python.,,,126.0,https://pypi.org/project/factory_boy,2721663.0,2721663.0,25,True,3,,,,,
51,django-bootstrap3,zostera/django-bootstrap3,django-bootstrap3,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04,2023-05-30 10:59:46,2023-05-30 10:59:44,1002.0,51.0,678.0,107.0,574.0,5.0,288.0,2301,,,,Bootstrap 3 integration with Django.,,,98.0,https://pypi.org/project/django-bootstrap3,93945.0,93945.0,25,True,1,,,,,
52,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2023-05-09 14:48:12,2023-05-09 14:48:12,349.0,9.0,370.0,46.0,246.0,69.0,297.0,1352,2023-03-14 10:02:48,2.5.0,14.0,Celery Periodic Tasks backed by the Django ORM.,,,107.0,https://pypi.org/project/django-celery-beat,1175356.0,1175356.0,25,True,3,,,,,
53,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2023-05-19 17:18:34,2023-05-19 17:17:41,4693.0,12.0,123.0,33.0,178.0,,80.0,1259,,,,A library for event sourcing in Python.,133.0,133.0,23.0,https://pypi.org/project/eventsourcing,16151.0,16151.0,25,True,1,,,,,
54,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2023-05-12 16:30:37,2023-04-05 08:15:33,1205.0,7.0,306.0,39.0,562.0,148.0,358.0,1189,2021-12-07 14:56:42,4.5.2,19.0,A Django plugin for pytest.,,,138.0,https://pypi.org/project/pytest-django,2142160.0,2142160.0,25,True,3,,,,,
55,django-bootstrap4,zostera/django-bootstrap4,django-bootstrap4,[],mvt-css-framework-integration,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,BSD-3-Clause,2017-04-25 15:55:15,2023-05-30 09:59:55,2023-05-30 09:59:54,1157.0,36.0,212.0,40.0,478.0,18.0,140.0,996,2021-05-20 08:44:02,3.0.1,2.0,Bootstrap 4 integration with Django.,,,138.0,https://pypi.org/project/django-bootstrap4,176979.0,176979.0,25,True,1,,,,,
56,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-04-21 21:38:54,2022-05-05 01:23:36,216.0,,152.0,20.0,67.0,40.0,84.0,405,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,360.0,360.0,22.0,https://pypi.org/project/django-address,26280.0,26280.0,25,True,1,,,,,
